date,CEG,NRG,QQQ,SPY,URA,VPU,VST,XLU
2020-01-02,,32.15520095825195,208.08883666992188,296.1252746582031,8.88494873046875,115.45936584472656,19.87599754333496,26.098270416259766
2020-01-03,,31.65794563293457,206.18275451660156,293.88287353515625,8.844781875610352,115.49211883544922,20.08485221862793,26.15143585205078
2020-01-06,,30.978374481201172,207.51129150390625,295.004150390625,8.836747169494629,115.72118377685547,19.74546241760254,26.175975799560547
2020-01-07,,30.55571937561035,207.48240661621094,294.1745910644531,8.780515670776367,115.42665100097656,19.86729621887207,26.139169692993164
2020-01-08,,30.547439575195312,209.04188537597656,295.742431640625,8.668045043945312,115.42665100097656,20.12836265563965,26.12690544128418
2020-01-09,,30.779481887817383,210.81320190429688,297.747802734375,8.611811637878418,115.95025634765625,19.893400192260742,26.270051956176758
2020-01-10,,30.920366287231445,210.27407836914062,296.8909912109375,8.692146301269531,116.24481964111328,19.80637550354004,26.33957862854004
2020-01-13,,30.5971622467041,212.6999969482422,298.93267822265625,8.79658031463623,117.0548324584961,19.60622787475586,26.49909210205078
2020-01-14,,31.07782745361328,211.8624725341797,298.47711181640625,8.788546562194824,117.37390899658203,19.728057861328125,26.57680320739746
2020-01-15,,31.599943161010742,211.94912719726562,299.1515808105469,8.740346908569336,119.00203704833984,19.7802734375,26.948984146118164
2020-01-16,,32.00602340698242,213.9803466796875,301.6400146484375,8.828714370727539,119.7547378540039,20.18927574157715,27.11667823791504
2020-01-17,,31.93971824645996,215.03927612304688,302.5788879394531,8.836747169494629,120.55656433105469,19.963024139404297,27.30481719970703
2020-01-21,,31.923139572143555,214.94300842285156,301.986328125,8.820679664611816,121.4892807006836,19.76287269592285,27.554309844970703
2020-01-22,,32.05573654174805,215.51100158691406,302.0228271484375,8.780515670776367,121.84921264648438,19.78897476196289,27.64019775390625
2020-01-23,,32.213199615478516,216.20408630371094,302.3692321777344,8.756413459777832,122.90467834472656,19.980424880981445,27.885602951049805
2020-01-24,,31.459049224853516,214.38467407226562,299.6802062988281,8.684113502502441,123.18286895751953,19.292945861816406,27.95922088623047
2020-01-27,,30.5142822265625,209.9564666748047,294.87640380859375,8.435075759887695,122.781982421875,18.84042739868164,27.889690399169922
2020-01-28,,30.6717472076416,213.1813507080078,297.96661376953125,8.386877059936523,123.29739379882812,18.74470329284668,28.004209518432617
2020-01-29,,30.796058654785156,213.52792358398438,297.7204284667969,8.394909858703613,123.57556915283203,19.258136749267578,28.077831268310547
2020-01-30,,30.796058654785156,214.28842163085938,298.6866149902344,8.306543350219727,124.64737701416016,19.501800537109375,28.339588165283203
2020-01-31,,30.82111930847168,210.89024353027344,293.2630920410156,8.121774673461914,124.03376007080078,19.597524642944336,28.212797164916992
2020-02-03,,31.36419105529785,214.07662963867188,295.4416809082031,8.354743957519531,124.53284454345703,19.641033172607422,28.30278205871582
2020-02-04,,31.130245208740234,218.9765625,299.9444885253906,8.523444175720215,123.37920379638672,19.17981719970703,28.020566940307617
2020-02-05,,31.748517990112305,219.69857788085938,303.4083557128906,8.579679489135742,123.95193481445312,19.084089279174805,28.135093688964844
2020-02-06,,31.606487274169922,221.5950469970703,304.42919921875,8.619844436645508,124.03376007080078,18.901344299316406,28.143266677856445
2020-02-07,,31.648256301879883,220.64193725585938,302.8067626953125,8.555578231811523,123.60830688476562,19.406070709228516,28.053285598754883
2020-02-10,,31.99079704284668,223.3085174560547,305.0671691894531,8.539510726928711,124.01737976074219,19.37997055053711,28.159624099731445
