event_id,calendar_date,event_trading_date,primary_target_date,market,delivery_year,group,tickers_with_data,n_tickers,same_day_abs_ratio_mean,next_day_abs_ratio_mean,t_plus_2_abs_ratio_mean,same_day_rv_ratio_mean,next_day_rv_ratio_mean,t_plus_2_rv_ratio_mean,same_day_return_mean,next_day_return_mean
pjm_2023_2024_bra,2022-06-21,2022-06-21,2022-06-22,PJM,2023/2024,ipp_capacity,"NRG,VST",2,1.8674650267709372,0.7720614730658651,2.922314456202332,3.5163171021645674,0.8903163104584196,8.618381957005045,0.02084532837638199,-0.008396287644376395
pjm_2023_2024_bra,2022-06-21,2022-06-21,2022-06-22,PJM,2023/2024,market,"QQQ,SPY",2,3.134681766135912,0.209797461645978,1.486308638441769,10.124458784074733,0.0474799968298477,2.2108760986769744,0.024889500309543476,-0.001637256576109622
pjm_2023_2024_bra,2022-06-21,2022-06-21,2022-06-22,PJM,2023/2024,uranium,URA,1,1.3077483023357699,2.0302597625992878,0.8653660915788893,1.7102046506542292,4.1218732760056715,0.7488381981715982,0.026682150326664513,-0.04163993902282494
pjm_2023_2024_bra,2022-06-21,2022-06-21,2022-06-22,PJM,2023/2024,utility_etf,"VPU,XLU",2,2.7603918784137864,1.5731783898522098,3.4117467398776027,7.62313178100778,2.4749558436037162,11.643290037587175,0.018223401569678742,0.010381959510189848
pjm_2024_2025_bra,2023-02-27,2023-02-27,2023-02-28,PJM,2024/2025,ipp_capacity,"CEG,NRG,VST",3,0.7909881730889933,1.3857357191501205,0.6416638766498075,0.7856207100191411,2.8554991384411927,0.4658296776844897,-0.011254190679154596,-0.021388321053516384
pjm_2024_2025_bra,2023-02-27,2023-02-27,2023-02-28,PJM,2024/2025,market,"QQQ,SPY",2,0.424032758805752,0.2368293838340409,0.4889132598912236,0.18600440014552078,0.07716485559278198,0.246792289616208,0.005267831743478606,-0.0024982980690225302
pjm_2024_2025_bra,2023-02-27,2023-02-27,2023-02-28,PJM,2024/2025,uranium,URA,1,0.34301286094119005,0.42492351017504704,1.2668194867865752,0.11765397464707202,0.18055998829799821,1.6048292587773105,0.006183326120555533,-0.007615461339685183
pjm_2024_2025_bra,2023-02-27,2023-02-27,2023-02-28,PJM,2024/2025,utility_etf,"VPU,XLU",2,0.7946130452794443,2.0881362292266514,1.9690080946993263,0.6332460122684465,4.369749808122679,3.8836495550084678,-0.006525181369960533,-0.017139494682540217
miso_2024_2025_pra,2024-04-26,2024-04-26,2024-04-29,MISO,2024/2025,ipp_capacity,"CEG,NRG,VST",3,0.18091343855681843,2.7290512931336313,1.7290179709645965,0.04061799488636402,15.070443066920966,3.359262878623767,0.0014190704625859768,0.02888792861738219
miso_2024_2025_pra,2024-04-26,2024-04-26,2024-04-29,MISO,2024/2025,market,"QQQ,SPY",2,2.1396071127302756,0.6595182220659553,3.0823400530756437,4.646817116398388,0.43608875365651817,9.509829771435138,0.012371594049587953,0.0037936447424521754
miso_2024_2025_pra,2024-04-26,2024-04-26,2024-04-29,MISO,2024/2025,uranium,URA,1,0.7905236320145435,2.1305150712578143,3.946670324165092,0.6249157141449069,4.539008044448529,15.575910076501051,0.010906676769815674,0.029394237305991496
miso_2024_2025_pra,2024-04-26,2024-04-26,2024-04-29,MISO,2024/2025,utility_etf,"VPU,XLU",2,1.782274977328875,2.2582106448466943,0.8765216920500805,3.1791007905281674,5.115522282726603,0.7708862919687066,-0.011199372214894174,0.014186905084636586
pjm_2025_2026_bra,2024-07-30,2024-07-30,2024-07-31,PJM,2025/2026,ipp_capacity,"CEG,NRG,VST",3,1.8298854326612242,7.278760068727489,3.2873137062478115,3.5409670601964187,65.77390138358066,13.584317019931639,-0.02295669371005657,0.09360424393276522
pjm_2025_2026_bra,2024-07-30,2024-07-30,2024-07-31,PJM,2025/2026,market,"QQQ,SPY",2,1.676174585933825,4.130089907660728,3.5162154702156654,3.1225379948631105,17.399478400421042,12.51859181505159,-0.009452943002343995,0.022644175323919737
pjm_2025_2026_bra,2024-07-30,2024-07-30,2024-07-31,PJM,2025/2026,uranium,URA,1,0.5742524445875045,2.589980948250701,5.464257115481646,0.32976546787570044,6.707998493350996,29.858093276609846,0.008466894354971126,0.03812031670293537
pjm_2025_2026_bra,2024-07-30,2024-07-30,2024-07-31,PJM,2025/2026,utility_etf,"VPU,XLU",2,0.8454748455296381,1.8435702639550797,2.8519907844802104,0.7157688900656065,3.4333329408534974,8.137693430596954,0.005338390066535443,0.011645731577869313
miso_2025_2026_pra,2025-05-29,2025-05-29,2025-05-30,MISO,2025/2026,ipp_capacity,"CEG,NRG,VST",3,0.6899365085226514,0.42976389641876334,1.3117384147676738,0.4815696803791008,0.21470012219379106,1.7629181796815354,-0.01396021582653032,0.007860687178071445
miso_2025_2026_pra,2025-05-29,2025-05-29,2025-05-30,MISO,2025/2026,market,"QQQ,SPY",2,0.49706808486973075,0.20944127637930793,1.0475192544772058,0.3041358310039462,0.04386461051697328,1.097282911327091,0.00295170518102971,-0.0013488390955966392
miso_2025_2026_pra,2025-05-29,2025-05-29,2025-05-30,MISO,2025/2026,uranium,URA,1,1.3058580804364512,0.5171473749303056,0.2913654376881284,1.7052520128481181,0.2674393194215986,0.08489315549390643,-0.019644689686930807,-0.007779711941990854
miso_2025_2026_pra,2025-05-29,2025-05-29,2025-05-30,MISO,2025/2026,utility_etf,"VPU,XLU",2,1.1425797611311963,1.4760065743276667,0.48436809510245316,1.3107296804527167,2.1879320076054336,0.23460734448731468,0.007414827980674665,0.00957609908925184
pjm_2026_2027_bra,2025-07-22,2025-07-22,2025-07-23,PJM,2026/2027,ipp_capacity,"CEG,NRG,VST",3,0.3059511983767366,2.0242017453751155,0.7327317546990572,0.18505149444452082,4.676563453034514,0.6320388931119865,0.005016808541545548,0.03901097762962478
pjm_2026_2027_bra,2025-07-22,2025-07-22,2025-07-23,PJM,2026/2027,market,"QQQ,SPY",2,0.3566300855053839,1.0935679170603188,0.1723290580549923,0.23600763059267435,1.4374511082093901,0.04188084845780149,-0.002522892659322933,0.0065110805346035635
pjm_2026_2027_bra,2025-07-22,2025-07-22,2025-07-23,PJM,2026/2027,uranium,URA,1,0.1300546088803477,1.6054057129746147,1.488635227845849,0.016912395985240303,2.5773271948916703,2.2157983172311875,0.0019911385672467617,0.02431644014731058
pjm_2026_2027_bra,2025-07-22,2025-07-22,2025-07-23,PJM,2026/2027,utility_etf,"VPU,XLU",2,1.9352223723502853,1.136550755805577,0.22662412751890332,3.744707096627085,1.294767065545495,0.05186514241291526,0.012031778598869492,-0.007162022044340018
pjm_2027_2028_bra,2025-12-17,2025-12-17,2025-12-18,PJM,2027/2028,ipp_capacity,"CEG,NRG,VST",3,4.130841233603451,2.3377780393241507,0.7766924318850714,17.280342934145327,5.688704839978043,0.6117206257804937,-0.07322174033718613,0.04306143041646406
pjm_2027_2028_bra,2025-12-17,2025-12-17,2025-12-18,PJM,2027/2028,market,"QQQ,SPY",2,2.499991970020078,1.8119558686852544,1.8375431262255342,6.372457876523976,3.4272958504492923,3.394907537581066,-0.014887846544913635,0.010954556741119947
pjm_2027_2028_bra,2025-12-17,2025-12-17,2025-12-18,PJM,2027/2028,uranium,URA,1,1.9902828815946985,1.6004214734127338,2.348249170351852,3.960769134622486,2.561053514204706,5.514170560468728,-0.035874128914687727,0.028847018072647338
pjm_2027_2028_bra,2025-12-17,2025-12-17,2025-12-18,PJM,2027/2028,utility_etf,"VPU,XLU",2,1.2548029469322173,1.7221343305921062,2.2430922281774666,1.581975723581647,2.9658051568441266,5.031327491465767,-0.007259667846970609,0.01007584204923841
miso_2026_2027_pra,2026-04-28,2026-04-28,2026-04-29,MISO,2026/2027,ipp_capacity,"CEG,NRG,VST",3,1.9919551486056168,2.295316579937847,2.5051084037149645,4.066405930517165,5.4618999104755845,6.924578705831529,-0.032571255746560036,-0.03788381419811536
miso_2026_2027_pra,2026-04-28,2026-04-28,2026-04-29,MISO,2026/2027,market,"QQQ,SPY",2,1.3513001930582913,0.52393306295696,1.8007666731845247,1.936857115714779,0.5162487926454268,3.3134918044711505,-0.007492769990310355,0.0029702174897043203
miso_2026_2027_pra,2026-04-28,2026-04-28,2026-04-29,MISO,2026/2027,uranium,URA,1,2.353949923493603,1.301578170260202,3.361081338765204,5.539705542885032,1.6941056815723579,11.296867420872383,-0.04453997177761132,-0.025019978873946955
miso_2026_2027_pra,2026-04-28,2026-04-28,2026-04-29,MISO,2026/2027,utility_etf,"VPU,XLU",2,0.17668797167834538,2.214850299326285,4.277389434697644,0.033676218636826405,4.908327705432265,18.312721816341906,0.0010237619387969505,-0.012886304673580113
