asset,n_oos,best_mean_qlike_model,cnn_mean_qlike,har_mean_qlike,numeric_logit_mean_qlike,garch_mean_qlike,cnn_bucket_accuracy,numeric_logit_bucket_accuracy,dm_cnn_minus_har_t,dm_cnn_minus_har_p,dm_cnn_minus_har_holm_p,strict_cnn_win_vs_har
EEM,688,GARCH11,0.5178482655979536,0.5154952580328783,0.39988533042131147,0.36694982059004216,0.38226744186046513,0.5087209302325582,0.03486619231675462,0.9721965665699366,1.0,False
GLD,688,GARCH11,0.5522222778865845,0.4937878456285486,0.41045900684709563,0.371709407590861,0.4316860465116279,0.5072674418604651,0.7419044685688665,0.45839877387147654,1.0,False
IWM,688,NumericLogit,0.5757632139975398,0.35974292599045277,0.3322037489351586,0.34938277627025277,0.3386627906976744,0.5944767441860465,2.655783721273735,0.008095949258753121,0.05667164481127185,False
QQQ,688,GARCH11,0.7336842077817227,0.37875971381974377,0.3988266770458595,0.35084945401438045,0.32703488372093026,0.5959302325581395,2.616132565282022,0.009088606698496537,0.05667164481127185,False
SLV,664,GARCH11,2.7137259258952526,0.5805314968876095,1.2332780381754944,0.35457407996045465,0.15813253012048192,0.7846385542168675,1.9321778787642,0.053763262412141355,0.21505304964856542,False
SPY,688,NumericLogit,0.5848137807771706,0.40890449613391483,0.3775928253607786,0.40752781737476323,0.373546511627907,0.46656976744186046,2.6184151738900137,0.009028635694089182,0.05667164481127185,False
TLT,688,NumericLogit,0.3512941512207331,0.3199187173470885,0.25686247613731616,0.2579397268840738,0.42151162790697677,0.49273255813953487,0.7773853343320581,0.437199067606993,1.0,False
