Date,MTUM,VLUE,QUAL,USMV,RPV,IVE,IWF,SPY
2013-07-30,25600.0,0.0,1100.0,380000,100700,456600,6224000,85209600
2013-07-31,4200.0,0.0,2300.0,318000,64600,420000,6008000,142388700
2013-08-01,11100.0,800.0,0.0,278600,81000,1026100,3788000,110438400
2013-08-02,25400.0,400.0,3400.0,216100,71000,421200,7205200,91116700
2013-08-05,7500.0,400.0,800.0,223400,65600,345900,5943200,54072700
2013-08-06,15100.0,100.0,75600.0,512500,88900,289300,10675600,87495000
2013-08-07,57200.0,300.0,16100.0,359800,61300,262300,3391600,84854700
2013-08-08,6000.0,0.0,3900.0,256400,96800,339200,3175600,102181300
2013-08-09,7300.0,100.0,96800.0,289700,22200,307000,4065600,91757700
2013-08-12,1200.0,100.0,72100.0,202900,36000,1669400,3869200,68593300
2013-08-13,8500.0,0.0,700.0,827400,34600,882900,9856800,80806000
2013-08-14,7600.0,300.0,61000.0,190800,35000,262300,3603600,79829200
2013-08-15,6300.0,200.0,24300.0,528300,32000,345200,4238400,152931800
2013-08-16,7600.0,600.0,28800.0,601500,71400,438900,5288000,130868200
2013-08-19,6300.0,1600.0,5500.0,1520400,96100,358600,3839600,96437600
2013-08-20,9900.0,0.0,1200.0,324500,73900,390700,6554800,89294400
2013-08-21,10600.0,1400.0,7700.0,308900,47600,389300,5206400,159530500
2013-08-22,12400.0,0.0,2800.0,433300,23400,291800,7743600,101471400
2013-08-23,6400.0,0.0,35300.0,901100,51800,4232600,4182400,90888900
2013-08-26,6700.0,500.0,17500.0,224600,40700,424700,3750400,89702100
2013-08-27,6000.0,200.0,11300.0,271300,45600,886000,12744800,158619400
2013-08-28,7000.0,0.0,9100.0,478600,20400,513600,9016800,108113000
2013-08-29,5700.0,0.0,8300.0,824700,25200,361900,5341600,119200500
2013-08-30,6000.0,0.0,20200.0,384800,66600,293200,9025600,134928900
2013-09-03,24700.0,0.0,26300.0,727400,30600,993000,7045600,142375100
2013-09-04,8100.0,0.0,26000.0,620000,85600,554600,3174400,97389400
2013-09-05,3000.0,0.0,1900.0,743700,143100,343000,11231200,63090500
2013-09-06,6200.0,1000.0,41000.0,806800,100500,287000,14711200,159756500
2013-09-09,113300.0,2200.0,2300.0,2004800,79500,342600,11098800,87559300
2013-09-10,12900.0,900.0,4100.0,721000,104900,685000,4955600,105847200
2013-09-11,3300.0,0.0,900.0,236500,95400,219500,3289600,94545900
2013-09-12,27700.0,0.0,2600.0,496300,73700,350300,14984000,83209000
2013-09-13,3300.0,0.0,4000.0,928300,35800,409400,11984000,72727800
2013-09-16,6100.0,0.0,1200.0,322900,68500,1045300,4100400,106299200
2013-09-17,20900.0,1000.0,1700.0,127100,53800,268800,3031600,82523300
2013-09-18,2400.0,0.0,11800.0,307600,68900,402300,7910400,203460600
2013-09-19,17000.0,600.0,6000.0,167000,172300,431200,7466800,146616900
2013-09-20,1300.0,0.0,8400.0,1180500,48300,347400,5092800,132867100
2013-09-23,3000.0,400.0,7100.0,181200,71400,794400,6956800,104616500
2013-09-24,13500.0,0.0,1000.0,216900,66100,441600,6734800,106333100
2013-09-25,2300.0,0.0,4500.0,210800,37500,385900,15780800,117306500
2013-09-26,4700.0,0.0,14300.0,549000,71000,307100,14993600,77146900
2013-09-27,15100.0,300.0,36900.0,462900,44100,489000,17236000,99141800
2013-09-30,13400.0,500.0,7200.0,206200,109800,640700,5914400,143937000
2013-10-01,8800.0,0.0,3600.0,261800,55600,1364400,5306800,127160000
2013-10-02,13100.0,300.0,1800.0,368600,93700,843200,6695600,113350000
2013-10-03,3500.0,100.0,41700.0,388600,61200,627600,7589600,176698000
2013-10-04,7000.0,0.0,10700.0,202400,43100,413200,9198400,96878000
2013-10-07,3800.0,500.0,29500.0,156000,48400,436800,7533200,96295000
2013-10-08,3000.0,3100.0,25900.0,380500,300500,753500,32694400,178015000
2013-10-09,4600.0,3100.0,8600.0,385700,97600,700900,8396000,168973000
2013-10-10,2900.0,1200.0,20300.0,263700,188400,490600,9273200,195955000
2013-10-11,1400.0,500.0,25800.0,161800,118200,335200,5862800,105040000
2013-10-14,4600.0,400.0,91300.0,212400,45500,286800,5558400,112106000
2013-10-15,14600.0,10000.0,33700.0,255400,90900,570500,4576800,155485000
2013-10-16,11700.0,800.0,45300.0,206100,104700,411500,4984000,161676000
2013-10-17,24900.0,0.0,45600.0,300800,164500,707300,8003600,129389000
2013-10-18,18300.0,0.0,39200.0,448200,159900,404200,6057600,138316000
2013-10-21,7000.0,400.0,46400.0,196300,178000,270700,6176800,104104000
2013-10-22,9100.0,1800.0,69900.0,489500,204200,701700,6316000,126663000
2013-10-23,3000.0,2600.0,37600.0,297500,77200,315000,5490000,105484000
2013-10-24,6200.0,200.0,127900.0,972100,35700,282100,4556000,70350000
2013-10-25,700.0,200.0,42900.0,382200,40100,286900,5717200,93625000
2013-10-28,1900.0,600.0,55300.0,349800,65900,330100,9843200,84979000
2013-10-29,2100.0,900.0,36400.0,263900,140000,286700,5550800,87401000
2013-10-30,6100.0,1100.0,48700.0,287600,52800,370400,6656400,140002000
2013-10-31,2700.0,0.0,27800.0,395900,76500,454500,10170800,133795000
2013-11-01,6500.0,400.0,14700.0,327700,193700,481800,7607200,142805000
2013-11-04,1200.0,200.0,45200.0,310500,154800,396900,5629600,85677000
2013-11-05,20500.0,0.0,54300.0,270500,251900,251400,4305600,85825000
2013-11-06,7800.0,0.0,49200.0,226900,404900,387300,4593600,87348000
2013-11-07,41400.0,100.0,14300.0,935300,162100,362600,7059600,157000000
2013-11-08,7300.0,0.0,30600.0,474800,85300,608300,12002400,136713000
2013-11-11,3500.0,400.0,43500.0,129600,126900,185500,4463600,62614000
2013-11-12,18400.0,0.0,50700.0,198100,52300,361100,5050000,83990000
2013-11-13,2300.0,0.0,39400.0,1208600,102100,341100,6628400,103844000
2013-11-14,3000.0,300.0,21200.0,499400,133500,443400,4520800,103435000
2013-11-15,7500.0,0.0,32700.0,236200,130000,372400,3747200,102818000
2013-11-18,9900.0,100.0,32200.0,350100,111800,331100,4503600,104796000
2013-11-19,4800.0,400.0,27000.0,215900,48700,355300,4601600,93891000
2013-11-20,8100.0,0.0,31500.0,379400,155700,381800,7293200,124909000
2013-11-21,1800.0,400.0,47900.0,177800,176700,276500,5951200,92841000
2013-11-22,4100.0,500.0,59200.0,298100,193600,535700,7374400,81296000
2013-11-25,19900.0,200.0,32100.0,497900,436500,218800,5252800,79486000
2013-11-26,1400.0,200.0,12400.0,350000,178500,324100,8913200,86994000
2013-11-27,1300.0,1100.0,9900.0,257400,242200,248000,6077200,58800000
2013-11-29,2400.0,900.0,6000.0,100700,93100,1303300,2346800,55870900
2013-12-02,1600.0,0.0,11400.0,522900,71400,631900,6150400,99726000
2013-12-03,11900.0,4200.0,32900.0,424400,229000,446600,4933600,116563000
2013-12-04,1100.0,5100.0,67900.0,539800,84000,721400,7164400,123033000
2013-12-05,11300.0,95400.0,158100.0,213400,46300,417100,7321200,106934000
2013-12-06,6000.0,800.0,30700.0,320700,57800,546500,8307200,127728000
2013-12-09,11600.0,200.0,26200.0,258300,134600,328700,6708000,70124000
2013-12-10,6100.0,300.0,37200.0,201200,211600,319900,6448400,80976000
2013-12-11,8300.0,800.0,20200.0,240200,77000,341400,8202400,130591000
2013-12-12,10900.0,5700.0,19000.0,319900,94700,1279400,5886800,115565000
2013-12-13,10000.0,1500.0,10700.0,214000,78300,360700,4436400,107808000
2013-12-16,7800.0,1000.0,126100.0,663100,94500,363100,6022000,96195000
2013-12-17,15600.0,3300.0,64300.0,701500,59300,355900,5672800,89886000
2013-12-18,9300.0,900.0,302700.0,649800,186300,719200,6922000,234906000
2013-12-19,12100.0,0.0,188900.0,1286600,114100,473600,4904800,136531200
2013-12-20,6800.0,300.0,36800.0,281200,265900,871500,16997200,197087000
2013-12-23,5600.0,300.0,106200.0,320000,104300,310700,5758000,85598000
2013-12-24,8900.0,0.0,29500.0,157600,93600,192300,3211200,45368800
2013-12-26,10600.0,400.0,217600.0,176700,125700,274500,6909600,63365000
2013-12-27,8600.0,100.0,75500.0,260000,173300,237500,2858800,61814000
2013-12-30,11600.0,600.0,55800.0,223600,164000,292600,8860000,56857000
2013-12-31,8600.0,1700.0,55200.0,215600,173100,575900,4191600,86119900
2014-01-02,5100.0,1000.0,78500.0,232800,90800,454900,6231600,119636900
2014-01-03,14800.0,800.0,76100.0,287500,81200,397900,5438000,81390600
2014-01-06,12300.0,600.0,63200.0,465800,161600,496900,7634400,108028200
2014-01-07,5700.0,1300.0,86100.0,477500,96400,350100,5916400,86144200
2014-01-08,15200.0,0.0,71200.0,423700,109200,381600,4635200,96582300
2014-01-09,74800.0,5600.0,72600.0,834000,146400,348800,4917200,90683400
2014-01-10,8200.0,6700.0,17100.0,249200,102900,351300,4446400,102026400
2014-01-13,9400.0,1200.0,40400.0,215900,94200,480500,6604800,149892000
2014-01-14,7900.0,1300.0,19800.0,172300,111800,349900,6153200,105016100
2014-01-15,60200.0,1400.0,39400.0,394400,64400,245100,5670000,98525800
2014-01-16,6500.0,600.0,17400.0,404500,167400,388500,5669600,72290600
2014-01-17,8600.0,300.0,25100.0,287700,209700,334700,3919600,107848700
2014-01-21,16100.0,900.0,27300.0,840000,158800,323900,6419600,88621200
2014-01-22,10700.0,1500.0,25800.0,195700,141300,271400,6579600,61270900
2014-01-23,12500.0,2500.0,27100.0,794400,117200,555500,7423200,132496900
2014-01-24,51700.0,19900.0,355400.0,528600,158200,668700,8419600,208677100
2014-01-27,8700.0,2200.0,66000.0,717600,195200,794600,24995200,180843100
2014-01-28,6700.0,0.0,37100.0,3887300,74200,421100,9136800,110463200
2014-01-29,3300.0,800.0,33100.0,433300,158900,855300,8858800,216597300
2014-01-30,10500.0,1800.0,24100.0,1686700,152800,337400,7628000,118938100
2014-01-31,15600.0,7000.0,43900.0,396500,105800,562400,7418400,194677900
2014-02-03,25700.0,5800.0,52300.0,747200,354400,749800,10259600,254837100
2014-02-04,16500.0,2000.0,366100.0,656800,105200,1046300,10418800,165012400
2014-02-05,19700.0,1300.0,70000.0,277300,428300,505000,11484800,164230500
2014-02-06,4000.0,4700.0,11700.0,354300,117400,312600,9687600,132877600
2014-02-07,4100.0,3200.0,20700.0,164100,118800,376500,10303200,170787200
2014-02-10,9700.0,3800.0,36100.0,282400,78200,226000,6155600,92218800
2014-02-11,17000.0,3400.0,31900.0,388500,675400,338300,8259200,117814100
2014-02-12,7400.0,1300.0,24800.0,625600,585100,361400,6690800,94717700
2014-02-13,5400.0,3100.0,22900.0,157400,592600,306800,7264400,100542200
2014-02-14,6400.0,1000.0,34200.0,246100,83200,385600,4976400,96498400
2014-02-18,11100.0,900.0,35900.0,424000,119800,350300,6172400,80460900
2014-02-19,21800.0,1300.0,54100.0,350100,390400,341100,7450000,126524300
2014-02-20,9700.0,1000.0,34300.0,4298000,617400,260900,6385600,104998100
2014-02-21,10300.0,1400.0,21100.0,395400,68700,251800,5235200,118116400
2014-02-24,10900.0,0.0,62900.0,359800,64200,319500,10413600,114063900
2014-02-25,5500.0,200.0,18800.0,321600,90700,343500,8413600,117085000
2014-02-26,194100.0,0.0,34500.0,205700,128000,451400,6903200,98677200
2014-02-27,14100.0,0.0,14000.0,226500,48500,252000,5056000,93880800
2014-02-28,34900.0,1400.0,61000.0,627600,86100,445400,9054800,150842000
2014-03-03,32400.0,3100.0,82700.0,432800,71500,614100,14703200,167748500
2014-03-04,19800.0,900.0,28200.0,194700,131700,552100,20861200,167545900
2014-03-05,15400.0,300.0,27200.0,348000,56600,472800,11126000,88376900
2014-03-06,217200.0,300.0,27600.0,192100,86200,384900,11215200,82516500
2014-03-07,34000.0,1100.0,12300.0,208200,69800,471200,7892400,114513500
2014-03-10,14200.0,700.0,14500.0,146400,52000,304200,6543600,74939200
2014-03-11,45100.0,2200.0,5300.0,151600,59500,496100,5932400,99009100
2014-03-12,19500.0,0.0,23100.0,193100,40600,477300,7405200,104824400
2014-03-13,25600.0,0.0,30800.0,295800,81300,607000,8920400,155014300
2014-03-14,21100.0,200.0,18200.0,288000,103500,969400,11711200,153919600
2014-03-17,26000.0,2400.0,24900.0,160800,43500,478400,5862400,98359500
2014-03-18,23200.0,1900.0,12500.0,469900,146600,469300,7129200,101804600
2014-03-19,54100.0,700.0,52500.0,367100,326200,629100,8259200,176267300
2014-03-20,13200.0,0.0,12000.0,567900,95400,431900,7885600,117241000
2014-03-21,18600.0,5100.0,212500.0,250600,122100,863900,6993200,163128000
2014-03-24,45000.0,1300.0,25000.0,208900,109000,553300,10745600,121411000
2014-03-25,27200.0,800.0,24200.0,264600,110300,471800,10797200,103852000
2014-03-26,8900.0,1400.0,44200.0,279600,229700,910900,16585600,119843000
2014-03-27,21500.0,7500.0,15000.0,160500,347100,1017200,9419200,142383000
2014-03-28,13200.0,2100.0,18400.0,301600,150900,501300,5028400,101642000
2014-03-31,10700.0,1400.0,9300.0,216800,237800,1249700,6234000,99745000
2014-04-01,9500.0,600.0,13600.0,307800,201700,2316300,8536800,89193000
2014-04-02,14600.0,0.0,12600.0,187100,369400,1444200,5460800,78774000
2014-04-03,18100.0,0.0,8900.0,227700,155000,747500,9142000,77435000
2014-04-04,38600.0,800.0,202700.0,269600,595600,1010400,10316400,169381000
2014-04-07,31300.0,1600.0,196200.0,295500,460900,932300,8779200,140803000
2014-04-08,60100.0,700.0,31300.0,208600,170200,1072100,7771200,112660000
2014-04-09,123200.0,1000.0,10800.0,167000,136600,742600,8039200,100254000
2014-04-10,63500.0,1000.0,13200.0,246900,142900,958700,6932400,172959000
2014-04-11,73000.0,800.0,29800.0,164600,102800,1488700,14503200,167251000
2014-04-14,12000.0,600.0,26900.0,235900,116100,809400,8476400,132382000
2014-04-15,29200.0,2300.0,28800.0,231600,598100,1200200,10322000,157093000
2014-04-16,16500.0,800.0,25400.0,186700,256600,2198800,9673200,105197000
2014-04-17,7400.0,800.0,44100.0,149000,268300,982000,4951600,105255000
2014-04-21,7800.0,200.0,42900.0,231200,212200,650400,3297200,68329000
2014-04-22,117000.0,700.0,24900.0,331700,268000,819400,5131200,85790000
2014-04-23,19100.0,1000.0,20200.0,282400,158600,487200,5966000,73869000
2014-04-24,11600.0,900.0,15300.0,170100,548000,1337900,4508000,88170000
2014-04-25,16700.0,1400.0,16900.0,320800,140500,876900,7406800,100380000
2014-04-28,12800.0,800.0,30100.0,156800,262400,2749600,6849200,135121000
2014-04-29,14000.0,200.0,332700.0,208500,373900,1252000,3731200,84098000
2014-04-30,7600.0,900.0,91400.0,431400,759600,1133300,5555600,101508000
2014-05-01,5700.0,700.0,39600.0,434800,549700,2413400,7557200,93019000
2014-05-02,4300.0,1200.0,8000.0,305200,215300,1177800,6965200,98122000
2014-05-05,76200.0,1200.0,26000.0,175800,687500,1177600,6139200,75883000
2014-05-06,30600.0,1000.0,6600.0,277600,348300,457300,4742800,85454000
2014-05-07,7600.0,0.0,9800.0,154200,161100,720300,6005200,106500000
2014-05-08,5500.0,1400.0,9300.0,757100,493900,779800,4919600,93618000
2014-05-09,9100.0,4700.0,10200.0,169400,735000,554300,5088800,83679000
2014-05-12,12100.0,3200.0,9200.0,382100,681200,591000,4048400,86940000
2014-05-13,18500.0,5300.0,10700.0,200500,221700,968400,3316800,66454000
2014-05-14,47500.0,1600.0,39500.0,156900,339600,695900,5760400,72367000
2014-05-15,15200.0,400.0,24500.0,194800,410100,863700,5628400,154956000
2014-05-16,7900.0,0.0,11200.0,171000,233200,2883100,5575200,97458000
2014-05-19,4000.0,2100.0,71700.0,159400,191100,1659000,4366400,63839000
2014-05-20,29900.0,38300.0,53900.0,163500,156100,579600,10004800,111644000
2014-05-21,11100.0,4200.0,12200.0,145400,217700,644700,6421600,89093000
2014-05-22,10300.0,700.0,42200.0,522500,191500,367000,4472400,61549000
2014-05-23,22800.0,1300.0,9400.0,267200,174500,689700,3923600,61092800
2014-05-27,26100.0,3000.0,19600.0,282800,266700,454800,4633200,72010000
2014-05-28,11100.0,500.0,16700.0,362800,220300,476200,3762800,66723000
2014-05-29,75600.0,3500.0,14400.0,282400,338600,855200,5516400,64377000
2014-05-30,6800.0,0.0,43000.0,341500,238000,884800,5977200,76316000
2014-06-02,243800.0,1700.0,267000.0,207400,251300,472700,5803200,64656000
2014-06-03,13700.0,0.0,12900.0,304500,255700,397500,3774400,65047000
2014-06-04,10800.0,4900.0,11100.0,311100,261600,822100,5652000,55529000
2014-06-05,17700.0,500.0,10100.0,358000,176800,679200,7031600,92103000
2014-06-06,7200.0,2100.0,14300.0,314100,413500,418900,4433200,78696000
2014-06-09,35100.0,500.0,14000.0,126300,404400,455600,4690400,65119000
2014-06-10,6800.0,2000.0,18600.0,215100,383000,401800,4090800,57129000
2014-06-11,9400.0,200.0,12900.0,322000,270900,729000,5178000,68772000
2014-06-12,18700.0,2300.0,53100.0,248300,208400,557300,3931200,106350000
2014-06-13,97100.0,82000.0,7700.0,133800,185600,367600,4180400,82017000
2014-06-16,4300.0,2200.0,5100.0,241000,200300,306000,4249600,87424000
2014-06-17,38400.0,7000.0,24000.0,408200,150000,365100,6563200,84834000
2014-06-18,16400.0,11400.0,11200.0,516300,129900,493500,4682000,105267000
2014-06-19,4300.0,4200.0,13500.0,182700,213600,351900,4249600,85929000
2014-06-20,7400.0,8600.0,25600.0,1095000,176300,358700,5332000,100587000
2014-06-23,15200.0,9500.0,23500.0,780700,114300,285400,3466000,70611000
2014-06-24,10600.0,4300.0,21000.0,624600,278100,548500,5771600,96237000
2014-06-25,61100.0,56200.0,13300.0,435500,272600,316900,5844000,82782000
2014-06-26,15600.0,3900.0,9900.0,330400,241800,302900,4995600,84312000
2014-06-27,89900.0,85900.0,54200.0,97800,94100,477900,5566800,71445100
2014-06-30,94300.0,600.0,24200.0,219800,257600,532000,3860800,70201200
2014-07-01,24300.0,700.0,33700.0,356500,165900,745100,6417600,90470000
2014-07-02,23300.0,37500.0,15200.0,259300,203400,432000,5970400,52475000
2014-07-03,10000.0,13400.0,3800.0,77500,267900,282500,3825200,52938800
2014-07-07,24300.0,5600.0,9100.0,322800,200400,377800,4669600,61696000
2014-07-08,23000.0,7200.0,27500.0,173200,105900,671700,4422800,108143000
2014-07-09,6200.0,13400.0,34100.0,471700,143600,392800,4039600,72992000
2014-07-10,8200.0,700.0,12500.0,685800,160700,747000,9134000,99040000
2014-07-11,12000.0,1900.0,12500.0,270900,110700,347600,4971600,64243000
2014-07-14,24100.0,0.0,24200.0,147100,109800,617200,2610400,58658000
2014-07-15,4300.0,500.0,9400.0,249700,215400,689200,8093600,111307000
2014-07-16,19200.0,22400.0,12200.0,240900,259400,448600,5072800,79986400
2014-07-17,2900.0,1000.0,13800.0,193300,185800,892000,5833200,145398000
2014-07-18,3800.0,2000.0,38500.0,274100,159600,469000,3967200,124330000
