date,hub,n_hours_price,price_mean,price_std,price_range,price_min,negative_price_hours,price_rv,n_hours_renew,renew_share_mean,renew_share_max,solar_share_mean,wind_share_mean,load_mean_mw,renewable_mean_mw,log_rv,negative_price_day,log_rv_lag1,renew_share_mean_lag1,renew_share_max_lag1,solar_share_mean_lag1,wind_share_mean_lag1,log_rv_week_lag1,log_rv_month_lag1,weekday
2024-01-01,NP15,24,44.15890875,5.685280449495885,17.23231,33.53185,0,187.97578462800016,24,0.14415345364757162,0.49557965644221313,0.13376484185151763,0.010388611796054001,21049.387916666667,2657.749166666667,5.236313149363639,0,,,,,,,,0
2024-01-02,NP15,24,49.407771249999996,5.721826683668585,17.576749999999997,41.4485,0,387.3866456796999,24,0.13884984963636401,0.4277430539165461,0.12195891116585415,0.01689093847050987,23210.50458333333,3162.4795833333333,5.959423278720758,0,5.236313149363639,0.14415345364757162,0.49557965644221313,0.13376484185151763,0.010388611796054001,,,1
2024-01-03,NP15,24,50.08495625,4.319285114287168,15.981850000000001,42.15815,0,176.06278371070002,24,0.21117070240682237,0.4956894776993215,0.09320270506950203,0.11796799733732037,23450.221250000002,4905.689583333334,5.1708406570556695,0,5.959423278720758,0.13884984963636401,0.4277430539165461,0.12195891116585415,0.01689093847050987,,,2
2024-01-04,NP15,24,52.51304208333334,7.900960607136974,20.110860000000002,42.69,0,488.4345293908,24,0.2165516783656988,0.5486217492310975,0.1347917964910402,0.08175988187465862,23882.07375,4934.8429166666665,6.191205438735855,0,5.1708406570556695,0.21117070240682237,0.4956894776993215,0.09320270506950203,0.11796799733732037,,,3
2024-01-05,NP15,24,64.42170625,9.243618532039237,23.880369999999992,51.60233,0,666.7176402486997,24,0.17246354770084313,0.5476762786155283,0.14541333154820538,0.027050216152637748,23010.537500000002,3694.4825,6.502366628324077,0,6.191205438735855,0.2165516783656988,0.5486217492310975,0.1347917964910402,0.08175988187465862,,,4
2024-01-06,NP15,24,67.36337958333333,2.514491836186319,8.8885,60.73,0,109.3478518425,24,0.2185914846815686,0.601248657698259,0.1397654169897998,0.07882606769176882,21763.187083333334,4534.198333333334,4.694534102142436,0,6.502366628324077,0.17246354770084313,0.5476762786155283,0.14541333154820538,0.027050216152637748,5.812029830439999,,5
2024-01-07,NP15,24,67.56802833333334,8.579585172141085,23.042190000000005,54.26074,0,467.8281912216,24,0.3050478879768718,0.8273320266365423,0.17763151600500596,0.12741637197186587,21136.572916666668,5843.39375,6.1481011157408965,0,4.694534102142436,0.2185914846815686,0.601248657698259,0.1397654169897998,0.07882606769176882,5.703674020995758,,6
2024-01-08,NP15,24,92.70808125,13.946226390589556,39.64716,72.74725,0,1240.2853923647,24,0.17287725404168952,0.5419857900708083,0.15290972555638976,0.019967528485299767,24240.396666666667,3902.19125,7.123096787250276,0,6.1481011157408965,0.3050478879768718,0.8273320266365423,0.17763151600500596,0.12741637197186587,5.7414095883997875,,0
2024-01-09,NP15,24,69.67307291666667,10.986293248083378,39.284209999999995,53.09579,0,1102.6402740909998,24,0.21033607019825282,0.5779812733076569,0.1378377104648014,0.07249835973345144,24448.202916666665,4964.617499999999,7.005462831963204,0,7.123096787250276,0.17287725404168952,0.5419857900708083,0.15290972555638976,0.019967528485299767,6.131860814438708,,1
2024-01-10,NP15,24,76.62224458333333,10.785176106768425,28.513590000000008,65.45603,0,1092.8879814951001,24,0.25628435432806734,0.6120475993772043,0.13165492684804017,0.12462942748002719,24435.368333333332,6070.299999999999,6.996578995728667,0,7.005462831963204,0.21033607019825282,0.5779812733076569,0.1378377104648014,0.07249835973345144,6.294712293084177,,2
2024-01-11,NP15,24,88.11505333333334,14.523876534018545,43.82001000000001,65.32999,0,1323.1026939294002,24,0.23915665778173054,0.6028611495190075,0.15440530564414678,0.08475135213758372,23842.795,5387.596666666667,7.18773478312021,0,6.996578995728667,0.25628435432806734,0.6120475993772043,0.13165492684804017,0.12462942748002719,6.393554766565096,,3
2024-01-12,NP15,24,90.40421875,9.030035737378997,32.628150000000005,77.63964,0,726.2560583206,24,0.1956330240073965,0.5376723384677244,0.14069617085846073,0.05493685314893578,23912.8475,4445.195833333333,6.58790265005298,0,7.18773478312021,0.23915665778173054,0.6028611495190075,0.15440530564414678,0.08475135213758372,6.892194902760652,,4
2024-01-13,NP15,24,183.09604458333334,9.613975065741755,28.929840000000013,168.76653,0,1435.9743673172015,24,0.2242143071117232,0.5547603717703024,0.14125371668048622,0.08296059043123695,22341.568333333333,4794.312916666667,7.269598899391196,0,6.58790265005298,0.1956330240073965,0.5376723384677244,0.14069617085846073,0.05493685314893578,6.980155209623066,,5
2024-01-14,NP15,24,180.37840416666666,14.953310285881274,49.10932,155.46,0,1513.2162105291,24,0.2733800372735598,0.7257461086220662,0.1655605959981826,0.10781944127537718,20742.751666666667,5165.8341666666665,7.321992605448718,0,7.269598899391196,0.2242143071117232,0.5547603717703024,0.14125371668048622,0.08296059043123695,7.009455632051251,,6
2024-01-15,NP15,24,210.836695,29.26892974297949,90.26397999999998,167.17209,0,5135.9715245142,24,0.14052996992074399,0.4369541452873306,0.12486342758115208,0.01566654233959189,22766.483333333334,2995.903333333333,8.54402430106202,0,7.321992605448718,0.2733800372735598,0.7257461086220662,0.1655605959981826,0.10781944127537718,7.072761586748355,,0
2024-01-16,NP15,24,220.00289208333334,11.92098548442199,41.92917,202.07083,0,1876.1359794687,24,0.1541710457987677,0.4771609436925593,0.1394006109971769,0.014770434801590807,23669.955,3559.97,7.536969610664672,0,8.54402430106202,0.14052996992074399,0.4369541452873306,0.12486342758115208,0.01566654233959189,7.382250647815025,,1
2024-01-17,NP15,24,80.12365666666666,6.75039007015966,23.262299999999996,69.0,0,517.9510115936996,24,0.21118909083421664,0.5379209168659583,0.11523965139026383,0.0959494394439528,23318.437083333334,4798.852083333333,6.249880665574314,0,7.536969610664672,0.1541710457987677,0.4771609436925593,0.1394006109971769,0.014770434801590807,7.452097613323917,,2
2024-01-18,NP15,24,65.93390916666667,10.526159016113727,31.19827,49.22495,0,694.0398363659999,24,0.163355429447702,0.4830925247510778,0.14269627488885708,0.020659154558844952,22982.80125,3591.4562499999997,6.54252935996317,0,6.249880665574314,0.21118909083421664,0.5379209168659583,0.11523965139026383,0.0959494394439528,7.384493216428185,,3
2024-01-19,NP15,24,66.68652083333333,7.631624603187835,24.98079,55.0,0,695.0763738878001,24,0.08605992792997914,0.2504430557265647,0.07186187010945524,0.014198057820523908,23259.124166666665,2011.055,6.544021730013318,0,6.54252935996317,0.163355429447702,0.4830925247510778,0.14269627488885708,0.020659154558844952,7.239079308542578,,4
2024-01-20,NP15,24,54.64323375,6.656862598702715,21.955530000000003,44.57,0,372.89320162740023,24,0.1279233004372798,0.3187111346307378,0.07795603424804205,0.049967266189237775,22149.554999999997,2823.2000000000003,5.921292055930897,0,6.544021730013318,0.08605992792997914,0.2504430557265647,0.07186187010945524,0.014198057820523908,7.083485133455499,,5
2024-01-21,NP15,24,49.814722499999995,6.316897860879562,21.48959,41.29258,0,267.5737817107,24,0.14966128289372538,0.39313322726290373,0.08925205776289685,0.060409225130828526,21236.9975,3115.1279166666664,5.589395347784114,0,5.921292055930897,0.1279233004372798,0.3187111346307378,0.07795603424804205,0.049967266189237775,6.5589386844292745,,6
2024-01-22,NP15,24,62.573546666666665,9.863622777688983,27.768340000000002,49.07815,0,628.7992414819001,24,0.0834098809717105,0.16896847671733278,0.03887241887597618,0.04453746209573433,24205.755416666667,2052.664166666667,6.443812034819581,0,5.589395347784114,0.14966128289372538,0.39313322726290373,0.08925205776289685,0.060409225130828526,6.1694238318531625,,0
2024-01-23,NP15,24,51.426763333333334,9.37894778918545,26.608859999999993,39.32025,0,840.4732743106999,24,0.2114073386871127,0.5144567077446781,0.1138100980364568,0.0975972406506559,23192.83125,4819.838333333333,6.733965154973343,0,6.443812034819581,0.0834098809717105,0.16896847671733278,0.03887241887597618,0.04453746209573433,6.208210105702216,6.489412592220486,1
2024-01-24,NP15,24,56.93212666666667,8.237590506385514,21.186289999999993,48.70875,0,758.6841823873999,24,0.13845285932502047,0.33078276965125253,0.09209247307240576,0.04636038625261471,23594.10541666667,3308.6029166666667,6.6315855938169594,0,6.733965154973343,0.2114073386871127,0.5144567077446781,0.1138100980364568,0.0975972406506559,6.24649726470425,6.557487683384562,2
2024-01-25,NP15,24,50.165296250000004,7.75525190530168,24.54009,36.98681,0,390.7420477941999,24,0.2368097977293544,0.6252835918544589,0.14122742068199054,0.09558237704736387,22798.661666666667,5270.6641666666665,5.968047617960013,0,6.6315855938169594,0.13845285932502047,0.33078276965125253,0.09209247307240576,0.04636038625261471,6.264010037464979,6.5880405158889355,3
2024-01-26,NP15,24,55.72765416666667,8.26342914501307,27.980939999999997,41.30604,0,696.7128542853,24,0.17723370399596483,0.5513837124081504,0.1564757273866657,0.020757976609299122,22255.797083333335,3722.5554166666666,6.546373352110307,0,5.968047617960013,0.2368097977293544,0.6252835918544589,0.14122742068199054,0.09558237704736387,6.273361149870802,6.62427719593004,4
2024-01-27,NP15,24,47.97465166666667,6.682785628465362,19.15025,39.5748,0,337.56671485679993,24,0.19269501909802025,0.6128591435725503,0.1661302257123746,0.026564793385645654,20341.152083333334,3507.2725000000005,5.821763164427501,0,6.546373352110307,0.17723370399596483,0.5513837124081504,0.1564757273866657,0.020757976609299122,6.464756750736041,6.640421191992517,5
2024-01-28,NP15,24,45.01034625,7.55174603133826,21.978049999999996,33.9667,0,301.28559934279986,24,0.18501073751632532,0.5921821964166124,0.16031677453061732,0.024693962985707984,19591.320416666666,3197.2437499999996,5.708058649915375,0,5.821763164427501,0.19269501909802025,0.6128591435725503,0.1661302257123746,0.026564793385645654,6.340346976657624,6.609484670906308,6
2024-01-29,NP15,24,48.636662916666666,10.009857403026572,26.69679,35.19201,0,932.2227791217999,24,0.1874946439364735,0.608643008158892,0.1764322396949901,0.011062404241483364,21910.441666666666,3873.1516666666666,6.83757181951415,0,5.708058649915375,0.18501073751632532,0.5921821964166124,0.16031677453061732,0.024693962985707984,6.13516567564603,6.6555539685323515,0
2024-01-30,NP15,24,42.966023750000005,7.840432574615639,22.219810000000003,33.76914,0,732.8343947370001,24,0.1740939082504922,0.5635785610414091,0.16814441517730824,0.005949493073183966,22338.567916666667,3699.0887500000003,6.596919748307858,0,6.83757181951415,0.1874946439364735,0.608643008158892,0.1764322396949901,0.011062404241483364,6.176362920785469,6.686893545976591,1
2024-01-31,NP15,24,43.370258750000005,4.087081894350106,12.937509999999996,38.22979,0,238.8000000953001,24,0.14240186036991107,0.36967508604983024,0.10000504136312056,0.04239681900679049,23036.41,3315.2533333333336,5.475626381917526,0,6.596919748307858,0.1740939082504922,0.5635785610414091,0.16814441517730824,0.005949493073183966,6.302137346855038,6.662976407842844,2
2024-02-01,NP15,24,45.270069166666666,6.521871637127221,18.805550000000004,36.65743,0,299.08832799950005,24,0.11185154948611341,0.24904588770504707,0.05556858343270584,0.05628296605340757,23621.97875,2647.03125,5.7007389411349045,0,5.475626381917526,0.14240186036991107,0.36967508604983024,0.10000504136312056,0.04239681900679049,6.087987952816482,6.593438387386223,3
2024-02-02,NP15,24,41.20526708333333,8.328702565456336,24.927110000000003,27.83707,0,587.3000335163,24,0.28821150998704853,0.6890702953662259,0.15811566489444004,0.13009584509260844,22739.345833333336,6367.799166666667,6.375535819596921,0,5.7007389411349045,0.11185154948611341,0.24904588770504707,0.05556858343270584,0.05628296605340757,6.063783108157963,6.53453656672287,4
2024-02-03,NP15,24,44.12626541666666,4.990244605195028,15.335639999999998,36.96441,0,239.5265588533001,24,0.24722975431381247,0.6288808360492968,0.1716389419802771,0.07559081233353533,21171.895,4872.660416666667,5.478664303618463,0,6.375535819596921,0.28821150998704853,0.6890702953662259,0.15811566489444004,0.13009584509260844,6.197278542094272,6.497618432017266,5
2024-02-04,NP15,24,46.383200833333326,3.7883405781571855,13.087600000000002,40.36436,0,96.51230621820002,24,0.170076413592798,0.40873466835306876,0.10458876415223572,0.06548764944056226,21588.48791666667,3605.3295833333336,4.569670525791447,0,5.478664303618463,0.24722975431381247,0.6288808360492968,0.1716389419802771,0.07559081233353533,5.925497038915134,6.447198507179333,6
2024-02-05,NP15,24,51.71372124999999,6.255484888863751,18.762550000000005,44.26826,0,306.62609024050005,24,0.09907470352567571,0.23039762770392166,0.06514531444082937,0.033929389084846336,23678.793333333335,2356.5258333333336,5.725629058187497,0,4.569670525791447,0.170076413592798,0.40873466835306876,0.10458876415223572,0.06548764944056226,5.520047194411853,6.324474490197526,0
2024-02-06,NP15,24,47.79157416666667,4.44807400920787,13.502959999999995,41.78795,0,203.58902038389996,24,0.09394796401039256,0.2457753677826602,0.058637231417891435,0.035310732592501115,23810.565000000002,2262.5325,5.316103355834709,0,5.725629058187497,0.09907470352567571,0.23039762770392166,0.06514531444082937,0.033929389084846336,5.570047729665847,6.251912510776562,1
2024-02-07,NP15,24,47.04305458333334,4.608121427075179,17.214480000000002,38.49623,0,326.1668916282,24,0.22792580857081865,0.5053238508518162,0.12253064400812452,0.1053951645626941,23873.816666666666,5412.556666666666,5.787409187881222,0,5.316103355834709,0.09394796401039256,0.2457753677826602,0.058637231417891435,0.035310732592501115,5.493120612605808,6.105188831448047,2
2024-02-08,NP15,24,45.50953416666667,8.233089696493268,23.108670000000004,35.61667,0,589.1101095549001,24,0.2725342629726336,0.662125153622147,0.16364002963313165,0.10889423333950198,23613.0175,6175.728749999999,6.378613109397029,0,5.787409187881222,0.22792580857081865,0.5053238508518162,0.12253064400812452,0.1053951645626941,5.375495286262668,6.025663357685162,3
