date,hub,actual_log_rv,actual_rv,pred_log_rv_base,pred_log_rv_augmented,pred_rv_base,pred_rv_augmented,renew_share_mean_lag1
2025-01-01,NP15,5.817386543286081,336.0925415381,6.510801685206619,6.487564768276379,672.3652268403373,656.9216572844775,0.1873951501867011
2025-01-02,NP15,6.008965301312685,407.06191586820023,6.215764043291943,6.19591238579646,500.57830661576384,490.7389840816656,0.2026313545827051
2025-01-03,NP15,4.862730160721095,129.3769402128,6.360839289021016,6.336208240169537,578.7318759291979,564.651225291749,0.175067984615558
2025-01-04,NP15,6.1093495207731765,450.0458744421,5.312805637205203,5.2815623643698775,202.91874687277175,196.67691644093733,0.1481206092047289
2025-01-05,NP15,6.287546171715602,537.831961264,6.4367502918988535,6.429120102294562,624.3744645961917,619.6284983840143,0.2562667354476139
2025-01-06,NP15,5.801074782628362,330.6547509812,6.600585224301959,6.584256026407781,735.5255107159809,723.6124987687177,0.2142234743321844
2025-01-07,NP15,6.471134487488799,646.2164357233999,6.145183475339158,6.133715798477936,466.46522607777183,461.1465085525885,0.2422800637085015
2025-01-08,NP15,6.122955501214404,456.2110362338001,6.737096075705716,6.727513062314342,843.1088532516438,835.0679195441757,0.253273993794166
2025-01-09,NP15,6.305728382531997,547.7003783197001,6.388850423194352,6.379032063524092,595.1719903539165,589.3569713748713,0.2477056402443985
2025-01-10,NP15,6.0533491770521985,425.5358409654002,6.550425446691172,6.536888621973369,699.5417282282383,690.1359602169232,0.2306989287420821
2025-01-11,NP15,7.264254160442841,1428.3199328858,6.333029578237378,6.323833270091594,562.8592395043055,557.7067407911441,0.252793340969937
2025-01-12,NP15,7.066591677165406,1172.1461657511,7.392660153182492,7.40101662214441,1624.0205152460292,1637.6484536937235,0.3409707437349261
2025-01-13,NP15,6.510897659292579,672.4297595751,7.211029045808324,7.211386043636221,1354.2851720495548,1354.768735224695,0.3079177076610169
2025-01-14,NP15,6.867965879603428,960.9918033133998,6.694272492005244,6.683437349106904,807.7660641268249,799.0610486012916,0.2564189273031187
2025-01-15,NP15,6.933536391250312,1026.1163196162995,7.006826829842267,6.988848909260141,1104.1452992784712,1084.472431268552,0.2263444990810765
2025-01-16,NP15,6.92427580529871,1016.6577448105996,7.051238928027567,7.034851036641141,1154.287936943188,1135.525747862889,0.2353032699581118
2025-01-17,NP15,6.04593123391759,422.3909191419998,7.064018958785824,7.045206193975112,1169.134439589728,1147.3453871334905,0.2304317595476435
2025-01-18,NP15,7.448984608523747,1718.1176973042998,6.313663151854097,6.317135548255358,552.0635419354505,553.9838575106581,0.3409352945640991
2025-01-19,NP15,7.092373744996944,1202.7594589651997,7.549911011267931,7.533947706776983,1900.5735941796909,1870.4750345821244,0.2669822561588083
2025-01-20,NP15,7.911375377112023,2728.140108627401,7.2383950373384005,7.232502808429452,1391.8582966631716,1383.6812631049268,0.3133935146705991
2025-01-21,NP15,7.681266414970725,2167.3628152815,7.967573253252013,7.957376478895902,2885.84564329592,2856.5688445687983,0.3022841375544645
2025-01-22,NP15,7.236053681746828,1388.6032735279,7.754564332539866,7.725863329636758,2332.193062773282,2266.2082278852763,0.2276838516468602
2025-01-23,NP15,6.912481389648981,1004.7372963425,7.335748783516854,7.307319163348916,1534.176115747517,1491.1742314181583,0.2284474357162158
2025-01-24,NP15,6.834525292780862,929.3870592453,7.068462271522635,7.046053835436683,1174.3408277758517,1148.3183369524154,0.258177012375626
2025-01-25,NP15,6.539947014474896,692.2498978404,7.0110218834485805,6.976404994705331,1108.786977234826,1071.0609676151223,0.2093147713946654
2025-01-26,NP15,6.352290207543369,573.8053386578001,6.794014004002609,6.760768877216362,892.488835206151,863.3057167698466,0.2241385786967749
2025-01-27,NP15,6.7049492354449365,816.4365792207999,6.663290028005639,6.620543257799197,783.123200659066,750.3526213201874,0.1914001448024226
2025-01-28,NP15,7.212534966370076,1356.3261543295,6.991314961255187,6.948065865141451,1087.1500969456476,1041.134085818776,0.1876874251002981
2025-01-29,NP15,6.939941442055658,1032.7097398303004,7.439027679512324,7.4111265774197195,1701.0954068606252,1654.288982078996,0.2513032423708872
2025-01-30,NP15,6.9969733370587095,1093.3190373812995,7.197803921616805,7.176408870430235,1336.492496960622,1308.2018902236305,0.2807969908770139
2025-01-31,NP15,6.142374699844134,465.1568682833,7.240909204217045,7.215827125558493,1395.3620633738974,1360.798754156656,0.2657202891430908
2025-02-01,NP15,5.889582531004249,361.2544403597001,6.490827816610919,6.449960984687985,659.0687254928006,632.6776082164287,0.2008813452356902
2025-02-02,NP15,5.87430859181985,355.7785873864,6.287233146505285,6.265439968671527,537.6636326481349,526.072990685016,0.2836535749398104
2025-02-03,NP15,6.594403784888477,730.9929277106,6.300690735155228,6.289378789269873,544.9481950304476,538.8185052602754,0.3273802355880268
2025-02-04,NP15,6.520545550066412,678.9486848219002,6.948756781333742,6.8997997255656545,1041.8536707748383,992.0760082463088,0.1721275781228937
2025-02-05,NP15,7.498970885180189,1806.1826883124995,6.895219984744774,6.867443250873392,987.5429453036734,960.489692607828,0.2654252870650193
2025-02-06,NP15,6.778135554976654,878.4294130325001,7.7286787004813196,7.697748908172988,2272.5974342301643,2203.3823888825405,0.2479833262767529
2025-02-07,NP15,6.950838833189232,1044.0251238978,7.067434057111396,7.029339302708159,1173.133974171487,1129.2842486092097,0.2184738671441351
2025-02-08,NP15,7.430953635276198,1687.4159857349996,7.192658643623316,7.168749150293921,1329.6335322994598,1298.2197090254767,0.2689966105288076
2025-02-09,NP15,7.644508431591071,2089.1413674851997,7.601715700704738,7.606021058638633,2001.6271438658189,2010.263443009603,0.389358557369176
