asset,target_date,loss_RollingMean22,loss_HAR-X,loss_Ridge-HAR-X,loss_CNNTransformer
SPY,2023-01-04,0.032271378129074435,0.02388217359878242,0.024130475735395285,0.007140586447942798
SPY,2023-01-05,0.7685540257571282,0.2877125983652802,0.2871778301119092,0.30614609963675665
SPY,2023-01-06,0.3747956863307764,1.7929544136618372,1.7672759608916797,1.632064224584255
SPY,2023-01-10,0.3458548792964842,0.04701041370930148,0.05585238989150909,0.0794290567516398
SPY,2023-01-11,0.4119050208316217,0.006717975345739369,0.008270312251724476,0.005790306240985199
SPY,2023-01-12,0.01572696411383534,0.22515112163394124,0.21616218388887143,0.3006636323305436
SPY,2023-01-13,0.04148525150433913,0.14851154581822712,0.1393894774493447,0.12833285683218776
SPY,2023-01-18,0.1868821809417036,1.6432918040379674,1.5855013756229726,1.9945537348931808
SPY,2023-01-19,0.4318639321329969,0.21515475970658304,0.22824576481947578,0.23848796416105889
SPY,2023-01-20,0.04186026763084083,0.5774852870749767,0.5586550992748622,0.47014974423747713
SPY,2023-01-24,0.6191261465333717,0.17769684110560657,0.19292015289547937,0.1798057118033869
SPY,2023-01-25,0.0029589778514085285,0.487499203204822,0.4669139810205696,0.3983591233634092
SPY,2023-01-26,0.16419427674267073,0.0002505107450359034,0.00014575122549320696,0.0011994903731076256
SPY,2023-01-27,0.17535723033785233,0.023280694774855393,0.018157222284071795,0.03970845812559887
SPY,2023-01-31,0.020449855868084788,0.23430019090503995,0.22569438687114252,0.2513085945031788
SPY,2023-02-01,0.947825705091796,3.6523106026579546,3.535930885035725,4.370030241184683
SPY,2023-02-02,0.10418800720619847,0.006331674158434719,0.003249718938278523,0.023522659753877795
SPY,2023-02-03,0.04907696430974151,0.16503399121825169,0.14363028595658767,0.29228428221411784
SPY,2023-02-07,0.25060905047568527,0.9314156964448836,0.873991958844553,0.797078490244751
SPY,2023-02-08,0.21942880839086687,0.017900098926995955,0.022768658515238016,0.010087012552576269
SPY,2023-02-09,0.21504118663782545,0.7937026098659843,0.758127733259758,0.7832429863930495
SPY,2023-02-10,0.5825632351145322,0.4395663998409336,0.4441652616442604,0.6132815937836249
SPY,2023-02-14,0.0007670261669472378,0.3660337156489335,0.36971112652931026,0.31191997579874253
SPY,2023-02-15,0.2225414889025099,0.047365008788720075,0.04998009558034622,0.082087357840678
SPY,2023-02-16,0.18536121020952057,0.034620805413831945,0.029966703687932306,0.022051901995750134
SPY,2023-02-17,0.503372781287355,0.21472469985421383,0.22394041183603797,0.22101921744341313
SPY,2023-02-22,0.25775823573513,0.01457967588025344,0.014756219604105558,0.06538065106901492
SPY,2023-02-23,0.0026941446177586315,0.05549026064287532,0.06274851103730228,0.056337036131643536
SPY,2023-02-24,0.40132051529589563,0.09307076305938566,0.08940406698014636,0.08259415313092022
SPY,2023-02-28,0.5902405424432764,0.2595809321843987,0.25946722000764066,0.2821106195007195
SPY,2023-03-01,0.439340465590075,0.13358533248071813,0.1304104427306918,0.1890590714912781
SPY,2023-03-02,0.021339889285040492,0.3396459657878972,0.3468189878791188,0.3045589961516688
SPY,2023-03-03,0.007461200179348815,0.09323454010948962,0.09338479729632843,0.14562197653059772
SPY,2023-03-07,0.08156963198814737,0.949687656247199,0.9014281605897507,1.1390648030723005
SPY,2023-03-08,0.5228875957374197,0.35193571808390267,0.3626065874386597,0.34290069448288296
SPY,2023-03-09,1.3959370223357,4.910961616027355,4.933344160495448,4.751106044951862
SPY,2023-03-10,0.4121413543085857,0.2744888496148148,0.27233950053151634,0.4555832504920909
SPY,2023-03-14,0.002986751633297091,0.0054143204471368556,0.003934689810534797,0.06024776861135672
SPY,2023-03-15,8.281849405378239e-05,0.009438697470895319,0.01141866251514223,0.004159624609786361
SPY,2023-03-16,0.8726680168228373,0.5139045474337551,0.5707237408831594,0.43669251412339083
SPY,2023-03-17,0.0063200796627052025,0.0008085431725781689,0.000675025737697954,0.0028538882378583708
SPY,2023-03-21,0.33472047628350055,0.41368354735087687,0.39731558900288366,0.4627764502140568
SPY,2023-03-22,0.8305812859180017,2.583305750596325,2.5728176811370407,2.2335717403697295
SPY,2023-03-23,0.33960076235738335,0.2657569323233582,0.2609347800770463,0.25714935147453044
SPY,2023-03-24,2.588818907689472e-06,0.02001353895432767,0.024706403091931284,0.015928116177215568
SPY,2023-03-28,0.8655388788472822,0.5357640509218524,0.5307442164587723,0.46025336791867244
SPY,2023-03-29,0.8081672511840763,0.3529969409464164,0.3572558289617631,0.3810333557163823
SPY,2023-03-30,1.0056821489311765,0.3017151879683029,0.3184828769491779,0.2724308617260478
SPY,2023-03-31,0.10188250770109386,0.21902769945720957,0.20682096365808844,0.2202270548617009
SPY,2023-04-04,0.19702103608505972,0.045812045011507596,0.03679572254089214,0.0678887938084809
SPY,2023-04-05,0.8719512031444128,0.31201361308909425,0.3219403903174145,0.34897147620863533
SPY,2023-04-06,0.4232339381885195,0.009415068797423265,0.011153649510226904,0.014953532170180805
SPY,2023-04-11,1.25880090971809,0.3828099995120109,0.39270541346808674,0.3726038189800369
SPY,2023-04-12,0.17488168395741144,0.21330732322235413,0.2091966282120652,0.22606548020381068
SPY,2023-04-13,0.02131619979367283,0.16201038660180345,0.15394920495505549,0.15925513192376362
SPY,2023-04-14,0.11765460258493943,0.13186940293266236,0.11279866106107939,0.20892637785640322
SPY,2023-04-18,0.7864930888911594,0.2481734293358211,0.26287205313711404,0.23643866050390838
SPY,2023-04-19,0.7933059087631225,0.05173442749623969,0.058654175216074744,0.0621699185077631
SPY,2023-04-20,0.4439476468847472,0.021971767867947634,0.02697832185761828,0.025225910537956864
SPY,2023-04-21,0.8318133887169703,0.31944180994556315,0.3321263400065191,0.31689448552149835
