start_date,release,vix_t7,vix_tm1,vix_t0,pre_chg_pct,event_day_chg_pct,regime
2010-01-27,2010-02-05,23.13999938964844,26.079999923706055,26.11000061035156,12.705274898895658,0.11503330802633549,20-25
2010-02-24,2010-03-05,20.270000457763672,18.719999313354492,17.420000076293945,-7.646774096719422,-6.94444062363374,20-25
2010-04-28,2010-05-07,21.079999923706055,32.79999923706055,40.95000076293945,55.597719904042634,24.847566205642657,20-25
2010-05-25,2010-06-04,34.61000061035156,29.459999084472656,35.47999954223633,-14.880096605195037,20.434489629487484,>=25
2010-06-23,2010-07-02,26.90999984741211,32.86000061035156,30.1200008392334,22.110742462570677,-8.33840450463963,>=25
2010-07-28,2010-08-06,24.25,22.100000381469727,21.739999771118164,-8.86597780837226,-1.6289620096722413,20-25
2010-08-25,2010-09-03,26.700000762939453,23.190000534057617,21.309999465942383,-13.14606789732321,-8.106947066923098,>=25
2010-09-29,2010-10-08,23.25,21.559999465942383,20.709999084472656,-7.268819501323087,-3.9424879523417666,20-25
2010-10-27,2010-11-05,20.709999084472656,18.520000457763672,18.260000228881836,-10.574595478137605,-1.403888890147642,20-25
2010-11-23,2010-12-03,20.6299991607666,19.38999938964844,18.010000228881836,-6.010663216488865,-7.117066550828943,20-25
2010-12-29,2011-01-07,17.280000686645508,17.399999618530273,17.139999389648438,0.6944382356275369,-1.4942542217354249,15-20
2011-01-26,2011-02-04,16.639999389648438,16.690000534057617,15.93000030517578,0.30048765771160113,-4.553626150766032,15-20
2011-02-23,2011-03-04,22.1299991607666,18.600000381469727,19.059999465942383,-15.95119255835793,2.473113306658492,20-25
2011-03-23,2011-04-01,19.170000076293945,17.739999771118164,17.399999618530273,-7.4595738105611815,-1.916573601886018,15-20
2011-04-27,2011-05-06,15.350000381469728,18.200000762939453,18.399999618530273,18.566777268033153,1.0988947648731706,15-20
2011-05-24,2011-06-03,17.81999969482422,18.09000015258789,17.950000762939453,1.515154109918937,-0.7739048560948203,15-20
2011-06-28,2011-07-08,19.170000076293945,15.949999809265137,15.949999809265137,-16.79708009501123,0.0,15-20
2011-07-27,2011-08-05,22.979999542236328,31.65999984741211,32.0,37.77197771141068,1.0739107840383788,20-25
2011-08-24,2011-09-02,35.900001525878906,31.81999969482422,33.91999816894531,-11.364907124345313,6.599618146642139,>=25
2011-09-28,2011-10-07,41.08000183105469,36.27000045776367,36.20000076293945,-11.7088635805631,-0.19299612335470506,>=25
2011-10-26,2011-11-04,29.86000061035156,30.5,30.15999984741211,2.143333478119791,-1.114754598648826,>=25
2011-11-22,2011-12-02,31.969999313354492,27.40999984741211,27.520000457763672,-14.263370547016507,0.4013156182558264,>=25
2011-12-27,2012-01-06,21.90999984741211,21.479999542236328,20.6299991607666,-1.9625755735756867,-3.957171320224484,20-25
2012-01-25,2012-02-03,18.309999465942383,17.979999542236328,17.100000381469727,-1.8022934643983635,-4.894322487046898,15-20
2012-02-29,2012-03-09,18.43000030517578,17.950000762939453,17.110000610351562,-2.6044467405761718,-4.67966638933075,15-20
2012-04-25,2012-05-04,16.81999969482422,17.559999465942383,19.15999984741211,4.399523094794544,9.111619761566203,15-20
2012-05-22,2012-06-01,22.479999542236328,24.059999465942383,26.65999984741211,7.028469554625594,10.806319364844974,20-25
2012-06-26,2012-07-06,19.719999313354492,17.5,17.100000381469727,-11.257603400883976,-2.285712105887272,15-20
2012-07-25,2012-08-03,19.34000015258789,17.56999969482422,15.640000343322754,-9.152018840738362,-10.984629396834912,15-20
2012-08-28,2012-09-07,16.489999771118164,15.600000381469728,14.380000114440918,-5.397206804133791,-7.820514340999463,15-20
2012-09-26,2012-10-05,16.809999465942383,14.550000190734863,14.329999923706056,-13.44437446167891,-1.5120293068373813,15-20
2012-10-22,2012-11-02,16.6200008392334,16.690000534057617,17.59000015258789,0.4211774445821659,5.392448111033521,15-20
2012-11-28,2012-12-07,15.510000228881836,16.579999923706055,15.899999618530272,6.898772914469253,-4.101328759377854,15-20
2012-12-24,2013-01-04,17.84000015258789,14.5600004196167,13.829999923706056,-18.385648570162093,-5.013739525220839,15-20
2013-01-23,2013-02-01,12.460000038146973,14.279999732971191,12.899999618530272,14.606739079070552,-9.66386652833493,<15
2013-02-27,2013-03-08,14.729999542236328,13.0600004196167,12.59000015258789,-11.337401049002938,-3.598776814148086,<15
2013-03-26,2013-04-05,12.770000457763672,13.890000343322754,13.920000076293944,8.770554780036566,0.21598079359019806,<15
2013-04-24,2013-05-03,13.609999656677246,13.59000015258789,12.850000381469728,-0.1469471314758164,-5.445178534286088,<15
2013-05-29,2013-06-07,14.829999923706056,16.6299991607666,15.140000343322754,12.13755391989726,-8.959704706173676,<15
2013-06-25,2013-07-05,18.469999313354492,16.200000762939453,14.890000343322754,-12.290192933433119,-8.086421962482692,15-20
2013-07-24,2013-08-02,13.18000030517578,12.9399995803833,11.979999542236328,-1.820946276444546,-7.418856795036588,<15
2013-08-27,2013-09-06,16.770000457763672,15.770000457763672,15.850000381469728,-5.963029056072866,0.5072918286864958,15-20
2013-10-11,2013-10-22,15.720000267028809,13.15999984741211,13.329999923706056,-16.284989670045068,1.2917939077892626,15-20
2013-10-30,2013-11-08,13.649999618530272,13.90999984741211,12.899999618530272,1.9047636347834018,-7.260965060828117,<15
2013-11-26,2013-12-06,12.8100004196167,15.079999923706056,13.789999961853027,17.72052638353685,-8.554376448139923,<15
2013-12-31,2014-01-10,13.720000267028809,12.890000343322754,12.140000343322754,-6.04956200839637,-5.818463770549965,<15
2014-01-29,2014-02-07,17.350000381469727,17.229999542236328,15.289999961853027,-0.6916474731698763,-11.259429088362605,15-20
2014-02-26,2014-03-07,14.350000381469728,14.210000038146973,14.109999656677246,-0.9756121226556891,-0.7037324503960218,<15
2014-03-26,2014-04-04,14.93000030517578,13.369999885559082,13.960000038146973,-10.448763481109191,4.412865801331445,<15
2014-04-23,2014-05-02,13.270000457763672,13.25,12.90999984741211,-0.15071934494147454,-2.5660388874557793,<15
2014-05-28,2014-06-06,11.68000030517578,11.68000030517578,10.729999542236328,0.0,-8.133567963337086,<15
2014-06-24,2014-07-03,12.130000114440918,10.81999969482422,10.31999969482422,-10.799673596516502,-4.62107221906094,<15
2014-07-23,2014-08-01,11.520000457763672,16.950000762939453,17.030000686645508,47.13541744276879,0.4719759298239756,<15
2014-08-26,2014-09-05,11.630000114440918,12.640000343322754,12.09000015258789,8.684438683949146,-4.351267213575738,<15
2014-09-24,2014-10-03,13.270000457763672,16.15999984741211,14.550000190734863,21.77844227546828,-9.962869256679319,<15
2014-10-29,2014-11-07,15.149999618530272,13.670000076293944,13.119999885559082,-9.768974122125462,-4.023410297478003,15-20
2014-11-25,2014-12-05,12.25,12.380000114440918,11.890000343322754,1.0612254240074837,-3.957994883591265,<15
2014-12-30,2015-01-09,15.920000076293944,17.010000228881836,17.549999237060547,6.84673459399654,3.1745973010736783,15-20
2015-01-28,2015-02-06,20.440000534057617,16.850000381469727,17.290000915527344,-17.563601070392075,2.6112790747559567,20-25
2015-02-25,2015-03-06,13.84000015258789,14.039999961853027,15.199999809265137,1.4450853111279693,8.262107197748247,<15
2015-04-29,2015-05-08,13.390000343322754,15.130000114440918,12.859999656677246,12.994770175535187,-15.003307604717442,<15
2015-05-27,2015-06-05,13.270000457763672,14.710000038146973,14.210000038146973,10.851541301498768,-3.399048257670745,<15
2015-06-23,2015-07-02,12.109999656677246,16.09000015258789,16.790000915527344,32.86540552225483,4.350532978875488,<15
2015-07-29,2015-08-07,12.5,13.770000457763672,13.390000343322754,10.160003662109386,-2.7596231068145682,<15
