group,label,tickers,leader,primary,signal,target,n_obs,sample_start,sample_end,beta_signal_std,hac_t,hac_p,r2,target_mean_raw,signal_mean_raw,status,hac_maxlags,model,bh_q_all_regressions,harvey_abs_t_ge_3,positive_harvey_t_ge_3
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,leader_share_z_l1,next_abs_return,3884,2010-12-08,2026-06-22,0.031542702652854325,2.016258812483437,0.04377291939057806,0.03114160902433527,0.007147311727166841,-0.07369575679354329,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.12359412533810277,False,False
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,leader_share_z_l1,next_squared_return,3884,2010-12-08,2026-06-22,0.03154270265285438,2.0162588124834415,0.0437729193905776,0.03114160902433527,0.00011653245766391627,-0.07369575679354329,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.12359412533810277,False,False
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,leader_share_z_l1,next_range_vol,3906,2010-12-08,2026-06-22,-0.03526292359766449,-2.726509701331955,0.006400807097470037,0.40086662929345385,0.011086057218201623,-0.07523046987209513,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.03308952535654368,False,False
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,leader_share_z_l1,forward5_rv,3902,2010-12-08,2026-06-15,0.02847280794047552,1.6323068650521577,0.10261485776519472,0.2650056887266178,0.13597167894345663,-0.07376400400538238,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.1669665482281134,False,False
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,leader_share_z_l1,same_index_return_dispersion,3906,2010-12-08,2026-06-22,-0.015479760488039037,-0.9995304299961568,0.3175378056045709,0.20148479317946122,0.00021923759904460648,-0.07523046987209513,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.41625937397132134,False,False
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,leader_share_z_l1,same_index_tracking_range,3906,2010-12-08,2026-06-22,-0.015285633491580547,-0.988730926080457,0.32279480752580614,0.20187811909960218,0.00041712988099699966,-0.07523046987209513,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.41625937397132134,False,False
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,hhi_z_l1,next_abs_return,3884,2010-12-08,2026-06-22,0.032947505609492306,2.081608045269228,0.03737828594808711,0.031226407666946288,0.007147311727166841,-0.07630924666465078,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.11961051503387964,False,False
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,hhi_z_l1,next_squared_return,3884,2010-12-08,2026-06-22,0.032947505609492195,2.081608045269225,0.03737828594808739,0.031226407666946177,0.00011653245766391627,-0.07630924666465078,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.11961051503387964,False,False
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,hhi_z_l1,next_range_vol,3906,2010-12-08,2026-06-22,-0.03569765244557454,-2.7691466764743864,0.005620332674463292,0.4008929370691682,0.011086057218201623,-0.07785511844444853,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.03308952535654368,False,False
sp500,S&P 500 same-index ETFs,"['SPY', 'IVV', 'VOO']",SPY,SPY,hhi_z_l1,forward5_rv,3902,2010-12-08,2026-06-15,0.027155506893164327,1.5427444615294787,0.12289278955246222,0.26493348007903106,0.13597167894345663,-0.07635426676873963,ok,5,"z(log(target)) ~ z(signal_l1) + z(log(target_l1)) + z(total_dollar_volume_l1), OLS-HAC",0.19340504585306625,False,False
