month,actual,forecast_model,forecast_baseline,loss_model,loss_baseline
2015-01-31,0.054674493106928609,0.012503745801721457,0.010249665399303784,0.0017783719282796363,0.0019735653168521505
2015-02-28,-0.020299061025075161,0.013617618728307593,0.010977941263363208,0.0011503411654935234,0.00097825087215097899
2015-03-31,0.0097744038622421276,0.0030871558170696041,0.010473473484517428,4.4719286417663739e-05,4.8869833678813173e-07
2015-04-30,0.012767740898674058,0.0073565234012188049,0.01046237714130671,2.9281274804765897e-05,5.3147020537829005e-06
2015-05-31,-0.025379711233173539,0.0050171407054859021,0.010498398450015576,0.0009239686077807842,0.0012872387544389486
2015-06-30,0.022318907002280196,0.0099370850138130878,0.0099464275318126676,0.00015330951575408757,0.00015307824824714044
2015-07-31,-0.062932641172713757,-0.0022561178255756775,0.010133889341971266,0.0036816404854957924,0.005338717881453397
2015-08-31,-0.031048977623685799,0.0072420958741391539,0.0090433441104088019,0.0014662063096158328,0.0016073942620301546
2015-09-30,0.081623605523773124,0.0067872167170328762,0.008453751143730941,0.0056004850896335971,0.0053538275899965787
2015-10-31,0.0035636183220504958,0.013306022550707317,0.0095141838159054654,9.4914440154550333e-05,3.5409229696657439e-05
2015-11-30,-0.023547357424349567,0.0055767624384733469,0.0094291757374218247,0.00084821435778407615,0.0010874517393694083
2015-12-31,-0.05124904516495047,0.00050510243913559974,0.0089647175238757489,0.0026784917942255281,0.0036256972171462808
2016-01-31,-0.0010605802393091734,-0.00023249015448064542,0.0081284152643087155,6.8573318859131863e-07,8.4437638365509777e-05
2016-02-29,0.059713106184223874,0.0092609583130053609,0.0080025386135742227,0.0025454192248192992,0.0026739827984787233
2016-03-31,0.0037518370981445099,0.0061346955403201071,0.008701330067231651,5.678014355447514e-06,2.4497480651043044e-05
2016-04-30,0.016655385198657242,0.0078581619411849761,0.0086353368276438219,7.7391137041810942e-05,6.4321175873395013e-05
2016-05-31,-0.0019398071852462003,0.0060981853054054274,0.0087408637798939998,6.4609323279771961e-05,0.0001140767322655889
2016-06-30,0.035598749977546168,-0.015259790320485522,0.0086021537673597118,0.0025865911212465133,0.00072881620693585373
2016-07-31,0.0009382118865217913,0.0031173734165408692,0.0089482639751826149,4.7487449739150882e-06,6.4160934463059621e-05
2016-08-31,-0.0052083479421364143,0.0086523882731515331,0.0088468709107691855,0.00019212000842979486,0.00019754917700307299
2016-09-30,-0.017744990601376697,-0.007951843317855093,0.008671180675107866,9.5905733716746577e-05,0.0006978141049085681
2016-10-31,0.038141676409935071,0.013811554582361853,0.0083450551037932419,0.00059195482814455478,0.00088783864126162524
2016-11-30,0.013784935283935087,0.0066594825353643097,0.0087084285343559473,5.0772076872114849e-05,2.5770920778522563e-05
2016-12-31,0.017341742464465664,0.0074069545157918627,0.0087695912662785879,9.8700011585114202e-05,7.3481776164580127e-05
2017-01-31,0.038154421419352935,0.0048859968254414332,0.0088716406853046239,0.0011067880749607757,0.00085748124751835087
2017-02-28,-0.0037517496930063753,0.012659767564705278,0.0092161439880581331,0.00026933789870016748,0.00016816626652339279
2017-03-31,0.0092853284755556736,0.0020826910742652392,0.0090653545266504067,5.1877985534467821e-05,4.8388538196976978e-08
2017-04-30,0.01324710293792012,0.0021895594593214374,0.00906788296284472,0.00012226926778110026,1.746587960006923e-05
2017-05-31,0.00064208852520885934,-0.002817697030920276,0.009115374098925124,1.197011609439979e-05,7.179656841374816e-05
2017-06-30,0.019508731747490168,0.0010960113992463539,0.0090201686430406713,0.0003390282706226319,0.00011000995599601927
2017-07-31,0.0019918660110988867,-0.0015754835366582776,0.00913670823309011,1.2725982795883245e-05,5.1048770377148483e-05
2017-08-31,0.014191931514391869,-0.0078037671869260541,0.0090581934833978989,0.00048381076135915887,2.6355266170873846e-05
2017-09-30,0.022362695412003225,-0.00014527780528410771,0.0091139949837347901,0.00050660885835012391,0.00017552806303800021
2017-10-31,0.029096144720998508,0.005372514493728422,0.0092564541281247737,0.00056281063116024295,0.00039361332282096263
2017-11-30,0.0059237853500826157,0.0086341643887844349,0.0094675146663468334,7.3461545334341978e-06,1.255801746695046e-05
2017-12-31,0.053664247121435825,0.0083056509524600114,0.0094302122524914222,0.0020574022464202274,0.0019566498407869891
2018-01-31,-0.038206219589680089,0.0095288444160967923,0.0098909834490429251,0.0022786363356356153,0.0023133409401481465
2018-02-28,-0.033190063524038832,-0.018805654561315333,0.0093951359950354713,0.00020691122120688015,0.0018134992180793661
2018-03-31,0.0037092711624399583,0.0042808442113280373,0.0089605931428000194,3.2669575021521442e-07,2.7576382541412713e-05
2018-04-30,0.0224073164036716,-0.0034163240235266581,0.0089075494864327455,0.00066686040491322819,0.00018224370681977663
2018-05-31,-0.00031487810407877814,0.012312258855473743,0.0090425471556051327,0.00015944458779529729,8.7561407490570499e-05
2018-06-30,0.034762689494722457,0.011411275364242803,0.0089498993807567775,0.00054528854189316489,0.00066630013346764426
2018-07-31,0.02957873743784294,0.0093284803361332689,0.009202965950501539,0.00041007291268534287,0.00041517206370435478
2018-08-31,-0.00018207331558000244,0.0096986454492338659,0.0094007889746504838,9.76286033093449e-05,9.183124967352149e-05
2018-09-30,-0.073644127576548882,0.0099905715137160352,0.009308646068013654,0.006994762891919159,0.0068811626553260292
2018-10-31,0.016452901961719276,-0.0019508252184604821,0.0085186196523511538,0.00033869717412248721,6.2952835764751937e-05
2018-11-30,-0.0997574127688865,0.006302321447352037,0.0085934713722508518,0.01124866722201916,0.011739914094166169
2018-12-31,0.075057136816915157,0.0048751730581571423,0.0075808462868196622,0.0049255080370356231,0.0045530497837018543
2019-01-31,0.030111544604159234,0.0026180408987930316,0.0082056267546909162,0.00075589274599698508,0.00047986923682765472
2019-02-28,0.011553170438565279,0.0088016379231566876,0.0084065984780805347,7.5709311833507326e-06,9.9009151025088096e-06
2019-03-31,0.038067146919368321,0.0017819996898767159,0.0084352036777213049,0.0013166119094658822,0.00087805206027619022
2019-04-30,-0.067936074853394882,0.011546562982573456,0.0087021581213397453,0.0063174897173637065,0.0058734187534897021
