Date,ret,down_sq,up_sq,total_sq,iv_total_lag1,rv_total_22_lag1,rv_down_22_lag1,rv_up_22_lag1,down_share_252_lag1,up_share_252_lag1,iv_down_proxy_lag1,iv_up_proxy_lag1,vrp_total_lag1,vrp_down_lag1,vrp_up_lag1,vrp_down_minus_up_lag1,log_rv_total_22_lag1,ret_21_lag1,fwd_ret_21,fwd_rv_total_21,log_fwd_rv_total_21,fwd_ret_63,fwd_rv_total_63,log_fwd_rv_total_63,fwd_ret_126,fwd_rv_total_126,log_fwd_rv_total_126
2004-01-02,,,,,,,,,,,,,,,,,,,0.022666063118857008,0.010769114925378255,-4.5310729707285295,0.03369536619494767,0.014013154081744594,-4.267758813154473,0.013058688598717701,0.013899941999627215,-4.2758706114709435
2004-01-05,0.01081931150251618,0.0,0.00011705750138847891,0.00011705750138847891,0.03319683749786382,,,,,,,,,,,,,,0.003639755549478445,0.010172682322014442,-4.5880493551215515,0.028357246189434273,0.013665097917097939,-4.29291029401505,0.0051841133922403875,0.013683169940556673,-4.291588672756842
2004-01-06,0.0009774597075514308,0.0,9.554274798865287e-07,9.554274798865287e-07,0.030590009199371344,,,,,,,,,,,,,,0.005582404134213361,0.010263541581519956,-4.579157315320148,0.024164437949609117,0.013702630071914374,-4.290167488447979,-0.0027680118822229986,0.013778551005137436,-4.284642170874866
2004-01-07,0.003371113823492539,0.0,1.1364408410942486e-05,1.1364408410942486e-05,0.027989288468322777,,,,,,,,,,,,,,0.013369336625169705,0.011621192651253285,-4.454924894937734,0.018440457476752686,0.013679316364149359,-4.291870341344235,-0.0035398303142137504,0.013769334861380114,-4.285311270793832
2004-01-08,0.003976626162865783,0.0,1.581355563918864e-05,1.581355563918864e-05,0.024025,,,,,,,,,,,,,,0.009655286592690326,0.011432257338274004,-4.471316328174582,0.012193445931254352,0.013636680740735293,-4.29499200356071,-0.0070690933007391335,0.01373810801772483,-4.287581700452045
2004-01-09,-0.008770159584825188,7.69156991433011e-05,0.0,7.69156991433011e-05,0.02436720892814637,,,,,,,,,,,,,,0.02165165734302333,0.010634170210367758,-4.5436828576929615,0.02489003760335532,0.013390685419906045,-4.313195931574527,0.002416778211462453,0.013585301106564205,-4.298766871641016
2004-01-12,0.007358262122763171,0.0,5.414402146729117e-05,5.414402146729117e-05,0.028056250000000005,,,,,,,,,,,,,,0.024860027575706743,0.011324286584782312,-4.480805604230193,0.003410888151150343,0.01397170716992004,-4.270720910536593,-0.007985754748780806,0.013495548233493483,-4.305395408328563
2004-01-13,-0.00584710417172112,3.418862719495852e-05,0.0,3.418862719495852e-05,0.028291238973388685,,,,,,,,,,,,,,0.027082763860277533,0.01107165556941969,-4.503366988753654,0.010846716879948216,0.013845048844013242,-4.2798275943760355,-0.008615861621970384,0.013511079504944193,-4.304245225987235
2004-01-14,0.008317073756671366,0.0,6.917371587391154e-05,6.917371587391154e-05,0.03254416330322274,,,,,,,,,,,,,,0.014258684216069665,0.010485328203776215,-4.557778312802833,-0.0012696587256325895,0.0136260927586741,-4.295768739103993,-0.017746098694517157,0.01337405454235294,-4.314438677046049
2004-01-15,0.002463479799542553,0.0,6.0687327227542175e-06,6.0687327227542175e-06,0.028056250000000005,,,,,,,,,,,,,,0.02078790588074867,0.011382927566598516,-4.475640627867726,0.003939029904483292,0.013837266501435276,-4.280389855349173,-0.02446379196194058,0.013398113741368031,-4.3126413474285865
