Date,corr_VNQ_SPY_63d
2015-04-06,0.536169853147641
2015-04-07,0.570220134383345
2015-04-08,0.5966404954855141
2015-04-09,0.5536984984586423
2015-04-10,0.5602486189032203
2015-04-13,0.5668493780707227
2015-04-14,0.5869048520983
2015-04-15,0.5796042880546118
2015-04-16,0.5966524005624486
2015-04-17,0.6064215848912524
2015-04-20,0.598456631514495
2015-04-21,0.6009843588538636
2015-04-22,0.6029344077666751
2015-04-23,0.5836148529474823
2015-04-24,0.5849885444413465
2015-04-27,0.5837986534169485
2015-04-28,0.6034992724299498
2015-04-29,0.6096045138181493
2015-04-30,0.621276044578809
2015-05-01,0.6063120004540025
2015-05-04,0.6235211707934188
2015-05-05,0.6383405154539025
2015-05-06,0.6364165556154857
2015-05-07,0.6271805695900655
2015-05-08,0.654705970549536
2015-05-11,0.6566596792778293
2015-05-12,0.6553812242675997
2015-05-13,0.6527966708353873
2015-05-14,0.658490416213241
2015-05-15,0.6629603452748692
2015-05-18,0.6615969475898349
2015-05-19,0.6660796187961421
2015-05-20,0.6804791164016409
2015-05-21,0.6726750422458653
2015-05-22,0.6762785068681143
2015-05-26,0.7052311383600833
2015-05-27,0.7107767019650857
2015-05-28,0.7134908487667975
2015-05-29,0.7287232687071371
2015-06-01,0.7235684508644571
2015-06-02,0.7227970280150944
2015-06-03,0.7039814820560948
2015-06-04,0.6974536579226823
2015-06-05,0.6697880203135104
2015-06-08,0.6646869299871949
2015-06-09,0.6960496684568801
2015-06-10,0.6993141571288165
2015-06-11,0.6843084062031309
2015-06-12,0.6819362665788522
2015-06-15,0.6758212717331749
2015-06-16,0.681521710286057
2015-06-17,0.6587250836131111
2015-06-18,0.6754404531395821
2015-06-19,0.6683163399582024
2015-06-22,0.6495225905970089
2015-06-23,0.6424029822192829
2015-06-24,0.6203316742609715
2015-06-25,0.6218348148140423
2015-06-26,0.6155190282455755
2015-06-29,0.6091778784276805
2015-06-30,0.6046623102329106
2015-07-01,0.6188827001937729
2015-07-02,0.6144510689051634
2015-07-06,0.5958890550224085
2015-07-07,0.6073923442399762
2015-07-08,0.5864275062181258
2015-07-09,0.6316942746090425
2015-07-10,0.6419460325554895
2015-07-13,0.6349882043088144
2015-07-14,0.6351417985731547
2015-07-15,0.6468769211301731
2015-07-16,0.6535283510587435
2015-07-17,0.656615955532506
2015-07-20,0.6610434164826292
2015-07-21,0.6625231053132374
2015-07-22,0.6579191221632089
2015-07-23,0.6620614812370037
2015-07-24,0.6353397624908024
2015-07-27,0.6292280527354059
2015-07-28,0.6198367284505168
2015-07-29,0.6290452601681019
2015-07-30,0.6122121888451992
2015-07-31,0.5984596173544992
2015-08-03,0.5896114971176365
2015-08-04,0.5638977732492595
2015-08-05,0.5535409310379213
2015-08-06,0.542939572389173
2015-08-07,0.5146672578942334
2015-08-10,0.48304417503057456
2015-08-11,0.4599200154246211
2015-08-12,0.46665459335990245
2015-08-13,0.43563342894509516
2015-08-14,0.44194452116628435
2015-08-17,0.45411520835808844
2015-08-18,0.4514119162098139
2015-08-19,0.4590854169635159
2015-08-20,0.47724626922068814
2015-08-21,0.5418687309304167
2015-08-24,0.6869112568487872
2015-08-25,0.6803658589832384
2015-08-26,0.7205452345840273
2015-08-27,0.7367657627674986
2015-08-28,0.740166498036849
2015-08-31,0.7377941651637772
2015-09-01,0.7644996974226915
