Date,AMZN,ANET,AVGO,CEG,DELL,ETN,GOOGL,META,MRVL,MSFT,MU,NVDA,SMCI,SPY,TSM,VRT,VST
2023-01-03,85.81999969482422,30.227500915527344,52.80814743041992,79.68782043457031,38.131690979003906,150.2142791748047,88.38946533203125,123.76872253417969,35.51970672607422,232.9482421875,49.627105712890625,14.299908638000488,8.38599967956543,365.07208251953125,70.45436096191406,13.254681587219238,21.294641494750977
2023-01-04,85.13999938964844,28.459999084472656,53.453128814697266,81.14710998535156,38.16897964477539,151.23316955566406,87.35799407958984,126.37825775146484,36.13161087036133,222.75836181640625,53.40062713623047,14.733450889587402,8.225000381469727,367.8905334472656,72.63372802734375,13.454000473022461,21.753623962402344
2023-01-05,83.12000274658203,27.372499465942383,52.955081939697266,80.17424011230469,38.10371398925781,149.6905059814453,85.49339294433594,125.95160675048828,34.283016204833984,216.15628051757812,53.903106689453125,14.249963760375977,8.024999618530273,363.691650390625,72.072265625,13.483898162841797,21.342453002929688
2023-01-06,86.08000183105469,28.112499237060547,56.142757415771484,81.23468780517578,39.54880142211914,153.40423583984375,86.62403869628906,129.00762939453125,35.6867561340332,218.7037811279297,55.93272018432617,14.84333610534668,8.439000129699707,372.0318298339844,74.29923248291016,14.071887969970703,21.524133682250977
2023-01-09,87.36000061035156,28.717500686645508,55.04171371459961,81.72110748291016,39.41827392578125,153.1947784423828,87.2984848022461,128.46189880371094,36.497371673583984,220.8331298828125,55.52876281738281,15.611526489257812,8.47700023651123,371.8208923339844,76.43102264404297,14.769503593444824,21.543258666992188
2023-01-10,89.87000274658203,28.8075008392334,54.85470962524414,80.82606506347656,39.614070892333984,152.74722290039062,87.6952133178711,131.95448303222656,36.58633804321289,222.51527404785156,56.36623001098633,15.892230987548828,7.836999893188477,374.42840576171875,77.34465789794922,14.470525741577148,21.418947219848633
2023-01-11,95.08999633789062,29.082500457763672,55.16097640991211,81.82811737060547,38.01047897338867,156.25140380859375,90.7697982788086,131.85525512695312,37.98019790649414,229.24371337890625,57.203697204589844,15.984129905700684,7.560999870300293,379.1641845703125,77.83002471923828,14.590117454528809,21.74405860900879
2023-01-12,95.2699966430664,29.295000076293945,55.52354049682617,82.05188751220703,37.227333068847656,156.84176635742188,90.38298034667969,135.6455535888672,38.860008239746094,231.90785217285156,56.42534637451172,16.493593215942383,8.045000076293945,380.5445861816406,82.79791259765625,14.92895793914795,21.696250915527344
2023-01-13,98.12000274658203,28.75,55.243038177490234,82.84962463378906,37.46042251586914,156.59417724609375,91.36487579345703,135.9134063720703,40.204444885253906,232.6079559326172,56.090354919433594,16.881187438964844,8.057999610900879,382.0208740234375,82.60757446289062,14.918992042541504,21.39982795715332
2023-01-17,96.05000305175781,29.075000762939453,55.26593780517578,81.10819244384766,37.3205680847168,154.651611328125,90.54167175292969,134.3060302734375,40.56032180786133,233.6969451904297,56.01153564453125,17.683340072631836,8.482999801635742,381.3210754394531,84.69178009033203,14.909027099609375,21.179899215698242
2023-01-18,95.45999908447266,28.75,54.79364776611328,79.62944030761719,37.311241149902344,150.00479125976562,90.37307739257812,131.9842529296875,40.02650451660156,229.28260803222656,55.67655944824219,17.35868263244629,7.88700008392334,375.30084228515625,85.14859771728516,14.43066120147705,20.558366775512695
2023-01-19,93.68000030517578,27.877500534057617,53.73744583129883,78.64682006835938,36.789146423339844,144.60562133789062,92.28726196289062,135.0898895263672,38.12847900390625,225.50997924804688,55.52876281738281,16.747329711914062,7.085999965667725,372.5687255859375,84.13027954101562,13.892500877380371,20.453182220458984
2023-01-20,97.25,28.782499313354492,54.45875549316406,80.74822998046875,37.534996032714844,148.08123779296875,97.21649169921875,138.28482055664062,39.0280647277832,233.57054138183594,57.5977897644043,17.82019805908203,7.197999954223633,379.5093078613281,86.63324737548828,14.470525741577148,20.89303970336914
2023-01-23,97.5199966430664,29.790000915527344,55.49396514892578,81.85731506347656,38.262203216552734,151.328369140625,98.97200775146484,142.1544647216797,42.26063537597656,235.86520385742188,60.908233642578125,19.172767639160156,7.375,384.06280517578125,91.03963470458984,15.477083206176758,21.514570236206055
2023-01-24,96.31999969482422,30.4424991607666,55.81836700439453,81.63356018066406,38.14942932128906,153.96603393554688,96.89913177490234,142.02548217773438,42.02338790893555,235.3401641845703,60.35649871826172,19.24468994140625,7.824999809265137,383.650634765625,89.99275207519531,15.198039054870605,21.830120086669922
