date,views
2020-01-01,98.0
2020-01-02,138.0
2020-01-03,145.0
2020-01-04,113.0
2020-01-05,123.0
2020-01-06,193.0
2020-01-07,209.0
2020-01-08,375.0
2020-01-09,349.0
2020-01-10,275.0
2020-01-11,158.0
2020-01-12,116.0
2020-01-13,474.0
2020-01-14,941.0
2020-01-15,538.0
2020-01-16,385.0
2020-01-17,279.0
2020-01-18,127.0
2020-01-19,157.0
2020-01-20,177.0
2020-01-21,237.0
2020-01-22,513.0
2020-01-23,373.0
2020-01-24,244.0
2020-01-25,125.0
2020-01-26,98.0
2020-01-27,120.0
2020-01-28,167.0
2020-01-29,322.0
2020-01-30,563.0
2020-01-31,276.0
2020-02-01,157.0
2020-02-02,109.0
2020-02-03,1416.0
2020-02-04,7380.0
2020-02-05,4085.0
2020-02-06,1232.0
2020-02-07,520.0
2020-02-08,345.0
2020-02-09,248.0
2020-02-10,427.0
2020-02-11,344.0
2020-02-12,328.0
2020-02-13,325.0
2020-02-14,244.0
2020-02-15,218.0
2020-02-16,220.0
2020-02-17,202.0
2020-02-18,282.0
2020-02-19,369.0
2020-02-20,465.0
2020-02-21,350.0
2020-02-22,150.0
2020-02-23,109.0
2020-02-24,476.0
2020-02-25,159.0
2020-02-26,195.0
2020-02-27,208.0
2020-02-28,305.0
2020-02-29,183.0
2020-03-01,167.0
2020-03-02,253.0
2020-03-03,196.0
2020-03-04,172.0
2020-03-05,184.0
2020-03-06,227.0
2020-03-07,170.0
2020-03-08,114.0
2020-03-09,205.0
2020-03-10,245.0
2020-03-11,190.0
2020-03-12,257.0
2020-03-13,1055.0
2020-03-14,650.0
2020-03-15,290.0
2020-03-16,431.0
2020-03-17,430.0
2020-03-18,556.0
2020-03-19,702.0
2020-03-20,816.0
2020-03-21,206.0
2020-03-22,171.0
2020-03-23,355.0
2020-03-24,734.0
2020-03-25,896.0
2020-03-26,698.0
2020-03-27,579.0
2020-03-28,247.0
2020-03-29,215.0
2020-03-30,289.0
2020-03-31,277.0
2020-04-01,231.0
2020-04-02,304.0
2020-04-03,290.0
2020-04-04,171.0
2020-04-05,185.0
2020-04-06,548.0
2020-04-07,620.0
2020-04-08,488.0
2020-04-09,504.0
2020-04-10,474.0
2020-04-11,333.0
2020-04-12,238.0
2020-04-13,782.0
2020-04-14,1256.0
2020-04-15,809.0
2020-04-16,505.0
2020-04-17,564.0
2020-04-18,372.0
2020-04-19,362.0
2020-04-20,718.0
2020-04-21,1066.0
2020-04-22,481.0
2020-04-23,531.0
2020-04-24,565.0
2020-04-25,292.0
2020-04-26,277.0
2020-04-27,511.0
2020-04-28,606.0
2020-04-29,731.0
2020-04-30,665.0
2020-05-01,418.0
2020-05-02,236.0
2020-05-03,220.0
2020-05-04,288.0
2020-05-05,333.0
2020-05-06,414.0
2020-05-07,535.0
2020-05-08,456.0
2020-05-09,410.0
2020-05-10,241.0
2020-05-11,347.0
2020-05-12,326.0
2020-05-13,356.0
2020-05-14,392.0
2020-05-15,358.0
2020-05-16,285.0
2020-05-17,237.0
2020-05-18,621.0
2020-05-19,682.0
2020-05-20,561.0
2020-05-21,344.0
2020-05-22,296.0
2020-05-23,173.0
2020-05-24,195.0
2020-05-25,234.0
2020-05-26,385.0
2020-05-27,424.0
2020-05-28,325.0
2020-05-29,219.0
2020-05-30,210.0
2020-05-31,177.0
2020-06-01,275.0
2020-06-02,305.0
2020-06-03,399.0
2020-06-04,539.0
2020-06-05,678.0
2020-06-06,374.0
2020-06-07,277.0
2020-06-08,817.0
2020-06-09,850.0
2020-06-10,609.0
2020-06-11,413.0
2020-06-12,356.0
2020-06-13,204.0
2020-06-14,230.0
2020-06-15,498.0
2020-06-16,763.0
2020-06-17,527.0
2020-06-18,392.0
2020-06-19,305.0
2020-06-20,178.0
2020-06-21,148.0
2020-06-22,325.0
2020-06-23,260.0
2020-06-24,295.0
2020-06-25,350.0
2020-06-26,264.0
2020-06-27,140.0
2020-06-28,195.0
2020-06-29,322.0
2020-06-30,361.0
2020-07-01,239.0
2020-07-02,283.0
2020-07-03,144.0
2020-07-04,123.0
2020-07-05,109.0
2020-07-06,344.0
2020-07-07,388.0
2020-07-08,329.0
2020-07-09,317.0
2020-07-10,1278.0
2020-07-11,602.0
2020-07-12,379.0
2020-07-13,922.0
2020-07-14,483.0
2020-07-15,325.0
