,AFRM,AFRM,AFRM,AFRM,AFRM,AI,AI,AI,AI,AI,AMC,AMC,AMC,AMC,AMC,ARKK,ARKK,ARKK,ARKK,ARKK,BB,BB,BB,BB,BB,BYND,BYND,BYND,BYND,BYND,CHWY,CHWY,CHWY,CHWY,CHWY,COIN,COIN,COIN,COIN,COIN,CVNA,CVNA,CVNA,CVNA,CVNA,DKNG,DKNG,DKNG,DKNG,DKNG,FUBO,FUBO,FUBO,FUBO,FUBO,GME,GME,GME,GME,GME,HOOD,HOOD,HOOD,HOOD,HOOD,IWM,IWM,IWM,IWM,IWM,KOSS,KOSS,KOSS,KOSS,KOSS,LCID,LCID,LCID,LCID,LCID,MARA,MARA,MARA,MARA,MARA,NOK,NOK,NOK,NOK,NOK,OPEN,OPEN,OPEN,OPEN,OPEN,PLTR,PLTR,PLTR,PLTR,PLTR,PTON,PTON,PTON,PTON,PTON,QQQ,QQQ,QQQ,QQQ,QQQ,RBLX,RBLX,RBLX,RBLX,RBLX,RIOT,RIOT,RIOT,RIOT,RIOT,RIVN,RIVN,RIVN,RIVN,RIVN,SNOW,SNOW,SNOW,SNOW,SNOW,SOFI,SOFI,SOFI,SOFI,SOFI,SPY,SPY,SPY,SPY,SPY,U,U,U,U,U,UPST,UPST,UPST,UPST,UPST,^VIX,^VIX,^VIX,^VIX,^VIX
Price,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume,Adj Close,Close,High,Low,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,,,,,,,,,,,74.1451187133789,74.5999984741211,75.5999984741211,72.30000305175781,454590.0,48.890052795410156,50.5,50.63999938964844,49.900001525878906,248400.0,6.519999980926514,6.519999980926514,6.559999942779541,6.449999809265137,5348900.0,75.63999938964844,75.63999938964844,77.19999694824219,75.26000213623047,2221700.0,29.6200008392334,29.6200008392334,29.6299991607666,28.950000762939453,2145100.0,,,,,,19.389999389648438,19.389999389648438,19.395999908447266,18.50200080871582,6106500.0,10.680000305175781,10.680000305175781,10.800000190734863,10.649999618530273,1194100.0,119.63999938964844,119.63999938964844,119.63999938964844,114.83999633789062,100.0,1.5774999856948853,1.5774999856948853,1.6174999475479126,1.5175000429153442,17814400.0,,,,,,153.069091796875,165.77999877929688,166.75,164.22999572753906,18297500.0,1.5099999904632568,1.5099999904632568,1.5299999713897705,1.4900000095367432,4900.0,,,,,,1.0499999523162842,1.0499999523162842,1.0800000429153442,0.8799999952316284,447600.0,3.4763073921203613,3.869999885559082,3.890000104904175,3.819999933242798,33109500.0,,,,,,,,,,,29.739999771118164,29.739999771118164,30.020000457763672,27.799999237060547,5916200.0,208.08883666992188,216.16000366210938,216.16000366210938,213.97999572753906,30969400.0,,,,,,1.2200000286102295,1.2200000286102295,1.2300000190734863,1.1299999952316284,915700.0,,,,,,,,,,,,,,,,296.125244140625,324.8699951171875,324.8900146484375,322.5299987792969,59151200.0,,,,,,,,,,,12.470000267028809,12.470000267028809,13.720000267028809,12.420000076293945,0
2020-01-03,,,,,,,,,,,72.75365447998047,73.19999694824219,76.0,73.0999984741211,221800.0,48.5318489074707,50.130001068115234,50.45000076293945,49.7400016784668,264100.0,6.460000038146973,6.460000038146973,6.550000190734863,6.389999866485596,3658200.0,75.41000366210938,75.41000366210938,76.19999694824219,74.31400299072266,1628700.0,29.34000015258789,29.34000015258789,29.399999618530273,28.530000686645508,2205300.0,,,,,,18.549999237060547,18.549999237060547,19.426000595092773,18.466999053955078,4922000.0,10.680000305175781,10.680000305175781,10.75,10.609999656677246,467600.0,120.23999786376953,120.23999786376953,126.0,119.63999938964844,125.0,1.4700000286102295,1.4700000286102295,1.5625,1.4600000381469727,14175600.0,,,,,,152.4689178466797,165.1300048828125,165.41000366210938,163.6999969482422,19295600.0,1.5099999904632568,1.5099999904632568,1.5199999809265137,1.4900000095367432,4900.0,,,,,,0.9599999785423279,0.9599999785423279,1.0,0.9300000071525574,128000.0,3.4224112033843994,3.809999942779541,3.869999885559082,3.809999942779541,25010100.0,,,,,,,,,,,30.600000381469727,30.600000381469727,31.25,29.290000915527344,4974100.0,206.18280029296875,214.17999267578125,215.47000122070312,213.27999877929688,27518900.0,,,,,,1.1799999475479126,1.1799999475479126,1.2200000286102295,1.1399999856948853,467200.0,,,,,,,,,,,,,,,,293.88299560546875,322.4100036621094,323.6400146484375,321.1000061035156,77709700.0,,,,,,,,,,,14.020000457763672,14.020000457763672,16.200000762939453,13.130000114440918,0
2020-01-06,,,,,,,,,,,70.76585388183594,71.19999694824219,73.0,71.0999984741211,290340.0,48.90941619873047,50.52000045776367,50.560001373291016,49.43000030517578,297000.0,6.679999828338623,6.679999828338623,6.739999771118164,6.400000095367432,7882700.0,74.58999633789062,74.58999633789062,75.75,73.83000183105469,2324700.0,29.3700008392334,29.3700008392334,29.799999237060547,28.559999465942383,2110400.0,,,,,,18.468000411987305,18.468000411987305,18.625999450683594,18.176000595092773,4174500.0,10.800000190734863,10.800000190734863,10.899999618530273,10.692000389099121,2183500.0,123.23999786376953,123.23999786376953,123.23999786376953,123.23999786376953,33.0,1.462499976158142,1.462499976158142,1.4774999618530273,1.399999976158142,13579200.0,,,,,,152.67210388183594,165.35000610351562,165.5399932861328,163.5399932861328,17150900.0,1.5299999713897705,1.5299999713897705,1.6799999475479126,1.4900000095367432,122100.0,,,,,,0.9700000286102295,0.9700000286102295,1.059999942779541,0.9599999785423279,192100.0,3.539186716079712,3.940000057220459,3.990000009536743,3.819999933242798,59904600.0,,,,,,,,,,,29.75,29.75,31.704999923706055,29.719999313354492,4028900.0,207.5112762451172,215.55999755859375,215.58999633789062,212.24000549316406,21655300.0,,,,,,1.2999999523162842,1.2999999523162842,1.2999999523162842,1.2000000476837158,981200.0,,,,,,,,,,,,,,,,295.0041198730469,323.6400146484375,323.7300109863281,320.3599853515625,55653900.0,,,,,,,,,,,13.850000381469727,13.850000381469727,16.389999389648438,13.539999961853027,0
2020-01-07,,,,,,,,,,,70.86524963378906,71.30000305175781,72.0,70.0,320530.0,49.50965118408203,51.13999938964844,51.301998138427734,50.529998779296875,230000.0,6.659999847412109,6.659999847412109,6.829999923706055,6.599999904632568,6362700.0,83.88999938964844,83.88999938964844,84.87999725341797,75.0,12044600.0,29.200000762939453,29.200000762939453,29.899999618530273,29.125,1896700.0,,,,,,18.18199920654297,18.18199920654297,18.604000091552734,18.15399932861328,3667500.0,10.899999618530273,10.899999618530273,10.949999809265137,10.869999885559082,1977000.0,123.12000274658203,123.12000274658203,123.12000274658203,120.0,67.0,1.3799999952316284,1.3799999952316284,1.4574999809265137,1.3600000143051147,20912000.0,,,,,,152.16421508789062,164.8000030517578,165.33999633789062,164.2100067138672,11817900.0,1.5700000524520874,1.5700000524520874,1.6100000143051147,1.4900000095367432,13900.0,,,,,,1.090000033378601,1.090000033378601,1.1200000047683716,0.9800000190734863,1039100.0,3.5481693744659424,3.950000047683716,4.010000228881836,3.940000057220459,36689900.0,,,,,,,,,,,30.399999618530273,30.399999618530273,30.84000015258789,28.829999923706055,3072000.0,207.48240661621094,215.52999877929688,216.13999938964844,214.85000610351562,22139300.0,,,,,,1.4900000095367432,1.4900000095367432,1.5,1.3300000429153442,3313600.0,,,,,,,,,,,,,,,,294.1745910644531,322.7300109863281,323.5400085449219,322.239990234375,40496400.0,,,,,,,,,,,13.789999961853027,13.789999961853027,14.460000038146973,13.390000343322754,0
2020-01-08,,,,,,,,,,,65.79634094238281,66.19999694824219,71.5,66.0999984741211,655700.0,50.62298583984375,52.290000915527344,52.5099983215332,51.10599899291992,378800.0,6.659999847412109,6.659999847412109,6.699999809265137,6.579999923706055,4983800.0,81.4800033569336,81.4800033569336,88.2699966430664,81.16000366210938,18216000.0,28.6200008392334,28.6200008392334,29.5,28.59000015258789,1275100.0,,,,,,17.826000213623047,17.826000213623047,18.231599807739258,17.687999725341797,7358000.0,11.260000228881836,11.260000228881836,11.350000381469727,10.883999824523926,2955700.0,123.12000274658203,123.12000274658203,123.12000274658203,123.12000274658203,0.0,1.4299999475479126,1.4299999475479126,1.462499976158142,1.3524999618530273,22517600.0,,,,,,152.6350860595703,165.30999755859375,166.02999877929688,164.72000122070312,13832400.0,1.5700000524520874,1.5700000524520874,1.5700000524520874,1.4900000095367432,3000.0,,,,,,0.949999988079071,0.949999988079071,1.1299999952316284,0.9200000166893005,487700.0,3.611048460006714,4.019999980926514,4.050000190734863,4.010000228881836,32084900.0,,,,,,,,,,,29.649999618530273,29.649999618530273,30.25,28.850000381469727,7474100.0,209.04193115234375,217.14999389648438,218.13999938964844,215.16000366210938,26397300.0,,,,,,1.3700000047683716,1.3700000047683716,1.5399999618530273,1.2899999618530273,1792300.0,,,,,,,,,,,,,,,,295.7425537109375,324.45001220703125,325.7799987792969,322.6700134277344,68296000.0,,,,,,,,,,,13.449999809265137,13.449999809265137,15.239999771118164,12.829999923706055,0
2020-01-09,,,,,,,,,,,64.20609283447266,64.5999984741211,66.80000305175781,63.5,679430.0,50.68107223510742,52.349998474121094,52.845001220703125,52.020999908447266,290200.0,6.639999866485596,6.639999866485596,6.730000019073486,6.599999904632568,3262800.0,90.25,90.25,90.39900207519531,81.3499984741211,17066000.0,29.43000030517578,29.43000030517578,30.6200008392334,29.219999313354492,4261600.0,,,,,,17.31399917602539,17.31399917602539,17.95400047302246,17.097999572753906,7471500.0,12.25,12.25,12.390000343322754,11.34000015258789,8279300.0,102.0,102.0,113.27999877929688,102.0,208.0,1.3875000476837158,1.3875000476837158,1.4550000429153442,1.3700000047683716,10572000.0,,,,,,152.81979370117188,165.50999450683594,166.4499969482422,165.25999450683594,11895400.0,1.5099999904632568,1.5099999904632568,1.5299999713897705,1.5099999904632568,1700.0,,,,,,0.9300000071525574,0.9300000071525574,0.949999988079071,0.8999999761581421,129500.0,3.6020655632019043,4.010000228881836,4.079999923706055,4.0,25058700.0,,,,,,,,,,,27.8700008392334,27.8700008392334,29.940000534057617,27.584999084472656,6567700.0,210.81320190429688,218.99000549316406,219.41000366210938,217.7100067138672,23547000.0,,,,,,1.3300000429153442,1.3300000429153442,1.409999966621399,1.2899999618530273,791100.0,,,,,,,,,,,,,,,,297.747802734375,326.6499938964844,326.7300109863281,325.5199890136719,48473300.0,,,,,,,,,,,12.539999961853027,12.539999961853027,13.239999771118164,12.529999732971191,0
2020-01-10,,,,,,,,,,,64.30548858642578,64.69999694824219,66.69999694824219,64.0999984741211,520360.0,50.31319046020508,51.970001220703125,52.529998779296875,51.86000061035156,227700.0,6.559999942779541,6.559999942779541,6.659999847412109,6.510000228881836,3390300.0,96.06999969482422,96.06999969482422,97.9000015258789,90.25,22552600.0,29.229999542236328,29.229999542236328,29.549999237060547,28.510000228881836,1976700.0,,,,,,17.52199935913086,17.52199935913086,17.642000198364258,17.152000427246094,9352000.0,12.390000343322754,12.390000343322754,12.630000114440918,11.982000350952148,2374700.0,117.4800033569336,117.4800033569336,118.19999694824219,105.0,133.0,1.3574999570846558,1.3574999570846558,1.399999976158142,1.3450000286102295,11125600.0,,,,,,152.24729919433594,164.88999938964844,165.69000244140625,164.1999969482422,15353000.0,1.5299999713897705,1.5299999713897705,1.5299999713897705,1.5,5400.0,,,,,,0.9300000071525574,0.9300000071525574,0.9900000095367432,0.9200000166893005,186400.0,3.611048460006714,4.019999980926514,4.070000171661377,4.019999980926514,21242100.0,,,,,,,,,,,28.010000228881836,28.010000228881836,28.149999618530273,26.889999389648438,5938400.0,210.2740936279297,218.42999267578125,219.8699951171875,218.0399932861328,21898500.0,,,,,,1.409999966621399,1.409999966621399,1.4500000476837158,1.2899999618530273,1358500.0,,,,,,,,,,,,,,,,296.8909912109375,325.7099914550781,327.4599914550781,325.20001220703125,53029300.0,,,,,,,,,,,12.5600004196167,12.5600004196167,12.869999885559082,12.09000015258789,0
2020-01-13,,,,,,,,,,,65.19999694824219,65.5999984741211,66.4000015258789,64.19999694824219,283680.0,51.34907913208008,53.040000915527344,53.11000061035156,52.29999923706055,345500.0,6.670000076293945,6.670000076293945,6.670000076293945,6.510000228881836,3292900.0,114.33999633789062,114.33999633789062,115.5,98.80000305175781,29486000.0,30.520000457763672,30.520000457763672,30.989999771118164,29.559999465942383,3283500.0,,,,,,18.573999404907227,18.573999404907227,18.770000457763672,17.52199935913086,12576500.0,12.0,12.0,12.640000343322754,11.550000190734863,1674100.0,117.0,117.0,117.0,117.0,25.0,1.3574999570846558,1.3574999570846558,1.402500033378601,1.3324999809265137,14500800.0,,,,,,153.2352752685547,165.9600067138672,166.0399932861328,164.07000732421875,17271100.0,1.5800000429153442,1.5800000429153442,1.5800000429153442,1.5199999809265137,500.0,,,,,,0.9100000262260437,0.9100000262260437,0.9599999785423279,0.8999999761581421,92500.0,3.6469790935516357,4.059999942779541,4.110000133514404,4.050000190734863,29863200.0,,,,,,,,,,,28.530000686645508,28.530000686645508,28.969999313354492,27.239999771118164,3619100.0,212.7000274658203,220.9499969482422,220.97999572753906,218.97999572753906,22756900.0,,,,,,1.3600000143051147,1.3600000143051147,1.4500000476837158,1.309999942779541,634900.0,,,,,,,,,,,,,,,,298.9327697753906,327.95001220703125,327.9599914550781,325.9200134277344,47086800.0,,,,,,,,,,,12.319999694824219,12.319999694824219,13.09000015258789,12.319999694824219,0
