date,wiki_identity_views,wiki_generic_fear_views,wiki_anchor_views,wiki_identity_logrel_21d,wiki_generic_fear_logrel_21d,wiki_identity_attention_7d_z_lag1,wiki_identity_attention_21d_z_lag1,wiki_generic_fear_attention_7d_z_lag1,wiki_generic_fear_attention_21d_z_lag1
2021-06-03,11373.0,1045.0,11435.0,-0.7492993483222321,-2.3440765278650595,0.08376395401839691,-0.389496112232525,-1.145199057246576,-1.1883065426459611
2021-06-04,6950.0,1029.0,10493.0,-0.7275063052934208,-2.3445898197633497,0.22710636229168257,-0.30819322149512884,-1.1041763685348625,-1.380031901323286
2021-06-07,5578.0,1122.0,10671.0,-0.685063785966916,-2.339760626811737,0.4687304686560765,-0.21020488155902264,-0.4667808991083917,-1.2743399543211003
2021-06-08,7206.0,1072.0,11047.0,-0.6666349885320777,-2.3405643410592614,0.5480620014237698,-0.1765920678326778,-0.4915427790773784,-1.2456305520168085
2021-06-09,7127.0,1125.0,10963.0,-0.6387172800654906,-2.354606863243699,0.6833191556002158,-0.1375739834398497,-0.6207289570990681,-1.2363096547081949
2021-06-10,6442.0,1095.0,10660.0,-0.6145689575650106,-2.3628151682195995,0.6307866216463043,-0.08496914747854654,-0.5291991518029926,-1.3870595325938264
2021-06-11,4776.0,1019.0,10551.0,-0.5986097854450207,-2.3601223104657993,0.5263943892554813,-0.03495518592786366,-0.3569139151600284,-1.4628960800920565
2021-06-14,4281.0,1039.0,10952.0,-0.5661222977786071,-2.3507659725853056,0.4704945788042091,0.08473242785632164,-0.3413237677880664,-1.2204554995443178
2021-06-15,4576.0,1042.0,11088.0,-0.5581947904587352,-2.34858934103468,0.4302832512464953,0.12381921080463086,-0.48137225798091526,-1.2293881654050478
2021-06-16,4027.0,1255.0,10892.0,-0.5737940258429877,-2.3318368813362316,0.26649649555652055,0.16418205855503237,-0.5202913180635579,-1.1835727512441547
2021-06-17,3642.0,1160.0,11741.0,-0.6036332932582553,-2.326540977838542,0.013108933214251993,0.17075642014055434,-0.3347094718893788,-0.9627161476250112
2021-06-18,3523.0,1083.0,11532.0,-0.6362065000251587,-2.3250276344280945,-0.3272718258933628,0.15496387400370265,-0.38486576748178736,-0.8833422077435373
2021-06-21,3295.0,1096.0,11401.0,-0.6646169842487559,-2.3171660512493784,-0.7371597096134769,0.1908561658434195,-0.5662585937037318,-0.6547623801137221
2021-06-22,3533.0,1032.0,10666.0,-0.6794665217466243,-2.3224972553141594,-0.9024984561663082,0.2042724924377254,-0.538551222207281,-0.7166640152800743
2021-06-23,3468.0,1054.0,10213.0,-0.7482861747066281,-2.319449945087518,-1.0366188261509763,0.2256930951055051,-0.4871682561142478,-0.7710067089626176
2021-06-24,3112.0,1041.0,10840.0,-0.8303606707745139,-2.31686318418315,-1.0785193697266313,0.11277374419403823,-0.6507118447078236,-0.7195641527165221
2021-06-25,2778.0,922.0,10503.0,-0.8761604877904574,-2.3219943838344026,-1.105514094614254,-0.06703288233779174,-0.681814625545883,-0.6744168903398614
2021-06-28,2790.0,1058.0,10417.0,-0.9667676741632487,-2.3293080652627776,-1.2621635117735597,-0.33702220962197715,-0.7319523860743206,-0.7717832358274862
2021-06-29,2951.0,1105.0,10363.0,-1.0175415875619027,-2.3244985434973753,-1.2907387183499814,-0.452606420614008,-0.6395489168552938,-0.7831663596099835
2021-06-30,2876.0,950.0,10664.0,-1.0731510135356626,-2.3315545842994627,-1.374982692512935,-0.6551573277182171,-0.47956479976019367,-0.7083675739769594
2021-07-01,3061.0,1155.0,12470.0,-1.129449318697974,-2.3371500877699205,-1.5104819012355668,-0.8944946206989066,-0.6828420615510656,-0.7868772614708439
2021-07-02,2628.0,1087.0,11375.0,-1.1648920715122788,-2.337710044209457,-1.6029730997656568,-1.150081720723299,-0.7322103430104051,-0.84809069935517
2021-07-06,2620.0,1454.0,13064.0,-1.2746094645368427,-2.318174083834018,-1.791388930937572,-1.6448988130243305,-0.18601414169667688,-0.6907833021800993
2021-07-07,2726.0,1266.0,12334.0,-1.3030034992330464,-2.324301765383007,-1.9971708721273949,-1.833671647356299,-0.03565472186688919,-0.5318728091996732
2021-07-08,2627.0,1939.0,13462.0,-1.3281790876090032,-2.296267355805261,-2.0899541220953113,-1.9506345570098935,0.23128807264386925,-0.6151443098830166
2021-07-09,2482.0,1210.0,11666.0,-1.3468526542258576,-2.2911441856810892,-2.1920828341732967,-2.043895360882476,1.3140585473081952,-0.16588205051723326
2021-07-12,2545.0,1185.0,11642.0,-1.3913749594942146,-2.277099667655836,-2.168239807932879,-2.1588393399384262,1.4949291178368216,0.19362126697196322
2021-07-13,2563.0,1240.0,12448.0,-1.4174190024941584,-2.2759887661537963,-2.1377465637772084,-2.1826713525369454,1.4667359472814725,0.2804878386427148
2021-07-14,2824.0,1159.0,11787.0,-1.4366122858171444,-2.2784697850057487,-2.0665453120180164,-2.2576596754918645,1.2359538917026953,0.33506016025717295
2021-07-15,2745.0,1205.0,11712.0,-1.4474818843891626,-2.2752130906813424,-1.9684628385035565,-2.2980672951836545,1.1490536727035483,0.3180118980912137
2021-07-16,2227.0,1026.0,10812.0,-1.4594045445433572,-2.2720767286609966,-1.8163453045092888,-2.2947560862509406,0.2697505732074658,0.41655001295646793
2021-07-19,2256.0,2234.0,16285.0,-1.5104153646462457,-2.238597528258838,-1.6856827670993006,-2.243620961941846,0.05568813972713822,0.7919765876467278
2021-07-20,2426.0,1647.0,14476.0,-1.538571790339006,-2.2344523850767857,-1.9269661814136638,-2.345314045420932,0.9898570294387392,1.3442855490063468
2021-07-21,2369.0,1144.0,12636.0,-1.557124985259163,-2.2351303491862478,-2.001429335059897,-2.4037747802170144,1.2585574759842304,1.4509321444550374
2021-07-22,2193.0,1134.0,12859.0,-1.5763992229298367,-2.2376120687008143,-2.08525918534957,-2.4143366365555106,1.0760984331510741,1.446221636173855
2021-07-23,2068.0,969.0,11363.0,-1.5878868349544497,-2.2422549734795734,-2.196666833962496,-2.4215811241179366,0.7656844725198445,1.3797990480294497
2021-07-26,3255.0,1407.0,11025.0,-1.5818707886869028,-2.2440449548883254,-2.1096096705177927,-2.2906146823030484,0.06948827480585837,0.9341699526350329
2021-07-27,2339.0,1140.0,12009.0,-1.5831964227803716,-2.2521780606473722,-1.6530435754346875,-2.1680257922475437,-0.4298463889601476,1.1763808480244058
2021-07-28,2452.0,1153.0,12287.0,-1.5886829066914618,-2.2565539034424447,-1.5397452484584606,-2.115475381726547,-0.9111988953850629,0.9798486511607621
2021-07-29,2921.0,1004.0,11150.0,-1.5727092099600348,-2.2853653326652115,-1.4813684938478988,-2.081309987042297,-0.8192202676455966,0.8696409955669782
2021-07-30,2351.0,1122.0,10371.0,-1.5698492640133583,-2.283511166553387,-1.2463194543820189,-1.9706482953219213,-0.7441760071258081,0.21712403777435926
2021-08-02,3523.0,1153.0,10401.0,-1.5218409804397055,-2.281482904782246,-0.8997916829437405,-1.748400607407049,0.2851513347373095,0.1935843135858508
2021-08-03,4155.0,1317.0,11323.0,-1.4855553888174207,-2.273268364021064,-0.8136495814396173,-1.6232554224229871,-0.069187913005873,0.28005131791070015
2021-08-04,8123.0,1083.0,11672.0,-1.387234727053027,-2.2760086233154517,-0.47613713439808314,-1.4638026930219519,0.40951569456327563,0.4612987942991304
2021-08-05,7503.0,964.0,10394.0,-1.3010752472236593,-2.2805639305087926,0.33585725866848004,-1.0905724525217904,0.40180513670968004,0.396936755404019
2021-08-06,4493.0,1097.0,9643.0,-1.2597860763766597,-2.2723226267554857,0.8770370239339534,-0.7685708710325829,0.4743062807589456,0.2931538778845457
2021-08-09,3849.0,927.0,10149.0,-1.1665589731163468,-2.3038472123744818,1.2408970593507793,-0.44848642512268627,0.5984662232289721,0.4607947605201907
2021-08-10,3407.0,977.0,10628.0,-1.1344078802619713,-2.3172927967300936,1.2618543119493375,-0.2594615115147258,0.20424791503743195,-0.21977798219169462
2021-08-11,3374.0,1027.0,11189.0,-1.1131441040120578,-2.3160729101595496,1.2069931633453488,-0.14145150455908037,-0.3479378625793882,-0.5147496190878046
2021-08-12,3260.0,1040.0,10431.0,-1.0865128131392385,-2.309082556471605,0.7555556206497247,-0.06344829756670113,-0.36201099200574166,-0.4774619363205253
2021-08-13,2797.0,961.0,10250.0,-1.0709845290769273,-2.3041590714890177,0.2660695872274603,0.0330231812588179,-0.2034255038650786,-0.30861300329939306
2021-08-16,2817.0,1162.0,10439.0,-1.05504317061526,-2.305061363347308,-0.19843931526589556,0.15676642546136904,-0.859463036924935,0.02302582862364913
2021-08-17,2983.0,1237.0,11550.0,-1.0439501752159348,-2.2981689679510673,-0.3615816401250334,0.1443164778528172,-0.3967631094286646,-0.17089010235550875
2021-08-18,3304.0,1556.0,10465.0,-1.023482550301356,-2.270125859032717,-0.4647660653545668,0.18265242521389646,-0.010085981220295021,0.01055947835107345
2021-08-19,3435.0,2058.0,11360.0,-1.0175571986948828,-2.222608315566333,-0.4419491589732494,0.2533683473889584,1.2947060930708287,0.7116681076736588
2021-08-20,3110.0,1346.0,9890.0,-1.0050390766602995,-2.2102439313492415,-0.45376123243919936,0.2711542770204216,3.00220209323771,1.8789409543454056
2021-08-23,3000.0,1210.0,10717.0,-1.00580000166139,-2.2008395148232704,-0.3283766413546923,0.3318020994219149,3.6361992520826365,2.2952502087460265
2021-08-24,3724.0,1251.0,11082.0,-1.010405571403096,-2.202581934872782,-0.3090082605288618,0.29788115706913815,3.445915189688487,2.2802120970459505
2021-08-25,3986.0,1146.0,11540.0,-1.067070389762442,-2.199144288839898,-0.17699314317255843,0.2783454025734796,3.3581686272799156,2.2033266994854617
2021-08-26,3263.0,1240.0,10581.0,-1.1303466016198431,-2.18792749361009,-0.12432617761419243,0.0738469085111525,2.540008932507179,2.247499534502649
2021-08-27,3017.0,1079.0,10511.0,-1.1572451975065352,-2.192958994942682,-0.10888140983848588,-0.15222840391353903,1.5111244967170423,2.464143588750867
2021-08-30,3361.0,1108.0,11570.0,-1.1968606314366763,-2.1901970806842233,-0.18937515287790604,-0.33033461235845146,0.8243792708304193,2.3168828323253163
2021-08-31,3469.0,1049.0,11081.0,-1.198054855337121,-2.1892801462776834,-0.17188627841051346,-0.3788402174361001,0.5370859969516708,2.309091978855186
2021-09-01,3481.0,1173.0,11394.0,-1.1973354632766018,-2.1840079047384684,-0.20257280081155424,-0.37864788007025174,0.23081982386600142,2.2967582339486876
2021-09-02,3256.0,1232.0,10843.0,-1.1993796623153141,-2.1778163729727655,-0.26274428186151194,-0.3715527580766245,0.2954968395107029,2.365722532976659
2021-09-03,2852.0,1009.0,10097.0,-1.1977686715059566,-2.1750487596124852,-0.27085760385851154,-0.3742645408802547,0.23810077684469683,2.440918679377463
2021-09-07,2905.0,1369.0,11052.0,-1.192314058108419,-2.1623174660615128,-0.25405953499334816,-0.3354602286682319,0.3383105877105616,2.3336329797327546
2021-09-08,3310.0,1129.0,10698.0,-1.1933423287022311,-2.1815107129041778,-0.3357594898784438,-0.3270217793873468,0.8307400945431933,2.406788483566329
2021-09-09,3381.0,1265.0,10918.0,-1.1920684543783953,-2.213827541399356,-0.3293762258978414,-0.3262133092733644,0.8658896573508832,1.9968565059361902
2021-09-10,3057.0,1058.0,9640.0,-1.191703773287779,-2.2254302738506127,-0.3120758886126891,-0.3172936853606487,0.889694595796929,1.3769721037505807
2021-09-13,3095.0,1329.0,11455.0,-1.2004675596200443,-2.224631938650097,-0.2895502924170612,-0.3285568131965954,1.28835927969529,1.0942354325505068
2021-09-14,3223.0,1270.0,11516.0,-1.210553048700266,-2.2258678208681477,-0.3053810776998861,-0.3322589933326518,1.3175744461831833,1.1089665548170335
2021-09-15,3209.0,1259.0,11312.0,-1.222009300873136,-2.2197839455094,-0.2758496557729726,-0.3646991968108794,1.0749100426808373,1.0701050939279282
2021-09-16,3234.0,1169.0,10537.0,-1.2222699758561522,-2.222707431976035,-0.31420143375360626,-0.4018713682533294,1.1508121074588007,1.162709962723724
2021-09-17,3252.0,1314.0,10114.0,-1.216553671753477,-2.2104680767979925,-0.3156923910010641,-0.3989070695185979,1.0529067104279914,1.091587542171568
2021-09-20,3005.0,3122.0,15701.0,-1.241853113009082,-2.1372934379777835,-0.2846143275036732,-0.36601144950734427,1.4563040774731086,1.411461836345877
2021-09-21,3087.0,2116.0,14135.0,-1.2624009672123222,-2.1098356912862446,-0.46733425273892404,-0.4514703687720032,2.9869807976971248,2.4996897227302046
2021-09-22,3183.0,1521.0,12869.0,-1.274138041760926,-2.103418084282529,-0.5818915952948347,-0.5184325082940824,3.344216818088066,2.87499489091673
2021-09-23,3256.0,1358.0,12160.0,-1.2801982619929149,-2.1047242961646013,-0.635371689778243,-0.5534420939896282,3.2205018837534425,2.8668860235273184
2021-09-24,2868.0,1233.0,11027.0,-1.284191654266026,-2.100585540008396,-0.6827680136145773,-0.567920366579806,3.040173175772415,2.7369816043168598
2021-09-27,3162.0,1363.0,11790.0,-1.293169169602768,-2.0907451842135423,-0.7740492255216856,-0.5863183350443313,2.5104056026838824,2.655196374816565
2021-09-28,3191.0,1882.0,14066.0,-1.30195399549023,-2.085715785882936,-0.5978839165986423,-0.58519796496402,1.3765848611997755,2.562940904138406
2021-09-29,3047.0,1743.0,12925.0,-1.316082583117593,-2.0738567335713967,-0.5734571816517644,-0.6082879380953795,1.1398101675422263,2.548755575990934
2021-09-30,3095.0,1587.0,12351.0,-1.3270526091556079,-2.068942233323419,-0.5872656535235807,-0.6489432807136992,1.3253655283962502,2.6247101493166496
2021-10-01,3118.0,1265.0,11864.0,-1.3357102988885536,-2.0714757051096626,-0.6081031086399002,-0.6772913351264127,1.494552681211855,2.6003400941682515
2021-10-04,3319.0,1517.0,13994.0,-1.3455824023853342,-2.065857511016935,-0.5647784116201676,-0.6834746497582923,1.5627070272750705,2.4487706583231827
2021-10-05,3447.0,1776.0,13097.0,-1.3486497243867817,-2.0556588883948734,-0.6128601560311127,-0.6973280544626613,1.4295012211174465,2.318744651112097
2021-10-06,3689.0,1807.0,11961.0,-1.3435772632162326,-2.0403854548862146,-0.5253561082959005,-0.6962434681347085,1.4208628961591698,2.37082644259363
2021-10-07,3576.0,1363.0,11405.0,-1.341709521738668,-2.037752043472219,-0.3794978373306662,-0.6661390680198578,1.5642721091955645,2.4764048719788985
2021-10-08,2950.0,1282.0,10320.0,-1.3474686292750437,-2.039658646857653,-0.25602138843472727,-0.6471843956600574,1.4432117165521714,2.4327536050247303
2021-10-11,3023.0,1611.0,10245.0,-1.3239408242045005,-2.0569895379061602,-0.1305066507966276,-0.631063873985806,1.6369294968252897,2.313087803321646
2021-10-12,3039.0,1416.0,10592.0,-1.3092822509743929,-2.0655128774484837,0.022734685919321554,-0.532424242192162,2.1208675129123664,1.9701424214002539
2021-10-13,2956.0,1462.0,10730.0,-1.3035433287802043,-2.058121447000488,0.1108332957496604,-0.4656540664517478,2.0549382707759625,1.8364599003076512
2021-10-14,3080.0,1448.0,10552.0,-1.299266613097167,-2.0478480094183613,0.07009434318491962,-0.43131267208023705,1.8485381134330805,1.8785388857135343
2021-10-15,2776.0,1188.0,10148.0,-1.2968415344043436,-2.0454742494819715,0.045565541171169885,-0.4018435614595422,1.9862878028846913,1.9497357305630543
2021-10-18,3248.0,1320.0,11294.0,-1.2905962901504235,-2.041969134401075,0.06712306603451113,-0.34030092713312865,1.5848265897691698,1.8856213240331026
2021-10-19,3718.0,1471.0,13559.0,-1.2797132497465569,-2.0540568873869276,0.07376231763381598,-0.31012561032031755,1.1723879039361607,1.855844357648347
2021-10-20,3154.0,1626.0,12269.0,-1.2750095965103228,-2.05521974045201,0.057072447754508614,-0.2466528958249083,0.8648772858959435,1.696884715155835
2021-10-21,3239.0,1413.0,11919.0,-1.2707187538585885,-2.059434942701907,0.01978025001724306,-0.20800166734939352,0.8289589291798805,1.6532343817399988
2021-10-22,3190.0,1364.0,10401.0,-1.2628920034277513,-2.0492545273285288,-0.01901670850562566,-0.16955694482754347,0.634984523843699,1.5799523372749793
2021-10-25,4329.0,1341.0,11016.0,-1.213590292868762,-2.0468254457063484,0.35151242156587875,0.03520439872596032,0.728524930564441,1.5448093254691528
2021-10-26,4327.0,1313.0,12154.0,-1.1955785665397443,-2.059199922259074,0.6136401206470852,0.2245917316392524,0.7655730247788519,1.5909337519028959
2021-10-27,5937.0,1338.0,11698.0,-1.1603510641236259,-2.075237431836088,0.838602727734868,0.3617911050876318,0.7656201303113387,1.4400099617809907
2021-10-28,5099.0,1285.0,11675.0,-1.1392120556648617,-2.0793949977959265,1.4191088766130773,0.6045265123971708,0.5470690977651318,1.2565160921788123
2021-10-29,10727.0,1181.0,11032.0,-1.0353773404415385,-2.0864712676068784,1.745345333245499,0.7643191391012524,0.43940283681627024,1.1951359696958237
2021-11-01,4822.0,1196.0,11343.0,-0.9868754076506718,-2.1235305989673243,2.725705658936962,1.6589446640861545,-0.05298400891283188,0.9106222549474315
2021-11-02,4493.0,1241.0,11579.0,-0.9736130264976701,-2.134820022084126,2.665252884694259,1.773241179901846,-0.25698249063991274,0.6836740461303916
2021-11-03,4507.0,1143.0,10998.0,-0.9562008580786063,-2.14848279129021,2.6223633695997086,1.8480486580278486,-0.27682893971821176,0.5552829556624906
2021-11-04,4003.0,1121.0,10896.0,-0.946844244314688,-2.16296579323045,2.421300141317309,1.9341872964627906,-0.42148633589184076,0.401607804036983
2021-11-05,3188.0,1004.0,10164.0,-0.9420769969897691,-2.1703772062756226,2.272090491422039,1.9586350583766692,-0.5271727307579768,0.237774401241261
2021-11-08,3676.0,1368.0,10961.0,-0.9291627799652975,-2.172324584697032,0.9902624587698216,1.9082135398478568,-0.5742760061104537,0.06341935976474163
2021-11-09,4959.0,1348.0,11753.0,-0.9065580600491447,-2.168975166277601,0.8194471692195606,1.9043160784182176,-0.32876754020510135,0.08854374978888975
2021-11-10,4234.0,1371.0,11677.0,-0.8915423048236892,-2.1765971596501927,0.8699063080089211,1.9870351566829016,-0.23368592175775318,0.11348277855699228
2021-11-11,3709.0,1290.0,11394.0,-0.8838111928179693,-2.1791982769180986,0.7753543556319058,2.021274347384458,-0.06481382817882898,0.01571370451137114
2021-11-12,3167.0,1133.0,10529.0,-0.8846639407760044,-2.189319726721676,0.6879013272112192,2.0131697091556227,0.06062121902883505,-0.024188840134436732
2021-11-15,3341.0,1360.0,10455.0,-0.9065341538759863,-2.1880917163689535,0.5610759239876303,1.8022143773952426,0.2248911703844182,-0.19252687404118118
2021-11-16,3366.0,1265.0,11304.0,-0.9136407558750701,-2.1861397303262997,0.5222169444495254,1.7196182990523878,0.2764897214915615,-0.1627090839254361
2021-11-17,3333.0,1357.0,11462.0,-0.9430757613362442,-2.184263403228627,0.26071666816516026,1.6490475664253361,0.2391549410260503,-0.14914990149571855
2021-11-18,3493.0,1319.0,12013.0,-0.9639451985952636,-2.184429774509484,0.0963041650044784,1.4679156215874443,0.24643872701335007,-0.13678958470453012
2021-11-19,3280.0,1157.0,10749.0,-1.0573634313686728,-2.184106570586037,0.009515200213999282,1.3361969109025045,0.1905848374057554,-0.1480549601078881
2021-11-22,3630.0,1481.0,12281.0,-1.1056772071231968,-2.1713505464664458,0.06575651354694066,0.6627092119825467,0.1542344620813316,-0.1049734416830158
2021-11-23,3477.0,1681.0,11919.0,-1.1214446485961513,-2.1553344826696,0.0013131285425164766,0.5404727421469046,0.049667028592475675,-0.024667990490436262
2021-11-24,3323.0,1310.0,10874.0,-1.1376895968566334,-2.148174085552524,-0.02786769085660203,0.4435497549660815,0.4131616814006096,0.16083896253432012
2021-11-26,2548.0,2148.0,13317.0,-1.1704295695391878,-2.10987758505445,0.012324036259686155,0.27955541161265574,0.6002903559271274,0.33664952391972425
2021-11-29,3161.0,1808.0,12920.0,-1.211830885191688,-2.081404364412011,-0.7713401724973524,-0.05163709565799799,1.6477990602533257,0.9144864802043431
2021-11-30,3898.0,1855.0,14769.0,-1.241129071877861,-2.076816793500438,-0.9504361419615636,-0.17089479457503481,1.8189495913181486,0.9845857797475601
2021-12-01,3390.0,1782.0,13346.0,-1.2613193014263366,-2.069826874933831,-1.0467451891290032,-0.37506024519598863,1.609726242852091,1.0240574091772672
2021-12-02,3509.0,1909.0,13659.0,-1.2742166667033512,-2.0585060332729377,-1.202606241021989,-0.5308418379716312,1.691029772023065,1.0918049154699345
2021-12-03,2962.0,1987.0,12961.0,-1.2878185409698784,-2.040492402261888,-1.310375322748951,-0.6443386736683843,1.7659213527885997,1.2120804237785914
2021-12-06,3099.0,1737.0,13274.0,-1.308661107539324,-2.0297431976283775,-1.0005273315826793,-0.8734690979886892,1.4752114668764997,1.494960639226866
2021-12-07,3320.0,1872.0,13232.0,-1.3174471358940067,-2.018580543270252,-1.0378353110407863,-1.0180686314402905,1.3606208076742432,1.4752484001998523
2021-12-08,3581.0,1520.0,12383.0,-1.3174263647061117,-2.017310511117744,-1.0751685746988526,-1.10964538749792,1.514856249618609,1.5862580846767462
2021-12-09,3535.0,1485.0,11569.0,-1.3149296626320606,-2.0102952913439154,-0.9544341103825515,-1.1198372265715728,1.3894589319165236,1.5766181009205542
2021-12-10,2899.0,1260.0,9974.0,-1.3176215586592512,-2.003871303062798,-0.80428412635288,-1.0996039521179015,1.2565943721506079,1.6368724756692425
2021-12-13,3146.0,1508.0,11059.0,-1.3225856866350139,-1.9868132326600634,-0.44122684858909994,-1.110686445560937,0.9648279338327129,1.764175383131219
2021-12-14,3453.0,1598.0,11334.0,-1.32049343382109,-1.9868989623957276,-0.24547154268887478,-1.1142893557347286,1.0115701713300018,1.8130483879283135
2021-12-15,2928.0,1619.0,11588.0,-1.329790589069841,-1.9804246748446097,-0.035909390461494696,-1.0834833307060994,0.9787771573963658,1.7932526179817738
2021-12-16,3004.0,1371.0,12030.0,-1.3388950522529317,-1.9855973073222941,-0.13848211494534435,-1.1332943154735142,1.1690908441200252,1.85380414699085
2021-12-17,2799.0,1100.0,10654.0,-1.323766221304135,-2.00674504993969,-0.3252653972788033,-1.179704312980234,0.98039689022054,1.771122979647213
2021-12-20,4066.0,1309.0,12144.0,-1.2818813163315284,-2.030354626927089,-0.36934589170877064,-0.8516685505592048,0.46329579597791226,1.334065812740697
2021-12-21,2899.0,1120.0,10600.0,-1.2793755836521505,-2.0366747825300386,-0.18582184568560278,-0.7137956342481567,0.058337076949587195,1.1579652817120023
2021-12-22,2698.0,1004.0,9168.0,-1.2718122860884176,-2.044724550777641,-0.28747847679948696,-0.683849569010361,-0.44270758465580917,1.06656033666624
2021-12-23,2477.0,891.0,8831.0,-1.2665634944011295,-2.058767644354722,-0.14583166359748978,-0.6177016436257133,-0.8999394207739089,0.946847385152202
2021-12-27,2949.0,987.0,10063.0,-1.2227177848514383,-2.0976540809496598,0.2227175217562623,-0.31052588995030717,-0.9599024374983137,0.363063891886067
2021-12-28,3517.0,923.0,11138.0,-1.209044553824775,-2.1261452153127323,0.06046592444511301,-0.2015649674957637,-1.0944856453396425,0.15591006237563076
2021-12-29,3122.0,899.0,11636.0,-1.2130071819418191,-2.1486952201335985,0.2161224614105819,-0.08844610613004483,-1.5021229908672202,-0.2579813471356471
2021-12-30,3258.0,1043.0,10869.0,-1.2141707547697553,-2.164322244946762,0.10574977470345051,-0.10995124721095251,-2.0686853805930485,-0.5884524517183516
2021-12-31,2897.0,906.0,8304.0,-1.2057880162964985,-2.171498673875707,0.15786580118339358,-0.11382700662039082,-2.102885552641032,-0.8173665471888845
2022-01-03,3303.0,1119.0,12021.0,-1.204434521923572,-2.2120859451157635,0.19620734578263702,-0.017614901200592656,-2.1259786329154786,-1.1906696461877095
2022-01-04,3536.0,1240.0,14490.0,-1.2187578616078323,-2.2443417204247442,0.12477668897743184,-0.033854681919549476,-2.1749717620057156,-1.5082477545749549
2022-01-05,3389.0,1364.0,14319.0,-1.224483322390789,-2.269694502695378,-0.15500947647969254,-0.1408959855205389,-2.1557135636448095,-1.947198903780411
2022-01-06,3619.0,1297.0,14280.0,-1.2252429631187756,-2.2840961639629622,-0.2972864631408535,-0.18252825177653204,-1.8707667061443702,-2.2621413655642866
2022-01-07,4041.0,1073.0,12004.0,-1.2115481185750365,-2.291861576653444,-0.46167864327331126,-0.1866928584045571,-1.9553282021247895,-2.404109873110218
2022-01-10,3326.0,1508.0,13812.0,-1.2340538275003023,-2.2954129311020512,-0.487802413585902,-0.10193622723756048,-2.0449012978943157,-2.3845745551414077
2022-01-11,4349.0,1298.0,12926.0,-1.2218528879886765,-2.2979996430455643,-0.6038191719233587,-0.24785608906816392,-1.7913357429135424,-2.3075536009933812
2022-01-12,3540.0,1359.0,12224.0,-1.2227592246294705,-2.295823766594429,-0.28331596219930283,-0.15388749388754178,-1.5455275435368139,-2.2812597959519447
2022-01-13,3353.0,1409.0,12401.0,-1.22543044190704,-2.2887823067067963,-0.09356670060394329,-0.15895737902251386,-1.3130946494315419,-2.205085330189214
2022-01-14,3241.0,1408.0,11643.0,-1.2308561517030032,-2.2815450519685907,-0.021288160537073747,-0.17711807631529183,-0.9833101379108964,-2.0869098973825446
2022-01-18,3366.0,1498.0,13171.0,-1.2572429404728638,-2.2626749668870474,-0.18830532633450786,-0.3241083756936203,-0.5414551553524612,-1.8648671460197803
2022-01-19,3282.0,1467.0,13453.0,-1.262559025873129,-2.247404719236675,-0.479957768605091,-0.4037077759155682,-0.3649354833287378,-1.6771420575067728
2022-01-20,3340.0,1728.0,13250.0,-1.2713476573439433,-2.2303893846787535,-0.6458689888817205,-0.44105462862239225,-0.39975644476166844,-1.4926863044627465
2022-01-21,3537.0,2096.0,15529.0,-1.2916279554273888,-2.214888906830984,-0.7094134256060678,-0.5038653413226925,-0.1832162557855399,-1.2944480075878322
2022-01-24,3987.0,4036.0,23849.0,-1.3573795315514943,-2.1478165607558797,-1.2263916323247617,-0.8620890739380923,0.41608208598593,-0.9549751687169641
2022-01-25,4086.0,3191.0,20104.0,-1.3702600728112788,-2.1077747139036127,-1.703694229795732,-1.1148263525686073,1.07193240545376,-0.34103404375635055
2022-01-26,4120.0,2681.0,17558.0,-1.3715759996751622,-2.080504310656753,-1.8726470965195117,-1.19814370851203,1.521701458614742,0.12036559529397545
2022-01-27,5299.0,2249.0,17868.0,-1.3607410231489592,-2.0661154302784652,-1.8530985202816994,-1.1963912590207295,1.8562063773847821,0.4323547559164228
2022-01-28,6304.0,1894.0,14895.0,-1.3398761221666913,-2.0534373509057584,-1.6192387340376768,-1.107618409254477,1.763049642513072,0.5938040088506598
2022-01-31,3750.0,2084.0,13085.0,-1.31817891853966,-2.025258182097634,-0.5058426148917051,-0.8428953241849103,1.7738496009993496,0.8368319264951525
2022-02-01,3673.0,2028.0,13217.0,-1.3281805763654688,-2.0069119718594166,0.016008990686264792,-0.7809328301812002,1.529263441640225,1.033920559480661
2022-02-02,3615.0,1596.0,15426.0,-1.3384296883103506,-2.011950292532182,0.3290614301710179,-0.8513429702810764,1.3939355695175497,1.228725565777282
2022-02-03,3559.0,2212.0,14881.0,-1.3443155972419536,-1.9998169164369806,0.35248566272692106,-0.9236688711380928,0.8589709056778715,1.160864811434465
2022-02-04,3455.0,1755.0,12856.0,-1.3456691068108917,-1.995169980741382,0.18088027755101782,-0.9646130610373063,1.1007097533883616,1.2842315377111668
2022-02-07,3434.0,1872.0,12072.0,-1.3291500603112087,-1.9785516826618839,-0.41182750825417586,-0.8756895962559023,1.0665051710484585,1.402651883191723
2022-02-08,3625.0,1611.0,12107.0,-1.3221374975092033,-1.9720908427274768,-0.4267966973539317,-0.8553935307188639,1.003284436502677,1.4562781027931453
2022-02-09,3431.0,1572.0,12547.0,-1.31708699477959,-1.9663681576408258,-0.36661556748406826,-0.8070551406424469,0.7981820667918369,1.5079560789536446
