date,retail_meme_ret,retail_meme_rv_daily,retail_meme_downside_daily,retail_meme_log_dollar_volume,retail_meme_component_count,arkk_ret,arkk_rv_daily,arkk_downside_daily,arkk_log_dollar_volume,arkk_component_count,iwm_ret,iwm_rv_daily,iwm_downside_daily,iwm_log_dollar_volume,iwm_component_count,high_idio_ret,high_idio_rv_daily,high_idio_downside_daily,high_idio_log_dollar_volume,high_idio_component_count,wiki_identity_views,wiki_generic_fear_views,wiki_anchor_views,wiki_identity_logrel_21d,wiki_generic_fear_logrel_21d,wiki_identity_attention_7d_z_lag1,wiki_identity_attention_21d_z_lag1,wiki_generic_fear_attention_7d_z_lag1,wiki_generic_fear_attention_21d_z_lag1,finra_margin_debt_yoy_z_lag22,finra_margin_debt_mom_z_lag22,vix_log_lag1,spy_ret_5d_lag1,spy_ret_22d_lag1,spy_log_rv22_lag1,qqq_ret_22d_lag1,retail_meme_ret_5d_lag1,retail_meme_ret_22d_lag1,retail_meme_lag_log_rv22,retail_meme_lag_log_downside22,retail_meme_lag_log_dollar_volume22,future_log_rv__retail_meme__5d,future_log_downside__retail_meme__5d,future_volume_crash__retail_meme__5d,future_log_rv__retail_meme__22d,future_log_downside__retail_meme__22d,future_volume_crash__retail_meme__22d,arkk_ret_5d_lag1,arkk_ret_22d_lag1,arkk_lag_log_rv22,arkk_lag_log_downside22,arkk_lag_log_dollar_volume22,future_log_rv__arkk__5d,future_log_downside__arkk__5d,future_volume_crash__arkk__5d,future_log_rv__arkk__22d,future_log_downside__arkk__22d,future_volume_crash__arkk__22d,iwm_ret_5d_lag1,iwm_ret_22d_lag1,iwm_lag_log_rv22,iwm_lag_log_downside22,iwm_lag_log_dollar_volume22,future_log_rv__iwm__5d,future_log_downside__iwm__5d,future_volume_crash__iwm__5d,future_log_rv__iwm__22d,future_log_downside__iwm__22d,future_volume_crash__iwm__22d,high_idio_ret_5d_lag1,high_idio_ret_22d_lag1,high_idio_lag_log_rv22,high_idio_lag_log_downside22,high_idio_lag_log_dollar_volume22,future_log_rv__high_idio__5d,future_log_downside__high_idio__5d,future_volume_crash__high_idio__5d,future_log_rv__high_idio__22d,future_log_downside__high_idio__22d,future_volume_crash__high_idio__22d
2021-08-13,-0.013067104430443592,0.00017074921819611855,0.00017074921819611855,22.687453141760813,12,-0.014466095878671996,0.00020926792997093092,0.00020926792997093092,19.96695577251265,1,-0.009138417742452606,8.351067883557258e-05,8.351067883557258e-05,22.187635437156896,1,-0.0034239701924426544,1.1723571878735788e-05,1.1723571878735788e-05,22.829306760584792,13,2797.0,961.0,10250.0,-1.0709845290769273,-2.3041590714890177,0.2660695872274603,0.0330231812588179,-0.2034255038650786,-0.30861300329939306,-0.22523185331627857,-0.13078361913227007,2.7466296928572342,0.007554544159411187,0.02162005886247822,-7.017478504048333,0.014001008873370538,0.0469682733217665,0.03321013892315871,-4.388062650464602,-5.18085900052973,22.74148814083316,-6.2405028693839775,-6.3018915438817835,0.19994944676127702,-4.384816675338043,-5.415968658628433,-0.08116194800422605,-0.030072542366180254,-0.003440939593059001,-5.0462826619725325,-5.663072445465305,20.40685603404281,-6.5934311737371445,-6.8299458177725345,0.008735154358781472,-5.25855461578537,-5.878573127319541,0.2587010040689215,0.005076483167053655,0.0038611716437254337,-5.73251513415843,-6.636220533150412,22.497865258583765,-7.207805828396492,-7.683840520436692,-0.07042395355355424,-5.8892671655913835,-6.8667806145061485,0.10746305396033762,0.06924299348220334,0.10401700735188478,-4.339049464177812,-5.42783001224479,22.424886970088895,-6.233244004908941,-6.5691070733403425,-0.23716974572628402,-4.905241673650711,-5.780233787164163,-0.4227973803049849
2021-08-16,-0.023616143588250538,0.000557722237980867,0.000557722237980867,22.59746640389383,12,-0.026321641479001495,0.000692828810149092,0.000692828810149092,20.610342788358196,1,-0.0093593027947975,8.75965488047043e-05,8.75965488047043e-05,22.323813745881164,1,-0.025351100888984346,0.0006426783162834629,0.0006426783162834629,22.737956438999902,13,2817.0,1162.0,10439.0,-1.05504317061526,-2.305061363347308,-0.19843931526589556,0.15676642546136904,-0.859463036924935,0.02302582862364913,-0.24107949233179188,-0.11063448318398032,2.737608990998456,0.0077218366394557324,0.02194712315985939,-7.016271299471463,0.015713091117357185,0.03287242544473513,0.07718862027951154,-4.673306915331874,-5.9756997116509885,22.736650226993643,-5.9193581704299305,-6.6647209701343915,0.21597538296497376,-4.404053093615866,-5.5500384504062765,-0.09977625062502327,-0.02394100783106193,0.016200493483464508,-5.206805693273528,-5.984378562492471,20.363435957216808,-6.403823449743876,-7.854278768876466,-0.006065554844781218,-5.392571838286775,-6.162989977626735,0.23709277028624953,-0.010168409785289882,0.010272721054668046,-5.782621202629042,-6.764793542160284,22.480823302441962,-6.899469910925586,-7.894984894548822,-0.10164805826897805,-5.921219509474238,-6.954606704454133,0.09311797808814859,0.06377493878175022,0.15178301940950217,-4.562088180416477,-6.328938342563571,22.433598650755698,-6.201403804801341,-7.18170361620848,-0.220416913534784,-4.989866925058168,-6.01358129959707,-0.4215250818161316
2021-08-17,-0.016117791159329962,0.00025978319185577506,0.00025978319185577506,22.5820453309605,12,-0.009361599278136777,8.763954104441103e-05,8.763954104441103e-05,20.6829117721978,1,-0.012263009533450404,0.0001503814028174955,0.0001503814028174955,22.690353435115483,1,-0.021643951258057584,0.00046846062606117244,0.00046846062606117244,22.698627240386397,13,2983.0,1237.0,11550.0,-1.0439501752159348,-2.2981689679510673,-0.3615816401250334,0.1443164778528172,-0.3967631094286646,-0.17089010235550875,-0.25744572318342984,-0.0892073124077043,2.780060789140106,0.010887540976208827,0.027720289889068973,-7.023178329432139,0.023194974178482042,-0.014980648192751116,0.052873808475985384,-4.615365833854545,-5.777177175234559,22.715985679999623,-4.828855733304496,-6.892542404635,-0.0009818330767075167,-4.425504778490277,-5.619204797161736,-0.15518315257014947,-0.06390773110385822,0.004970531724853448,-5.125336320816306,-5.814876767914768,20.341088507970614,-6.353774337605811,-8.110234761212824,0.06069946256080527,-5.286685111801815,-6.205495953899011,0.2163839550597082,-0.014006382231444998,0.006594981799988462,-5.764824317778919,-6.7179600186115005,22.452211362142382,-6.955137273746479,-8.411815110109895,-0.008649313325811647,-5.978253274769297,-7.126100661953313,0.05743439889890212,-0.0059382417192713095,0.1338613918464376,-4.50734351037798,-6.044271438817748,22.445021381345878,-5.907485534686476,-8.139062517921722,-0.20620858847166446,-5.059280339392263,-6.22624836002368,-0.4500928230052246
2021-08-18,0.010559278395023991,0.00011149836022362043,0.0,22.723630135075165,12,-0.0004315916153991151,1.8627132248281772e-07,1.8627132248281772e-07,20.345649452517815,1,-0.008771953676762888,7.694717130727394e-05,7.694717130727394e-05,22.492446956270516,1,0.002463276563693537,6.0677314292418405e-06,0.0,22.566527082835567,13,3304.0,1556.0,10465.0,-1.023482550301356,-2.270125859032717,-0.4647660653545668,0.18265242521389646,-0.010085981220295021,0.01055947835107345,-0.27437408742273656,-0.06623489936433323,2.885359207552917,0.0030674625565443496,0.029017934974017105,-7.044449967698012,0.02248047881122802,-0.026298015685472634,0.059957477930013534,-4.643907175138149,-5.871400720513395,22.712424983784306,-4.816307183785748,-6.702536456263975,-0.1628510866813322,-4.323328555122966,-5.293022970535934,-0.17072939187271885,-0.046778913461988494,-0.005507278317839216,-5.110906868636895,-5.785918958509316,20.345238914992784,-6.353846060181377,-8.110650242615975,0.16392620492780097,-4.94851401042003,-5.50811306416791,0.19736503186657117,-0.02824792328743506,0.006723010505100404,-5.765831355256987,-6.720574202243093,22.450669305042393,-7.025296907927439,-8.836854840090108,0.04254740411619906,-5.797406341739136,-6.64077260252874,0.03555876771757838,-0.02091263932670875,0.12166920263485087,-4.473542004138821,-5.895960660320343,22.47067528267735,-5.9040526883116184,-8.139062517921722,-0.17347160027980735,-4.771300686920012,-5.4962437149033265,-0.43911788509640814
2021-08-19,-0.031864230386884025,0.0010153291781484232,0.0010153291781484232,22.46451331901383,12,-0.017328071415316035,0.00030026205897429266,0.00030026205897429266,20.27673235013184,1,-0.012053171923882906,0.00014527895342667915,0.00014527895342667915,22.750313030979523,1,-0.017085395227454163,0.0002919107300783135,0.0002919107300783135,22.40821058968289,13,3435.0,2058.0,11360.0,-1.0175571986948828,-2.222608315566333,-0.4419491589732494,0.2533683473889584,1.2947060930708287,0.7116681076736588,-0.29191332210438975,-0.041362001854993856,3.0713034462529065,-0.010419702017514194,0.03289091352267832,-7.1665388047036815,0.02103632879444311,-0.007997413770163844,0.06679351127266211,-4.633809119285265,-5.871400720513395,22.715499346583133,-4.888196110771632,-7.313973372534807,-0.25212301321959885,-4.396362264411309,-5.518661589061751,-0.19689584719575848,-0.046056962949232665,-0.012354377373439609,-5.1177241347421045,-5.785858295283371,20.31381974684238,-6.387626879612933,-8.324404864620169,0.16177960626062315,-4.9810010230363195,-5.585069930614746,0.16988446250898903,-0.04190482906362331,0.013044729964215795,-5.81518855391162,-6.854239328998571,22.419470316191294,-7.061520525523897,-9.08239802314023,0.11021290751618551,-5.845653461268227,-6.758698521592755,0.019344593593899617,-0.053974530949885635,0.12476308944084721,-4.47304505206179,-5.896105249774291,22.483789420114757,-5.859110615469042,-7.781642328649666,-0.2609172294465729,-4.803238145325354,-5.570062927879951,-0.44018190489276776
2021-08-20,0.00213126194704145,4.5422774869069135e-06,0.0,22.3400382814161,12,0.016982838111024526,0.0002884167903052671,0.0,20.07496803521449,1,0.0167504237661271,0.00028057669634483557,0.0,22.58451889243991,1,0.023536268434070237,0.000553955931800611,0.0,22.898962227171143,13,3110.0,1346.0,9890.0,-1.0050390766602995,-2.2102439313492415,-0.45376123243919936,0.2711542770204216,3.00220209323771,1.8789409543454056,-0.31011820128863915,-0.014102504703832992,3.075928819068985,-0.011865067273879882,0.020209158013344906,-7.4665020533732696,0.014306438227969879,-0.07410599116988416,-0.023498727637146395,-4.917258381274062,-5.563781111322883,22.690643112123634,-4.874909216264029,-7.313973372534807,-0.3434560410295582,-4.364417109551261,-5.518661589061751,-0.2500748792698353,-0.06790899966652542,-0.058923371132522134,-5.2149197650092995,-5.692564899948333,20.30385098813469,-6.234680970869931,-8.324404864620169,0.17949650538256634,-5.013623576094284,-5.585069930614746,0.1693266732370624,-0.051585855671346326,-0.02956707036319871,-6.122317379115306,-6.725223101141066,22.415043937346525,-6.607384919646411,-9.08239802314023,0.0823028957266736,-5.860570096054036,-6.758698521592755,0.013312313589466385,-0.06504114100324523,0.08262162421867975,-4.502919124281153,-5.79522502720405,22.487720923186657,-6.025247571447521,-7.781642328649666,-0.2789088268794586,-4.821401747665338,-5.570062927879951,-0.4316849944320751
2021-08-23,0.03599682155844074,0.0012957711623102243,0.0,22.49314715367773,12,0.031284370847010266,0.0009787118592932658,0.0,20.467245950246,1,0.018845040775057654,0.0003551355618135856,0.0,22.394724488749265,1,0.026574210998385535,0.0007061886901867147,0.0,22.697750681376423,13,3000.0,1210.0,10717.0,-1.00580000166139,-2.2008395148232704,-0.3283766413546923,0.3318020994219149,3.6361992520826365,2.2952502087460265,-0.32905055122727606,0.016232541538219483,2.921008698583398,-0.005757591596044305,0.020071151344984797,-7.47036780905069,0.016920872526853516,-0.05890762479239912,-0.029441577920912777,-4.925579227556818,-5.563781111322883,22.662585572093363,-5.060469600457179,-7.313973372534807,-0.45140086449897154,-4.452884833275784,-5.518661589061751,-0.29048043234562826,-0.0364600656768289,-0.05755173743985027,-5.206727441480136,-5.692564899948333,20.291097457999914,-6.887864243900518,-8.324404864620169,0.3190851496326381,-5.1541487371674135,-5.585069930614746,0.17748449306675695,-0.02569701416276662,-0.02989380442961686,-6.127369230385357,-6.725223101141066,22.418961629058487,-6.895665186735439,-8.943455955915262,0.12451630380832768,-5.877303976691323,-6.758698521592755,0.007700259334054493,-0.03808090237673235,0.07329052004552383,-4.551600316937916,-5.79522502720405,22.520045813654672,-6.062951742592272,-7.781642328649666,-0.33407511209807694,-4.839853864837322,-5.570062927879951,-0.4095748211267889
2021-08-24,0.07462254503593181,0.005568524227639671,0.0,23.563508676198833,12,0.013137342504288786,0.00017258976807499275,0.0,20.23734943893889,1,0.009786962087836366,9.578462690874637e-05,0.0,22.082300008901758,1,0.03407186645729982,0.0011608920838840728,0.0,22.684699268021685,13,3724.0,1251.0,11082.0,-1.010405571403096,-2.202581934872782,-0.3090082605288618,0.29788115706913815,3.445915189688487,2.2802120970459505,-0.3487804834127745,0.050663046968783015,2.841998151368816,0.0006488557636575524,0.026737388714163667,-7.3508468608159605,0.025178507281927595,0.0007053403542921638,0.030670041591693734,-4.831723492834648,-5.7282613290668145,22.666042841534964,-6.99862776219885,-7.313973372534807,-0.36884861342964825,-5.090441500790344,-5.499182400901058,-0.23490591069528222,0.021145946649182873,-0.018492195922439725,-5.051795596938445,-5.710661335932967,20.30481867119225,-7.0287394799216,-8.176896977184187,0.3860917091603291,-5.123994369214493,-5.4960654433856,0.19350557586604822,0.002507329407088532,0.004975632119600906,-6.0832865087469985,-6.9659443876250595,22.408129534728292,-6.9909419135476725,-8.943455955915262,0.08808042668444926,-5.9034831921831925,-6.738761601457025,-0.02331632110135118,0.01384440951063753,0.10911388889669311,-4.49443872760532,-5.823749519630352,22.546028094287642,-6.74269490393239,-7.781642328649666,-0.3907706199463341,-4.955969444883358,-5.4957507818852465,-0.3861041709944182
2021-08-25,-0.01457616292366583,0.00021246452557725039,0.00021246452557725039,23.515172922021712,12,-0.0002479244986804899,6.146655704597225e-08,6.146655704597225e-08,19.850267775793704,1,0.003511076621392452,1.2327659041288635e-05,0.0,22.22875308356052,1,0.003926542011647138,1.5417732169229953e-05,0.0,22.531111648533642,13,3986.0,1146.0,11540.0,-1.067070389762442,-2.199144288839898,-0.17699314317255843,0.2783454025734796,3.3581686272799156,2.2033266994854617,-0.36938790319553133,0.09078533797763386,2.8460714591247,0.008811683023233312,0.01808808761213599,-7.524307589722401,0.016618670597414998,0.09144567654955393,0.10624353511989869,-4.302078331461397,-5.728539381468986,22.720277038740445,-7.109087487840544,-7.468696853912109,-0.22938595000173834,-5.1254487034206,-5.552526076980174,-0.13347233008069637,0.043644888431608436,-0.011253062528155508,-5.030485600710722,-5.710661335932967,20.31172043444551,-6.835285719863389,-8.17711568666773,0.33125587590422967,-5.123882146693066,-5.49590264224121,0.16336687889329937,0.024557301028375302,0.010105692846980185,-6.051313587884039,-6.9659443876250595,22.397840814797835,-6.956092104115732,-8.943455955915262,0.0838991567078402,-5.827605579470594,-6.738761601457025,-0.049178939902496666,0.06956022722599495,0.14871965977374174,-4.3980570957393255,-5.834161770365907,22.5805545355455,-6.719931810330411,-7.781642328649666,-0.38976087698899775,-4.956622410368372,-5.493117536420021,-0.36034619305142
2021-08-26,-0.02130024269207617,0.00045370033874134435,0.00045370033874134435,22.92624476569928,12,-0.01557124752945001,0.00024246374962340304,0.00024246374962340304,20.130369502715705,1,-0.010660616637803672,0.00011364874709821647,0.00011364874709821647,22.2559905697241,1,-0.020428563916059753,0.0004173262236725386,0.0004173262236725386,22.911009422703756,13,3263.0,1240.0,10581.0,-1.1303466016198431,-2.18792749361009,-0.12432617761419243,0.0738469085111525,2.540008932507179,2.247499534502649,-0.3909643700992913,0.13928936714022908,2.8207835256175806,0.021912940368037793,0.017731977717526708,-7.527312481244998,0.016978869814073375,0.06631023523086411,0.06985924017926033,-4.3217026143236525,-5.665248160755124,22.762835220694157,-7.89051613290364,-9.053583302305247,-0.16140835622665506,-4.96626330388642,-5.317858913780447,-0.07482678341995097,0.04382855554832706,-0.00469855582950357,-5.037581429135205,-5.724718856310621,20.288642044336726,-6.999349421605191,-10.163618082411551,0.3756728496444204,-4.888570790356721,-5.1703002060725005,0.10004437823894463,0.03684033132653064,0.010705970789019671,-6.04967785979921,-6.9659443876250595,22.39698435943988,-7.027559322082037,-10.985820904391103,0.0713835775927869,-5.695590290783184,-6.437911022854429,-0.07672243632751474,0.07102349267394854,0.11681179798527266,-4.506907095476088,-5.834161770365907,22.582118645839387,-7.133434812430219,-27.631021115928547,-0.37583992684716705,-4.58950021087821,-4.9286487401045695,-0.3585773473209848
2021-08-27,0.010262901024229687,0.00010532713743313477,0.0,22.67242224816841,12,0.02379974050944103,0.0005664276483167284,0.0,19.93653974606633,1,0.02781118906329404,0.000773462237114286,0.0,22.701937057163615,1,0.010822587204207444,0.0001171283937926747,0.0,23.008577729695066,13,3017.0,1079.0,10511.0,-1.1572451975065352,-2.192958994942682,-0.10888140983848588,-0.15222840391353903,1.5111244967170423,2.464143588750867,-0.41361541136493807,0.20119953432215948,2.935982277247362,0.014445229104830645,0.01637930263131187,-7.501291528425028,0.021687681450529312,0.07687422292567198,0.0763034945205204,-4.345794887117181,-5.7609145112156055,22.79544098644541,-8.152755991461099,-8.903130461995136,-0.08801834448037127,-4.924072981458829,-5.2383726984393535,-0.049198903288321105,0.04558537943419309,0.004542037930101122,-5.096804354782264,-5.846115750703076,20.25042275910822,-7.95832924184874,-10.163618082411551,0.3261758986111758,-4.900655264378144,-5.089870805600154,0.027617066657331435,0.03823288661260987,0.011785846882881857,-6.059986985622059,-6.991918617887953,22.37711178667455,-8.90910405982794,-10.165864347807988,0.1749814510329024,-5.955398612595362,-6.435089578260436,-0.07905772158233759,0.06768032398534295,0.12668865913275174,-4.553390451358641,-6.0220135636235455,22.603329947842273,-7.290574712975682,-27.631021115928547,-0.31576872634955677,-4.563886159794571,-4.877379273082808,-0.3226169813174522
2021-08-30,0.001601282122497919,2.5641044358314406e-06,0.0,22.892583570873438,12,0.006208667035300176,3.8547546355223076e-05,0.0,19.70553507832175,1,-0.004115847625615926,1.6940201677288256e-05,1.6940201677288256e-05,22.203245906900797,1,0.024834573925288046,0.000616756062050597,0.0,23.135206559809596,13,3361.0,1108.0,11570.0,-1.1968606314366763,-2.1901970806842233,-0.18937515287790604,-0.33033461235845146,0.8243792708304193,2.3168828323253163,-0.43746342571938956,0.28747258047716207,2.796671355516472,0.015420684650987535,0.025690619742696725,-7.367517784342511,0.027526340015851303,0.08500586200286021,0.0630326844792545,-4.38101170662369,-5.7609145112156055,22.805635277674433,-7.672528039155947,-8.903130461995136,-0.08688480091959505,-4.922500660466936,-5.2383726984393535,-0.03954277570338505,0.05240228183260959,0.005587980870272839,-5.088874747805577,-5.846115750703076,20.231294395977855,-8.048758730650352,-9.968422993179084,0.23956222103360858,-4.898567476359349,-5.089870805600154,-0.03444857738370999,0.04929365190977682,0.024999417455720187,-5.844838204805782,-6.991918617887954,22.379542918292575,-8.703664342581105,-9.577286622568588,0.19245920044315667,-5.92808521777995,-6.3913263225735815,-0.096723551582091,0.054966642755480154,0.1024534967313333,-4.664971142323894,-6.0220135636235455,22.64684390792444,-8.643804312288028,-9.105662496855736,-0.20454668472644144,-4.600765789028007,-4.877379273082808,-0.25516202300409674
2021-08-31,0.011793135130942668,0.00013907803621667414,0.0,23.168033768060212,12,-0.0062086670353001475,3.8547546355222723e-05,3.8547546355222723e-05,19.970922707262133,1,0.0019494994179519263,3.8005479805948995e-06,0.0,22.210318922870194,1,0.003582724395503812,1.2835914094138154e-05,0.0,23.098088210427825,13,3469.0,1049.0,11081.0,-1.198054855337121,-2.1892801462776834,-0.17188627841051346,-0.3788402174361001,0.5370859969516708,2.309091978855186,-0.46265136458205525,0.42925070606403415,2.7843938006764253,0.011050518899100609,0.025939929332748052,-7.364156813426064,0.03691130249774968,0.05061032256691739,0.07740404512516304,-4.393922531943499,-5.814103177281591,22.80857226468326,-6.947529486715498,-7.168331539752457,-0.04418737750657087,-4.936194618911012,-5.2383726984393535,-0.006382874134271077,0.0273265780208995,0.00973860418578768,-5.08332452378777,-5.846115750703076,20.22136144953319,-6.803218910153232,-7.085024928700331,0.13360627933792912,-4.899266819766816,-5.09614939683288,-0.05337100863657085,0.026332763509103237,0.013214521608075163,-5.859409113801536,-6.97365868727035,22.376155058292195,-8.171721055373,-8.570382590030322,0.1525248495757765,-5.837527224832991,-6.3913263225735815,-0.1199146008188059,0.05322700568238267,0.14046335373021682,-4.618996528553057,-6.096294475192236,22.694118615490456,-7.676755560664237,-7.796595894113943,-0.10340025600776315,-4.601692160239969,-4.877379273082808,-0.18364349844089034
2021-09-01,-0.01081531974100793,0.00011697114110023585,0.00011697114110023585,23.089030590909577,12,0.013754038865773277,0.00018917358512120187,0.0,20.158955758340465,1,0.006705301399113635,4.4961066852955265e-05,0.0,22.198215833791284,1,0.006524867477229802,4.25738955954112e-05,0.0,22.698695140036243,13,3481.0,1173.0,11394.0,-1.1973354632766018,-2.1840079047384684,-0.20257280081155424,-0.37864788007025174,0.23081982386600142,2.2967582339486876,-2.001353362120767,-7.626209441518318,2.8021474967044036,0.007981824065710427,0.02932556374861008,-7.398684837497841,0.04132131751132765,-0.01221908733807176,0.10429442164493193,-4.401141478549437,-5.893528876637624,22.84300769517573,-6.787245202505555,-7.33295956013909,0.030525729954771208,-4.812436736917255,-5.074367350603543,0.060318796087990734,0.007980568481310568,0.01677511457168945,-5.105653157109926,-5.894621005669212,20.20880271975018,-6.968784686185123,-7.085024928700331,0.17383952222773047,-4.756921082601378,-4.899619150099757,-0.08181164983096778,0.018495300839218798,0.021792094646683958,-5.873575515601317,-7.021719443196045,22.362959623962208,-8.34403187626743,-8.569110979537289,0.08565848369322993,-5.824451845270009,-6.3427985881838165,-0.15295530614470465,0.02273786362058666,0.15869985942941853,-4.639679788286472,-6.196541863904599,22.74973658857464,-6.78147924974609,-7.796595894113943,-0.10077328026908816,-4.5030119531789135,-4.744401216678166,-0.1217933620152607
2021-09-02,0.003214953903344203,1.0335928600628126e-05,0.0,22.799147706592432,12,0.008931913688087663,7.977908213144776e-05,0.0,19.792892683470857,1,0.006923163821623506,4.793019730103658e-05,0.0,22.31428618850957,1,0.00294610218237969,8.679518069022372e-06,0.0,22.84922522346404,13,3256.0,1232.0,10843.0,-1.1993796623153141,-2.1778163729727655,-0.26274428186151194,-0.3715527580766245,0.2954968395107029,2.365722532976659,-1.9821214086699,-6.27098307274361,2.779440235075385,0.006417321201544214,0.03195741528863355,-7.4054539682375555,0.0428955536973795,-0.00845824415541386,0.0848328627362192,-4.39770512089362,-5.8519806514246016,22.87825418715264,-6.689842184258233,-7.1570130262627005,0.06743911451904339,-4.80656640670649,-5.074367350603543,0.11881591803387082,0.021982531845764333,0.021239134793380774,-5.088827066089438,-5.894621005669212,20.204814760589127,-6.940701998576361,-6.965249307051811,0.1690020599797073,-4.732429096265486,-4.899619150099757,-0.10477345855161602,0.02168952561693998,0.03348601633721366,-5.866463936101615,-7.050006177610751,22.356845780530048,-8.157524462587144,-8.15752446258714,0.07291579304303042,-5.836734535781666,-6.3427985881838165,-0.15253154249740675,0.025336189086169324,0.1403625517197798,-4.701104515701654,-6.196541863904599,22.7699802808098,-6.682478092612168,-7.796595894113943,-0.2114552920240378,-4.46847137356222,-4.744401216678166,-0.09086510617510513
2021-09-03,-0.004357922856778639,1.899149162563369e-05,1.899149162563369e-05,22.468501018193233,12,0.0019207275975545513,3.6891945040076785e-06,0.0,19.992928075090017,1,-0.004639057429398234,2.1520853833254954e-05,2.1520853833254954e-05,22.084584826136382,1,0.0010443331962576249,1.0906318248056668e-06,0.0,22.81427823722144,13,2852.0,1009.0,10097.0,-1.1977686715059566,-2.1750487596124852,-0.27085760385851154,-0.3742645408802547,0.23810077684469683,2.440918679377463,-1.9633171955928608,-5.439501078110201,2.79789089580353,0.015409792910058005,0.026926452498587557,-7.502488953709974,0.03637944994728723,0.016056952440006513,0.08439539286920375,-4.39794929025258,-5.8519806514246016,22.86692296175072,-6.683255867953402,-7.1465252381840125,-0.010724226834845751,-4.808878616971287,-5.07739068473484,0.1042214305045519,0.046485693063302004,0.03762942480260546,-5.084917324631486,-5.915024900505038,20.172778667716752,-6.620853709183736,-6.6358065689639885,0.03272020664426378,-4.7252005325132025,-4.899619150099757,-0.13902273802649745,0.039273306076367163,0.036280500663802354,-5.855620856631492,-7.050006177610751,22.34950479240624,-8.121137257110902,-8.235591766196125,-0.05879776453209118,-5.834785353556465,-6.339567455624118,-0.1852370230808873,0.04871085518460876,0.15442857487619963,-4.71384021128113,-6.25918286022925,22.78088555992609,-6.2432825841481785,-6.809704921099043,-0.2764979684398128,-4.374193299918831,-4.744401216678166,-0.10382346699107359
2021-09-07,0.013418758767042821,0.00018006308684808856,0.0,22.937887309214688,12,-0.0028825077163708236,8.308850734937341e-06,8.308850734937341e-06,20.04296165055776,1,-0.006911138370924236,4.77638335820613e-05,4.77638335820613e-05,22.128012817939666,1,-0.01053732826884529,0.00011103528704540608,0.00011103528704540608,22.796666152104834,13,2905.0,1369.0,11052.0,-1.192314058108419,-2.1623174660615128,-0.25405953499334816,-0.3354602286682319,0.3383105877105616,2.3336329797327546,-1.9449242306821195,-4.8620263754268525,2.79789089580353,0.00626597795398195,0.03161497921929579,-7.5474524215743015,0.038006462139312934,0.0014361285589981872,0.05931215597122973,-4.4318897231162575,-5.845394812571936,22.817456625513753,-6.1686291431810325,-6.314390917838679,0.00035404779824332877,-4.812550606356373,-5.07739068473484,0.08693355232151845,0.024606680151415525,0.014415373883594415,-5.191917831844452,-5.915024900505038,20.159670007766266,-6.537398645000223,-6.551145996598277,-0.014823375752790469,-4.663629146185777,-4.900735141452129,-0.15735551295795958,0.006823059583674884,0.04417091774938683,-5.904080170497745,-7.219816494433263,22.336057928830233,-7.789914178474326,-7.870749859553579,-0.15837127592219602,-5.773007296108161,-6.367000994779578,-0.2089865315584909,0.03893260117665895,0.14082753029054831,-4.737917064909889,-6.25918286022925,22.79894200974869,-6.2160945377110055,-6.762285995825375,-0.2635523662124406,-4.366576111177987,-4.757245634737675,-0.09349520198574979
2021-09-08,-0.025192156582880376,0.0006346447532963631,0.0006346447532963631,22.969231586039232,12,-0.028796615359455095,0.0008292450561604051,0.0008292450561604051,20.451037683517207,1,-0.01097066055946236,0.00012035539311094299,0.00012035539311094299,22.393051377205186,1,-0.01732330363630601,0.000300096848875653,0.000300096848875653,22.828729604664552,13,3310.0,1129.0,10698.0,-1.1933423287022311,-2.1815107129041778,-0.3357594898784438,-0.3270217793873468,0.8307400945431933,2.406788483566329,-1.9269269016748243,-4.430343720241467,2.8981194110402666,-0.0017040520713987265,0.02171987879327409,-7.600047537563686,0.03309760778314017,0.013253605203543089,0.07485429342782517,-4.417235230813577,-5.846954423399679,22.813145806632466,-6.332343805758283,-6.746127067115365,0.03400637294960518,-4.877369942654608,-5.162724690527087,0.1161363418145882,0.015515505399744525,-0.006872249654026886,-5.253173566912396,-5.911950673729259,20.148351077377573,-7.284719618287506,-7.419860765974916,0.041991035240648955,-4.718998550977285,-4.971455098456457,-0.1483531250549035,0.004027768838366574,0.019446624384361965,-6.008104005670661,-7.156600616346718,22.326849412007242,-7.8896691818546225,-8.249487049626964,-0.18354685990805564,-5.793569829917882,-6.404560316826763,-0.2024597896306659,0.0035606989825256105,0.11110003657632231,-4.767731466327051,-6.202756864099667,22.81203524870502,-6.247876394506971,-7.06267333479275,-0.24491160160106418,-4.3865452207172995,-4.7869020871447825,-0.08607797722648769
