date,retail_meme_ret,retail_meme_rv_daily,retail_meme_downside_daily,retail_meme_log_dollar_volume,retail_meme_component_count,arkk_ret,arkk_rv_daily,arkk_downside_daily,arkk_log_dollar_volume,arkk_component_count,iwm_ret,iwm_rv_daily,iwm_downside_daily,iwm_log_dollar_volume,iwm_component_count,high_idio_ret,high_idio_rv_daily,high_idio_downside_daily,high_idio_log_dollar_volume,high_idio_component_count,wiki_identity_views,wiki_generic_fear_views,wiki_anchor_views,wiki_identity_logrel_21d,wiki_generic_fear_logrel_21d,wiki_identity_attention_7d_z_lag1,wiki_identity_attention_21d_z_lag1,wiki_generic_fear_attention_7d_z_lag1,wiki_generic_fear_attention_21d_z_lag1,finra_margin_debt_yoy_z_lag22,finra_margin_debt_mom_z_lag22,vix_log_lag1,spy_ret_5d_lag1,spy_ret_22d_lag1,spy_log_rv22_lag1,qqq_ret_22d_lag1,retail_meme_ret_5d_lag1,retail_meme_ret_22d_lag1,retail_meme_lag_log_rv22,retail_meme_lag_log_downside22,retail_meme_lag_log_dollar_volume22,future_log_rv__retail_meme__5d,future_log_downside__retail_meme__5d,future_volume_crash__retail_meme__5d,future_log_rv__retail_meme__22d,future_log_downside__retail_meme__22d,future_volume_crash__retail_meme__22d,arkk_ret_5d_lag1,arkk_ret_22d_lag1,arkk_lag_log_rv22,arkk_lag_log_downside22,arkk_lag_log_dollar_volume22,future_log_rv__arkk__5d,future_log_downside__arkk__5d,future_volume_crash__arkk__5d,future_log_rv__arkk__22d,future_log_downside__arkk__22d,future_volume_crash__arkk__22d,iwm_ret_5d_lag1,iwm_ret_22d_lag1,iwm_lag_log_rv22,iwm_lag_log_downside22,iwm_lag_log_dollar_volume22,future_log_rv__iwm__5d,future_log_downside__iwm__5d,future_volume_crash__iwm__5d,future_log_rv__iwm__22d,future_log_downside__iwm__22d,future_volume_crash__iwm__22d,high_idio_ret_5d_lag1,high_idio_ret_22d_lag1,high_idio_lag_log_rv22,high_idio_lag_log_downside22,high_idio_lag_log_dollar_volume22,future_log_rv__high_idio__5d,future_log_downside__high_idio__5d,future_volume_crash__high_idio__5d,future_log_rv__high_idio__22d,future_log_downside__high_idio__22d,future_volume_crash__high_idio__22d
2020-01-16,0.007841563832411691,6.149012333778712e-05,0.0,19.711257902488807,7,0.010796729572681189,0.00011656936946560853,0.0,16.443877458278607,1,0.012822870110250514,0.00016442599786435603,0.0,21.863309645597127,1,0.013422174473024693,0.00018015476758431569,0.0,21.431512431582963,6,1074.0,1985.0,10380.0,-2.2596659781605872,-1.5424807674109449,,,,,,,2.519308082648162,0.011460977254438696,,,,0.009476881580680298,,,,,-8.131697682212936,-8.185624151002587,,-5.418591416866864,-5.953690066053218,,0.021567314690169825,,,,,-7.784001584589934,-7.837432693983142,,-5.011536321371335,-6.538057243258644,,0.012384638405020989,,,,,-8.374709326623938,-8.374709326623938,,-6.30877092752588,-6.897140970953486,,0.049716865371465066,,,,,-6.449754123669305,-6.575101333094055,,-4.64566749807024,-5.530730513358528,
2020-01-17,0.003929131775296472,1.5438076507644404e-05,0.0,19.458165275614206,7,-0.006315064275213065,3.988003680007231e-05,3.988003680007231e-05,16.679479167837236,1,-0.002716864989857377,7.381355373112725e-06,7.381355373112725e-06,21.773301941148677,1,-0.01095313024489037,0.00011997106216153218,0.00011997106216153218,21.042235942017772,6,927.0,1742.0,9210.0,-2.2619366027230132,-1.549833525635714,,,,,,,2.511223933334612,0.01298757442658088,,,,0.015450317081083995,,,,,-7.761823459201494,-7.761823459201494,,-5.410051003353582,-5.953690066053218,,0.03121727082192076,,,,,-7.255734009916494,-7.286891898700215,,-5.007962650060184,-6.521715549171249,,0.023998114419098913,,,,,-7.946401921932356,-7.946401921932356,,-6.309576876975365,-6.904471193239253,,0.10112634390913917,,,,,-6.380657977634109,-6.665049503088816,,-4.639798262531714,-5.516567503884862,
2020-01-21,-0.004952742719824442,2.452966044877401e-05,2.452966044877401e-05,19.26397355072899,7,-0.0014916333333684837,2.224970001215974e-06,2.224970001215974e-06,16.743377797133856,1,-0.00831550282505643,6.914758723352147e-05,6.914758723352147e-05,21.744495399499137,1,0.013473509300505811,0.0001815354528708166,0.0,22.148929903713558,6,877.0,2312.0,9400.0,-2.27730576504824,-1.535794650137312,,,,,,,2.4932054841291187,0.018976890720623283,,,,0.021127987315871427,,,,,-7.219766513750573,-7.821175129246212,,-5.3844814252164275,-5.910050882819593,,0.032187440225968277,,,,,-6.861409650712974,-7.2901479253216355,,-4.9407792923214915,-6.247306918327751,,0.025034490550427117,,,,,-7.9479311799445735,-8.163773348262106,,-6.290774687194046,-6.870642097565257,,0.04364786896893061,,,,,-6.368528951791072,-6.665049503088816,,-4.648013903626303,-5.491387199996295,
2020-01-22,-0.00923221272679088,8.523375183271948e-05,8.523375183271948e-05,19.2334402545143,7,0.0046542236529379475,2.1661797811567053e-05,0.0,16.74106723430991,1,-0.0006561453271399366,4.3052669032757436e-07,4.3052669032757436e-07,21.559534142258354,1,-0.022927963860105056,0.0005256915267702835,0.0005256915267702835,21.931208933946245,6,1129.0,2115.0,10217.0,-2.2722319321383058,-1.5388640041790804,,,,,,,2.5533438410275884,0.010163249494576782,,,,0.004217320096966755,,,,,-6.9569272156303565,-7.383866921139836,,-5.184205878282834,-5.591557314461324,,0.010316082359095258,,,,,-6.881993066823952,-7.2901479253216355,,-4.691808477703301,-5.526879561260238,,0.010250667752437295,,,,,-7.860565841547939,-8.05645471329368,,-5.882771150284245,-6.228941301437994,,0.02564465760407615,,,,,-6.506882971846518,-6.8559787495743425,,-4.646884454455947,-5.48876410139261,
2020-01-23,-0.004390637795424204,1.9277700250607515e-05,1.9277700250607515e-05,19.36259341448978,7,-0.0007432568020481977,5.524306737909137e-07,5.524306737909137e-07,16.4448772372039,1,-0.000656280062154496,4.307035199815092e-07,4.307035199815092e-07,21.626151672824967,1,-0.027367900825708877,0.0007490019956058366,0.0007490019956058366,21.18228638920017,6,1027.0,1951.0,9145.0,-2.260916919188361,-1.5356109453304239,,,,,,,2.5580021930391945,0.011809857362515488,,,,0.014024062676850304,,,,,-6.973301997097048,-7.415391948417679,,-4.984308803264168,-5.3044687154156405,,0.01083122691760574,,,,,-6.8790528365982,-7.29095799932382,,-4.567318380813797,-5.260237710361021,,0.005925655447642494,,,,,-7.8616832743492955,-8.057814113725074,,-5.497713144369541,-5.719724429102491,,-0.01629840297759897,,,,,-5.742495400273511,-8.098027780164129,,-4.640224472207307,-5.473375544718784,
2020-01-24,-0.012230672582573193,0.0001495893518221076,0.0001495893518221076,19.227712437470405,7,-0.018762291159019902,0.0003520235695358364,0.0003520235695358364,16.72435342462211,1,-0.012378882063080566,0.00015323672113165776,0.00015323672113165776,21.86404969131745,1,0.0021704356932339534,4.710791098463952e-06,0.0,21.309161354688428,6,884.0,1794.0,8745.0,-2.245300028740731,-1.5349671935292992,,,,,,,2.5634096760090963,0.010698793392210493,,,,-0.006804897634331363,,,,,-6.016027807531514,-6.1635818462703424,,-4.943363697927052,-5.248498539203913,,0.00690099881498939,,,,,-6.759982893889576,-7.116249934941245,,-4.591068514164728,-5.30830457610897,,0.0004780769060422741,,,,,-7.306361934188877,-7.414177381652046,,-5.502014653546152,-5.7250981086061765,,-0.034353311157173806,,,,,-5.563066221960617,-6.97060318499159,,-4.626071809059231,-5.473375544718784,
2020-01-27,-0.012126384362596316,0.00014704919770942046,0.00014704919770942046,19.507190722861743,7,-0.018156297128407925,0.00032965112541503386,0.00032965112541503386,16.990807858706603,1,-0.011431877212619283,0.00013068781660440404,0.00013068781660440404,21.7524891494259,1,0.01526657142725644,0.00023306820314352274,0.0,21.66029306607815,6,641.0,2496.0,10649.0,-2.2536121187124376,-1.5273687132449467,,,,,,,2.678278071588368,-0.006518374142870181,,,,-0.026877134049316246,,,,,-6.010112040750884,-6.2360095642376345,,-4.9324590223890965,-5.233731594438256,,-0.0226580219167117,,,,,-5.99204112656721,-7.637246479346328,,-4.507873840676032,-5.144709750301719,,-0.024723675267288806,,,,,-7.3179300170997985,-7.6586160634460105,,-5.252818782257104,-5.422241469764905,,-0.04560504993696454,,,,,-5.596080587808608,-6.97060318499159,,-4.436002064232344,-5.0390118637474695,
2020-01-28,0.018188548650639614,0.0003308233020166841,0.0,19.320265694422,7,0.018535032980424877,0.0003435474475854379,0.0,16.470945444467734,1,0.008282918897435937,6.860674546150135e-05,0.0,21.65572915090641,1,0.014219958866322218,0.00020220723015989587,0.0,21.247053241823817,6,758.0,2335.0,10475.0,-2.267342303423156,-1.5295545651659932,,,,,,,2.903068563580112,-0.025785216812460605,,,,-0.042932650187209036,,,,,-6.130138872799741,-6.2360095642376345,,-4.977256963585889,-5.230920824581692,,-0.03449925476990656,,,,,-5.524609806729213,-7.637246479346328,,-4.496707567704823,-5.144709750301719,,-0.03343868749005072,,,,,-7.106995445611966,-7.6586160634460105,,-5.201951346639591,-5.34773793907557,,-0.019385348264817734,,,,,-5.632930015551626,-6.90079550605797,,-4.0201703301110845,-4.359164331812532,
2020-01-29,-0.017472202956159522,0.00030527787614122957,0.00030527787614122957,19.14860653555096,7,0.0005677604056003651,3.223518781674911e-07,0.0,16.189921067058958,1,-0.0057178319272319375,3.2693601948072896e-05,3.2693601948072896e-05,21.539514262869208,1,-0.01743956346090395,0.0003041383737068961,0.0003041383737068961,21.258746444789363,6,955.0,2043.0,9326.0,-2.2743368972216995,-1.5352039977409024,,,,,,,2.7899374027516357,-0.013400501454468437,,,,-0.01979135881674498,,,,,-6.2658573451014306,-6.405542258483378,,-4.986451886523011,-5.28969067611259,,-0.0144725884561132,,,,,-5.474631256685872,-7.28342913847154,,-4.449589373777314,-5.144709750301719,,-0.016840265767558343,,,,,-6.887284375250769,-7.730404222149851,,-5.040185442474038,-5.354631632010004,,-0.018638898699001323,,,,,-5.42674676237223,-7.260373214119494,,-3.965977627539272,-4.383232783302305,
2020-01-30,0.001953346602725799,3.81556295038042e-06,0.0,19.091397725904304,7,0.0018904580134952269,3.5738315007883195e-06,0.0,16.487320033773695,1,0.0,0.0,0.0,21.921193821698434,1,0.04962490849826698,0.0024626315434613704,0.0,20.823190584558045,6,1163.0,2145.0,8814.0,-2.2684177856016685,-1.5326842344121392,,,,,,,2.796671355516472,-0.0143477115312301,,,,-0.02803134904611362,,,,,-6.256698561037296,-6.392735311403848,,-4.8244468521207615,-5.075449706231793,,-0.01855905170345078,,,,,-5.443649423122705,-7.28342913847154,,-4.415015486049989,-5.076015208678907,,-0.021901952367650347,,,,,-6.882230907777831,-7.718700991141134,,-4.976659667687163,-5.268617827992826,,-0.013150498299800223,,,,,-5.9537617825135545,-6.597219890678757,,-4.0925091539228715,-4.366519756568416,
2020-01-31,-0.04064940299588394,0.001652373963921778,0.001652373963921778,19.419838709423097,7,-0.021958010989090688,0.0004821542465970274,0.0004821542465970274,16.705789781519453,1,-0.020958686002535098,0.0004392665189528606,0.0004392665189528606,22.229943610085808,1,-0.025198172900087277,0.0006349479175026928,0.0006349479175026928,20.841032990102857,6,880.0,1984.0,10224.0,-2.2704723416950277,-1.5306068702509208,,,,,,,2.740194639652674,-0.012253875685328285,,,,-0.021687364647963617,,,,,-8.229743768556755,-10.692684533863387,,-4.976450875547849,-5.382590251864366,,-0.015925336887907357,,,,,-5.552889750614709,-8.337414642704172,,-4.363945833498137,-5.15636838165611,,-0.02124567230549585,,,,,-7.209843131948977,-8.753816152686436,,-4.927435338030476,-5.357757795932901,,0.06384231102417563,,,,,-6.153869076755718,-7.223552430282584,,-4.107582164655297,-4.417828024145191,
2020-02-03,0.012709151502128074,0.00016152253190404426,0.0,19.215180204679434,7,0.04085292019263118,0.0016689610882654926,0.0,17.12966028356963,1,0.011089067945934531,0.00012296742790955268,0.0,21.680236786051054,1,0.010414439151246393,0.00010846054283501369,0.0,21.153377507072996,6,2036.0,1834.0,9070.0,-2.217600533037519,-1.5231002932088415,,,,,,,2.935982277247362,-0.021646105872468277,,,,-0.050106095061274364,,,,,-7.579613360183981,-10.692684533863387,,-4.834046352290803,-5.147625467970349,,-0.019121056717978143,,,,,-5.969968335742025,-8.337414642704172,,-4.455206828394418,-5.063814347082051,,-0.029825476244950383,,,,,-7.341704746028229,-8.753816152686436,,-4.807650550803719,-5.157444679286556,,0.036473702430854404,,,,,-6.182051341377018,-7.223552430282584,,-4.114180575219915,-4.417803937876121,
2020-02-04,0.007299916293577606,5.328877789323981e-05,0.0,19.37168707016835,7,0.042806690312310054,0.0018324127354940195,0.0,17.40498890281348,1,0.014980839049282636,0.0002244255386205115,0.0,21.612514992659108,1,-0.008240009479291292,6.789775621881035e-05,6.789775621881035e-05,21.070084810750807,6,8188.0,1991.0,9626.0,-1.9335730469766315,-1.5260164215014314,,,,,,,2.8887036625848097,0.001914644363245099,,,,-0.025270559196549972,,,,19.407767254506606,-7.083557194544968,-10.692684533863387,-0.38621824064705734,-4.6489193057227665,-4.894967675233419,-0.1884730156990635,0.03988816060306097,,,,16.580462597914767,-6.939992421292099,-8.337414642704172,-0.42207004589222663,-4.5574885113753,-4.958384726599095,-0.7256315497591821,-0.007304531086396568,,,,21.68971734607126,-7.6600367922932024,-8.753816152686436,0.11799361047022572,-4.786282107001735,-5.090131458660879,-0.27476625114057995,0.031621570154844354,,,,21.22838550885276,-6.030410801404189,-7.321288449990045,0.27461750050263234,-4.031347074380262,-4.307159027474722,0.31511451062344875
2020-02-05,0.005392852197081515,2.9082854819566925e-05,0.0,19.22088670373569,7,-0.014306363996517473,0.0002046720508008514,0.0002046720508008514,17.02245577584892,1,0.015297790144146388,0.00023402238329434235,0.0,21.73517826470166,1,0.033517764146536864,0.001123440513382872,0.0,20.811761290088857,6,4862.0,1937.0,10839.0,-1.8106923835351552,-1.5324544643656726,,,,,,,2.7757088020408553,0.006616278619370572,0.012815237588173444,-6.585338704651336,0.05099975501105945,-0.03615919155361199,-0.0540626497717394,-5.473851090781939,-5.782977552025434,19.402900856833796,-6.726981221557761,-10.692684533863387,-0.4566295140752281,-4.146038846468911,-4.285387962164511,-0.2115175749254199,0.06415981793494614,0.10907635841715148,-5.043985540902631,-6.634955007320651,16.63012711233752,-7.070143620776326,-10.268240676462293,-0.4049645629845102,-4.028038645662498,-4.244345227484278,-0.6981802090843168,-0.0006066109345498685,-0.006111121658377001,-6.472495778493916,-7.042545177207485,21.683324191360768,-8.165182536307016,-8.753816152686436,0.1875438766538977,-3.9861013993290566,-4.097161067378943,-0.322155301430616,0.009161601809230844,0.06148061111120623,-4.02302427247402,-4.980012895454867,21.279053094912147,-6.610341968999613,-7.227112744021496,0.368518640878694,-3.4454098824982684,-3.549587413209488,0.376951096452526
2020-02-06,-0.004614970825174216,2.1297955717209182e-05,2.1297955717209182e-05,19.967999621563138,7,0.011639390023467849,0.00013547540011840287,0.0,16.91206028407219,1,-0.0022739915257789455,5.1710374593144565e-06,5.1710374593144565e-06,21.54583625323882,1,-0.0257159405177161,0.0006613095967107125,0.0006613095967107125,20.645264277102953,6,1973.0,1844.0,9989.0,-1.7787538893568957,-1.5338982917972146,,,,,,,2.7180005067758577,0.018924414546888424,0.031897792211205624,-6.533079823462672,0.06349335100126414,-0.013294136400370946,-0.030970883812300516,-5.543993680703532,-5.890251558676421,19.404288598965238,-6.7287143942388195,-10.788489102702535,-0.31415492788608645,-4.0381834040221225,-4.286936045669447,-0.19144225408955862,0.04928569353282831,0.10212368996317442,-5.020898760198599,-6.52642368172426,16.659952222184547,-7.170965202294278,-10.268240676462293,-0.4194854907785768,-3.9206533212891514,-4.244345227484278,-0.6907483235187897,0.020409011136828456,0.013115310443150747,-6.340198427599226,-7.060364329688029,21.680271003097918,-8.159353283731669,-8.787122268859976,0.2135434021942686,-3.936726666234576,-4.0974722531267505,-0.37465897785898505,0.06011892941667166,0.11779371217226905,-3.989845884708545,-5.058616207502363,21.328636471667338,-7.164542130165391,-8.78000586243426,0.37318520436546976,-3.4633919530810475,-3.5728692277249263,0.4347592893849104
2020-02-07,-0.00118849175745765,1.4125126575447738e-06,1.4125126575447738e-06,20.064282964279915,7,-0.0058922323128769985,3.4718401628911825e-05,3.4718401628911825e-05,16.630863987509443,1,-0.012356647053970079,0.00015268672641638743,0.00015268672641638743,21.73297083942505,1,0.01281150668109487,0.0001641347034397385,0.0,21.305251565015688,6,1314.0,1683.0,8622.0,-1.762953797666107,-1.5321609079917273,,,,,,,2.7053799750962626,0.019043525867700615,0.03144942381003696,-6.535291511394356,0.06566571540622454,-0.01986245382827096,-0.04409670356249201,-5.557155397891732,-5.882581915444954,19.412662442979396,-6.596136114916253,-8.567431548784478,-0.12055007004887486,-3.8108671363602773,-4.00378233897927,-0.16151335715518655,0.05903462554280093,0.1060134026709394,-5.009534191751694,-6.52642368172426,16.679070537095576,-7.215255343856757,-13.46437135731986,-0.42880142181334335,-3.7335029017820998,-3.993996619839928,-0.699765373086926,0.018135019611049512,0.009509567034025869,-6.33827422197879,-7.054358815201579,21.67390657287733,-8.816340953013912,-11.112180166297486,0.227356519937004,-3.743221974881875,-3.8737483384475744,-0.4163349973423074,-0.015221919599311413,0.07735744647984276,-3.9660997990091,-4.9596110380027785,21.370061220239936,-7.154444329278382,-8.78000586243426,0.5404227313189018,-3.3860817016127687,-3.4816376381281335,0.5232120352156358
