date,finra_margin_debt_yoy_z_lag22,finra_margin_debt_mom_z_lag22
2025-08-04,0.5302269064920361,1.8732123027352883
2025-08-05,0.5439466370099582,1.8718458064669607
2025-08-06,0.5485851231391022,1.8324630222182139
2025-08-07,0.5532560949815147,1.7947961053623431
2025-08-08,0.5579601083317149,1.7587129687883913
2025-08-11,0.5626977316716554,1.7240953059328885
2025-08-12,0.5674695465550128,1.6908367890623581
2025-08-13,0.5722761480057899,1.6588415475637237
2025-08-14,0.5771181449318754,1.6280228761942617
2025-08-15,0.5819961605542213,1.5983021332919825
2025-08-18,0.5869108328523549,1.5696077967687898
2025-08-19,0.5918628150269467,1.5418746518405184
2025-08-20,0.596852775980243,1.5150430892878795
2025-08-21,0.6018814008151516,1.4890584968873817
2025-08-22,0.6069493913538823,1.4638707297246174
2025-08-25,0.612057466677018,1.4394336475730736
2025-08-26,0.6172063636840163,1.4157047095189308
2025-08-27,0.6223968376761211,1.392644617635316
2025-08-28,0.6276296629627842,1.3702170028349396
2025-08-29,0.6329056334927075,1.3483881471176073
2025-09-02,0.8185395411145779,-0.06278163393057277
2025-09-03,0.8221020649125881,-0.06353562703175361
2025-09-04,0.8356299291141631,-0.059581393412296714
2025-09-05,0.8494836276655355,-0.055622049371317386
2025-09-08,0.8636790271379391,-0.05165738728259133
2025-09-09,0.8782330991401963,-0.04768719775934597
2025-09-10,0.8931640219877831,-0.0437112695914642
2025-09-11,0.9084912940727143,-0.0397293896814355
2025-09-12,0.924235860562207,-0.03574134297900639
2025-09-15,0.9404202553213878,-0.03174691241447826
2025-09-16,0.9570687602735154,-0.027745878830600357
2025-09-17,0.9742075847913497,-0.02373802091300329
2025-09-18,0.9918650681692972,-0.019723115119117285
