event_month,nominal_third_friday,expiration_date,expiration_shift_days,is_quad_witching,metric,control_n_days,control_mean,pre3_mean,pre5_mean,expiration_mean,post3_mean,post5_mean,pre3_minus_control,expiration_minus_control,post3_minus_control,post5_minus_control,post3_minus_pre3,post5_minus_pre5,pre3_ratio_control,expiration_ratio_control,post3_ratio_control
1994-09,1994-09-16,1994-09-16,0,True,range_var,10,1.3020083983946207e-05,1.943993045331877e-05,1.7448865895261576e-05,1.4395056254475814e-05,5.051105731717001e-05,3.672475324717442e-05,6.419846469372564e-06,1.3749722705296073e-06,3.74909733332238e-05,2.3704669263228213e-05,3.107112686385124e-05,1.9275887351912846e-05,1.4930725851913282,1.1056039478873525,3.8794724657268156
1994-10,1994-10-21,1994-10-21,0,False,range_var,10,3.7308090825985854e-05,3.211344279090537e-05,2.4682510495441447e-05,1.7941270634492884e-05,3.0149626859161e-05,4.8100250287119565e-05,-5.1946480350804834e-06,-1.936682019149297e-05,-7.158463966824854e-06,1.0792159461133711e-05,-1.963815931744371e-06,2.341773979167812e-05,0.8607634987458993,0.48089490073816427,0.80812569583864
1994-11,1994-11-18,1994-11-18,0,False,range_var,10,4.192339333801677e-05,5.094417376986853e-05,3.5278524214523315e-05,2.159388711311119e-05,0.00010247174084104403,6.778423819624589e-05,9.020780431851758e-06,-2.0329506224905583e-05,6.054834750302726e-05,2.586084485822912e-05,5.15275670711755e-05,3.2505713981722575e-05,1.2151729550878596,0.5150796582472613,2.4442616086642275
1994-12,1994-12-16,1994-12-16,0,True,range_var,10,3.879311855390358e-05,1.9906132888019638e-05,2.2807556526152606e-05,8.251384597106303e-06,2.389322427481661e-05,1.739601744551674e-05,-1.888698566588394e-05,-3.054173395679727e-05,-1.4899894279086968e-05,-2.139710110838684e-05,3.987091386796972e-06,-5.411539080635867e-06,0.5131356701926345,0.21270227567914884,0.6159139859203803
1995-01,1995-01-20,1995-01-20,0,False,range_var,10,1.1396425165587877e-05,6.428425247495075e-06,1.1361575972630506e-05,7.960487933686787e-06,2.9240250055188633e-05,2.2526534275715474e-05,-4.967999918092802e-06,-3.4359372319010902e-06,1.7843824889600757e-05,1.1130109110127597e-05,2.281182480769356e-05,1.1164958303084967e-05,0.5640738349167643,0.6985074545765378,2.5657387847797355
1995-02,1995-02-17,1995-02-17,0,False,range_var,8,1.9126198718143502e-05,1.3015547726355138e-05,1.060664095917243e-05,5.383630158853331e-06,1.1032246671571914e-05,1.452839701888217e-05,-6.1106509917883645e-06,-1.3742568559290172e-05,-8.093952046571589e-06,-4.597801699261332e-06,-1.983301054783224e-06,3.921756059709739e-06,0.6805088621194929,0.2814793591863244,0.5768133456182539
1995-03,1995-03-17,1995-03-17,0,True,range_var,12,2.5510074271906633e-05,1.463758664940874e-05,3.2428371021399254e-05,7.03926886310374e-06,1.6209762266819764e-05,2.096820184144338e-05,-1.0872487622497893e-05,-1.8470805408802894e-05,-9.300312005086869e-06,-4.541872430463253e-06,1.5721756174110243e-06,-1.1460169179955874e-05,0.5737963164430536,0.2759407435695256,0.635425914250317
1995-04,1995-04-21,1995-04-21,0,False,range_var,8,9.694924007203365e-06,1.9470581529267854e-05,2.633207471253336e-05,8.74157212694578e-06,2.3309868556651975e-05,2.2731495134140505e-05,9.775657522064489e-06,-9.533518802575852e-07,1.361494454944861e-05,1.303657112693714e-05,3.839287027384121e-06,-3.600579578392853e-06,2.008327400483092,0.9016648423907974,2.4043374181512567
1995-05,1995-05-19,1995-05-19,0,False,range_var,11,3.828873138130534e-05,2.7682730089082533e-05,2.1497778291179223e-05,1.0532037725939507e-05,4.110806567224728e-05,4.124928681942387e-05,-1.0606001292222808e-05,-2.7756693655365836e-05,2.8193342909419412e-06,2.9605554381185257e-06,1.342533558316475e-05,1.9751508528244644e-05,0.7229994071466875,0.2750688608889723,1.0736335258242193
1995-06,1995-06-16,1995-06-16,0,True,range_var,11,3.609218498725091e-05,1.5106477026067058e-05,2.1192974661251494e-05,8.780305844808774e-06,1.528414193305495e-05,1.637427997792738e-05,-2.0985707961183854e-05,-2.7311879142442137e-05,-2.0808043054195962e-05,-1.9717905009323532e-05,1.7766490698789238e-07,-4.818694683324113e-06,0.41855257672549395,0.2432744331746693,0.4234751079341379
1995-07,1995-07-21,1995-07-21,0,False,range_var,9,2.5647474345263962e-05,0.00011051888654882494,7.173091469384927e-05,2.2488353574678324e-05,2.349006538903133e-05,2.014598367706938e-05,8.487141220356098e-05,-3.1591207705856383e-06,-2.1574089562326306e-06,-5.501490668194582e-06,-8.702882115979361e-05,-5.158493101677989e-05,4.309152825772618,0.8768252683263138,0.915882206287068
1995-08,1995-08-18,1995-08-18,0,False,range_var,12,2.369003545577879e-05,1.5842819363429934e-05,2.2275041161194806e-05,9.011874262882669e-06,2.490475001432479e-05,1.9896124805163383e-05,-7.847216092348857e-06,-1.4678161192896122e-05,1.2147145585459992e-06,-3.7939106506154072e-06,9.061930650894856e-06,-2.378916356031423e-06,0.6687545653109329,0.3804077997141356,1.0512753372958625
1995-09,1995-09-15,1995-09-15,0,True,range_var,9,1.894541190234385e-05,2.173367173870214e-05,1.676286917248816e-05,1.4876262078221564e-05,1.158553514434374e-05,2.4485642087349978e-05,2.7882598363582886e-06,-4.069149824122285e-06,-7.3598767580001095e-06,5.540230185006128e-06,-1.0148136594358398e-05,7.722772914861818e-06,1.147173355255123,0.7852171362070588,0.6115219454748526
1995-10,1995-10-20,1995-10-20,0,False,range_var,11,1.645705084340903e-05,1.891235910779646e-05,1.350599280903512e-05,1.3378084242271063e-05,1.7138372876697368e-05,5.098130348685883e-05,2.455308264387428e-06,-3.0789666011379672e-06,6.813220332883371e-07,3.4524252643449804e-05,-1.773986231099091e-06,3.7475310677823714e-05,1.1491949127307197,0.8129089695088911,1.0414000078003771
1995-11,1995-11-17,1995-11-17,0,False,range_var,10,1.9607947151804968e-05,2.2572879716784523e-05,1.9070765367614526e-05,3.5094040375345866e-06,1.410336747259179e-05,1.0592266008414028e-05,2.964932564979555e-06,-1.6098543114270382e-05,-5.504579679213178e-06,-9.01568114339094e-06,-8.469512244192733e-06,-8.478499359200499e-06,1.1512107586798868,0.17897865647865824,0.7192679255713689
1995-12,1995-12-15,1995-12-15,0,True,range_var,9,1.7455694904271564e-05,2.5021803117401223e-05,2.196762416430204e-05,7.485951357276872e-06,5.58395938726455e-05,3.8014426537987675e-05,7.566108213129658e-06,-9.969743546994692e-06,3.838389896837394e-05,2.055873163371611e-05,3.0817790755244284e-05,1.6046802373685636e-05,1.4334464055783975,0.4288543881140471,3.1989327367872966
1996-01,1996-01-19,1996-01-19,0,False,range_var,11,6.908982630822149e-05,5.688061822579663e-05,5.485845870992949e-05,3.7728233379614735e-05,1.592150130740233e-05,2.1100085276167836e-05,-1.2209208082424858e-05,-3.136159292860675e-05,-5.316832500081916e-05,-4.798974103205365e-05,-4.0959116918394303e-05,-3.3758373433761654e-05,0.8232850083027058,0.5460750937671005,0.23044639360321736
1996-02,1996-02-16,1996-02-16,0,False,range_var,9,5.6439088189455026e-05,4.686849408478787e-05,4.9233271748772086e-05,2.1352117397392204e-05,5.4733602621437945e-05,7.43726654361953e-05,-9.570594104667153e-06,-3.508697079206282e-05,-1.7054855680170806e-06,1.7933577246740268e-05,7.865108536650072e-06,2.5139393687423208e-05,0.8304261388394417,0.3783214449836132,0.9697818369727714
1996-03,1996-03-15,1996-03-15,0,True,range_var,10,5.583703979911665e-05,6.0475740159303604e-05,0.0002129770652693176,2.939503733170519e-05,6.455115665991819e-05,4.533007749694769e-05,4.638700360186958e-06,-2.6442002467411456e-05,8.714116860801545e-06,-1.0506962302168957e-05,4.075416500614587e-06,-0.00016764698777236992,1.0830756855462875,0.5264433329105356,1.1560633746371956
1996-04,1996-04-19,1996-04-19,0,False,range_var,10,5.6614939633857e-05,2.7034529488417303e-05,2.7685336579521317e-05,1.6522010135965355e-05,3.456033455225607e-05,3.756920733004664e-05,-2.9580410145439697e-05,-4.009292949789164e-05,-2.205460508160093e-05,-1.9045732303810363e-05,7.525805063838768e-06,9.88387075052532e-06,0.4775158229127573,0.29183127709430295,0.610445489755291
1996-05,1996-05-17,1996-05-17,0,False,range_var,11,8.531189567903427e-05,2.7562946870377506e-05,4.401313884173023e-05,7.05003695778922e-06,3.583255621233903e-05,3.668909974157424e-05,-5.774894880865677e-05,-7.826185872124506e-05,-4.9479339466695244e-05,-4.8622795937460034e-05,8.269609341961523e-06,-7.3240391001559875e-06,0.3230844497240636,0.08263838122075388,0.4200182861619967
1996-06,1996-06-21,1996-06-21,0,True,range_var,9,4.831465471112328e-05,3.703553339701179e-05,3.077973959950091e-05,1.556706875804516e-05,1.5489078387827042e-05,2.669675707662838e-05,-1.1279121314111492e-05,-3.274758595307812e-05,-3.282557632329624e-05,-2.16178976344949e-05,-2.1546455009184746e-05,-4.082982522872529e-06,0.7665486510966465,0.32220180090537254,0.3205875832175006
1996-07,1996-07-19,1996-07-19,0,False,range_var,11,6.592064887933574e-05,0.0003796779186915362,0.00031536677941770424,4.953213715302895e-05,0.0001470373959281061,9.483733315718846e-05,0.0003137572698122004,-1.638851172630679e-05,8.111674704877035e-05,2.8916684277852716e-05,-0.0002326405227634301,-0.00022052944626051578,5.759620470158243,0.7513903154032192,2.2305210647615175
1996-08,1996-08-16,1996-08-16,0,False,range_var,11,4.5655295024902494e-05,2.1552691886677775e-05,3.3089455788029526e-05,1.3391173757419048e-05,9.045996790274713e-06,1.679522005072539e-05,-2.4102603138224718e-05,-3.226412126748344e-05,-3.660929823462778e-05,-2.8860074974177103e-05,-1.2506695096403062e-05,-1.6294235737304135e-05,0.4720743097798831,0.2933104199658525,0.19813685981747814
1996-09,1996-09-20,1996-09-20,0,True,range_var,9,6.627368493503105e-05,2.8405671104071742e-05,2.626408113095231e-05,1.2657053679349202e-05,3.625448054951425e-05,3.324722585561055e-05,-3.786801383095931e-05,-5.361663125568185e-05,-3.0019204385516797e-05,-3.30264590794205e-05,7.84880944544251e-06,6.98314472465824e-06,0.4286116145785192,0.19098158932549283,0.5470418701639269
1996-10,1996-10-18,1996-10-18,0,False,range_var,12,3.2611434382477514e-05,5.1380550632907854e-05,3.823099398115888e-05,2.5212680801004213e-05,2.875099890643123e-05,2.8524049300107487e-05,1.876911625043034e-05,-7.398753581473301e-06,-3.860435476046286e-06,-4.087385082370027e-06,-2.2629551726476625e-05,-9.706944681051394e-06,1.5755378935590516,0.7731239449728488,0.8816232542619916
1996-11,1996-11-15,1996-11-15,0,False,range_var,9,5.040236431846254e-05,2.7738052720760904e-05,2.4205630990713187e-05,4.008264303226188e-05,2.3388865640825273e-05,2.071840624714592e-05,-2.2664311597701636e-05,-1.0319721286200662e-05,-2.7013498677637267e-05,-2.968395807131662e-05,-4.349187079935631e-06,-3.487224743567268e-06,0.550332372217713,0.7952532301660199,0.4640430257010356
1996-12,1996-12-20,1996-12-20,0,True,range_var,10,0.00012108200090541076,8.369768146198368e-05,0.00010468251427597197,5.980222533836983e-05,2.4313346462465077e-05,2.996683343634647e-05,-3.738431944342708e-05,-6.127977556704092e-05,-9.676865444294568e-05,-9.111516746906429e-05,-5.93843349995186e-05,-7.47156808396255e-05,0.6912479215417682,0.49389855545158456,0.20080066633073448
1997-01,1997-01-17,1997-01-17,0,False,range_var,11,9.235243394970722e-05,4.3000930865611706e-05,8.596849045201837e-05,2.468949772925339e-05,6.715508545343146e-05,0.00014746029392547844,-4.9351503084095516e-05,-6.766293622045383e-05,-2.5197348496275765e-05,5.510785997577122e-05,2.415415458781975e-05,6.149180347346007e-05,0.46561773227361736,0.26733997874597065,0.727160970007595
1997-02,1997-02-21,1997-02-21,0,False,range_var,8,0.00010081300929948899,6.516871460136835e-05,5.095581515154138e-05,2.17667262263394e-05,0.00010529168227037346,9.395294708399358e-05,-3.564429469812064e-05,-7.90462830731496e-05,4.47867297088447e-06,-6.860062215495409e-06,4.012296766900511e-05,4.29971319324522e-05,0.6464315970151154,0.21591187861158048,1.044425545889415
1997-03,1997-03-21,1997-03-21,0,True,range_var,9,6.263229828699137e-05,0.00010162978258043965,9.710634373752323e-05,9.648180269720902e-06,0.00010018288969357971,0.00022741792236412837,3.899748429344827e-05,-5.298411801727047e-05,3.755059140658834e-05,0.000164785624077137,-1.4468928868599344e-06,0.00013031157862660516,1.6226417576879497,0.15404480649123511,1.5995403718785062
1997-04,1997-04-18,1997-04-18,0,False,range_var,11,9.518810161007579e-05,8.683651252825559e-05,0.00011829437775660006,3.3136341259054146e-05,0.00011822421152137635,0.00010210038007894712,-8.351589081820204e-06,-6.205176035102165e-05,2.303610991130056e-05,6.912278468871325e-06,3.1387698993120766e-05,-1.6193997677652947e-05,0.9122622581966046,0.3481143199471752,1.242006191127381
1997-05,1997-05-16,1997-05-16,0,False,range_var,10,0.00013577097086246134,5.9046681043751474e-05,7.78849212191469e-05,8.878389697966498e-05,0.00010650624200690235,8.365165805080507e-05,-7.672428981870988e-05,-4.698707388279637e-05,-2.9264728855558992e-05,-5.211931281165628e-05,4.745956096315088e-05,5.7667368316581595e-06,0.43489915899302894,0.6539240046357538,0.7844551845681008
1997-06,1997-06-20,1997-06-20,0,True,range_var,10,6.012972806060784e-05,5.050058551380506e-05,4.3613154730749003e-05,3.175541437464053e-05,0.0002349676782629623,0.00018507593622860542,-9.629142546802784e-06,-2.8374313685967314e-05,0.00017483795020235447,0.0001249462081679976,0.00018446709274915724,0.0001414627814978564,0.8398605339259629,0.5281150505559016,3.9076790439851368
1997-07,1997-07-18,1997-07-18,0,False,range_var,11,7.780195565158208e-05,5.8429264036372504e-05,5.095849524062094e-05,0.000197537751843058,9.023001647892654e-05,8.615797785894175e-05,-1.937269161520957e-05,0.00011973579619147591,1.242806082734446e-05,8.356022207359675e-06,3.180075244255403e-05,3.519948261832081e-05,0.7509999401304813,2.5389818313524763,1.1597396970713774
1997-08,1997-08-15,1997-08-15,0,False,range_var,10,0.00010012945033491156,0.00017406345125452278,0.0001723512997227088,0.00027299865162250063,0.00015375809876896752,0.00017140657476497146,7.393400091961122e-05,0.00017286920128758906,5.362864843405596e-05,7.12771244300599e-05,-2.030535248555526e-05,-9.447249577373246e-07,1.7383841684171621,2.726457108367005,1.5355931572047945
1997-09,1997-09-19,1997-09-19,0,True,range_var,10,0.00010776266706517274,0.00010795673462549242,0.00011058941036987778,3.6395398148769284e-05,6.910229245803387e-05,5.490807502107945e-05,1.9406756031967577e-07,-7.136726891640346e-05,-3.8660374607138874e-05,-5.2854592044093295e-05,-3.885444216745855e-05,-5.568133534879833e-05,1.0018008793360906,0.3377366126875652,0.6412451950195531
1997-10,1997-10-17,1997-10-17,0,False,range_var,12,0.0005737511946571806,0.00011105379721104124,7.604313920140282e-05,0.00022935132965355885,7.101487350306274e-05,0.00010927350517980898,-0.0004626973974461394,-0.0003443998650036218,-0.0005027363211541179,-0.00046447768947737166,-4.00389237079785e-05,3.3230365978406155e-05,0.19355741346629607,0.3997400472352785,0.12377294228641127
1997-11,1997-11-21,1997-11-21,0,False,range_var,9,0.00011185992084354467,0.00011282872986217311,0.00010766055078881062,5.206765614507949e-05,6.261081338035296e-05,7.351620021156101e-05,9.688090186284377e-07,-5.9792264698465186e-05,-4.924910746319171e-05,-3.834372063198366e-05,-5.0217916481820146e-05,-3.414435057724961e-05,1.0086609127855855,0.4654719559287464,0.5597251715198776
1997-12,1997-12-19,1997-12-19,0,True,range_var,11,7.174775035851472e-05,6.707127174727916e-05,7.20534269435422e-05,0.0004988164366857469,0.00010211231979344119,7.86057276568654e-05,-4.676478611235558e-06,0.0004270686863272322,3.0364569434926467e-05,6.857977298350677e-06,3.5041048046162025e-05,6.552300713323194e-06,0.9348205541237493,6.9523634426615795,1.4232128433741607
1998-01,1998-01-16,1998-01-16,0,False,range_var,9,7.422552184498339e-05,5.01908686528974e-05,0.00022694115783335913,4.147196630405972e-05,7.21511773154604e-05,8.196974034991984e-05,-2.4034653192085992e-05,-3.275355554092367e-05,-2.0743445295229876e-06,7.744218504936447e-06,2.1960308662563004e-05,-0.0001449714174834393,0.6761942173706604,0.5587291981681453,0.9720534867527754
1998-02,1998-02-20,1998-02-20,0,False,range_var,8,4.281576010147734e-05,3.134757944545577e-05,5.119335985809505e-05,6.133299307344425e-05,4.1450052392135075e-05,3.8406850712778364e-05,-1.1468180656021568e-05,1.8517232971966912e-05,-1.365707709342265e-06,-4.408909388698977e-06,1.0102472946679303e-05,-1.278650914531669e-05,0.7321504831669248,1.4324863771676444,0.968102686811926
1998-03,1998-03-20,1998-03-20,0,True,range_var,11,4.013603819848554e-05,2.2650309510369586e-05,2.590625077416661e-05,5.179018678444595e-05,6.996572493493832e-05,6.845260964732209e-05,-1.7485728688115957e-05,1.165414858596041e-05,2.9829686736452774e-05,2.8316571448836545e-05,4.731541542456873e-05,4.254635887315548e-05,0.5643384481138014,1.2903661923064484,1.743214529270065
1998-04,1998-04-17,1998-04-17,0,False,range_var,10,7.726430096593545e-05,2.677285633372621e-05,3.049429469294014e-05,0.00011618100621036663,2.3016800915679682e-05,4.8982006176931335e-05,-5.049144463220924e-05,3.891670524443118e-05,-5.424750005025577e-05,-2.8282294789004118e-05,-3.7560554180465277e-06,1.8487711483991193e-05,0.34651004408271185,1.5036828749876208,0.2978969670071487
1998-05,1998-05-15,1998-05-15,0,False,range_var,9,9.226727134141782e-05,5.197858678190989e-05,6.21160587278442e-05,5.735610927453109e-05,6.401062536228488e-05,5.8145136498569595e-05,-4.028868455950793e-05,-3.4911162066886724e-05,-2.8256645979132932e-05,-3.412213484284822e-05,1.2032038580374995e-05,-3.970922229274607e-06,0.5633480434202159,0.6216300584233765,0.6937522312264499
1998-06,1998-06-19,1998-06-19,0,True,range_var,11,8.410588952411361e-05,5.989826281952273e-05,0.00010016030512022191,7.660775521296472e-05,6.16638803377997e-05,5.464616741516769e-05,-2.420762670459088e-05,-7.498134311148888e-06,-2.2442009186313913e-05,-2.945972210894592e-05,1.7656175182769653e-06,-4.551413770505422e-05,0.7121767947338524,0.9108488792690418,0.7331695876080156
1998-07,1998-07-17,1998-07-17,0,False,range_var,11,8.867648999694263e-05,3.809376071870917e-05,4.495017045318382e-05,1.2108243466542167e-05,9.738002358222086e-05,0.00012498994604479414,-5.0582729278233456e-05,-7.656824653040045e-05,8.70353358527823e-06,3.631345604785152e-05,5.9286262863511687e-05,8.003977559161032e-05,0.4295812872162911,0.13654400920649468,1.0981492793138103
1998-08,1998-08-21,1998-08-21,0,False,range_var,10,0.0004829708334692649,6.97112050637545e-05,0.00017010583110579867,0.0003257612648724515,0.00013016764448239135,0.00027146953437174416,-0.0004132596284055104,-0.0001572095685968134,-0.0003528031889868735,-0.00021150129909752074,6.045643941863686e-05,0.00010136370326594549,0.14433833315152095,0.6744946947053733,0.2695145036965776
1998-09,1998-09-18,1998-09-18,0,True,range_var,10,0.0004537536421211712,0.00011294584894946941,0.0002660802495471163,6.001452594945329e-05,0.0003723352879469214,0.00035855861106481423,-0.0003408077931717018,-0.0003937391161717179,-8.141835417424981e-05,-9.519503105635699e-05,0.000259389438997452,9.247836151769794e-05,0.24891447354886054,0.13226235643840165,0.8205670508921057
1998-10,1998-10-16,1998-10-16,0,False,range_var,11,0.00037605932529739057,0.0007380850900055189,0.0006375276182077024,9.854249957908312e-05,0.00012679183595942575,0.00011886555070946411,0.0003620257647081283,-0.0002775168257183074,-0.00024926748933796485,-0.0002571937745879265,-0.0006112932540460931,-0.0005186620674982383,1.9626825885033845,0.2620397712545885,0.3371591326957729
1998-11,1998-11-20,1998-11-20,0,False,range_var,9,9.453210805507186e-05,9.8980983712864e-05,7.823946571311152e-05,2.190175377184795e-05,7.256660750269901e-05,0.00010100258571020957,4.448875657792149e-06,-7.26303542832239e-05,-2.196550055237285e-05,6.470477655137717e-06,-2.6414376210165e-05,2.276311999709806e-05,1.047062059117526,0.23168587078465,0.7676397892282658
