Date,Open,High,Low,Close,Volume
1993-01-29,24.130406707991575,24.130406707991575,24.01035493332495,24.113256454467773,1003200
1993-02-01,24.130429979098047,24.28478240966797,24.130429979098047,24.28478240966797,480500
1993-02-02,24.267620647180408,24.35337195688776,24.216169861355997,24.33622169494629,201300
1993-02-03,24.370512488829377,24.61061606014789,24.353362233735197,24.59346580505371,529400
1993-02-04,24.679217008749642,24.747818028926847,24.404812928040823,24.696367263793945,531500
1993-02-05,24.679208755493164,24.730659503419837,24.54200676102204,24.679208755493164,492100
1993-02-08,24.679208755493164,24.764960002037615,24.644908256875382,24.679208755493164,596100
1993-02-09,24.593468417146976,24.593468417146976,24.45626636182119,24.50771713256836,122100
1993-02-10,24.50771456544504,24.559165330802866,24.439113544967938,24.542015075683594,379600
1993-02-11,24.576318036531706,24.764970861655115,24.576318036531706,24.66206932067871,19500
1993-02-12,24.62776000163901,24.62776000163901,24.47340774536133,24.473407745361328,42500
1993-02-16,24.40483043624033,24.40483043624033,23.821721346407465,23.856021881103516,374800
1993-02-17,23.85599836445541,23.89029886533888,23.75309686180499,23.838848114013672,210900
1993-02-18,24.113245692847016,24.113245692847016,23.495836841536565,23.821691513061523,378100
1993-02-19,23.821696567398575,23.907447814941406,23.787396068381444,23.907447814941406,34900
1993-02-22,23.976055769685168,24.027506533139427,23.907454751746155,23.993206024169922,513600
1993-02-23,24.061804501283834,24.078954753957593,23.856001469198727,23.97605323791504,373700
1993-02-24,23.993227818591446,24.28478240966797,23.993227818591446,24.28478240966797,26300
1993-02-25,24.267620647180408,24.35337195688776,24.216169861355997,24.33622169494629,44500
1993-02-26,24.387671806877723,24.387671806877723,24.2504697151372,24.370521545410156,66200
1993-03-01,24.45627228676978,24.45627228676978,24.267619414992456,24.30191993713379,66500
1993-03-02,24.31906418409069,24.66206932067871,24.284763670431886,24.66206932067871,182400
1993-03-03,24.69636024200355,24.78211149284384,24.662059741667434,24.76496124267578,280100
1993-03-04,24.799272043127203,24.799272043127203,24.627769470214844,24.627769470214844,89500
1993-03-05,24.662075149280398,24.764976714576424,24.542023323101702,24.559173583984375,40000
1993-03-08,24.610613838571016,25.10797119140625,24.610613838571016,25.10797119140625,50800
1993-03-09,25.056521119607318,25.073671373624844,24.970769849519684,25.022220611572266,169300
1993-03-10,25.022220578956865,25.073671340942383,24.91931905498583,25.073671340942383,194400
1993-03-11,25.09081908672108,25.159420095844034,24.970767320755908,25.005067825317383,70900
1993-03-12,24.799274492164656,24.816424751149558,24.593471384345865,24.74782371520996,643600
1993-03-15,24.730666390780744,24.867868423461914,24.730666390780744,24.867868423461914,310800
1993-03-16,24.867868423461914,24.936469439802497,24.867868423461914,24.867868423461914,30800
1993-03-17,24.833566097812795,24.833566097812795,24.679213822342966,24.71351432800293,21800
1993-03-18,24.816417661206476,24.97076994797279,24.816417661206476,24.867868423461914,59300
1993-03-19,24.96809413547238,24.96809413547238,24.830244064331055,24.830244064331055,66900
1993-03-22,24.589002903407884,24.744084211137856,24.571771646993444,24.69239044189453,183400
1993-03-23,24.761322295101238,24.77855355626693,24.70962851160416,24.744091033935547,55200
1993-03-24,24.70962851160416,24.847478600929705,24.589009683444306,24.744091033935547,37200
1993-03-25,24.761316052605125,24.95085987764246,24.726853538961972,24.899166107177734,110100
1993-03-26,24.881927431832608,24.899158683516703,24.74407741835985,24.761308670043945,101500
1993-03-29,24.778549746845798,24.985324849044787,24.778549746845798,24.86470603942871,87100
1993-03-30,24.899169378801304,24.933631896972656,24.86470686062995,24.933631896972656,56000
1993-03-31,25.002564861566693,25.071489919765362,24.91640853881836,24.91640853881836,111600
1993-04-01,24.950862876579713,24.950862876579713,24.778550287653058,24.830244064331055,129500
1993-04-02,24.623454021613366,24.623454021613366,24.313291549682617,24.313291549682617,59400
1993-04-05,24.502839189322277,24.502839189322277,24.36498917981835,24.433914184570312,172200
1993-04-06,24.485620498657227,24.485620498657227,24.29607663835798,24.365001678466797,129700
1993-04-07,24.399468548958197,24.451162338256836,24.347774759659558,24.451162338256836,28000
1993-04-08,24.554544716715895,24.554544716715895,24.31330708441132,24.41669464111328,180800
1993-04-12,24.657921159939377,24.77853992172804,24.623458656571188,24.761308670043945,348500
1993-04-13,24.744076628155177,24.899157888359493,24.726845377021363,24.81300163269043,146100
1993-04-14,24.83024488006082,24.847476139519575,24.761319842225817,24.77855110168457,119600
1993-04-15,24.761319842225817,24.83024488006082,24.675163544932058,24.77855110168457,148600
