event_month,expiration_date,is_quad_witching,offset,value,control_mean,ratio_control
1999-11,1999-11-19,False,-2,4.715087812669096e-05,8.437632403710414e-05,0.5588164531315273
1999-11,1999-11-19,False,-1,3.3669805304166205e-05,8.437632403710414e-05,0.3990432824421226
1999-11,1999-11-19,False,0,1.667273475950896e-05,8.437632403710414e-05,0.19759968154309723
1999-11,1999-11-19,False,1,4.010518870339991e-05,8.437632403710414e-05,0.4753132962484099
1999-11,1999-11-19,False,2,0.00010962428184399158,8.437632403710414e-05,1.2992303598789723
1999-11,1999-11-19,False,3,0.00010745846571577394,8.437632403710414e-05,1.273561830787029
1999-11,1999-11-19,False,4,4.7192375952078433e-05,8.437632403710414e-05,0.5593082714924364
1999-11,1999-11-19,False,5,3.9871757512434295e-05,8.437632403710414e-05,0.4725467477689696
1999-12,1999-12-17,True,-5,6.729628131332123e-05,5.107946026698688e-05,1.3174822318319488
1999-12,1999-12-17,True,-4,3.696246986113715e-05,5.107946026698688e-05,0.7236268681763329
1999-12,1999-12-17,True,-3,6.223181977077678e-05,5.107946026698688e-05,1.2183335423964488
1999-12,1999-12-17,True,-2,8.543612082632308e-05,5.107946026698688e-05,1.6726120514930582
1999-12,1999-12-17,True,-1,4.029972718604804e-05,5.107946026698688e-05,0.7889614920636528
1999-12,1999-12-17,True,0,2.768013927526014e-05,5.107946026698688e-05,0.5419035191558214
1999-12,1999-12-17,True,1,7.826065179455535e-05,5.107946026698688e-05,1.5321354490727837
1999-12,1999-12-17,True,2,0.00013092193112823646,5.107946026698688e-05,2.563103259978111
1999-12,1999-12-17,True,3,2.598797649983615e-05,5.107946026698688e-05,0.508775471862854
1999-12,1999-12-17,True,4,3.7414397096635127e-05,5.107946026698688e-05,0.7324744016689697
1999-12,1999-12-17,True,5,5.003906766163957e-05,5.107946026698688e-05,0.9796318794304151
2000-01,2000-01-21,False,-5,0.00010525925367988259,0.0002767093866536421,0.3803963969304586
2000-01,2000-01-21,False,-4,3.76993094243937e-05,0.0002767093866536421,0.1362415271860005
2000-01,2000-01-21,False,-3,3.5009788657933315e-05,0.0002767093866536421,0.12652186859766765
2000-01,2000-01-21,False,-2,6.768343795236344e-05,0.0002767093866536421,0.244601163592195
2000-01,2000-01-21,False,-1,0.0001699881490450152,0.0002767093866536421,0.6143201396264516
2000-01,2000-01-21,False,0,3.555598760703132e-05,0.0002767093866536421,0.12849577687632566
2000-01,2000-01-21,False,1,0.0007350302455422152,0.0002767093866536421,2.6563256651002396
2000-01,2000-01-21,False,2,0.00015774024761999744,0.0002767093866536421,0.5700574509871664
2000-01,2000-01-21,False,3,3.840586904835551e-05,0.0002767093866536421,0.13879496287716558
2000-01,2000-01-21,False,4,0.00030767850793246034,0.0002767093866536421,1.1119193015218611
2000-01,2000-01-21,False,5,0.000390076813726101,0.0002767093866536421,1.40969852321765
2000-02,2000-02-18,False,-5,0.00028088714220053803,9.260783865786352e-05,3.0330817160982013
2000-02,2000-02-18,False,-4,4.024351603478732e-05,9.260783865786352e-05,0.43455841987054256
2000-02,2000-02-18,False,-3,0.00021701478446376063,9.260783865786352e-05,2.343373818122614
2000-02,2000-02-18,False,-2,8.448527163988522e-05,9.260783865786352e-05,0.9122907181973348
2000-02,2000-02-18,False,-1,9.146860578245131e-05,9.260783865786352e-05,0.9876983105110457
2000-02,2000-02-18,False,0,0.0003484236754795378,9.260783865786352e-05,3.7623561949952973
2000-02,2000-02-18,False,1,0.00015669882396652986,9.260783865786352e-05,1.6920686870303525
2000-02,2000-02-18,False,2,0.00017191678582206994,9.260783865786352e-05,1.8563956174078373
2000-02,2000-02-18,False,3,0.0003065826944575843,9.260783865786352e-05,3.3105479935693514
2000-02,2000-02-18,False,4,0.000255915677990153,9.260783865786352e-05,2.7634343020964423
2000-02,2000-02-18,False,5,0.00031313349778834743,9.260783865786352e-05,3.3812850221589597
2000-03,2000-03-17,True,-5,0.00011094246521789647,0.000187042981714686,0.593138882843128
2000-03,2000-03-17,True,-4,0.00043254818216416515,0.000187042981714686,2.3125603441457696
2000-03,2000-03-17,True,-3,0.0002931365181033683,0.000187042981714686,1.5672147407835735
2000-03,2000-03-17,True,-2,0.0003612541767738435,0.000187042981714686,1.9313965884317326
2000-03,2000-03-17,True,-1,0.0006210543556255109,0.000187042981714686,3.320383100889948
2000-03,2000-03-17,True,0,0.00011002544644053838,0.000187042981714686,0.5882361659972379
2000-03,2000-03-17,True,1,0.00011101639368940712,0.000187042981714686,0.593534131415584
2000-03,2000-03-17,True,2,0.00045935916228247354,0.000187042981714686,2.455901622564896
2000-03,2000-03-17,True,3,7.476588705484973e-05,0.000187042981714686,0.39972570138395824
2000-03,2000-03-17,True,4,0.00029300966814224503,0.000187042981714686,1.5665365546257162
2000-03,2000-03-17,True,5,0.00024802862887226364,0.000187042981714686,1.3260515128581767
2000-04,2000-04-20,False,-5,0.00032405290128307917,0.000421587092667802,0.7686499584996146
2000-04,2000-04-20,False,-4,0.0016399668832234487,0.000421587092667802,3.8899836160678984
2000-04,2000-04-20,False,-3,0.000699152960992765,0.000421587092667802,1.658383221764516
2000-04,2000-04-20,False,-2,0.0003924053313573309,0.000421587092667802,0.9307811794573477
2000-04,2000-04-20,False,-1,0.00011730234078100729,0.000421587092667802,0.27823987693436814
2000-04,2000-04-20,False,0,4.296774834074625e-05,0.000421587092667802,0.1019190318869737
2000-04,2000-04-20,False,1,0.00014168536601302258,0.000421587092667802,0.3360761476743464
2000-04,2000-04-20,False,2,0.00023306936188205782,0.000421587092667802,0.5528379922810148
2000-04,2000-04-20,False,3,0.0001255907063312542,0.000421587092667802,0.29789978990228694
2000-04,2000-04-20,False,4,0.00032295649938340925,0.000421587092667802,0.7660493051144934
2000-04,2000-04-20,False,5,0.00013153563902648508,0.000421587092667802,0.3120011056176505
2000-05,2000-05-19,False,-5,6.03413916559937e-05,0.00014521086898823621,0.4155432170912913
2000-05,2000-05-19,False,-4,0.0002272364917895922,0.00014521086898823621,1.5648724738917512
2000-05,2000-05-19,False,-3,9.728540268145655e-05,0.00014521086898823621,0.6699595103265845
2000-05,2000-05-19,False,-2,5.044878991209216e-05,0.00014521086898823621,0.34741745066052254
2000-05,2000-05-19,False,-1,0.0001483544404627156,0.00014521086898823621,1.0216483207929432
2000-05,2000-05-19,False,0,0.00014343781427887596,0.00014521086898823621,0.9877897934106855
2000-05,2000-05-19,False,1,0.00037159366030297693,0.00014521086898823621,2.558993434114635
2000-05,2000-05-19,False,2,0.00019666191644799675,0.00014521086898823621,1.3543195341936056
2000-05,2000-05-19,False,3,0.000329308530036429,0.00014521086898823621,2.2677953264166946
2000-05,2000-05-19,False,4,0.0003094699921127029,0.00014521086898823621,2.131176503996912
2000-05,2000-05-19,False,5,0.00010466005461482998,0.00014521086898823621,0.7207453226060418
2000-06,2000-06-16,True,-5,9.19436940323349e-05,5.574259607610879e-05,1.6494332970570391
2000-06,2000-06-16,True,-4,7.425715322605397e-05,5.574259607610879e-05,1.332143790444674
2000-06,2000-06-16,True,-3,0.0001648265582838497,5.574259607610879e-05,2.9569228899709277
2000-06,2000-06-16,True,-2,4.687105231987188e-05,5.574259607610879e-05,0.8408480339860015
2000-06,2000-06-16,True,-1,6.000062845245146e-05,5.574259607610879e-05,1.0763874070473667
2000-06,2000-06-16,True,0,9.904561049005864e-05,5.574259607610879e-05,1.776838853268075
2000-06,2000-06-16,True,1,0.00013964620721377378,5.574259607610879e-05,2.505197408156345
2000-06,2000-06-16,True,2,5.793915655650188e-05,5.574259607610879e-05,1.0394054212579908
2000-06,2000-06-16,True,3,3.958068510730347e-05,5.574259607610879e-05,0.7100617461960604
2000-06,2000-06-16,True,4,0.00012164311873235437,5.574259607610879e-05,2.1822291621701213
2000-06,2000-06-16,True,5,8.684823732539754e-05,5.574259607610879e-05,1.5580228306341941
2000-07,2000-07-21,False,-5,3.967873182020802e-05,6.581314821098765e-05,0.6028997684931227
2000-07,2000-07-21,False,-4,2.6486950323146744e-05,6.581314821098765e-05,0.40245681969556185
2000-07,2000-07-21,False,-3,2.6320585821598698e-05,6.581314821098765e-05,0.3999289889190321
2000-07,2000-07-21,False,-2,4.451920709842081e-05,6.581314821098765e-05,0.6764485259951176
2000-07,2000-07-21,False,-1,5.28601999151365e-05,6.581314821098765e-05,0.8031860099698342
2000-07,2000-07-21,False,0,6.937211430519256e-05,6.581314821098765e-05,1.0540768249346677
2000-07,2000-07-21,False,1,8.721304748333783e-05,6.581314821098765e-05,1.325161458676086
2000-07,2000-07-21,False,2,1.8762771550161286e-05,6.581314821098765e-05,0.28509153657276043
2000-07,2000-07-21,False,3,3.865742687734314e-05,6.581314821098765e-05,0.5873815176477031
2000-07,2000-07-21,False,4,6.381937229689685e-05,6.581314821098765e-05,0.969705507663924
2000-07,2000-07-21,False,5,0.0003367093402714833,6.581314821098765e-05,5.116140914457408
2000-08,2000-08-18,False,-5,9.946781872037832e-05,5.449762659843816e-05,1.8251770752018208
2000-08,2000-08-18,False,-4,0.00010248483844713375,5.449762659843816e-05,1.880537646204043
2000-08,2000-08-18,False,-3,2.5320646051976888e-05,5.449762659843816e-05,0.46461924367000873
2000-08,2000-08-18,False,-2,7.132533240764107e-05,5.449762659843816e-05,1.3087786911014796
2000-08,2000-08-18,False,-1,7.084867396143559e-05,5.449762659843816e-05,1.3000322836713414
2000-08,2000-08-18,False,0,2.1489031618649224e-05,5.449762659843816e-05,0.3943113298674382
2000-08,2000-08-18,False,1,2.75914391897783e-05,5.449762659843816e-05,0.5062869873780712
2000-08,2000-08-18,False,2,2.35887008627309e-05,5.449762659843816e-05,0.43283904887349584
2000-08,2000-08-18,False,3,6.388189072521575e-05,5.449762659843816e-05,1.1721958314978533
2000-08,2000-08-18,False,4,1.5818446411686835e-05,5.449762659843816e-05,0.2902593635543786
2000-08,2000-08-18,False,5,7.448884475699812e-06,5.449762659843816e-05,0.13668273171942663
2000-09,2000-09-15,True,-5,2.2039249578411147e-05,8.419489474201897e-05,0.2617646787960418
2000-09,2000-09-15,True,-4,0.0001002753434038226,8.419489474201897e-05,1.190990780510809
2000-09,2000-09-15,True,-3,5.312600212400538e-05,8.419489474201897e-05,0.6309884024059702
2000-09,2000-09-15,True,-2,4.657560987202238e-05,8.419489474201897e-05,0.5531880527285461
2000-09,2000-09-15,True,-1,5.151442906499997e-05,8.419489474201897e-05,0.6118474192864661
2000-09,2000-09-15,True,0,8.435747294843385e-05,8.419489474201897e-05,1.0019309746382252
2000-09,2000-09-15,True,1,0.00013016325454638476,8.419489474201897e-05,1.5459756193676248
2000-09,2000-09-15,True,2,4.412302510969798e-05,8.419489474201897e-05,0.5240582014490909
2000-09,2000-09-15,True,3,0.00014260009688916867,8.419489474201897e-05,1.6936905417615722
2000-09,2000-09-15,True,4,0.00014990292017373768,8.419489474201897e-05,1.780427668839711
2000-09,2000-09-15,True,5,0.0001456142144063074,8.419489474201897e-05,1.7294898325187407
2000-10,2000-10-20,False,-5,0.0004507264180370525,0.0002030399838473534,2.2198899423470757
2000-10,2000-10-20,False,-4,4.567468407028824e-05,0.0002030399838473534,0.2249541356574709
2000-10,2000-10-20,False,-3,0.0003345177229261314,0.0002030399838473534,1.6475460477657626
2000-10,2000-10-20,False,-2,0.0007251129247579819,0.0002030399838473534,3.5712814344150354
2000-10,2000-10-20,False,-1,0.00017238120672312813,0.0002030399838473534,0.8490012826868883
2000-10,2000-10-20,False,0,0.00014602629790205733,0.0002030399838473534,0.7191997119731881
2000-10,2000-10-20,False,1,8.069028779075835e-05,0.0002030399838473534,0.3974108264873669
2000-10,2000-10-20,False,2,0.00015774024761999744,0.0002030399838473534,0.7768925343226359
2000-10,2000-10-20,False,3,0.00022432145802154152,0.0002030399838473534,1.1048142034437298
2000-10,2000-10-20,False,4,0.0002568637346673766,0.0002030399838473534,1.265089416380609
2000-10,2000-10-20,False,5,0.00013372610437930462,0.0002030399838473534,0.6586195578100551
2000-11,2000-11-17,False,-5,0.0001634349459458691,0.00013203892237866703,1.2377785504577443
2000-11,2000-11-17,False,-4,0.00031175760637106313,0.00013203892237866703,2.3611038378289013
2000-11,2000-11-17,False,-3,0.0001299201081004476,0.00013203892237866703,0.9839531083710075
2000-11,2000-11-17,False,-2,0.00010402536605804867,0.00013203892237866703,0.7878386477566073
2000-11,2000-11-17,False,-1,0.00012330473358356143,0.00013203892237866703,0.933851408071498
2000-11,2000-11-17,False,0,0.00020188607896506953,0.00013203892237866703,1.5289891444743222
2000-11,2000-11-17,False,1,8.37611942463178e-05,0.00013203892237866703,0.6343674481536873
2000-11,2000-11-17,False,2,0.00014160000582207058,0.00013203892237866703,1.0724110987212079
2000-11,2000-11-17,False,3,0.0001530552105971802,0.00013203892237866703,1.1591673715591355
2000-11,2000-11-17,False,4,3.6109953968958905e-05,0.00013203892237866703,0.273479617361623
2000-11,2000-11-17,False,5,3.6867995523836426e-05,0.00013203892237866703,0.2792206635714942
2000-12,2000-12-15,True,-5,0.000604343171870464,0.00014996044222525897,4.030017269238686
2000-12,2000-12-15,True,-4,0.00015285695996904188,0.00014996044222525897,1.0193152120706073
2000-12,2000-12-15,True,-3,3.9083194261046565e-05,0.00014996044222525897,0.26062335960798794
2000-12,2000-12-15,True,-2,0.00021663041459978814,0.00014996044222525897,1.444583727449821
2000-12,2000-12-15,True,-1,0.0001201484017918792,0.00014996044222525897,0.8012006367079231
2000-12,2000-12-15,True,0,0.00013625440308235356,0.00014996044222525897,0.9086023024504205
2000-12,2000-12-15,True,1,5.948670407047873e-05,0.00014996044222525897,0.3966826396865542
2000-12,2000-12-15,True,2,0.0005041894557064995,0.00014996044222525897,3.3621496991129507
2000-12,2000-12-15,True,3,0.00017939344448226045,0.00014996044222525897,1.1962717755445766
2000-12,2000-12-15,True,4,0.00024695689278512697,0.00014996044222525897,1.6468135804385495
2000-12,2000-12-15,True,5,0.00010959292131136194,0.00014996044222525897,0.7308122041060664
2001-01,2001-01-19,False,-5,0.0001177913020733797,0.000310714225947746,0.3790985163749442
2001-01,2001-01-19,False,-4,0.00012206651242006616,0.000310714225947746,0.39285781668907094
2001-01,2001-01-19,False,-3,5.75540062507923e-05,0.000310714225947746,0.18523132011493862
2001-01,2001-01-19,False,-2,0.00011657978357740612,0.000310714225947746,0.37519937563789496
2001-01,2001-01-19,False,-1,0.00015291441670871336,0.000310714225947746,0.49213844728959905
2001-01,2001-01-19,False,0,0.00010578660609197276,0.000310714225947746,0.34046270578471455
2001-01,2001-01-19,False,1,9.790325307428787e-05,0.000310714225947746,0.3150909900428976
2001-01,2001-01-19,False,2,0.00012295376112309389,0.000310714225947746,0.39571333030555056
2001-01,2001-01-19,False,3,4.1711555449023786e-05,0.000310714225947746,0.13424411232473976
2001-01,2001-01-19,False,4,4.9203709447365055e-05,0.000310714225947746,0.15835679649775622
2001-01,2001-01-19,False,5,5.508176328540149e-05,0.000310714225947746,0.17727467455791612
2001-02,2001-02-16,False,-5,9.000724859289163e-05,0.00011381389396261055,0.7908283027594176
2001-02,2001-02-16,False,-4,6.646413096789185e-05,0.00011381389396261055,0.5839720323577211
2001-02,2001-02-16,False,-3,9.589463600027876e-05,0.00011381389396261055,0.8425564986976148
2001-02,2001-02-16,False,-2,8.240589275673752e-05,0.00011381389396261055,0.7240407114425679
2001-02,2001-02-16,False,-1,4.7907612107301945e-05,0.00011381389396261055,0.420929382514935
2001-02,2001-02-16,False,0,8.413521993202755e-05,0.00011381389396261055,0.7392350529687276
2001-02,2001-02-16,False,1,0.0001984063465739878,0.00011381389396261055,1.743252424340802
2001-02,2001-02-16,False,2,0.0002488210577071251,0.00011381389396261055,2.186209864578276
2001-02,2001-02-16,False,3,0.00028705729008384086,0.00011381389396261055,2.5221638596966307
2001-02,2001-02-16,False,4,0.0003299094268554557,0.00011381389396261055,2.8986744532599467
2001-02,2001-02-16,False,5,0.0002209602880798366,0.00011381389396261055,1.941417522823928
2001-03,2001-03-16,True,-5,0.00020769548139625008,0.00016225534440583302,1.280053252833153
2001-03,2001-03-16,True,-4,0.0005640896878939951,0.00016225534440583302,3.4765553637672117
2001-03,2001-03-16,True,-3,0.00021575480769746695,0.00016225534440583302,1.3297238897587318
2001-03,2001-03-16,True,-2,0.00032731311802331505,0.00016225534440583302,2.017271722061984
2001-03,2001-03-16,True,-1,5.8174866727907465e-05,0.00016225534440583302,0.35853898644102905
2001-03,2001-03-16,True,0,0.00017949385501462046,0.00016225534440583302,1.1062430989371326
2001-03,2001-03-16,True,1,0.00021983660073512741,0.00016225534440583302,1.3548804912414605
2001-03,2001-03-16,True,2,0.0005048317586676639,0.00016225534440583302,3.1113413275619375
2001-03,2001-03-16,True,3,0.00031568421590315136,0.00016225534440583302,1.9456013424960727
2001-03,2001-03-16,True,4,0.0006163947823690288,0.00016225534440583302,3.7989182089885576
2001-03,2001-03-16,True,5,0.0002816920789735698,0.00016225534440583302,1.736103547190419
2001-04,2001-04-20,False,-5,0.00023221411090785339,0.0002375201789412759,0.9776605589593532
2001-04,2001-04-20,False,-4,0.00010172690872460791,0.0002375201789412759,0.42828743721079254
2001-04,2001-04-20,False,-3,0.00017951370260597957,0.0002375201789412759,0.755782954552094
2001-04,2001-04-20,False,-2,0.0006686429292779696,0.0002375201789412759,2.815099467583694
2001-04,2001-04-20,False,-1,0.00011845421919510808,0.0002375201789412759,0.49871223456931846
2001-04,2001-04-20,False,0,7.041709670127457e-05,0.0002375201789412759,0.2964678496587205
2001-04,2001-04-20,False,1,9.361772106303618e-05,0.0002375201789412759,0.3941463899207573
2001-04,2001-04-20,False,2,0.00015661810637792808,0.0002375201789412759,0.6593886341616898
2001-04,2001-04-20,False,3,0.00017838758639383582,0.0002375201789412759,0.7510418154321956
2001-04,2001-04-20,False,4,6.899608893634122e-05,0.0002375201789412759,0.2904851673819246
2001-04,2001-04-20,False,5,6.206623627867059e-05,0.0002375201789412759,0.2613093192979437
2001-05,2001-05-18,False,-5,0.00010011957114498379,9.51389677848934e-05,1.052350824021461
2001-05,2001-05-18,False,-4,2.2187154149717147e-05,9.51389677848934e-05,0.23320785022475432
2001-05,2001-05-18,False,-3,6.217244314146992e-05,9.51389677848934e-05,0.6534908312442501
2001-05,2001-05-18,False,-2,0.0004698367672240511,9.51389677848934e-05,4.938426158735916
2001-05,2001-05-18,False,-1,4.982906924604303e-05,9.51389677848934e-05,0.5237503665028739
2001-05,2001-05-18,False,0,5.836775659684755e-05,9.51389677848934e-05,0.6134999985370395
2001-05,2001-05-18,False,1,0.0001532720421694399,9.51389677848934e-05,1.6110332678401955
2001-05,2001-05-18,False,2,2.1673552841970893e-05,9.51389677848934e-05,0.22780941759820436
2001-05,2001-05-18,False,3,6.899005967661447e-05,9.51389677848934e-05,0.7251503908745269
2001-05,2001-05-18,False,4,4.537626309155961e-05,9.51389677848934e-05,0.47694718734130165
2001-05,2001-05-18,False,5,7.044331168696633e-05,9.51389677848934e-05,0.7404254358344179
2001-06,2001-06-15,True,-5,6.692374333027583e-05,6.857971078241008e-05,0.9758533911379662
2001-06,2001-06-15,True,-4,5.653509999081873e-05,6.857971078241008e-05,0.8243706388642185
2001-06,2001-06-15,True,-3,0.000167243349260877,6.857971078241008e-05,2.438670961904567
2001-06,2001-06-15,True,-2,8.514582805421393e-05,6.857971078241008e-05,1.2415600340509583
2001-06,2001-06-15,True,-1,0.0001549673794068538,6.857971078241008e-05,2.2596680219100773
2001-06,2001-06-15,True,0,9.789416363183154e-05,6.857971078241008e-05,1.4274508089197173
2001-06,2001-06-15,True,1,5.703027027216568e-05,6.857971078241008e-05,0.8315910000424396
2001-06,2001-06-15,True,2,9.710864121092226e-05,6.857971078241008e-05,1.4159966570729476
2001-06,2001-06-15,True,3,7.508942038065569e-05,6.857971078241008e-05,1.094921800106443
2001-06,2001-06-15,True,4,0.00011081787042628273,6.857971078241008e-05,1.6158987718377233
2001-06,2001-06-15,True,5,4.885003908931361e-05,6.857971078241008e-05,0.7123103689414084
2001-07,2001-07-20,False,-5,7.064589588781619e-05,8.455353578018861e-05,0.8355167555792379
2001-07,2001-07-20,False,-4,9.710130589340114e-05,8.455353578018861e-05,1.1484003004419898
2001-07,2001-07-20,False,-3,0.00011092406553282314,8.455353578018861e-05,1.311879680835456
2001-07,2001-07-20,False,-2,6.16522317539124e-05,8.455353578018861e-05,0.7291502500166042
2001-07,2001-07-20,False,-1,0.00011968820441454765,8.455353578018861e-05,1.4155316310567736
2001-07,2001-07-20,False,0,2.5449054069903367e-05,8.455353578018861e-05,0.30098154778603864
2001-07,2001-07-20,False,1,0.00021356573663357709,8.455353578018861e-05,2.525804919486487
2001-07,2001-07-20,False,2,0.00015555962644874088,8.455353578018861e-05,1.839776716767289
2001-07,2001-07-20,False,3,0.00010486326654664355,8.455353578018861e-05,1.2401996626049272
2001-07,2001-07-20,False,4,0.00013200421017076772,8.455353578018861e-05,1.5611908946532438
2001-07,2001-07-20,False,5,5.1396796846196395e-05,8.455353578018861e-05,0.6078610003940127
2001-08,2001-08-17,False,-5,0.00016029892972536737,9.32569254307194e-05,1.7188957172350003
2001-08,2001-08-17,False,-4,2.739606715107414e-05,9.32569254307194e-05,0.29376978733259534
2001-08,2001-08-17,False,-3,6.0604762908134044e-05,9.32569254307194e-05,0.6498687644721607
2001-08,2001-08-17,False,-2,5.977875613212068e-05,9.32569254307194e-05,0.641011440769944
2001-08,2001-08-17,False,-1,7.949927859834912e-05,9.32569254307194e-05,0.8524758695525423
2001-08,2001-08-17,False,0,9.124999226959938e-05,9.32569254307194e-05,0.9784795268356667
2001-08,2001-08-17,False,1,4.783548735265888e-05,9.32569254307194e-05,0.5129430026963078
2001-08,2001-08-17,False,2,0.00019725213207087857,9.32569254307194e-05,2.115147278980554
2001-08,2001-08-17,False,3,7.222098207630186e-05,9.32569254307194e-05,0.7744302285620047
2001-08,2001-08-17,False,4,2.7950189411482126e-05,9.32569254307194e-05,0.29971167591458214
2001-08,2001-08-17,False,5,0.000148133897892426,9.32569254307194e-05,1.5884492996981194
2001-10,2001-10-19,False,-5,0.0002051796827864049,0.0001593042823189029,1.2879734292118177
2001-10,2001-10-19,False,-4,5.8919241515174216e-05,0.0001593042823189029,0.3698534694580706
2001-10,2001-10-19,False,-3,8.247128231988541e-05,0.0001593042823189029,0.5176965811552414
2001-10,2001-10-19,False,-2,0.0003692241285639845,0.0001593042823189029,2.317728834337636
2001-10,2001-10-19,False,-1,6.210323453828935e-05,0.0001593042823189029,0.38984033344419544
2001-10,2001-10-19,False,0,0.00011381577918595319,0.0001593042823189029,0.7144552395528913
2001-10,2001-10-19,False,1,0.00017099943162822233,0.0001593042823189029,1.0734139041278723
2001-10,2001-10-19,False,2,0.00010893454605102231,0.0001593042823189029,0.6838142984314254
2001-10,2001-10-19,False,3,4.6067414934714095e-05,0.0001593042823189029,0.2891787606970549
2001-10,2001-10-19,False,4,0.00045515708991599704,0.0001593042823189029,2.8571553965187317
2001-10,2001-10-19,False,5,0.00013221579232578954,0.0001593042823189029,0.8299575529370495
2001-11,2001-11-16,False,-5,6.619533278723544e-05,0.0001289367736710826,0.5133937425493489
2001-11,2001-11-16,False,-4,0.00020439129689238983,0.0001289367736710826,1.5852056094857123
2001-11,2001-11-16,False,-3,5.221405088795668e-05,0.0001289367736710826,0.4049585653597523
2001-11,2001-11-16,False,-2,7.850130273736095e-05,0.0001289367736710826,0.6088356370512077
2001-11,2001-11-16,False,-1,4.29452455718401e-05,0.0001289367736710826,0.3330721279050562
2001-11,2001-11-16,False,0,7.985726639716055e-05,0.0001289367736710826,0.6193521376676933
2001-11,2001-11-16,False,1,5.3315611903821524e-05,0.0001289367736710826,0.41350198539812644
2001-11,2001-11-16,False,2,3.6558204166760305e-05,0.0001289367736710826,0.28353590000646517
2001-11,2001-11-16,False,3,3.728549186952601e-05,0.0001289367736710826,0.2891765538095533
2001-11,2001-11-16,False,4,8.370596252277792e-05,0.0001289367736710826,0.6492016213800389
2001-11,2001-11-16,False,5,4.345344124957148e-05,0.0001289367736710826,0.33701356108398606
2001-12,2001-12-21,True,-5,6.299468484474699e-05,8.127302950868473e-05,0.7750995038029863
2001-12,2001-12-21,True,-4,5.954504705418966e-05,8.127302950868473e-05,0.7326544539332911
2001-12,2001-12-21,True,-3,1.797323377289685e-05,8.127302950868473e-05,0.2211463493061527
2001-12,2001-12-21,True,-2,0.00010061039734560554,8.127302950868473e-05,1.2379309342080629
2001-12,2001-12-21,True,-1,4.248412076753771e-05,8.127302950868473e-05,0.5227333227808115
2001-12,2001-12-21,True,0,2.0774257295321735e-05,8.127302950868473e-05,0.2556107163828786
2001-12,2001-12-21,True,1,5.05801573847785e-06,8.127302950868473e-05,0.06223486154084311
2001-12,2001-12-21,True,2,6.587766721137204e-05,8.127302950868473e-05,0.8105723092841327
2001-12,2001-12-21,True,3,1.857258884678564e-05,8.127302950868473e-05,0.2285209368847386
2001-12,2001-12-21,True,4,1.8359276031160794e-05,8.127302950868473e-05,0.22589629231427807
2001-12,2001-12-21,True,5,0.00012656449751826976,8.127302950868473e-05,1.5572754981988859
2002-01,2002-01-18,False,-5,6.750788925910974e-05,0.00017716244260271348,0.3810507930876528
2002-01,2002-01-18,False,-4,2.134172072101682e-05,0.00017716244260271348,0.12046413679718561
2002-01,2002-01-18,False,-3,6.092391799641028e-05,0.00017716244260271348,0.3438873222866546
2002-01,2002-01-18,False,-2,8.180628599166128e-05,0.00017716244260271348,0.46175862552940616
2002-01,2002-01-18,False,-1,1.9644279972229614e-05,0.00017716244260271348,0.11088286932395645
2002-01,2002-01-18,False,0,3.9150160067454465e-05,0.00017716244260271348,0.22098453539189816
2002-01,2002-01-18,False,1,0.00010309531946553408,0.00017716244260271348,0.5819253671994419
2002-01,2002-01-18,False,2,6.6376092387324e-05,0.00017716244260271348,0.3746623235274098
2002-01,2002-01-18,False,3,2.409436797076474e-05,0.00017716244260271348,0.1360015566323858
2002-01,2002-01-18,False,4,3.6315995114882146e-05,0.00017716244260271348,0.20498698584959518
2002-01,2002-01-18,False,5,4.5115049678485485e-05,0.00017716244260271348,0.2546535767722277
2002-02,2002-02-15,False,-5,0.00018049090381316217,0.00010756933305679446,1.677902973683648
2002-02,2002-02-15,False,-4,9.744198820376956e-05,0.00010756933305679446,0.9058528619148558
2002-02,2002-02-15,False,-3,8.281744010761855e-05,0.00010756933305679446,0.7698982391560668
2002-02,2002-02-15,False,-2,4.075764036479123e-05,0.00010756933305679446,0.378896468041426
2002-02,2002-02-15,False,-1,5.4485624080317464e-05,0.00010756933305679446,0.5065163326015059
2002-02,2002-02-15,False,0,6.794467123397738e-05,0.00010756933305679446,0.6316360741783529
2002-02,2002-02-15,False,1,8.49804027840388e-05,0.00010756933305679446,0.7900058536123009
2002-02,2002-02-15,False,2,0.00023207832203851904,0.00010756933305679446,2.1574766287338263
2002-02,2002-02-15,False,3,0.00016914203249464158,0.00010756933305679446,1.572400122675651
2002-02,2002-02-15,False,4,0.00013031235772306143,0.00010756933305679446,1.2114266586951794
2002-02,2002-02-15,False,5,0.0001309119584233656,0.00010756933305679446,1.217000744573239
2002-03,2002-03-15,True,-5,5.295654186588844e-05,9.395633520448894e-05,0.5636292832264316
2002-03,2002-03-15,True,-4,5.6776096712460644e-05,9.395633520448894e-05,0.6042817292617013
2002-03,2002-03-15,True,-3,4.5530749022150164e-05,9.395633520448894e-05,0.48459477397725115
2002-03,2002-03-15,True,-2,3.2914912891026665e-05,9.395633520448894e-05,0.3503213787488605
2002-03,2002-03-15,True,-1,1.7145916350306757e-05,9.395633520448894e-05,0.1824881346530806
2002-03,2002-03-15,True,0,2.9336125767876994e-05,9.395633520448894e-05,0.3122314818264155
2002-03,2002-03-15,True,1,5.6327733946855614e-05,9.395633520448894e-05,0.5995096959056834
