date,actual_rv,jump_share_lag1,jump_event_lag1,HAR_forecast,HAR_C_forecast,HAR_RVJ_forecast,HAR_CJ_forecast,HAR_CJ_cluster_forecast
2021-01-22,7.181267905447237e-05,0.042563306299967976,1.0,0.00012858059401911286,0.0001309768846568515,0.00012115781169142077,0.00012007965830633972,0.00011999506133994397
2021-01-25,0.00015805931253110427,0.0,0.0,9.752931106147975e-05,0.00010050804270591778,9.859223781891122e-05,9.754963822523236e-05,9.733391390518795e-05
2021-01-26,0.00014215296920635633,0.09502507999010532,1.0,0.00011070979159294186,0.00011064016604902757,0.00010431288073351642,0.0001034886717279348,0.00010353390706449692
2021-01-27,0.0001165776602707105,0.08521385235100083,1.0,0.00011710342407470911,0.00011603011941991405,0.00011126531428135586,0.00011034275551973282,0.00011066052896891815
2021-01-28,0.00012634845889814407,0.20691790036537241,1.0,0.00011110407501357093,0.00010414168147793267,0.00010809698561975338,0.00010757081491916877,0.00010799880193135294
2021-01-29,0.00013851994344446524,0.023999244783722756,1.0,0.00011135208252386399,0.00011013700896353211,0.00010855302501435767,0.00010745703693050772,0.00010794813720673941
2021-02-01,9.19993959270872e-05,0.007621085110154156,0.0,0.00012097592312632168,0.00012040603811748664,0.00012659967745513198,0.0001262163170101265,0.00012710894705724216
2021-02-03,5.3777122910791446e-05,0.0,0.0,0.00010469338685177981,0.00010542808960845168,0.00010888897915569183,0.0001082474015768347,0.00010877972749632426
2021-02-04,8.595542325362057e-05,0.22874567699083292,1.0,8.511752061688362e-05,8.013940796478183e-05,8.466505834896074e-05,8.518207608064433e-05,8.537072179232208e-05
2021-02-05,0.00011172351360298372,0.019280806404396104,1.0,9.259173420543071e-05,9.470184453568955e-05,8.925281305245761e-05,8.967861510934871e-05,8.995852978372916e-05
2021-02-17,8.665111442637816e-05,0.026529398549832883,1.0,9.764496104766002e-05,9.983222865776923e-05,9.406934272696162e-05,9.473848504624957e-05,9.495691219734938e-05
2021-02-18,0.00010257545832874778,0.0,0.0,8.64010735145307e-05,8.897043967871e-05,8.838876665785113e-05,8.903223528754967e-05,8.922872609806964e-05
2021-02-19,8.328251028615367e-05,0.0,0.0,9.143089883422054e-05,9.420521787784212e-05,9.351124203686096e-05,9.431658329855012e-05,9.45377784741957e-05
2021-02-22,8.05168163791722e-05,0.0,0.0,8.975487526536584e-05,9.366797622992368e-05,8.938568669506156e-05,8.906136980900404e-05,8.926746342120397e-05
2021-02-23,6.308206947830213e-05,0.0,0.0,8.858551477164169e-05,9.260912534256156e-05,8.895704245705803e-05,8.862012065083823e-05,8.868246251280331e-05
2021-02-24,9.756014595601722e-05,0.023615826602007547,1.0,7.883907914635938e-05,8.219225811213608e-05,7.444550731124595e-05,7.402808951436034e-05,7.396541633631197e-05
2021-02-25,6.450118170888925e-05,0.032081434000012204,1.0,8.91023641883367e-05,9.244485086660852e-05,8.355868695961066e-05,8.331326185336514e-05,8.322618703367984e-05
2021-02-26,0.00014420273574846079,0.05932646028925063,1.0,7.705354174092868e-05,7.904767408522937e-05,7.217668615742372e-05,7.204254470037065e-05,7.194601568611501e-05
2021-03-02,9.228701470622016e-05,0.10604872251212737,1.0,0.00010043468144534053,9.9949937524148e-05,9.442575315351554e-05,9.422615582257327e-05,9.411342586507354e-05
2021-03-03,9.10358626454885e-05,0.11038527718904735,1.0,9.048460247677279e-05,8.864857259667096e-05,8.613084492159438e-05,8.572449355561285e-05,8.562183282216456e-05
2021-03-04,0.00012989424529501341,0.11186477729226744,1.0,9.314929727363758e-05,9.040680588109704e-05,9.02077108408052e-05,8.995186181862924e-05,8.975523076122459e-05
2021-03-05,0.0001003885306209342,0.22082167441421788,1.0,0.00010486251944892676,9.608555875887662e-05,0.00010434972097751697,0.00010390816547343076,0.00010372931631765976
2021-03-08,0.00014710859841594317,0.0890709992037594,1.0,0.00010151357645175318,9.627547411647288e-05,0.00010243469025397468,0.00010178590999386944,0.00010167706532604288
2021-03-09,0.0001595521593857909,0.004510358796630046,0.0,0.00011236457382259576,0.00011067176175754483,0.00011913971175271739,0.00011921155050671536,0.00011933508714624895
2021-03-10,5.981802636154856e-05,0.09621296379594883,1.0,0.00012155222945597935,0.00011680522428327441,0.00012114177940089842,0.00012119272459826225,0.00012161175196291652
2021-03-11,3.931537057231098e-05,0.0,0.0,9.286738555597204e-05,9.186203866161072e-05,9.791556845709677e-05,9.681826302575945e-05,9.685451957945878e-05
2021-03-12,6.115947814241771e-05,0.11576550319997034,1.0,7.65812806712006e-05,7.503618623103583e-05,7.458371248592859e-05,7.426507429167848e-05,7.40191892870235e-05
2021-03-15,4.308966707770154e-05,0.016732632844350153,1.0,8.143367461430156e-05,8.264489170108111e-05,7.839309129330976e-05,7.784047003201717e-05,7.759992430562183e-05
2021-03-16,3.471782552250786e-05,0.0,0.0,6.5440158272522e-05,6.663911925473785e-05,6.670277883708559e-05,6.602926725206934e-05,6.570331406095634e-05
2021-03-17,4.3487407233510414e-05,0.08542339609120705,1.0,5.012631100679687e-05,5.096249396332177e-05,4.778077800127378e-05,4.796183808480025e-05,4.755425324158344e-05
2021-03-18,7.20158203821196e-05,0.11737929989874553,1.0,5.10908484993978e-05,5.099849357698905e-05,4.923778358427538e-05,4.9511798646056705e-05,4.912749822852898e-05
2021-03-19,9.514164693789791e-05,0.38294474051365224,1.0,6.190337486397407e-05,5.392828087974988e-05,6.155383540149933e-05,6.063871146776211e-05,6.034954693828186e-05
2021-03-22,8.140476586460837e-05,0.03221404269875253,1.0,7.057894949940464e-05,6.890338508937756e-05,7.093123530746014e-05,7.051616281495236e-05,7.040203502051643e-05
2021-03-23,3.554174739824752e-05,0.11998077530690952,1.0,7.22147630417619e-05,6.805051689288493e-05,7.375695330124472e-05,7.378721975777489e-05,7.37421135386211e-05
2021-03-24,4.648533514828558e-05,0.1079664800388369,1.0,5.8495805462344786e-05,5.5085138446330137e-05,6.0025274396690295e-05,5.980125767856083e-05,5.9578709325193354e-05
2021-03-25,5.7527115553880714e-05,0.15638787070294702,1.0,6.252615349153296e-05,5.785641222224771e-05,6.427851901045748e-05,6.430495986841388e-05,6.397072993504414e-05
2021-03-26,3.2720072451057616e-05,0.0,0.0,6.433864752397745e-05,6.482353561324747e-05,6.620008351244189e-05,6.64405699187892e-05,6.613700125530401e-05
2021-03-29,3.3722440107295897e-05,0.09708931737477507,1.0,5.0101950503681954e-05,4.896145058100412e-05,4.9081838116697246e-05,4.909961500701795e-05,4.869236684588828e-05
2021-03-30,4.048166768877957e-05,0.0,0.0,4.528677628936552e-05,4.6193858009627183e-05,4.6320266825718574e-05,4.643019930687247e-05,4.601828543718655e-05
2021-03-31,2.7034008551890118e-05,0.0,0.0,4.780739605106092e-05,4.921721546774624e-05,4.842664190674496e-05,4.851183710207669e-05,4.811267406389619e-05
2021-04-01,4.548346115118823e-05,0.1097131220729365,1.0,4.072773667303267e-05,4.114410933951394e-05,3.8692338621577936e-05,3.891319197315586e-05,3.8539674594310634e-05
2021-04-06,5.3506361824202685e-05,0.12056770794201048,1.0,4.466056464855101e-05,4.4348348070011625e-05,4.282678154013079e-05,4.305691569342642e-05,4.278085419204591e-05
2021-04-07,2.1797735402967653e-05,0.0,0.0,4.889113073317712e-05,5.055830637072952e-05,4.929309599546686e-05,4.952369178691769e-05,4.924852573551325e-05
2021-04-08,3.4947957271065357e-05,0.007731385360145391,0.0,3.750271362109096e-05,3.874630366895177e-05,3.813345247006321e-05,3.8137513410288876e-05,3.7895696153560486e-05
2021-04-09,3.918483754127218e-05,0.007542477818962707,0.0,4.115889996434387e-05,4.2508387824352304e-05,4.1835844206155694e-05,4.191980633875316e-05,4.175892633692585e-05
2021-04-12,4.763541134458965e-05,0.005818886410756381,0.0,4.306254697447312e-05,4.4689283731190295e-05,4.3394114323993535e-05,4.3316532393683436e-05,4.3066660463704293e-05
2021-04-13,5.744252879538615e-05,0.0,0.0,4.469079631254463e-05,4.705638635009123e-05,4.459743240641877e-05,4.460010560939364e-05,4.437872946440087e-05
2021-04-14,0.00013843780875680454,0.1534862064913055,1.0,4.726152952103502e-05,4.667877417852416e-05,4.540205825194105e-05,4.527720642148132e-05,4.5074322145751944e-05
2021-04-15,4.595596766616372e-05,0.0,0.0,7.476869668889534e-05,7.695930109437924e-05,7.584743014556818e-05,7.617719867161891e-05,7.605980307896987e-05
2021-04-16,4.602912617055538e-05,0.10693957965551477,1.0,5.761409630368969e-05,5.721230211031045e-05,5.62160337980076e-05,5.634728101637548e-05,5.6342033590782794e-05
2021-04-19,2.823291831883712e-05,0.0,0.0,5.8218010385389655e-05,5.9468620526905285e-05,5.952393024838427e-05,5.959423154303538e-05,5.958926367957052e-05
2021-04-20,2.3216149273645595e-05,0.16052787147467923,1.0,4.998096511284947e-05,4.855296344546088e-05,4.9561860918151244e-05,5.004944854568278e-05,5.0105549024185146e-05
2021-04-21,4.135597415357945e-05,0.1618605357444587,1.0,4.4782211882059206e-05,4.381284249479114e-05,4.4426571503192384e-05,4.515914910626465e-05,4.521822070336792e-05
2021-04-22,0.00010484191576107412,0.0,0.0,4.2105320009123954e-05,4.313703187367352e-05,4.3748262582922794e-05,4.4193666598424776e-05,4.423705226500848e-05
2021-04-23,4.0654429748472255e-05,0.0,0.0,6.093083748250249e-05,6.317160072132918e-05,6.284449911457828e-05,6.415075350434875e-05,6.42490122777256e-05
2021-04-26,4.315645854893353e-05,0.0,0.0,4.716967195032167e-05,4.896939566292652e-05,4.902376338354179e-05,4.976260733196804e-05,4.988949787422297e-05
2021-04-27,3.0171487583693157e-05,0.1581535823231367,1.0,4.934252155759637e-05,4.881190792338822e-05,4.874021998549136e-05,4.9404854222004035e-05,4.954145206964542e-05
2021-04-28,2.9125543382455588e-05,0.0780693129404305,1.0,4.554727465395855e-05,4.6233875843435134e-05,4.4458352476602796e-05,4.460026993583572e-05,4.4714114426220316e-05
2021-04-29,4.483461948332106e-05,0.0,0.0,4.38785755680459e-05,4.544722840906807e-05,4.50804625444073e-05,4.518526555975502e-05,4.528551000887925e-05
2021-05-03,8.818094656352586e-05,0.08846954396300252,1.0,4.296157389524034e-05,4.308213781237959e-05,4.1838524734931804e-05,4.1874287594634216e-05,4.201664129956149e-05
2021-05-04,0.0003379624712446673,0.1731830513063128,1.0,5.7297719196693265e-05,5.427155508859347e-05,5.6615276151866266e-05,5.635066601123835e-05,5.66333165070142e-05
2021-05-05,9.216838111374485e-05,0.0,0.0,0.00012496473642278563,0.00012707674085079358,0.00012757016546346487,0.00013006157912309646,0.00013087676950884245
2021-05-06,0.00012765079116037155,0.0,0.0,9.448909424781671e-05,9.645278898572374e-05,9.713206661492774e-05,9.772003485616897e-05,9.827137601935589e-05
2021-05-07,7.643569038288462e-05,0.0,0.0,0.00011180940866223404,0.00011409300676842316,0.00011517847626249342,0.00011616181313807724,0.00011713309827778078
2021-05-10,4.9020862279943474e-05,0.0,0.0,0.0001000685735129256,0.00010238706507234314,0.00010280602164109285,0.00010274157419875266,0.0001032604762109287
2021-05-11,0.00018235093853436054,0.0,0.0,8.670756449944892e-05,8.97508222602684e-05,8.733692147344909e-05,8.650414287787164e-05,8.676664779972095e-05
2021-05-12,0.0028601101991094446,0.0,0.0,0.00011016461134267399,0.00011477787474974027,0.000110224010216719,0.00011049167520678879,0.00011085312551211316
2021-05-13,0.0006265078452861297,0.0,0.0,0.0006584836851239626,0.0006638476563014629,0.0006636068623238456,0.0006663798448180861,0.0006672537704284837
2021-05-14,0.00029506814584718665,0.12861148283982393,1.0,0.0004781919125192614,0.00045919641797325105,0.0004657756380335206,0.00046439952240653274,0.0004648264892889633
2021-05-17,0.00045909570035816504,0.0,0.0,0.00040080093410169593,0.0004003025815701811,0.00041233953592565353,0.0004080912178067025,0.0004094879165093433
2021-05-18,0.0003164258450532576,0.0,0.0,0.0004803778657264561,0.0004791299392293568,0.0004928045246869951,0.0004892103599393384,0.0004907878264203318
2021-05-19,0.0002631134363497344,0.0,0.0,0.00044130412764294575,0.0004407002498547997,0.00045439311977105715,0.00044993585124881666,0.00045283281833353084
2021-05-20,0.00017921964107185616,0.22517831635509597,1.0,0.00028339867563552336,0.0002626834765156537,0.0002829549381020621,0.0002829238722416553,0.00028476294879447374
2021-05-21,0.00015240596983802157,0.06589524483026528,1.0,0.0002267986337028386,0.00022527560739682892,0.00022341381994700032,0.00022384637845144614,0.0002253539085373352
2021-05-24,0.00010402551518413104,0.04811994825037363,1.0,0.00020752313292682893,0.00020678425091567832,0.00020304161282966396,0.00020301667934789606,0.0002047471216980563
2021-05-25,0.00011780818832282154,0.0,0.0,0.00016233378251255678,0.00016364500888885563,0.000167325283029765,0.00016617207172753173,0.00016744588536932213
2021-05-26,4.506975345678944e-05,0.0,0.0,0.0001517518194640455,0.00015230519723773034,0.0001559980990096963,0.00015402675244426063,0.0001551870022517035
2021-05-27,0.00010242691608844062,0.08184743981549686,1.0,9.998488562886836e-05,0.00010161679909968884,9.579963161104292e-05,9.583508770608527e-05,9.633960993809066e-05
2021-05-28,4.8954686137076205e-05,0.17690543141535078,1.0,0.00011794584416266315,0.00011548517714593068,0.00011495293559434418,0.00011631195358953776,0.0001168064518034513
2021-05-31,8.826308381545367e-05,0.04884628049978548,1.0,8.61478615618749e-05,8.82168380345707e-05,8.392910973576685e-05,8.427907096317952e-05,8.461330009110199e-05
2021-06-01,6.552844716222493e-05,0.0,0.0,9.977770369035458e-05,0.00010340144334322615,0.0001016658134904819,0.00010252667690938704,0.0001029233886482174
2021-06-02,5.532629356710537e-05,0.0,0.0,8.584246984894405e-05,8.884809462035875e-05,8.763190430717136e-05,8.789953811688109e-05,8.840215476413435e-05
2021-06-03,4.9390421090242116e-05,0.0,0.0,8.256043345298915e-05,8.589024619673579e-05,8.497621154829113e-05,8.484435374269984e-05,8.521036206713438e-05
2021-06-04,4.4287241397548135e-05,0.05188011328852557,1.0,7.327848918610479e-05,7.676031495160847e-05,7.049659804844768e-05,7.088433026757e-05,7.110016899722379e-05
2021-06-07,0.0001499079119893979,0.3169854656545027,1.0,7.004647030068368e-05,6.592036577035036e-05,7.05862180879543e-05,7.177480251574233e-05,7.181406248228783e-05
2021-06-08,6.169647059396102e-05,0.0,0.0,0.00010830874366156872,0.00011268436858223939,0.00011271692638371642,0.00011560792023810308,0.00011572781411871743
2021-06-09,4.739776268129356e-05,0.07093570068877621,1.0,8.410311905286901e-05,8.5522555365613e-05,8.329502898108242e-05,8.507983890189675e-05,8.516388765783475e-05
2021-06-10,6.073286720882204e-05,0.1528933097419849,1.0,7.697677953620835e-05,7.564248723822448e-05,7.703187903885751e-05,7.920879933810915e-05,7.92668073813378e-05
2021-06-11,3.6890325739518774e-05,0.13539943473241306,1.0,8.317100443080652e-05,8.14937001796827e-05,8.390580502074671e-05,8.64903653284517e-05,8.641774510997399e-05
2021-06-15,3.517695144973121e-05,0.014072595766416729,1.0,6.566344160814739e-05,6.727115327596644e-05,6.26681605020844e-05,6.286812112479382e-05,6.284853711201638e-05
2021-06-16,0.00011054959108981028,0.0,0.0,5.222797626050069e-05,5.342768486661508e-05,5.255111161930199e-05,5.242217155027015e-05,5.2471115867693254e-05
2021-06-17,3.3773476983496324e-05,0.0,0.0,7.743579275556588e-05,7.965442232754295e-05,7.825231895563019e-05,7.899107300128026e-05,7.893168971119707e-05
2021-06-18,3.0533494774640895e-05,0.0011929231838605418,0.0,5.353903301508958e-05,5.575851947505075e-05,5.412285084967121e-05,5.3968757687266975e-05,5.38658185085906e-05
2021-06-21,0.00011599177212834964,0.051464932280678145,1.0,4.827953469085948e-05,5.012794972922452e-05,4.57248196117879e-05,4.560827103231833e-05,4.5460877576294974e-05
2021-06-22,2.522942122661181e-05,0.04259416480218203,1.0,7.814580644222107e-05,8.030773830984238e-05,7.4358212876411e-05,7.442927886600872e-05,7.414470792298366e-05
2021-06-23,4.878369405992652e-05,0.03880133346654814,1.0,5.077291941427704e-05,5.241363935361144e-05,4.8019522745914605e-05,4.77325414889067e-05,4.7564133981205214e-05
2021-06-24,3.059239168242319e-05,0.0,0.0,5.378814166047656e-05,5.6033359636246554e-05,5.3383551827256796e-05,5.333992339682541e-05,5.328259665742152e-05
2021-06-25,3.89104239202146e-05,0.1993875117714815,1.0,4.696500447585016e-05,4.565851653224079e-05,4.5436008946233237e-05,4.5797295715455766e-05,4.5735802682110885e-05
2021-06-28,2.3350545258757702e-05,0.0,0.0,5.041042811073363e-05,5.197704634822727e-05,5.097372855618166e-05,5.11757391359313e-05,5.1005932171626866e-05
2021-06-29,5.3041777998514295e-05,0.0,0.0,3.5458752751164046e-05,3.701762934599331e-05,3.6353865631647406e-05,3.6461486504047255e-05,3.6322965160618774e-05
2021-06-30,2.7152704018478487e-05,0.2039018297020883,1.0,4.7176313946573095e-05,4.516036694382284e-05,4.7768810050791446e-05,4.7946430112272375e-05,4.77073996440735e-05
2021-07-01,4.159439584436977e-05,0.15426921970141444,1.0,3.729059326834483e-05,3.574118069954432e-05,3.780710887160422e-05,3.772262956522423e-05,3.762617997635849e-05
2021-07-02,3.7686411531416954e-05,0.023956920535306885,1.0,4.272901586344675e-05,4.314127219997549e-05,4.1608620964842655e-05,4.1390483784534746e-05,4.1259912024797046e-05
2021-07-05,3.3436174388792926e-05,0.24877912915917352,1.0,4.137417469451619e-05,3.7954124032193136e-05,4.171841191878085e-05,4.1617333796777916e-05,4.145593025535074e-05
2021-07-06,4.6536419667090585e-05,0.25476931743373127,1.0,4.105367437831576e-05,3.67434640104492e-05,4.21430133087233e-05,4.221468230012403e-05,4.205135587631976e-05
2021-07-07,5.907493736420881e-05,0.0,0.0,4.3992753389481675e-05,4.370363238866625e-05,4.598349778814595e-05,4.644343197164849e-05,4.637307233882592e-05
2021-07-08,5.619607890006857e-05,0.024068862417846986,1.0,5.068452176510568e-05,5.076195003445153e-05,4.958144462815854e-05,5.0053021486335636e-05,4.989966340341572e-05
2021-07-09,5.938099630732743e-05,0.06159345053299703,1.0,5.10473386919731e-05,5.0319050149612785e-05,5.043892883464312e-05,5.0982873678219026e-05,5.0697947542914275e-05
2021-07-12,4.6887332244838866e-05,0.10304479582622394,1.0,5.407750678293658e-05,5.313421843049341e-05,5.231627039091241e-05,5.274707070504116e-05,5.2553922708573505e-05
2021-07-13,4.578765996811085e-05,0.04149975554008405,1.0,5.210974303868345e-05,5.284403323512587e-05,4.8637815711722244e-05,4.8447182608431474e-05,4.831245570595453e-05
2021-07-14,4.09191475150432e-05,0.2225968088178131,1.0,5.160947827949518e-05,4.861572858905463e-05,4.95979494262191e-05,4.980178835307936e-05,4.97085442797615e-05
2021-07-15,2.7628287841378523e-05,0.0133230074131826,1.0,4.8447016009236124e-05,4.8567651821962146e-05,4.5890736376320634e-05,4.565901161851578e-05,4.560788774562044e-05
2021-07-16,2.980818071352299e-05,0.0,0.0,4.1143964974193226e-05,4.1622865054646014e-05,4.1316784599355126e-05,4.1051460685457003e-05,4.090957490560399e-05
2021-07-19,3.8916565368014535e-05,0.0,0.0,3.869769161257112e-05,3.9560937844357696e-05,3.887057184285997e-05,3.862924853139837e-05,3.843004548456472e-05
2021-07-20,7.023470842477731e-05,0.0,0.0,4.0683853191412434e-05,4.175841920035844e-05,4.132781886833024e-05,4.114562747210268e-05,4.0862242649502646e-05
2021-07-21,4.245799011638718e-05,0.021480377503154336,1.0,5.08044741541724e-05,5.290169748092603e-05,4.7349349009918856e-05,4.7285042193992995e-05,4.713229309131681e-05
2021-07-22,3.3329650567391535e-05,0.001803454907792744,0.0,4.4194574621006475e-05,4.6324491127545566e-05,4.4307473689018675e-05,4.4232779739520055e-05,4.408276346691142e-05
2021-07-23,5.34221438461813e-05,0.05471040330042618,1.0,4.2054437289114926e-05,4.3299418300503725e-05,3.978721731929509e-05,3.966306313577249e-05,3.95770919191775e-05
2021-07-26,4.702062196115379e-05,0.11983450007818532,1.0,5.010759338131067e-05,4.98144256654371e-05,4.748616229949903e-05,4.75316143153252e-05,4.744295395689034e-05
2021-07-27,4.21402207053728e-05,0.037010736136457195,1.0,4.936447431265455e-05,5.013546757920678e-05,4.6080663302303e-05,4.592432091664004e-05,4.586667290313623e-05
2021-07-28,0.00026683438161133745,0.0,0.0,4.5253601492654236e-05,4.6564028090477945e-05,4.5039112885790885e-05,4.494241451937367e-05,4.483193590099317e-05
2021-07-29,5.663483374391941e-05,0.0,0.0,0.00010716798227609789,0.00010989819703147101,0.00010651047664734319,0.0001081523204541254,0.00010835417870619235
2021-07-30,4.321195540088664e-05,0.0,0.0,7.308186120853789e-05,7.542279025041919e-05,7.404135530932262e-05,7.421541282923154e-05,7.427152441534181e-05
2021-08-02,6.374434548190692e-05,0.05399716899507206,1.0,6.738904259859791e-05,6.893504464598326e-05,6.440258987091207e-05,6.419742115580955e-05,6.414908023995284e-05
2021-08-03,3.843605012080187e-05,0.11319002431755656,1.0,7.609235782332947e-05,7.597382951492576e-05,7.365533976036909e-05,7.392598650964232e-05,7.391184391014853e-05
2021-08-04,2.4182687654620644e-05,0.04768795100603313,1.0,6.629118932380522e-05,6.74308827777212e-05,6.35697688760892e-05,6.356547332733687e-05,6.34382703939108e-05
2021-08-05,9.987354654174322e-06,0.07578225737285237,1.0,4.1232581551007967e-05,4.1652855527158055e-05,3.939118921102306e-05,3.925640157189881e-05,3.908114904531636e-05
2021-08-06,6.0407883729550855e-05,0.0,0.0,2.8971441690047487e-05,2.9862653376252604e-05,2.9194233500284936e-05,2.8797942256570687e-05,2.8562085757951537e-05
2021-08-09,5.3213964579089616e-05,0.27957170524316227,1.0,4.8938077803240865e-05,4.436668095077546e-05,4.8690610702988596e-05,4.7942631129083886e-05,4.767944956135529e-05
2021-08-10,3.260478403108102e-05,0.33714253136409317,1.0,4.612294795619797e-05,3.9451439880987056e-05,4.771641246021546e-05,4.617166919957339e-05,4.597220347318086e-05
2021-08-11,6.799305768648532e-05,0.0,0.0,3.9788434325379304e-05,3.805258039471836e-05,4.3028820299101345e-05,4.1438095298180926e-05,4.124489438849833e-05
2021-08-12,2.2380171343110398e-05,0.0,0.0,5.370849852718573e-05,5.25109169248945e-05,5.846793806557252e-05,5.758520850493602e-05,5.741804737807609e-05
2021-08-13,7.782064268564382e-05,0.0,0.0,4.1048057672230846e-05,4.031201820002973e-05,4.482911800062874e-05,4.39983239852166e-05,4.3816789385712804e-05
2021-08-16,8.402390795544438e-05,0.007726465451178414,0.0,5.90118288377844e-05,5.9949890165010346e-05,6.275359909213331e-05,6.281957453450042e-05,6.273274940465316e-05
2021-08-17,4.325423378545333e-05,0.08026757392495117,1.0,6.409027918381604e-05,6.51153488526407e-05,6.1610547312923e-05,6.144800150917949e-05,6.138806189703549e-05
2021-08-18,0.0001317595726705079,0.015722812687616917,1.0,5.496412952649895e-05,5.675627830708697e-05,5.1954867689766165e-05,5.1455539942550666e-05,5.140296694327399e-05
2021-08-19,0.00014569904509916263,0.04811579905118589,1.0,8.14439370325936e-05,8.252926364000042e-05,7.606617243560184e-05,7.57482940655054e-05,7.569375721401935e-05
2021-08-20,0.000210982293607441,0.18885138516014224,1.0,9.736695583707498e-05,9.165606869028076e-05,9.287207127597358e-05,9.214691000895173e-05,9.215920070866189e-05
2021-08-23,9.578858912206791e-05,0.03633861468884155,1.0,0.00012307276060813708,0.0001210617353476298,0.00011519769736593524,0.00011451064335385185,0.00011453634472969787
2021-08-24,2.8312703430921695e-05,0.1931182715129332,1.0,0.00010138880174727127,9.431388851119576e-05,9.796674755501018e-05,9.7653607586061e-05,9.767012015935572e-05
2021-08-25,3.675497476390601e-05,0.0,0.0,7.221673377827154e-05,7.114289443197971e-05,7.436345390503328e-05,7.316686367710943e-05,7.316400583441653e-05
2021-08-26,7.46236271144017e-05,0.16821898475714686,1.0,7.100085014341617e-05,6.630447572181929e-05,7.066795577965813e-05,7.022181398938384e-05,7.021846564858416e-05
2021-08-27,6.552777908275167e-05,0.2220986186126053,1.0,8.031887126141944e-05,7.404674135782021e-05,7.999194285564398e-05,8.054862811713326e-05,8.052369427926165e-05
2021-08-30,4.149124687170217e-05,0.0032074995780067015,0.0,6.325909185925603e-05,6.175245387653637e-05,6.668617373658003e-05,6.585609474870022e-05,6.580132624743448e-05
2021-08-31,6.103827691410935e-05,0.09152363759579171,1.0,5.0914919099164723e-05,4.94345454275469e-05,5.029255387745255e-05,4.992771722903207e-05,4.985715220170314e-05
2021-09-01,3.596971644292103e-05,0.1513833373532271,1.0,5.995071386326269e-05,5.637103148292343e-05,5.9457523151525176e-05,5.9462863464290066e-05,5.943888737465819e-05
2021-09-02,6.0617542149470383e-05,0.0918521743089717,1.0,5.1847217864987824e-05,4.9921372121425076e-05,5.078944560729301e-05,5.04148220780835e-05,5.039728849836128e-05
2021-09-03,3.814058373639265e-05,0.0,0.0,5.8270030993944346e-05,5.924610063554577e-05,5.889325543105102e-05,5.9060047900614445e-05,5.9069793994167404e-05
2021-09-06,5.182373519321215e-05,0.0,0.0,4.899816070140061e-05,4.9837625264995586e-05,4.961290473638713e-05,4.9495035721873464e-05,4.9532378154456926e-05
2021-09-07,6.088725150817133e-05,0.06564004543720058,1.0,5.445075630637928e-05,5.446465457720496e-05,5.2217389016575793e-05,5.2140882525701835e-05,5.2154237626878456e-05
2021-09-08,5.920391831086896e-05,0.07899756728823436,1.0,5.683398585174331e-05,5.718243619161141e-05,5.40652443448832e-05,5.414241644232001e-05,5.4134199844385574e-05
2021-09-09,5.783369834875684e-05,0.0,0.0,5.889554441977553e-05,6.102127649950111e-05,5.9386682441948706e-05,5.9287837628414875e-05,5.9238428784040945e-05
2021-09-10,4.180438464518085e-05,0.1411928059579583,1.0,5.839531364575941e-05,5.7267119559344805e-05,5.632851177417045e-05,5.632665411191474e-05,5.628591716212727e-05
2021-09-13,3.425320111984763e-05,0.0,0.0,5.376409794435494e-05,5.48921871966768e-05,5.431553236689604e-05,5.40926948352082e-05,5.404635960002877e-05
2021-09-14,3.0204783404110552e-05,0.0,0.0,4.944406430892648e-05,5.0800312036428165e-05,5.0498361631449805e-05,5.017991216855311e-05,5.008493489504191e-05
2021-09-15,5.012746273038167e-05,0.09581042728298465,1.0,4.4768566079483204e-05,4.4912327527778065e-05,4.37802214124546e-05,4.366369633701342e-05,4.3505914906332224e-05
2021-09-16,3.862043472644732e-05,0.0806930322360753,1.0,5.0077491689989425e-05,4.995608442404876e-05,4.841685895033516e-05,4.830725884443023e-05,4.822142078638596e-05
2021-09-17,4.623612136955742e-05,0.04312127000150942,1.0,4.4673192427593944e-05,4.570912583351124e-05,4.250107493276371e-05,4.2442943060997286e-05,4.238226399725939e-05
2021-09-22,6.48633994828087e-05,0.22474774938098915,1.0,4.694932332624009e-05,4.4209795722264924e-05,4.5461695123716126e-05,4.550463977285996e-05,4.547860885906374e-05
2021-09-23,4.4599768009867905e-05,0.2063698364174052,1.0,5.4484875905740986e-05,5.027680567430641e-05,5.3336928521299676e-05,5.326674355102712e-05,5.3261092644852575e-05
2021-09-24,3.079770902223762e-05,0.1754325896703062,1.0,4.969894190892279e-05,4.5838440731281756e-05,4.919577591155701e-05,4.896612411276853e-05,4.896954211450291e-05
2021-09-27,3.993372646552653e-05,0.0,0.0,4.293546811438289e-05,4.193615683613076e-05,4.472259791728554e-05,4.4106647882692984e-05,4.4099448269786836e-05
2021-09-28,3.3225259103680285e-05,0.1375984657662099,1.0,4.620208129923633e-05,4.298157364691196e-05,4.670596336283752e-05,4.6272155484943985e-05,4.623897713510954e-05
2021-09-29,5.7146621791572134e-05,0.35526532772085023,1.0,4.276210395676047e-05,3.653177767821274e-05,4.442775942424577e-05,4.3987968389619305e-05,4.39480261258841e-05
2021-09-30,5.787410625555689e-05,0.002177515154530934,0.0,4.84389638347051e-05,4.7977840657412204e-05,5.145989614511301e-05,5.18768022370094e-05,5.185675445374988e-05
