date,actual_rv,jump_share_lag1,jump_event_lag1,HAR_forecast,HAR_C_forecast,HAR_RVJ_forecast,HAR_CJ_forecast,HAR_CJ_cluster_forecast
2019-09-03,1.7016439294004623e-05,0.15664847260198972,1.0,1.5555138567911285e-05,1.560274295960492e-05,1.539594019870709e-05,1.5552898836162204e-05,1.5712825345880173e-05
2019-09-04,1.1587740170357874e-05,0.10392997303620123,1.0,1.7918696588581248e-05,1.8018026875268032e-05,1.7709105365721694e-05,1.7916322991598127e-05,1.8105765224618175e-05
2019-09-05,1.5983873260804864e-05,0.10419377977398003,1.0,1.6466990217982468e-05,1.649744625063348e-05,1.636065414857312e-05,1.6530205869764435e-05,1.6629622912064228e-05
2019-09-06,9.85134187608726e-06,0.030407740424486747,1.0,1.7367815820003094e-05,1.765871591420879e-05,1.6932198552567813e-05,1.7053096003032178e-05,1.7153706583958484e-05
2019-09-09,1.3679323801104574e-05,0.0,0.0,1.5646218809432232e-05,1.615257707636125e-05,1.5257045007226832e-05,1.5272601033679747e-05,1.5329426921216978e-05
2019-09-10,1.460646326089127e-05,0.12710234889714173,1.0,1.6886190923614426e-05,1.6982150856656798e-05,1.57152515563595e-05,1.5761075453801902e-05,1.5826985377753074e-05
2019-09-11,1.0712491796719105e-05,0.0,0.0,1.6730993286642604e-05,1.7563435694674784e-05,1.639998596338772e-05,1.6459685720202293e-05,1.653757833697778e-05
2019-09-12,1.1164671225850623e-05,0.0,0.0,1.5465738973413713e-05,1.6354850272041824e-05,1.543483854539118e-05,1.5431509020825512e-05,1.5466973267959082e-05
2019-09-16,1.5098522123456365e-05,0.08235011796240957,1.0,1.490100572817118e-05,1.5419809964097724e-05,1.4769813275182376e-05,1.4775782913880058e-05,1.4817167582010857e-05
2019-09-17,7.558586313259171e-06,0.0,0.0,1.6531801178654467e-05,1.7431548969896366e-05,1.6690268646913266e-05,1.6751328346395157e-05,1.679201554776918e-05
2019-09-18,1.2730302058319016e-05,0.0,0.0,1.3506333544075752e-05,1.4410396036102192e-05,1.381161421098666e-05,1.3807301814593576e-05,1.3815942496956596e-05
2019-09-19,1.795993476333585e-05,0.0,0.0,1.4739202352714731e-05,1.5769899431951692e-05,1.5000084604750594e-05,1.503324182319025e-05,1.5079123971875323e-05
2019-09-20,6.915479719130726e-06,0.0,0.0,1.687521531518074e-05,1.8032406782068305e-05,1.717345733290253e-05,1.7241592861455573e-05,1.7293707666087475e-05
2019-09-23,1.610918404750015e-05,0.0,0.0,1.332567927906995e-05,1.4317699014852186e-05,1.3876605124954858e-05,1.3837170873018805e-05,1.3865313838821749e-05
2019-09-24,1.843461977612879e-05,0.0,0.0,1.6030371662634392e-05,1.7267177214672454e-05,1.6650829375425384e-05,1.6667187361578948e-05,1.6700643311179012e-05
2019-09-25,1.6266239079699458e-05,0.0,0.0,1.7905630210011593e-05,1.9201747607844234e-05,1.8647142167566442e-05,1.8657574671136565e-05,1.8693411975002542e-05
2019-09-26,1.0723202199769449e-05,0.02327506983352802,1.0,1.7895400076887025e-05,1.9009784923159517e-05,1.7901758802758803e-05,1.7845719629815095e-05,1.7876879031893634e-05
2019-09-27,1.882689408337989e-05,0.0,0.0,1.5497929634240123e-05,1.6557110468344203e-05,1.5490989814333855e-05,1.5475402200838962e-05,1.5537500290447877e-05
2019-10-01,1.0168350636549834e-05,0.20813464823233818,1.0,1.8942414526012676e-05,1.876338927685671e-05,1.8146142208004526e-05,1.817150692580949e-05,1.8241641318071152e-05
2019-10-02,6.810409278612121e-06,0.0908186755422863,1.0,1.602634153832357e-05,1.6187453434644337e-05,1.5573653995022215e-05,1.5538359844340912e-05,1.562727394506256e-05
2019-10-03,1.711414604799635e-05,0.0,0.0,1.3439095204736584e-05,1.378989311356876e-05,1.3410854857821035e-05,1.3278932266841603e-05,1.3329463818716059e-05
2019-10-04,1.6649422622096396e-05,0.07602670660695802,1.0,1.641545930221604e-05,1.6524146736273587e-05,1.6118203799530275e-05,1.5975540431664435e-05,1.603246992494839e-05
2019-10-07,1.1919254373153545e-05,0.0,0.0,1.7111361556678307e-05,1.755454540576362e-05,1.723518788738022e-05,1.716109368783618e-05,1.7246546837500493e-05
2019-10-08,1.2377953477419618e-05,0.018041884295222903,1.0,1.5118810611808544e-05,1.5867066423372786e-05,1.4297760667569234e-05,1.425685082465147e-05,1.4332603897600212e-05
2019-10-09,1.750512276720706e-05,0.3918128085119722,1.0,1.549880058362748e-05,1.424876296151068e-05,1.4412192867922098e-05,1.4401611044182792e-05,1.4471862012198061e-05
2019-10-14,1.3655959907255093e-05,0.1663357953233586,1.0,1.7992854823457712e-05,1.738377123809339e-05,1.791851913649513e-05,1.8084889230979813e-05,1.8238053283969766e-05
2019-10-15,8.207302927204322e-06,0.0,0.0,1.6709614255335593e-05,1.688397877723517e-05,1.7890607376995693e-05,1.7970384250954764e-05,1.8070190774660515e-05
2019-10-16,1.9369596351372886e-05,0.050985586835179605,1.0,1.4084395123153503e-05,1.3939108399291535e-05,1.4293652836416825e-05,1.4218906666506806e-05,1.4274603702974888e-05
