Date,SPY,QQQ,HYG,LQD,TLT,UUP,DBC,GLD
2003-01-02,59.3289909362793,21.40293312072754,,39.7584228515625,38.777896881103516,,,
2003-01-03,59.51139450073242,21.638872146606445,,39.98439025878906,38.86777114868164,,,
2003-01-06,60.56027603149414,22.178159713745117,,39.96589279174805,38.76442337036133,,,
2003-01-07,60.41043472290039,22.456220626831055,,40.11776351928711,38.903743743896484,,,
2003-01-08,59.53745651245117,21.824249267578125,,40.15851974487305,39.09697341918945,,,
2003-01-09,60.46253204345703,22.49835205078125,,39.836219787597656,38.34641647338867,,,
2003-01-10,60.625431060791016,22.835412979125977,,39.939918518066406,38.4453010559082,,,
2003-01-13,60.60586929321289,22.700576782226562,,39.895484924316406,38.508235931396484,,,
2003-01-14,60.801300048828125,22.81855583190918,,40.00663757324219,38.64309310913086,,,
2003-01-15,60.195472717285156,22.532054901123047,,40.00663757324219,38.83184814453125,,,
2003-01-16,59.94788360595703,22.27927017211914,,39.91401672363281,38.885746002197266,,,
2003-01-17,59.061912536621094,21.32710838317871,,40.099212646484375,39.079002380371094,,,
2003-01-21,58.143333435058594,21.091157913208008,,40.12515640258789,39.303749084472656,,,
2003-01-22,57.43974304199219,21.006895065307617,,40.206642150878906,39.496971130371094,,,
2003-01-23,57.791542053222656,21.495616912841797,,40.22515869140625,39.303749084472656,,,
2003-01-24,56.273597717285156,20.914199829101562,,40.406681060791016,39.5374641418457,,,
2003-01-27,55.50484848022461,20.669836044311523,,40.16960144042969,39.39365005493164,,,
2003-01-28,55.91527557373047,20.880491256713867,,40.291847229003906,39.39365005493164,,,
2003-01-29,56.33877944946289,21.192272186279297,,40.05478286743164,39.17790603637695,,,
2003-01-30,55.00325393676758,20.644554138183594,,40.191829681396484,39.470008850097656,,,
2003-01-31,56.06513214111328,20.594009399414062,,40.302978515625,39.5778923034668,,,
2003-02-03,56.17592239379883,20.636133193969727,,40.342010498046875,39.635597229003906,,,
2003-02-04,55.62212371826172,20.383344650268555,,40.42013168334961,39.811527252197266,,,
2003-02-05,55.27688980102539,20.290658950805664,,40.360618591308594,39.46875762939453,,,
2003-02-06,55.01628875732422,20.400190353393555,,40.43131637573242,39.78898620605469,,,
2003-02-07,54.34529113769531,20.063142776489258,,40.520565032958984,39.87916564941406,,,
2003-02-10,54.72966003417969,20.240095138549805,,40.27134704589844,39.599544525146484,,,
2003-02-11,54.351802825927734,20.349639892578125,,40.42013168334961,39.59053421020508,,,
2003-02-12,53.4853401184082,20.071563720703125,,40.364349365234375,39.7303581237793,,,
2003-02-13,53.64820861816406,20.17268180847168,,40.364349365234375,39.94679260253906,,,
2003-02-14,54.82087707519531,20.636133193969727,,40.34574508666992,39.60405731201172,,,
2003-02-18,55.785011291503906,21.27655029296875,,40.472232818603516,39.653648376464844,,,
2003-02-19,55.49186706542969,21.13329315185547,,40.60244369506836,39.92428207397461,,,
2003-02-20,54.9381103515625,21.049026489257812,,40.70655059814453,40.059574127197266,,,
2003-02-21,55.49186706542969,21.209123611450195,,40.594993591308594,39.8250846862793,,,
2003-02-24,54.592838287353516,20.846792221069336,,40.72888946533203,40.01448059082031,,,
2003-02-25,55.029354095458984,20.872058868408203,,40.803306579589844,40.19941711425781,,,
2003-02-26,54.228023529052734,20.40862274169922,,40.914886474609375,40.47904968261719,,,
2003-02-27,54.94460678100586,20.872058868408203,,41.085994720458984,40.54670333862305,,,
2003-02-28,55.309452056884766,21.200695037841797,,41.100868225097656,40.80377960205078,,,
2003-03-03,54.78178787231445,20.770950317382812,,41.33724594116211,40.853572845458984,,,
