date,SPY_RV,BTC_RV,VIX
2015-03-19,108.08000183105469,260.9280090332031,14.710000038146973
2015-03-20,108.52999877929688,261.7489929199219,13.819999694824219
2015-03-21,,260.0249938964844,
2015-03-22,,267.9599914550781,
2015-03-23,108.31999969482422,266.739990234375,14.4399995803833
2015-03-24,107.93000030517578,245.59500122070312,14.619999885559082
2015-03-25,105.45999908447266,246.19700622558594,17.329999923706055
2015-03-26,105.0999984741211,248.53199768066406,17.5
2015-03-27,105.5199966430664,247.0290069580078,16.889999389648438
2015-03-28,,252.79800415039062,
2015-03-29,,242.71299743652344,
2015-03-30,106.7300033569336,247.5260009765625,16.059999465942383
2015-03-31,105.5999984741211,244.2239990234375,17.290000915527344
2015-04-01,105.05000305175781,247.27200317382812,17.350000381469727
2015-04-02,105.12000274658203,253.0050048828125,16.719999313354492
2015-04-03,,254.32200622558594,
2015-04-04,,253.69700622558594,
2015-04-05,,260.5979919433594,
2015-04-06,105.9800033569336,255.49200439453125,16.579999923706055
2015-04-07,105.80000305175781,253.17999267578125,16.389999389648438
2015-04-08,106.63999938964844,245.02200317382812,15.449999809265137
2015-04-09,107.30999755859375,243.67599487304688,14.699999809265137
2015-04-10,107.75,236.07200622558594,14.100000381469727
2015-04-11,,236.552001953125,
2015-04-12,,236.1529998779297,
2015-04-13,107.4800033569336,224.58700561523438,15.449999809265137
2015-04-14,107.16999816894531,219.15899658203125,15.460000038146973
2015-04-15,107.83999633789062,223.83299255371094,14.630000114440918
2015-04-16,107.69000244140625,228.572998046875,14.5
2015-04-17,106.01000213623047,222.8820037841797,16.030000686645508
2015-04-18,,223.3560028076172,
2015-04-19,,222.60000610351562,
2015-04-20,107.5999984741211,224.62600708007812,14.859999656677246
2015-04-21,108.05999755859375,235.2689971923828,14.930000305175781
2015-04-22,108.6500015258789,234.17599487304688,14.680000305175781
2015-04-23,109.05999755859375,236.46200561523438,14.220000267028809
2015-04-24,110.54000091552734,231.26800537109375,14.199999809265137
2015-04-25,,226.38999938964844,
2015-04-26,,219.42999267578125,
2015-04-27,110.26000213623047,229.28599548339844,15.180000305175781
2015-04-28,110.04000091552734,225.85499572753906,14.880000114440918
2015-04-29,109.3499984741211,225.80799865722656,15.470000267028809
2015-04-30,107.62999725341797,236.14500427246094,16.510000228881836
2015-05-01,109.05000305175781,232.07899475097656,15.069999694824219
2015-05-02,,234.92999267578125,
2015-05-03,,240.35800170898438,
2015-05-04,109.2300033569336,239.01800537109375,15.149999618530273
2015-05-05,107.44999694824219,236.12100219726562,16.65999984741211
2015-05-06,106.70999908447266,229.78199768066406,17.790000915527344
2015-05-07,107.3499984741211,237.33399963378906,17.3700008392334
2015-05-08,108.69000244140625,243.86300659179688,15.380000114440918
2015-05-09,,241.83200073242188,
2015-05-10,,240.29600524902344,
2015-05-11,108.2699966430664,242.1580047607422,15.5600004196167
2015-05-12,107.77999877929688,241.11199951171875,15.960000038146973
2015-05-13,108.0,236.3769989013672,15.619999885559082
2015-05-14,109.58000183105469,236.9290008544922,14.3100004196167
2015-05-15,109.58000183105469,237.60499572753906,13.890000343322754
2015-05-16,,236.1529998779297,
2015-05-17,,236.802001953125,
2015-05-18,110.05999755859375,233.1280059814453,13.949999809265137
2015-05-19,109.94000244140625,231.94700622558594,14.149999618530273
2015-05-20,110.01000213623047,234.01800537109375,14.0
2015-05-21,110.58000183105469,235.343994140625,13.380000114440918
2015-05-22,110.47000122070312,240.34800720214844,13.229999542236328
2015-05-23,,238.8719940185547,
2015-05-24,,240.9530029296875,
2015-05-25,,237.11000061035156,
2015-05-26,109.19999694824219,237.11599731445312,15.149999618530273
2015-05-27,110.95999908447266,237.2830047607422,13.960000038146973
2015-05-28,110.70999908447266,237.4080047607422,14.220000267028809
2015-05-29,110.05000305175781,237.0959930419922,14.75
2015-05-30,,233.34500122070312,
2015-05-31,,230.19000244140625,
2015-06-01,110.41999816894531,222.92599487304688,14.979999542236328
2015-06-02,110.06999969482422,225.80299377441406,15.460000038146973
2015-06-03,110.4000015258789,225.87399291992188,15.029999732971191
2015-06-04,109.55999755859375,224.32400512695312,15.789999961853027
2015-06-05,109.30000305175781,224.95199584960938,15.770000457763672
2015-06-06,,225.61900329589844,
2015-06-07,,222.88099670410156,
2015-06-08,108.19000244140625,228.48899841308594,16.940000534057617
2015-06-09,108.01000213623047,229.04800415039062,16.489999771118164
2015-06-10,109.48999786376953,228.80299377441406,15.069999694824219
2015-06-11,109.6500015258789,229.7050018310547,14.640000343322754
2015-06-12,108.75,229.98199462890625,15.15999984741211
2015-06-13,,232.40199279785156,
2015-06-14,,233.54299926757812,
2015-06-15,108.20999908447266,236.822998046875,16.34000015258789
2015-06-16,108.80000305175781,250.89500427246094,16.0
2015-06-17,109.0999984741211,249.28399658203125,15.40999984741211
2015-06-18,110.69000244140625,249.0070037841797,13.880000114440918
2015-06-19,109.88999938964844,244.6060028076172,14.609999656677246
2015-06-20,,245.21200561523438,
2015-06-21,,243.94400024414062,
2015-06-22,110.69999694824219,246.99000549316406,13.829999923706055
2015-06-23,110.79000091552734,244.29600524902344,13.520000457763672
2015-06-24,110.22000122070312,240.51499938964844,14.239999771118164
2015-06-25,110.0,242.7989959716797,14.850000381469727
2015-06-26,109.2699966430664,243.593994140625,15.329999923706055
2015-06-27,,250.99000549316406,
2015-06-28,,249.01100158691406,
2015-06-29,106.69000244140625,257.0639953613281,19.809999465942383
2015-06-30,107.06999969482422,263.0719909667969,19.34000015258789
2015-07-01,107.91999816894531,258.6210021972656,17.559999465942383
2015-07-02,107.94999694824219,255.41200256347656,17.65999984741211
2015-07-03,,256.33599853515625,
2015-07-04,,260.885986328125,
2015-07-05,,271.9129943847656,
2015-07-06,107.69999694824219,269.0299987792969,17.90999984741211
2015-07-07,107.97000122070312,266.2070007324219,17.34000015258789
2015-07-08,106.08999633789062,270.7850036621094,20.06999969482422
2015-07-09,106.02999877929688,269.2279968261719,20.31999969482422
2015-07-10,107.6500015258789,284.8940124511719,17.920000076293945
2015-07-11,,293.114990234375,
2015-07-12,,310.86700439453125,
2015-07-13,109.54000091552734,292.0539855957031,15.020000457763672
2015-07-14,110.26000213623047,287.4639892578125,14.270000457763672
2015-07-15,110.37999725341797,285.8290100097656,14.170000076293945
2015-07-16,111.94000244140625,278.0889892578125,12.59000015258789
2015-07-17,113.58999633789062,279.47198486328125,12.930000305175781
2015-07-18,,274.9010009765625,
2015-07-19,,273.614013671875,
2015-07-20,113.9800033569336,278.9809875488281,14.029999732971191
2015-07-21,113.91000366210938,275.8330078125,14.489999771118164
2015-07-22,112.62000274658203,277.22198486328125,14.170000076293945
2015-07-23,112.19999694824219,276.04901123046875,14.15999984741211
2015-07-24,111.0999984741211,288.27801513671875,15.850000381469727
2015-07-25,,288.6969909667969,
2015-07-26,,292.6860046386719,
2015-07-27,110.18000030517578,293.6239929199219,17.489999771118164
2015-07-28,111.12999725341797,294.427001953125,15.510000228881836
2015-07-29,111.55000305175781,289.5899963378906,14.960000038146973
2015-07-30,112.08000183105469,287.72198486328125,14.4399995803833
2015-07-31,111.94999694824219,284.6499938964844,14.59000015258789
2015-08-01,,281.60101318359375,
2015-08-02,,282.614013671875,
2015-08-03,111.5999984741211,281.22698974609375,15.180000305175781
2015-08-04,111.38999938964844,285.2179870605469,15.670000076293945
2015-08-05,112.25,281.8819885253906,15.130000114440918
2015-08-06,110.44999694824219,278.5769958496094,16.899999618530273
2015-08-07,110.30999755859375,279.5849914550781,16.899999618530273
2015-08-08,,260.99700927734375,
2015-08-09,,265.0830078125,
2015-08-10,111.56999969482422,264.4700012207031,15.869999885559082
2015-08-11,110.13999938964844,270.385986328125,17.450000762939453
2015-08-12,110.5199966430664,266.3760070800781,17.239999771118164
2015-08-13,110.33999633789062,264.0799865722656,16.950000762939453
2015-08-14,110.51000213623047,265.67999267578125,16.40999984741211
2015-08-15,,261.5509948730469,
2015-08-16,,258.5069885253906,
2015-08-17,111.43000030517578,257.97601318359375,15.550000190734863
2015-08-18,110.86000061035156,211.07899475097656,16.0
2015-08-19,110.12999725341797,226.6840057373047,17.360000610351562
2015-08-20,107.08000183105469,235.35000610351562,21.610000610351562
2015-08-21,102.4000015258789,232.56900024414062,30.200000762939453
2015-08-22,,230.38999938964844,
2015-08-23,,228.16900634765625,
2015-08-24,98.45999908447266,210.4949951171875,42.95000076293945
2015-08-25,98.08999633789062,221.60899353027344,38.31999969482422
2015-08-26,103.02999877929688,225.83099365234375,31.3700008392334
2015-08-27,105.63999938964844,224.7689971923828,28.459999084472656
2015-08-28,105.62000274658203,231.39599609375,28.75
2015-08-29,,229.77999877929688,
2015-08-30,,228.76100158691406,
2015-08-31,104.30999755859375,230.05599975585938,29.920000076293945
2015-09-01,101.05000305175781,228.12100219726562,32.95000076293945
2015-09-02,103.9000015258789,229.28399658203125,28.40999984741211
2015-09-03,103.38999938964844,227.18299865722656,28.100000381469727
2015-09-04,102.16000366210938,230.29800415039062,28.920000076293945
2015-09-05,,235.0189971923828,
2015-09-06,,239.83999633789062,
2015-09-07,,239.8470001220703,
2015-09-08,105.04000091552734,243.60699462890625,26.559999465942383
2015-09-09,103.86000061035156,238.16799926757812,27.510000228881836
2015-09-10,104.98999786376953,238.4770050048828,26.440000534057617
2015-09-11,105.56999969482422,240.10699462890625,25.020000457763672
2015-09-12,,235.22900390625,
2015-09-13,,230.51199340820312,
2015-09-14,105.25,230.6439971923828,25.440000534057617
2015-09-15,106.48999786376953,230.3040008544922,24.020000457763672
2015-09-16,107.08999633789062,229.09100341796875,22.579999923706055
2015-09-17,107.12999725341797,229.80999755859375,22.6299991607666
2015-09-18,105.3499984741211,232.97500610351562,23.600000381469727
2015-09-19,,231.4929962158203,
2015-09-20,,231.21200561523438,
2015-09-21,105.68000030517578,227.0850067138672,22.5
2015-09-22,104.0999984741211,230.6179962158203,24.579999923706055
2015-09-23,104.18000030517578,230.2830047607422,23.780000686645508
2015-09-24,103.80000305175781,234.5290069580078,24.719999313354492
2015-09-25,102.91999816894531,235.1439971923828,25.15999984741211
2015-09-26,,234.33999633789062,
2015-09-27,,232.7570037841797,
2015-09-28,99.98999786376953,239.14199829101562,28.989999771118164
2015-09-29,99.47000122070312,236.68699645996094,28.940000534057617
2015-09-30,101.76000213623047,236.05999755859375,26.81999969482422
2015-10-01,102.22000122070312,237.5489959716797,25.579999923706055
2015-10-02,104.01000213623047,237.29299926757812,23.709999084472656
2015-10-03,,238.72999572753906,
2015-10-04,,238.25900268554688,
2015-10-05,105.5,240.38299560546875,22.81999969482422
2015-10-06,105.0,246.06300354003906,22.649999618530273
2015-10-07,105.62999725341797,242.968994140625,21.780000686645508
2015-10-08,106.05000305175781,242.3040008544922,20.90999984741211
2015-10-09,106.52999877929688,243.93099975585938,20.5
2015-10-10,,244.9409942626953,
2015-10-11,,247.0500030517578,
2015-10-12,106.79000091552734,245.30799865722656,19.010000228881836
2015-10-13,106.0999984741211,249.50799560546875,20.149999618530273
2015-10-14,105.93000030517578,251.98899841308594,20.709999084472656
2015-10-15,107.66999816894531,254.32000732421875,18.06999969482422
2015-10-16,108.12000274658203,262.8689880371094,17.200000762939453
2015-10-17,,270.6400146484375,
2015-10-18,,261.64300537109375,
2015-10-19,108.73999786376953,263.43701171875,16.860000610351562
2015-10-20,108.18000030517578,269.4630126953125,17.950000762939453
2015-10-21,107.5199966430664,266.2720031738281,18.979999542236328
2015-10-22,109.70999908447266,274.02301025390625,15.630000114440918
2015-10-23,112.77999877929688,276.4960021972656,16.600000381469727
2015-10-24,,281.65399169921875,
2015-10-25,,283.67999267578125,
2015-10-26,112.8499984741211,285.29998779296875,17.75
2015-10-27,113.08000183105469,293.7879943847656,17.920000076293945
2015-10-28,114.0199966430664,304.6180114746094,16.940000534057617
2015-10-29,113.83999633789062,313.8550109863281,17.170000076293945
2015-10-30,113.33000183105469,328.0150146484375,17.299999237060547
2015-10-31,,314.1659851074219,
2015-11-01,,325.4309997558594,
2015-11-02,114.61000061035156,361.1889953613281,16.559999465942383
2015-11-03,115.01000213623047,403.4169921875,16.770000457763672
2015-11-04,115.0199966430664,411.56298828125,17.219999313354492
2015-11-05,114.70999908447266,386.35400390625,17.200000762939453
2015-11-06,114.79000091552734,374.4700012207031,16.360000610351562
2015-11-07,,386.48199462890625,
2015-11-08,,373.3680114746094,
2015-11-09,113.56999969482422,380.2569885253906,18.030000686645508
2015-11-10,113.27999877929688,336.8190002441406,17.31999969482422
2015-11-11,113.13999938964844,311.0840148925781,17.719999313354492
2015-11-12,112.04000091552734,338.1520080566406,18.920000076293945
2015-11-13,109.83999633789062,336.75299072265625,21.239999771118164
2015-11-14,,332.906005859375,
2015-11-15,,320.1659851074219,
2015-11-16,111.41999816894531,330.7510070800781,18.790000915527344
2015-11-17,111.48999786376953,335.093994140625,19.34000015258789
2015-11-18,113.62999725341797,334.5899963378906,17.760000228881836
2015-11-19,113.70999908447266,326.14898681640625,17.940000534057617
2015-11-20,114.4800033569336,322.0220031738281,17.030000686645508
2015-11-21,,326.927001953125,
2015-11-22,,324.5360107421875,
2015-11-23,114.1500015258789,323.0459899902344,17.309999465942383
2015-11-24,114.05000305175781,320.0459899902344,17.479999542236328
2015-11-25,114.1500015258789,328.20599365234375,16.979999542236328
2015-11-26,,352.6839904785156,
2015-11-27,114.30999755859375,358.0419921875,17.1299991607666
2015-11-28,,357.3810119628906,
2015-11-29,,371.29400634765625,
2015-11-30,114.0199966430664,377.3210144042969,18.100000381469727
2015-12-01,115.16000366210938,362.4880065917969,17.149999618530273
2015-12-02,114.44999694824219,359.18701171875,17.829999923706055
2015-12-03,112.51000213623047,361.0459899902344,19.719999313354492
2015-12-04,115.13999938964844,363.1830139160156,16.65999984741211
2015-12-05,,388.9490051269531,
2015-12-06,,388.7829895019531,
2015-12-07,114.62000274658203,395.5360107421875,17.600000381469727
2015-12-08,114.62999725341797,415.56298828125,18.84000015258789
2015-12-09,112.88999938964844,417.56298828125,20.450000762939453
2015-12-10,113.4000015258789,415.47900390625,20.110000610351562
2015-12-11,110.79000091552734,451.93798828125,24.3799991607666
2015-12-12,,434.99700927734375,
2015-12-13,,433.7550048828125,
2015-12-14,111.62999725341797,444.1820068359375,23.110000610351562
2015-12-15,112.30999755859375,465.3210144042969,21.510000228881836
2015-12-16,113.9800033569336,454.9339904785156,18.790000915527344
2015-12-17,112.31999969482422,456.0780029296875,20.280000686645508
2015-12-18,109.83000183105469,463.6159973144531,21.5
2015-12-19,,462.3219909667969,
2015-12-20,,442.68499755859375,
2015-12-21,111.05000305175781,438.6390075683594,20.219999313354492
2015-12-22,111.77999877929688,436.5719909667969,18.3799991607666
2015-12-23,112.61000061035156,442.4010009765625,17.68000030517578
2015-12-24,112.58999633789062,454.9849853515625,17.809999465942383
2015-12-25,,455.65301513671875,
2015-12-26,,417.27398681640625,
2015-12-27,,422.822998046875,
2015-12-28,112.52999877929688,422.27899169921875,18.8700008392334
2015-12-29,114.30000305175781,432.9830017089844,17.84000015258789
2015-12-30,113.2699966430664,426.6199951171875,18.8799991607666
2015-12-31,111.86000061035156,430.5669860839844,19.6299991607666
2016-01-01,,434.3340148925781,
2016-01-02,,433.43798828125,
2016-01-03,,430.010986328125,
2016-01-04,109.5,433.09100341796875,22.420000076293945
2016-01-05,109.30999755859375,431.9599914550781,21.559999465942383
2016-01-06,108.26000213623047,429.1050109863281,22.479999542236328
2016-01-07,104.87000274658203,458.0480041503906,26.770000457763672
2016-01-08,104.01000213623047,453.2300109863281,28.329999923706055
2016-01-09,,447.6109924316406,
2016-01-10,,447.9909973144531,
2016-01-11,104.33000183105469,448.4280090332031,26.40999984741211
2016-01-12,105.54000091552734,435.69000244140625,24.15999984741211
2016-01-13,101.9000015258789,432.3710021972656,27.110000610351562
2016-01-14,104.06999969482422,430.3059997558594,25.959999084472656
2016-01-15,100.83999633789062,364.33099365234375,29.1299991607666
2016-01-16,,387.5360107421875,
2016-01-17,,382.29901123046875,
2016-01-18,,387.1679992675781,
2016-01-19,101.05999755859375,380.14898681640625,29.31999969482422
2016-01-20,100.75,420.2300109863281,30.84000015258789
2016-01-21,100.8499984741211,410.2619934082031,30.229999542236328
2016-01-22,103.7699966430664,382.49200439453125,25.739999771118164
2016-01-23,,387.4909973144531,
2016-01-24,,402.97100830078125,
2016-01-25,102.2300033569336,391.72601318359375,27.540000915527344
2016-01-26,103.1500015258789,392.15301513671875,26.420000076293945
2016-01-27,100.58000183105469,394.97198486328125,27.270000457763672
2016-01-28,102.0,380.28900146484375,26.31999969482422
2016-01-29,104.12999725341797,379.4739990234375,23.639999389648438
2016-01-30,,378.2550048828125,
2016-01-31,,368.7669982910156,
2016-02-01,104.41000366210938,373.0559997558594,23.059999465942383
2016-02-02,102.1500015258789,374.447998046875,25.079999923706055
2016-02-03,101.66000366210938,369.9490051269531,25.049999237060547
2016-02-04,101.6500015258789,389.593994140625,25.350000381469727
2016-02-05,98.12000274658203,386.54901123046875,27.649999618530273
2016-02-06,,376.5220031738281,
2016-02-07,,376.6199951171875,
2016-02-08,96.62000274658203,373.4469909667969,31.459999084472656
2016-02-09,96.31999969482422,376.02899169921875,31.90999984741211
2016-02-10,96.69000244140625,381.64898681640625,31.260000228881836
2016-02-11,96.55000305175781,379.65399169921875,31.8700008392334
2016-02-12,98.0199966430664,384.26300048828125,29.739999771118164
2016-02-13,,391.8599853515625,
2016-02-14,,407.2300109863281,
2016-02-15,,400.18499755859375,
2016-02-16,100.2300033569336,407.4880065917969,28.670000076293945
2016-02-17,102.5,416.3219909667969,27.190000534057617
2016-02-18,101.33000183105469,422.37298583984375,26.600000381469727
2016-02-19,101.62999725341797,420.7850036621094,24.90999984741211
2016-02-20,,437.16400146484375,
2016-02-21,,438.7980041503906,
2016-02-22,103.27999877929688,437.74798583984375,23.809999465942383
2016-02-23,101.58000183105469,420.7359924316406,25.299999237060547
2016-02-24,102.55000305175781,424.9549865722656,24.0
2016-02-25,103.55999755859375,424.54400634765625,22.6200008392334
2016-02-26,103.43000030517578,432.1520080566406,23.079999923706055
2016-02-27,,432.5190124511719,
2016-02-28,,433.5039978027344,
2016-02-29,102.5,437.6969909667969,23.549999237060547
2016-03-01,105.79000091552734,435.12298583984375,20.770000457763672
2016-03-02,105.83000183105469,423.989013671875,20.600000381469727
2016-03-03,105.62999725341797,421.6510009765625,20.75
2016-03-04,105.66999816894531,410.9389953613281,20.809999465942383
2016-03-05,,400.57000732421875,
2016-03-06,,407.7070007324219,
2016-03-07,105.0199966430664,414.3210144042969,21.610000610351562
2016-03-08,104.1500015258789,413.97198486328125,22.719999313354492
2016-03-09,104.81999969482422,414.8599853515625,21.889999389648438
2016-03-10,104.66000366210938,417.1310119628906,21.489999771118164
2016-03-11,106.48999786376953,421.69000244140625,19.649999618530273
2016-03-12,,411.6239929199219,
2016-03-13,,414.06500244140625,
2016-03-14,106.66999816894531,416.43798828125,19.56999969482422
2016-03-15,106.62999725341797,416.8299865722656,19.459999084472656
2016-03-16,107.58000183105469,417.010986328125,17.799999237060547
2016-03-17,107.5199966430664,420.6210021972656,17.649999618530273
2016-03-18,107.37000274658203,409.5480041503906,17.200000762939453
2016-03-19,,410.4440002441406,
2016-03-20,,413.7550048828125,
2016-03-21,107.79000091552734,413.3070068359375,17.170000076293945
2016-03-22,108.12000274658203,418.0889892578125,16.979999542236328
2016-03-23,107.2300033569336,418.0409851074219,17.75
2016-03-24,107.26000213623047,416.3940124511719,17.309999465942383
2016-03-25,,417.177001953125,
2016-03-26,,417.94500732421875,
2016-03-27,,426.7650146484375,
2016-03-28,107.11000061035156,424.2309875488281,18.389999389648438
2016-03-29,108.83000183105469,416.5159912109375,16.899999618530273
2016-03-30,109.36000061035156,414.8160095214844,16.530000686645508
2016-03-31,109.19999694824219,416.72900390625,16.850000381469727
2016-04-01,110.36000061035156,417.9599914550781,15.84000015258789
2016-04-02,,420.87298583984375,
2016-04-03,,420.90399169921875,
2016-04-04,109.94000244140625,421.4440002441406,16.850000381469727
2016-04-05,108.87999725341797,424.0299987792969,18.020000457763672
2016-04-06,110.66999816894531,423.4129943847656,16.639999389648438
2016-04-07,109.08000183105469,422.7449951171875,18.6200008392334
2016-04-08,109.0,420.3489990234375,18.479999542236328
2016-04-09,,419.4110107421875,
2016-04-10,,421.5639953613281,
2016-04-11,108.5999984741211,422.4830017089844,18.59000015258789
2016-04-12,109.51000213623047,425.19000244140625,17.479999542236328
2016-04-13,110.91000366210938,423.7340087890625,16.260000228881836
2016-04-14,110.91999816894531,424.2820129394531,16.600000381469727
2016-04-15,110.63999938964844,429.7130126953125,16.049999237060547
2016-04-16,,430.5719909667969,
2016-04-17,,427.39898681640625,
2016-04-18,111.2300033569336,428.59100341796875,16.040000915527344
2016-04-19,110.55000305175781,435.5090026855469,16.43000030517578
2016-04-20,110.63999938964844,441.3890075683594,16.309999465942383
2016-04-21,110.6500015258789,449.42498779296875,16.56999969482422
2016-04-22,108.9800033569336,445.73699951171875,16.610000610351562
2016-04-23,,450.2820129394531,
2016-04-24,,458.55499267578125,
2016-04-25,108.9800033569336,461.4259948730469,17.209999084472656
2016-04-26,108.44999694824219,466.0889892578125,17.260000228881836
2016-04-27,107.58000183105469,444.68701171875,17.059999465942383
2016-04-28,106.27999877929688,449.010986328125,18.06999969482422
2016-04-29,105.72000122070312,455.09698486328125,19.299999237060547
2016-04-30,,448.3179931640625,
2016-05-01,,451.875,
2016-05-02,106.72000122070312,444.66900634765625,18.280000686645508
2016-05-03,105.7300033569336,450.3039855957031,19.020000457763672
2016-05-04,105.05000305175781,446.72198486328125,19.31999969482422
2016-05-05,105.0199966430664,447.97601318359375,19.139999389648438
2016-05-06,105.58000183105469,459.6029968261719,17.540000915527344
2016-05-07,,458.5360107421875,
2016-05-08,,458.5480041503906,
2016-05-09,105.87999725341797,460.4830017089844,17.3799991607666
2016-05-10,107.33000183105469,450.8949890136719,16.270000457763672
2016-05-11,106.36000061035156,452.7279968261719,17.15999984741211
2016-05-12,105.88999938964844,454.7659912109375,17.260000228881836
2016-05-13,105.5,455.6700134277344,17.100000381469727
2016-05-14,,455.6709899902344,
2016-05-15,,457.5679931640625,
2016-05-16,106.81999969482422,454.1629943847656,16.3700008392334
2016-05-17,105.4800033569336,453.7829895019531,17.600000381469727
2016-05-18,105.86000061035156,454.6189880371094,17.40999984741211
2016-05-19,105.30999755859375,438.7149963378906,17.8799991607666
2016-05-20,106.47000122070312,442.6759948730469,16.399999618530273
2016-05-21,,443.18798828125,
2016-05-22,,439.322998046875,
2016-05-23,106.33000183105469,444.1549987792969,16.850000381469727
2016-05-24,108.45999908447266,445.9809875488281,15.319999694824219
2016-05-25,109.23999786376953,449.5989990234375,15.010000228881836
2016-05-26,109.55999755859375,453.3840026855469,14.710000038146973
2016-05-27,110.12999725341797,473.4639892578125,14.550000190734863
2016-05-28,,530.0399780273438,
2016-05-29,,526.2329711914062,
2016-05-30,,533.864013671875,
2016-05-31,110.33999633789062,531.385986328125,15.25
2016-06-01,110.3499984741211,536.9199829101562,15.390000343322754
2016-06-02,110.58000183105469,537.9719848632812,15.149999618530273
2016-06-03,110.05999755859375,569.1939697265625,15.029999732971191
2016-06-04,,572.7269897460938,
2016-06-05,,574.9769897460938,
2016-06-06,110.45999908447266,585.5369873046875,15.25
2016-06-07,110.18000030517578,576.5969848632812,15.260000228881836
2016-06-08,110.37000274658203,581.64501953125,15.270000457763672
2016-06-09,110.19000244140625,574.6300048828125,15.680000305175781
2016-06-10,108.94000244140625,577.469970703125,17.639999389648438
2016-06-11,,606.7269897460938,
2016-06-12,,672.7839965820312,
2016-06-13,108.02999877929688,704.3759765625,20.610000610351562
2016-06-14,108.02999877929688,685.5590209960938,20.43000030517578
