Date,SPY
1993-01-29,24.113258361816406
1993-02-01,24.284767150878906
1993-02-02,24.33620262145996
1993-02-03,24.59345817565918
1993-02-04,24.69637107849121
1993-02-05,24.67923355102539
1993-02-08,24.67923355102539
1993-02-09,24.507719039916992
1993-02-10,24.54203224182129
1993-02-11,24.662078857421875
1993-02-12,24.473421096801758
1993-02-16,23.85600471496582
1993-02-17,23.838851928710938
1993-02-18,23.821712493896484
1993-02-19,23.907466888427734
1993-02-22,23.99321746826172
1993-02-23,23.976051330566406
1993-02-24,24.284767150878906
1993-02-25,24.33620262145996
1993-02-26,24.370513916015625
1993-03-01,24.30190658569336
1993-03-02,24.662078857421875
1993-03-03,24.764978408813477
1993-03-04,24.627763748168945
1993-03-05,24.559173583984375
1993-03-08,25.107961654663086
1993-03-09,25.022226333618164
1993-03-10,25.07367515563965
1993-03-11,25.005062103271484
1993-03-12,24.747821807861328
1993-03-15,24.86788558959961
1993-03-16,24.86788558959961
1993-03-17,24.71352195739746
1993-03-18,24.86788558959961
1993-03-19,24.830242156982422
1993-03-22,24.692394256591797
1993-03-23,24.744077682495117
1993-03-24,24.744077682495117
1993-03-25,24.899168014526367
1993-03-26,24.76130485534668
1993-03-29,24.864700317382812
1993-03-30,24.933616638183594
1993-03-31,24.916397094726562
1993-04-01,24.830242156982422
1993-04-02,24.31330680847168
1993-04-05,24.43391990661621
1993-04-06,24.36499786376953
1993-04-07,24.45113754272461
1993-04-08,24.416685104370117
1993-04-12,24.76130485534668
1993-04-13,24.81300926208496
1993-04-14,24.778554916381836
1993-04-15,24.778554916381836
1993-04-16,24.778554916381836
1993-04-19,24.675161361694336
1993-04-20,24.554540634155273
1993-04-21,24.53729820251465
1993-04-22,24.227144241333008
1993-04-23,24.123756408691406
1993-04-26,23.934215545654297
1993-04-27,24.192676544189453
1993-04-28,24.1409969329834
1993-04-29,24.244380950927734
1993-04-30,24.278846740722656
1993-05-03,24.43391990661621
1993-05-04,24.52008819580078
1993-05-05,24.589006423950195
1993-05-06,24.502849578857422
1993-05-07,24.45113754272461
1993-05-10,24.502849578857422
1993-05-11,24.60624122619629
1993-05-12,24.5717716217041
1993-05-13,24.278846740722656
1993-05-14,24.261615753173828
1993-05-17,24.347759246826172
1993-05-18,24.33053970336914
1993-05-19,24.830242156982422
1993-05-20,24.899168014526367
1993-05-21,24.675161361694336
1993-05-24,24.778554916381836
1993-05-25,24.830242156982422
1993-05-26,25.140396118164062
1993-05-27,25.054241180419922
1993-05-28,24.933616638183594
1993-06-01,25.17487335205078
1993-06-02,25.140396118164062
1993-06-03,25.054241180419922
1993-06-04,24.96808433532715
1993-06-07,24.881942749023438
1993-06-08,24.657936096191406
1993-06-09,24.744077682495117
1993-06-10,24.76130485534668
1993-06-11,24.864700317382812
1993-06-14,24.830242156982422
1993-06-15,24.778554916381836
1993-06-16,24.830242156982422
1993-06-17,24.916397094726562
1993-06-18,24.71121597290039
1993-06-21,24.763273239135742
1993-06-22,24.780628204345703
1993-06-23,24.55501365661621
1993-06-24,24.884740829467773
1993-06-25,24.867382049560547
1993-06-28,25.145038604736328
1993-06-29,25.023561477661133
1993-06-30,25.023561477661133
1993-07-01,24.954164505004883
1993-07-02,24.81532859802246
1993-07-06,24.55501365661621
1993-07-07,24.624441146850586
1993-07-08,24.902088165283203
1993-07-09,24.971506118774414
1993-07-12,24.954164505004883
1993-07-13,24.936805725097656
1993-07-14,25.023561477661133
1993-07-15,24.919448852539062
1993-07-16,24.850032806396484
1993-07-19,24.83268165588379
1993-07-20,24.902088165283203
1993-07-21,24.884740829467773
1993-07-22,24.71121597290039
1993-07-23,24.83268165588379
1993-07-26,24.971506118774414
1993-07-27,24.954164505004883
1993-07-28,24.902088165283203
1993-07-29,25.040931701660156
1993-07-30,24.902088165283203
1993-08-02,24.971506118774414
1993-08-03,24.988861083984375
1993-08-04,24.988861083984375
1993-08-05,24.936805725097656
1993-08-06,24.971506118774414
1993-08-09,25.110347747802734
1993-08-10,25.09299659729004
1993-08-11,25.09299659729004
1993-08-12,25.023561477661133
1993-08-13,25.058279037475586
1993-08-16,25.197099685668945
1993-08-17,25.283876419067383
1993-08-18,25.422687530517578
1993-08-19,25.422687530517578
1993-08-20,25.44005012512207
1993-08-23,25.387989044189453
1993-08-24,25.66564178466797
1993-08-25,25.68300437927246
1993-08-26,25.70037078857422
1993-08-27,25.68300437927246
1993-08-30,25.787113189697266
1993-08-31,25.85653305053711
1993-09-01,25.821821212768555
1993-09-02,25.735048294067383
1993-09-03,25.75241470336914
1993-09-07,25.578876495361328
1993-09-08,25.49211311340332
1993-09-09,25.544179916381836
1993-09-10,25.769763946533203
1993-09-13,25.787113189697266
1993-09-14,25.68300437927246
1993-09-15,25.75241470336914
1993-09-16,25.648296356201172
1993-09-17,25.598562240600586
1993-09-20,25.38901138305664
1993-09-21,25.301706314086914
1993-09-22,25.511253356933594
1993-09-23,25.65094757080078
1993-09-24,25.581083297729492
1993-09-27,25.860498428344727
1993-09-28,25.808103561401367
1993-09-29,25.72078514099121
1993-09-30,25.66839599609375
1993-10-01,25.790624618530273
1993-10-04,25.825559616088867
1993-10-05,25.790624618530273
1993-10-06,25.773168563842773
1993-10-07,25.703332901000977
1993-10-08,25.738256454467773
1993-10-11,25.790624618530273
1993-10-12,25.825559616088867
1993-10-13,25.825559616088867
1993-10-14,26.157316207885742
1993-10-15,26.297025680541992
1993-10-18,26.227155685424805
1993-10-19,26.035099029541016
1993-10-20,26.070018768310547
1993-10-21,26.035099029541016
1993-10-22,25.91286849975586
1993-10-25,25.982709884643555
1993-10-26,25.96525764465332
1993-10-27,25.982709884643555
1993-10-28,26.174795150756836
1993-10-29,26.174795150756836
1993-11-01,26.244632720947266
1993-11-02,26.227155685424805
1993-11-03,25.89539337158203
1993-11-04,25.61601448059082
1993-11-05,25.738256454467773
1993-11-08,25.773168563842773
1993-11-09,25.790624618530273
1993-11-10,25.982709884643555
1993-11-11,25.91286849975586
1993-11-12,26.035099029541016
1993-11-15,26.017641067504883
1993-11-16,26.139867782592773
