Date,Adj Close,Close,High,Low,Open,Volume
1993-01-29,24.113279342651367,43.9375,43.96875,43.75,43.96875,1003200
1993-02-01,24.28475570678711,44.25,44.25,43.96875,43.96875,480500
1993-02-02,24.336212158203125,44.34375,44.375,44.125,44.21875,201300
1993-02-03,24.593469619750977,44.8125,44.84375,44.375,44.40625,529400
1993-02-04,24.696374893188477,45.0,45.09375,44.46875,44.96875,531500
1993-02-05,24.679222106933594,44.96875,45.0625,44.71875,44.96875,492100
1993-02-08,24.679222106933594,44.96875,45.125,44.90625,44.96875,596100
1993-02-09,24.507722854614258,44.65625,44.8125,44.5625,44.8125,122100
1993-02-10,24.54202651977539,44.71875,44.75,44.53125,44.65625,379600
1993-02-11,24.662071228027344,44.9375,45.125,44.78125,44.78125,19500
1993-02-12,24.473424911499023,44.59375,44.875,44.59375,44.875,42500
1993-02-16,23.85600471496582,43.46875,44.46875,43.40625,44.46875,374800
1993-02-17,23.838850021362305,43.4375,43.53125,43.28125,43.46875,210900
1993-02-18,23.821706771850586,43.40625,43.9375,42.8125,43.9375,378100
1993-02-19,23.907461166381836,43.5625,43.5625,43.34375,43.40625,34900
1993-02-22,23.99321174621582,43.71875,43.78125,43.5625,43.6875,513600
1993-02-23,23.976045608520508,43.6875,43.875,43.46875,43.84375,373700
1993-02-24,24.28475570678711,44.25,44.25,43.71875,43.71875,26300
1993-02-25,24.336212158203125,44.34375,44.375,44.125,44.21875,44500
1993-02-26,24.370525360107422,44.40625,44.4375,44.1875,44.4375,66200
1993-03-01,24.301916122436523,44.28125,44.5625,44.21875,44.5625,66500
1993-03-02,24.662071228027344,44.9375,44.9375,44.25,44.3125,182400
1993-03-03,24.76498794555664,45.125,45.15625,44.9375,45.0,280100
1993-03-04,24.627771377563477,44.875,45.1875,44.875,45.1875,89500
1993-03-05,24.559173583984375,44.75,45.125,44.71875,44.9375,40000
1993-03-08,25.10797882080078,45.75,45.75,44.84375,44.84375,50800
1993-03-09,25.022226333618164,45.59375,45.6875,45.5,45.65625,169300
