Ticker,USO,USO,USO,USO,USO,USO,CL=F,CL=F,CL=F,CL=F,CL=F,CL=F,XOP,XOP,XOP,XOP,XOP,XOP,XLE,XLE,XLE,XLE,XLE,XLE
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-03,95.83999633789062,96.0,90.87999725341797,91.5199966430664,91.5199966430664,4522938.0,54.20000076293945,55.2400016784668,52.11000061035156,52.33000183105469,52.33000183105469,727793,168.47999572753906,170.67999267578125,164.63999938964844,168.0399932861328,139.91683959960938,3467700.0,38.05500030517578,38.404998779296875,37.68000030517578,38.084999084472656,25.845340728759766,49246200.0
2017-01-04,91.36000061035156,93.04000091552734,90.87999725341797,92.63999938964844,92.63999938964844,2258475.0,52.4900016784668,53.43000030517578,52.150001525878906,53.2599983215332,53.2599983215332,512641,168.0800018310547,169.0399932861328,166.27999877929688,168.83999633789062,140.5830078125,2656875.0,38.1150016784668,38.185001373291016,37.880001068115234,38.005001068115234,25.791053771972656,22371000.0
2017-01-05,93.5199966430664,94.31999969482422,92.08000183105469,93.5999984741211,93.5999984741211,2668338.0,53.38999938964844,54.119998931884766,52.790000915527344,53.7599983215332,53.7599983215332,517362,169.52000427246094,170.0800018310547,166.60000610351562,168.32000732421875,140.15003967285156,2582250.0,38.029998779296875,38.16999816894531,37.72999954223633,37.90999984741211,25.72657585144043,22282400.0
2017-01-06,94.08000183105469,94.4800033569336,92.95999908447266,93.44000244140625,93.44000244140625,1909950.0,53.72999954223633,54.31999969482422,53.31999969482422,53.9900016784668,53.9900016784668,528333,168.75999450683594,169.0800018310547,166.32000732421875,167.0800018310547,139.11753845214844,2400325.0,38.029998779296875,38.07500076293945,37.69499969482422,37.94499969482422,25.750333786010742,14821000.0
2017-01-09,92.16000366210938,92.23999786376953,90.4000015258789,90.4800033569336,90.4800033569336,2600950.0,53.75,53.83000183105469,51.7599983215332,51.959999084472656,51.959999084472656,564893,165.32000732421875,165.60000610351562,162.27999877929688,162.39999389648438,135.22085571289062,2702775.0,37.69499969482422,37.72999954223633,37.34000015258789,37.39500045776367,25.377090454101562,21921800.0
2017-01-10,90.95999908447266,90.95999908447266,88.55999755859375,88.55999755859375,88.55999755859375,2982700.0,51.83000183105469,52.369998931884766,50.709999084472656,50.81999969482422,50.81999969482422,632573,163.1199951171875,164.32000732421875,161.8800048828125,162.39999389648438,135.22085571289062,2610425.0,37.3650016784668,37.45000076293945,37.025001525878906,37.05500030517578,25.146358489990234,19321600.0
2017-01-11,89.68000030517578,91.83999633789062,88.4800033569336,90.95999908447266,90.95999908447266,4008375.0,50.810001373291016,52.779998779296875,50.75,52.25,52.25,815846,162.52000427246094,164.36000061035156,161.75999450683594,164.0,136.5530242919922,3509575.0,37.185001373291016,37.525001525878906,37.029998779296875,37.45500183105469,25.417808532714844,26254000.0
2017-01-12,90.95999908447266,93.04000091552734,90.95999908447266,92.31999969482422,92.31999969482422,3417325.0,52.369998931884766,53.5,52.119998931884766,53.0099983215332,53.0099983215332,660703,165.83999633789062,165.8800048828125,162.36000061035156,162.8800048828125,135.62045288085938,3301750.0,37.665000915527344,37.70500183105469,37.150001525878906,37.29999923706055,25.312618255615234,21791200.0
