date,MOVE,VIX
2003-01-02,130.8699951171875,25.389999389648438
2003-01-06,124.83000183105469,24.90999984741211
2003-01-07,117.52999877929688,25.1299991607666
2003-01-08,119.41999816894531,25.530000686645508
2003-01-09,125.08000183105469,24.25
2003-01-10,120.0199966430664,24.31999969482422
2003-01-13,119.79000091552734,24.899999618530273
2003-01-14,114.16000366210938,24.56999969482422
2003-01-15,115.3499984741211,25.510000228881836
2003-01-16,115.1500015258789,25.010000228881836
2003-01-17,116.0199966430664,25.700000762939453
2003-01-21,114.80000305175781,27.59000015258789
2003-01-22,109.94000244140625,29.010000228881836
2003-01-23,107.7300033569336,27.530000686645508
2003-01-24,109.41000366210938,31.510000228881836
2003-01-27,117.7300033569336,34.689998626708984
2003-01-28,116.88999938964844,31.93000030517578
2003-01-29,114.48999786376953,31.260000228881836
2003-01-30,115.62000274658203,31.31999969482422
2003-01-31,110.88999938964844,31.170000076293945
2003-02-03,109.12000274658203,31.020000457763672
2003-02-04,112.05999755859375,32.7599983215332
2003-02-05,122.12999725341797,33.040000915527344
2003-02-06,117.22000122070312,33.349998474121094
2003-02-07,115.48999786376953,34.0099983215332
2003-02-10,114.06999969482422,33.9900016784668
2003-02-11,112.31999969482422,33.68000030517578
2003-02-12,113.13999938964844,34.33000183105469
2003-02-13,116.33999633789062,33.70000076293945
2003-02-18,115.77999877929688,31.110000610351562
2003-02-19,107.12999725341797,31.309999465942383
2003-02-20,109.16999816894531,31.15999984741211
2003-02-21,104.8499984741211,30.25
2003-02-24,104.05000305175781,31.979999542236328
2003-02-25,103.0999984741211,31.739999771118164
2003-02-26,114.16000366210938,31.940000534057617
2003-02-27,103.80000305175781,30.530000686645508
2003-02-28,105.36000061035156,29.6299991607666
2003-03-03,101.76000213623047,30.43000030517578
2003-03-04,100.94000244140625,31.829999923706055
2003-03-05,103.1500015258789,30.3799991607666
2003-03-06,102.83999633789062,31.3700008392334
2003-03-07,104.5999984741211,31.079999923706055
2003-03-10,105.9800033569336,33.310001373291016
2003-03-11,104.27999877929688,33.61000061035156
2003-03-12,104.33000183105469,33.5099983215332
2003-03-13,110.98999786376953,31.760000228881836
2003-03-14,110.3499984741211,30.979999542236328
2003-03-17,118.37000274658203,31.75
2003-03-18,124.87999725341797,30.43000030517578
2003-03-19,130.27999877929688,31.540000915527344
2003-03-20,125.83000183105469,30.440000534057617
2003-03-21,124.18000030517578,28.670000076293945
2003-03-24,119.97000122070312,30.389999389648438
2003-03-25,116.44999694824219,28.75
2003-03-26,116.30000305175781,28.229999542236328
2003-03-27,115.05999755859375,27.959999084472656
2003-03-28,114.5,27.75
2003-03-31,112.08999633789062,29.149999618530273
2003-04-01,109.66000366210938,28.360000610351562
2003-04-02,116.79000091552734,28.020000457763672
2003-04-03,115.94000244140625,28.209999084472656
2003-04-04,114.37000274658203,29.1299991607666
2003-04-07,113.4800033569336,28.450000762939453
2003-04-08,110.08000183105469,27.1299991607666
2003-04-09,105.87999725341797,27.110000610351562
2003-04-10,103.56999969482422,25.600000381469727
2003-04-11,103.66000366210938,24.440000534057617
2003-04-14,102.72000122070312,23.40999984741211
2003-04-15,98.56999969482422,22.559999465942383
2003-04-16,96.02999877929688,22.520000457763672
2003-04-17,96.19999694824219,21.5
2003-04-21,95.80000305175781,21.950000762939453
2003-04-22,98.56999969482422,20.700000762939453
2003-04-23,95.79000091552734,20.799999237060547
2003-04-24,92.43000030517578,20.329999923706055
2003-04-25,91.66000366210938,20.799999237060547
2003-04-28,91.05999755859375,20.84000015258789
2003-04-29,90.63999938964844,20.760000228881836
2003-04-30,89.2699966430664,21.209999084472656
2003-05-01,89.66999816894531,21.59000015258789
2003-05-02,90.66999816894531,20.6299991607666
2003-05-05,88.06999969482422,21.1299991607666
2003-05-06,84.7300033569336,20.799999237060547
2003-05-07,86.37000274658203,21.0
2003-05-08,85.29000091552734,21.239999771118164
2003-05-09,82.55999755859375,19.690000534057617
2003-05-12,83.20999908447266,19.520000457763672
2003-05-13,84.97000122070312,19.90999984741211
2003-05-14,88.91999816894531,20.0
2003-05-15,94.38999938964844,19.239999771118164
2003-05-16,94.63999938964844,18.399999618530273
2003-05-19,97.87999725341797,20.510000228881836
2003-05-20,104.38999938964844,21.290000915527344
2003-05-21,108.54000091552734,21.209999084472656
2003-05-22,102.77999877929688,19.780000686645508
2003-05-23,99.52999877929688,19.170000076293945
