cpi_date,trading_d,ratio_T-6,ratio_T-5,ratio_T0,ratio_T+5,move_T0_pct_change_5d,vix_T0_pct_change_5d,move_true_pre_pct_change_5d,vix_true_pre_pct_change_5d,move_release_day_pct_change,vix_release_day_pct_change,move_post_pct_change_5d,vix_post_pct_change_5d
2024-01-11,2024-01-11,8.872507124877743,8.571833104431253,8.315916433901897,7.892481181603896,-14.588841972956846,-11.960371694055617,-11.993258792652151,-9.615387358530668,-5.637143537357037,-1.9700552266877946,1.4693130181738123,6.913188419296268
2024-02-13,2024-02-13,7.950256013066525,8.46860604292133,7.143217570711789,7.449152249440416,2.3688994418884057,21.36293929717128,1.0121443421349685,1.9019767917391572,3.1335420656380952,13.783201968635716,0.9273939330882941,-3.2176669817502335
2024-03-12,2024-03-12,8.122312939501416,7.630013937758834,7.323699385321079,7.23516643066332,-8.130155961058193,-4.28768937706403,-2.6832184444599783,12.824318200616602,-4.942320902945974,-9.067017675620026,-1.3516206968551825,-0.14451197646793146
2024-04-10,2024-04-10,6.609856397271617,6.830425525089885,6.936075633856911,6.2213073372490015,11.963628333738807,10.258201499338405,2.2367232773483625,2.532511254303693,10.999688657657035,5.473969783420429,3.376224747949408,15.253157371169014
2024-05-15,2024-05-15,7.41043116460722,7.352307833158052,7.532530137832368,6.7119607908714825,-1.883242328180168,-4.230770697960484,8.680132656835449,1.4361340939661016,-11.984987242335187,-7.228019832446087,-12.038815379063273,-1.285139356331877
2024-06-12,2024-06-12,7.6071429917256435,8.11005537427186,7.6187710670736415,7.088855518266347,-10.446155341563069,-4.671418426301477,-2.836883378254118,-2.3556190694283496,-5.6954800836088175,-6.303505023896793,2.6272712793187436,10.299001453878077
2024-07-11,2024-07-11,8.936824981098937,8.505376388191666,6.940402294073889,5.773383519071332,-12.797824980817063,6.865177115224341,-13.524323901606017,6.816298143807287,-3.549535343044552,0.5447446906317488,2.564963866090886,23.29721525624977
2024-08-14,2024-08-14,4.303139725853901,4.046319601359347,6.568251564550083,6.845727972937454,-5.634932971820039,-41.867144300544446,-0.6709119730757385,-34.60843941569463,-10.216148137536251,-10.651215318914042,4.739515788126369,0.49413169281722347
2024-09-11,2024-09-11,5.511583046947198,5.5886493072888985,5.867156460267255,5.409215748024906,-12.891313817579286,-17.026262723858498,-5.1138323064381925,-7.91505523164483,-4.217423098083339,-7.285112134206173,-4.990847152406985,3.052566375784327
2024-10-10,2024-10-10,5.405820118047727,4.937042693611946,5.569039458148963,6.829173187143476,15.223401877211117,2.147391600647186,19.790546719270672,10.37037582741338,-4.763462586917678,0.3355689970089726,5.636581874087199,-13.855707483258527
2024-11-13,2024-11-13,6.1988172355592965,6.36554388153922,7.281026997008917,6.217366164924302,-21.73579118048261,-31.576375722923768,-20.33027298953556,-33.0755216355645,-5.960387875455108,-4.690683742990798,4.516066347629222,22.396571234843577
2024-12-11,2024-12-11,7.187969707001855,6.858736156743502,6.067746832754878,3.157494440065093,-10.677505120998475,0.9665436154978169,-5.753138167140081,6.616542118953861,-8.546056691059556,-4.231314305760058,5.8373755698088114,103.3873416377439
