Date,IJR,IWM,KRE,KBE,XLF,XLV,XLI,XRT,SPY,^VIX
2012-01-03,28.13140106201172,61.66715621948242,17.993833541870117,14.676900863647461,8.311227798461914,27.605222702026367,26.458545684814453,21.52374839782715,99.0570068359375,22.969999313354492
2012-01-04,27.969263076782227,61.32994842529297,18.101795196533203,14.76370620727539,8.28630256652832,27.471681594848633,26.5812931060791,21.4622859954834,99.21236419677734,22.219999313354492
2012-01-05,28.135454177856445,61.675418853759766,18.447284698486328,15.045811653137207,8.398448944091797,27.550243377685547,26.588951110839844,21.581113815307617,99.47653198242188,21.479999542236328
2012-01-06,28.04222869873047,61.519134521484375,18.375308990478516,15.038578033447266,8.348607063293457,27.597362518310547,26.535263061523438,21.335262298583984,99.22018432617188,20.6299991607666
2012-01-09,28.15572738647461,61.831687927246094,18.6632080078125,15.277287483215332,8.392217636108398,27.644508361816406,26.734718322753906,21.581113815307617,99.46102142333984,21.06999969482422
2012-01-10,28.532699584960938,62.736515045166016,18.792762756347656,15.472588539123535,8.54174518585205,27.848766326904297,27.118274688720703,21.638477325439453,100.32341003417969,20.690000534057617
2012-01-11,28.65026092529297,62.9832649230957,18.87193489074707,15.595559120178223,8.641432762145996,27.87232780456543,27.202682495117188,21.626188278198242,100.37777709960938,21.049999237060547
2012-01-12,28.75969886779785,63.17246627807617,18.95110511779785,15.63172721862793,8.672582626342773,27.958730697631836,27.440475463867188,21.650768280029297,100.61859893798828,20.469999313354492
2012-01-13,28.569183349609375,62.83518981933594,18.87193489074707,15.595559120178223,8.61027717590332,27.833044052124023,27.225683212280273,21.60980224609375,100.09808349609375,20.90999984741211
2012-01-17,28.581336975097656,62.81053924560547,18.78556251525879,15.458120346069336,8.54174518585205,28.00586700439453,27.363779067993164,21.712228775024414,100.48653411865234,22.200000762939453
2012-01-18,29.0839786529541,63.929203033447266,18.915122985839844,15.581100463867188,8.672582626342773,28.162979125976562,27.609254837036133,22.273578643798828,101.59754180908203,20.889999389648438
2012-01-19,29.250164031982422,64.32402038574219,18.84314727783203,15.552162170410156,8.753576278686523,28.162979125976562,27.90076446533203,22.57268524169922,102.13359069824219,19.8700008392334
2012-01-20,29.29475212097168,64.36514282226562,19.0446720123291,15.711294174194336,8.809649467468262,28.162979125976562,27.739673614501953,22.441572189331055,102.5142822265625,18.280000686645508
2012-01-23,29.246122360229492,64.28290557861328,18.943910598754883,15.718533515930176,8.840802192687988,28.037288665771484,27.708982467651367,22.48664093017578,102.25017547607422,18.670000076293945
2012-01-24,29.424468994140625,64.65309143066406,18.965511322021484,15.6172513961792,8.828343391418457,28.045150756835938,27.739673614501953,22.683319091796875,102.13359069824219,18.90999984741211
2012-01-25,29.631193161010742,65.20418548583984,19.05906867980957,15.70406723022461,8.847029685974121,28.24940299987793,28.0465145111084,22.884096145629883,102.98822784423828,18.309999465942383
2012-01-26,29.570392608642578,65.13014221191406,18.562448501586914,15.327921867370605,8.772271156311035,28.123708724975586,27.99282455444336,22.720199584960938,102.45991516113281,18.56999969482422
2012-01-27,29.704153060913086,65.5743179321289,18.67041015625,15.385787963867188,8.803418159484863,28.139423370361328,27.96981430053711,22.867712020874023,102.41328430175781,18.530000686645508
2012-01-30,29.481231689453125,65.06436157226562,18.562448501586914,15.270054817199707,8.722423553466797,28.100135803222656,27.87007713317871,22.822635650634766,102.06368255615234,19.399999618530273
2012-01-31,29.509605407714844,64.99853515625,18.576833724975586,15.270054817199707,8.759807586669922,28.123708724975586,27.785696029663086,22.597270965576172,102.02486419677734,19.440000534057617
2012-02-01,30.137897491455078,66.39688110351562,18.922325134277344,15.494287490844727,8.89687442779541,28.398662567138672,28.084871292114258,22.822635650634766,102.91828155517578,18.549999237060547
2012-02-02,30.32841682434082,66.77527618408203,19.030282974243164,15.559394836425781,8.940484046936035,28.28868293762207,28.1002254486084,22.855409622192383,103.0814208984375,17.979999542236328
