Date,w5_approx,spy_rv20,qqq_rv20,top5_avg_rv20,vol_gap
2020-01-02,,,,,
2020-01-03,,,,,
2020-01-06,,,,,
2020-01-07,,,,,
2020-01-08,0.146357540966487,,,,
2020-01-09,0.14719259313505478,,,,
2020-01-10,0.14836165824710226,,,,
2020-01-13,0.1495065856732873,,,,
2020-01-14,0.14703283718690197,,,,
2020-01-15,0.14699388882062983,,,,
2020-01-16,0.14747252547890702,,,,
2020-01-17,0.14894036247268658,,,,
2020-01-21,0.148821429943343,,,,
2020-01-22,0.1487812985765166,,,,
2020-01-23,0.14886003690976965,,,,
2020-01-24,0.14912237565846015,,,,
2020-01-27,0.14805026539514607,,,,
2020-01-28,0.1491649045451387,,,,
2020-01-29,0.15097546288509264,,,,
2020-01-30,0.15073256580013997,,,,
2020-01-31,0.15250535151393713,12.03548144344192,14.297140021979288,25.39005126403646,13.354569820594541
2020-02-03,0.15394885010149073,12.037250589234164,14.657064329519361,25.926378581293495,13.889127992059331
2020-02-04,0.15243805353985387,13.102496650040072,16.35445976938542,27.315440130918933,14.212943480878861
2020-02-05,0.15178592198395124,13.550067498280066,16.32108165234959,27.235834216475332,13.685766718195266
2020-02-06,0.15387182287273166,13.495552997405769,16.36737277334756,27.43776331540885,13.942210318003083
2020-02-07,0.1561880791883583,13.547540886952106,16.42235109340971,27.44233503220388,13.894794145251772
2020-02-10,0.15637409342346947,13.666000073902982,16.665762080048278,28.49627129748297,14.830271223579988
2020-02-11,0.15539112113188988,13.512888527971828,16.38492994214272,28.589967683655516,15.077079155683688
2020-02-12,0.15500952987118682,13.602092498498047,16.394987426892087,28.302309962758198,14.70021746426015
2020-02-13,0.1548491976855536,13.628713648188917,16.443019642136026,28.412471384186837,14.78375773599792
2020-02-14,0.15528738684389798,13.380857080392097,16.262864731728182,29.694164525107418,16.31330744471532
2020-02-18,0.15620740746016334,13.414252427256498,16.260336196967014,29.612716259104218,16.198463831847718
2020-02-19,0.15704994040499792,13.448916666381795,16.407790034553933,30.28045485757762,16.831538191195826
2020-02-20,0.1561299768738519,13.571376729355435,16.980330329278132,30.861527820293436,17.290151090938
2020-02-21,0.15334626084184527,14.138719948749312,18.64776256017916,33.371204047780296,19.232484099030984
2020-02-24,0.1515905636174376,18.380946670215504,23.39447316809014,38.18866444215557,19.807717771940066
2020-02-25,0.15108904333159434,20.581830548499294,24.27964966128133,38.29264163584628,17.710811087346986
2020-02-26,0.15451385256410974,20.082220634053133,23.66060076213756,37.74162355495927,17.659402920906135
2020-02-27,0.15204548502671486,25.315924703417625,29.5788519873873,43.41445247414276,18.098527770725138
2020-02-28,0.15534322519084492,25.14482736718266,29.503778800485986,44.3909716950926,19.246144327909942
2020-03-02,0.15676349241473478,29.712531697883293,34.816949600524225,46.447120160714135,16.734588462830843
2020-03-03,0.15526363995161283,30.972730097410032,36.063620861732616,47.586343633289104,16.61361353587907
2020-03-04,0.15680802616387998,34.28921446762328,38.29502915540407,49.15771521553175,14.86850074790847
2020-03-05,0.1556908458248652,35.57982999936702,39.5574813632518,50.77281473021564,15.192984730848622
2020-03-06,0.1543654069606336,35.68166287776246,39.539215735457034,50.65164811221788,14.969985234455415
2020-03-09,0.15566459491449058,44.62462471907131,46.12005843444841,55.65301455368277,11.02838983461146
2020-03-10,0.1577046974954303,49.18060117444995,50.611288984963224,59.53363763638622,10.35303646193627
2020-03-11,0.1586382386633914,51.282087881253915,52.30109322026778,61.06497555593437,9.782887674680453
2020-03-12,0.15958310925752958,60.045404867299,60.27343157778522,68.80183766573325,8.756432798434247
2020-03-13,0.16150521610741145,69.2155097250958,69.06057576149372,80.15276768811805,10.937257963022248
2020-03-16,0.16206127385638072,78.29753565415683,80.47139286409308,91.63691514781092,13.339379493654093
2020-03-17,0.16263127524698523,82.01406000013488,86.39526386267674,96.11917964353472,14.105119643399846
2020-03-18,0.16667784764996948,82.73041649349169,86.20765999062854,95.72669781392801,12.996281320436324
2020-03-19,0.1682912012203077,82.89048297186828,86.50515105108832,96.76601273773107,13.875529765862794
2020-03-20,0.1688906115965621,83.40114495154718,86.98401761526856,97.09824981235327,13.697104860806093
2020-03-23,0.17323623302649246,83.25830335892248,86.65752864655748,96.55163205408975,13.293328695167276
2020-03-24,0.17019288064523513,90.98504939296828,91.80781377322931,102.7365563418883,11.751506948920024
2020-03-25,0.16523966927240208,91.45422018140953,91.68011628022894,102.71610768251158,11.261887501102052
2020-03-26,0.16367542719585598,93.54253129671606,92.55150584503154,102.5612175867908,9.01868629007474
2020-03-27,0.1627640778803445,93.92404455076445,93.20873821541525,102.72090717143405,8.7968626206696
2020-03-30,0.16398923404335972,93.25924666804526,92.19589018947842,101.90420997924583,8.64496331120057
2020-03-31,0.16639368640073238,92.9724932623894,91.66521877749621,101.32037222544152,8.34787896305211
2020-04-01,0.1666525547976573,92.08739861278545,90.99140209154082,101.0899565766551,9.002557963869648
2020-04-02,0.16547761909582648,92.47680000443974,91.15677114362076,101.03688516582183,8.56008516138209
2020-04-03,0.16555489645694435,92.45621749756648,91.11958670368801,101.08834556244153,8.632128064875047
2020-04-06,0.166295101731285,91.81387565936045,91.36636771607465,101.84620408125714,10.032328421896693
2020-04-07,0.16571830173934263,89.76186466776629,89.26446590701941,99.70604077511787,9.94417610735158
2020-04-08,0.16321135017814117,88.94414449853414,88.12945134964026,98.46846758261664,9.524323084082496
2020-04-09,0.16107691983749903,80.6472882854721,80.24609173038422,90.54654169930068,9.899253413828575
2020-04-13,0.16579926023988667,75.58513726378551,75.25651907942795,84.07882641823775,8.493689154452241
2020-04-14,0.16871688329504164,62.037232964672654,58.53036662739599,67.28469446425399,5.247461499581334
2020-04-15,0.1717462354468085,60.64382070814888,54.23363519426919,64.16179109497176,3.5179703868228813
2020-04-16,0.17405647514166644,56.79769888554762,52.441705232825655,62.6060846483654,5.808385762817785
2020-04-17,0.16967139803606923,57.13680702088567,52.42496785109195,62.73339640496221,5.5965893840765375
2020-04-20,0.1706374307696443,54.6020770861775,49.77847200085222,60.510790121842184,5.908713035664682
2020-04-21,0.169676223130775,55.06298282814696,52.61703500998567,62.83686944928578,7.773886621138821
2020-04-22,0.1710214426119278,47.37569912007374,47.34067358518936,55.9539063151027,8.57820719502896
2020-04-23,0.17153165588966313,47.33921341426483,47.16449412295724,55.20323158172056,7.8640181674557255
2020-04-24,0.17137568066036749,43.55511763162049,44.354171526151795,53.064969998730604,9.509852367110113
2020-04-27,0.16824839671617137,41.74307055836245,41.70521746995243,50.78301069986142,9.039940141498974
