model,term,coef,std_err,t,p,ci_low,ci_high,harvey_pass,primary_signal
model_risk_only,C(ticker)[T.JPM],-0.0046551325809847,0.01617851208042222,-0.28773551967228944,0.7735491985169061,-0.03636443358205843,0.027054168420089033,False,False
model_risk_only,C(ticker)[T.MS],0.013295488891899323,0.009066151595314376,1.466497526775394,0.1425127944906472,-0.004473841713297209,0.031064819497095855,False,False
model_risk_only,C(ticker)[T.PNC],-0.02074847772173999,0.024069878865666625,-0.8620100598568322,0.3886819820371301,-0.06792457341068839,0.026427617967208404,False,False
model_risk_only,C(ticker)[T.TFC],0.0454938441499913,0.016632584792001318,2.735223942575028,0.006233784992142254,0.012894576987860097,0.07809311131212252,False,False
model_risk_only,C(ticker)[T.USB],-0.013158807097797116,0.03285747964389743,-0.4004813284649202,0.6888020331161342,-0.07755828382259404,0.051240669626999816,False,False
model_risk_only,C(ticker)[T.WFC],-0.0028421772069104926,0.031081079793582374,-0.0914439660972572,0.9271398281729851,-0.06375997420294756,0.05807561978912658,False,False
model_risk_only,C(year)[T.2021],-0.13163342982446988,0.04157151747655256,-3.1664331209154115,0.0015432082752636896,-0.2131121068611903,-0.05015475278774943,True,False
model_risk_only,C(year)[T.2022],-0.11537049758851588,0.050036815535530035,-2.305712231158952,0.02112671722000802,-0.213440853939229,-0.017300141237802755,False,False
model_risk_only,C(year)[T.2023],-0.08142320703490988,0.053562470544760675,-1.5201540594895964,0.12847226051156235,-0.1864037202256283,0.023557306155808533,False,False
model_risk_only,C(year)[T.2024],-0.1159402804707911,0.05035829929078332,-2.302307307904076,0.02131784799870084,-0.21464073340341536,-0.01723982753816683,False,False
model_risk_only,C(year)[T.2025],-0.12716245671427728,0.0542279427830389,-2.344961844174004,0.019029026851475856,-0.23344727152473227,-0.020877641903822297,False,False
model_risk_only,C(year)[T.2026],-0.13510704378530536,0.05699196056396262,-2.370633374398016,0.01775763575259096,-0.24680923389899917,-0.023404853671611547,False,False
model_risk_only,model_risk_terms_per_10k_lag1_z,-0.017659633252115937,0.018102186704061864,-0.9755524866039181,0.3292862797285234,-0.05313926723349702,0.01782000072926514,False,True
model_risk_only,rv_current,0.3533399270811809,0.08577778406448656,4.119247552671037,3.8011161025954275e-05,0.18521855964113346,0.5214612945212284,True,False
model_risk_only,abs_ret_current,-0.13396474547152823,0.1607559438384138,-0.8333424088267919,0.4046516449678733,-0.4490406056955629,0.18111111475250644,False,False
model_risk_only,kbe_rv_current,-0.5027300830029304,0.24972353664178243,-2.01314657706484,0.04409921147308622,-0.9921792209127924,-0.013280945093068375,False,False
model_risk_only,xlf_rv_current,0.5467867279285374,0.44096549920242084,1.239976208836103,0.21498419402529922,-0.31748976893293335,1.4110632247900083,False,False
model_risk_only,spy_rv_current,-0.015194435548175511,0.3690721173923359,-0.041169285980017074,0.9671609391418968,-0.7385624933350927,0.7081736222387418,False,False
operational_only,Intercept,0.32234324150898563,0.054717903997468294,5.891001262107919,3.838626228596058e-09,0.21509812036442752,0.4295883626535437,True,False
operational_only,C(ticker)[T.C],0.019270339616728548,0.008598027097198107,2.2412513241564795,0.025009800009456788,0.0024185161681207906,0.036122163065336305,False,False
operational_only,C(ticker)[T.COF],0.052548115040432,0.011558759136675291,4.54617268333759,5.463022036277779e-06,0.02989336342657514,0.07520286665428885,True,False
operational_only,C(ticker)[T.GS],0.004331436720888759,0.009021653728540718,0.4801156031056607,0.6311451939843236,-0.013350679668042542,0.02201355310982006,False,False
operational_only,C(ticker)[T.JPM],-0.015423685896749282,0.008230833694688324,-1.8738910867197796,0.060945438236901246,-0.03155582350107715,0.0007084517075785814,False,False
operational_only,C(ticker)[T.MS],0.010057949780704026,0.008997533247126464,1.1178563617885187,0.263628345175293,-0.00757689133336557,0.02769279089477362,False,False
operational_only,C(ticker)[T.PNC],-0.0005364291916257202,0.006672781637489957,-0.08039064078043234,0.9359265703889431,-0.013614840877806242,0.012541982494554802,False,False
operational_only,C(ticker)[T.TFC],0.02578491163999086,0.008520349760279461,3.0262738461977334,0.002475879560077617,0.009085332974158634,0.04248449030582309,True,False
operational_only,C(ticker)[T.USB],0.01788414276221212,0.011498414743791213,1.5553572523437633,0.11986100899857699,-0.004652336014923011,0.04042062153934725,False,False
operational_only,C(ticker)[T.WFC],0.022333279382656286,0.01152377644384264,1.9380174104808636,0.052621098455184825,-0.0002529074131663485,0.04491946617847892,False,False
operational_only,C(year)[T.2021],-0.1299563028979063,0.0419263153503573,-3.0996356777819924,0.0019375881206010026,-0.21213037098907542,-0.047782234806737184,True,False
operational_only,C(year)[T.2022],-0.11372757357361615,0.050461746037323,-2.253738376184999,0.024212631596127344,-0.21263077840377603,-0.014824368743456287,False,False
operational_only,C(year)[T.2023],-0.07877754375598481,0.05279503082768771,-1.4921393646515475,0.13566261414222489,-0.18225390274093461,0.024698815228964985,False,False
operational_only,C(year)[T.2024],-0.11076525476613519,0.05054367754022755,-2.1914759700256767,0.02841736681200337,-0.20982904239118721,-0.011701467141083152,False,False
operational_only,C(year)[T.2025],-0.12152445003680354,0.054681113793268114,-2.222420898305927,0.0262548743107429,-0.2286974637061454,-0.014351436367461654,False,False
operational_only,C(year)[T.2026],-0.12983630224938836,0.05789914818235329,-2.242456172938315,0.024931904825954594,-0.24331654742234854,-0.016356057076428177,False,False
operational_only,operational_loss_terms_per_10k_lag1_z,-0.00241671532713756,0.006129564168931692,-0.3942719678809992,0.6933802569758951,-0.014430440339170864,0.009597009684895744,False,True
operational_only,rv_current,0.35723257772468464,0.08673993543129124,4.118432599107213,3.814581033900036e-05,0.18722542825802405,0.5272397271913453,True,False
operational_only,abs_ret_current,-0.13532112908318386,0.1605143686242459,-0.8430468265427512,0.39920225544555366,-0.44992351058789193,0.17928125242152418,False,False
operational_only,kbe_rv_current,-0.503864878174971,0.24953068388804453,-2.019250179272691,0.04346122322914538,-0.9929360316331874,-0.014793724716754608,False,False
operational_only,xlf_rv_current,0.5456368732295004,0.4431308567945621,1.231322226523396,0.2182023721340587,-0.3228836465262176,1.4141573929852185,False,False
operational_only,spy_rv_current,-0.017745088789516444,0.3692465141726453,-0.04805756617439463,0.9616703643923457,-0.7414549579848598,0.705964780405827,False,False
combined,Intercept,0.32298145728374666,0.05479732241741516,5.894110205302655,3.767057059108803e-09,0.2155806788963836,0.4303822356711097,True,False
combined,C(ticker)[T.C],0.017693598210533262,0.007255252255153273,2.438729569735611,0.01473899355223805,0.0034735650916798404,0.03191363132938668,False,False
combined,C(ticker)[T.COF],0.05121970023346367,0.012420795229905041,4.123705389663304,3.728257044256121e-05,0.026875388923502892,0.07556401154342446,True,False
combined,C(ticker)[T.GS],0.0047030251381241055,0.009091389926707315,0.5173054039084021,0.604942982341842,-0.013115771687632474,0.022521821963880684,False,False
combined,C(ticker)[T.JPM],-0.014751955483196764,0.008788250981948518,-1.6785997024320285,0.09323008460723878,-0.031976610894914624,0.002472699928521095,False,False
combined,C(ticker)[T.MS],0.010075246927283798,0.008637284472976008,1.166483164796393,0.2434191513576337,-0.006853519563976198,0.027004013418543794,False,False
combined,C(ticker)[T.PNC],-0.0022647190913922532,0.009160710459427138,-0.2472209007612142,0.8047372707747135,-0.020219381664668815,0.015689943481884308,False,False
combined,C(ticker)[T.TFC],0.025730384942654227,0.008840260129863246,2.9105913813253665,0.003607454592588212,0.008403793474156884,0.04305697641115157,False,False
combined,C(ticker)[T.USB],0.015833761502689173,0.00800866054120803,1.977079865130705,0.04803260333569126,0.00013707527751437645,0.03153044772786397,False,False
combined,C(ticker)[T.WFC],0.019252614664140917,0.016575299174998056,1.161524414182598,0.24542870055424937,-0.013234374751831743,0.05173960408011358,False,False
combined,C(year)[T.2021],-0.13004848302975183,0.04192092981089498,-3.102232789596978,0.0019206685703300865,-0.21221199565753748,-0.04788497040196618,True,False
combined,C(year)[T.2022],-0.1138073515862689,0.050448380939232436,-2.2559168295877616,0.024075840331057773,-0.21268436130552143,-0.014930341867016375,False,False
combined,C(year)[T.2023],-0.07886813583005214,0.052724216893735576,-1.495861683237686,0.13468970314563591,-0.18220570205485215,0.024469430394747874,False,False
combined,C(year)[T.2024],-0.11029213587731007,0.050557929000011936,-2.1815002722378924,0.029146434344462197,-0.20938385585026661,-0.011200415904353528,False,False
combined,C(year)[T.2025],-0.12063298611337647,0.05467457994706574,-2.20638158043774,0.027357293623052992,-0.22779319367948117,-0.013472778547271774,False,False
combined,C(year)[T.2026],-0.12879233993562747,0.058699925728813426,-2.194080117420123,0.028229650366857637,-0.24384208025927787,-0.013742599611977074,False,False
combined,combined_ai_model_operational_per_10k_lag1_z,-0.0033440924669319687,0.007496344688024101,-0.44609641179845616,0.655527604629803,-0.018036658071157355,0.011348473137293416,False,True
combined,rv_current,0.35707074830910823,0.08679489678645184,4.113960169658786,3.889285720136442e-05,0.18695587656579135,0.5271856200524251,True,False
combined,abs_ret_current,-0.13524779201497478,0.16046677802846537,-0.8428398306282626,0.39931802839903674,-0.4497568976659502,0.17926131363600062,False,False
combined,kbe_rv_current,-0.5039723294157408,0.24945609896870932,-2.020284657297382,0.043353869331961066,-0.9928972991182703,-0.015047359713211195,False,False
combined,xlf_rv_current,0.5460628021043087,0.44294335356364806,1.232805047668117,0.21764850766116517,-0.3220902180718329,1.4142158222804504,False,False
combined,spy_rv_current,-0.017858918539769057,0.36928333150071935,-0.04836101989004686,0.9614285245563158,-0.7416409483721446,0.7059231112926064,False,False
