month_end,ticker,rv_current,target_rv_next,ret_current,kbe_rv_current,kbe_target_rv_next,xlf_rv_current,spy_rv_current,filing_date,report_year,ai_terms_per_10k_lag1,model_risk_terms_per_10k_lag1,operational_loss_terms_per_10k_lag1,combined_ai_model_operational_per_10k_lag1,ai_terms_per_10k_lag1_z,model_risk_terms_per_10k_lag1_z,operational_loss_terms_per_10k_lag1_z,combined_ai_model_operational_per_10k_lag1_z,abs_ret_current,year,month_key
2020-03-31,JPM,1.2817838633483212,0.6964385355209198,-0.22461469343988094,1.2262887204073512,0.7607467528836463,1.1311314852394365,0.8788457612450592,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.22461469343988094,2020,2020-03
2020-04-30,JPM,0.6964385355209198,0.5061382325965639,0.0746981282809851,0.7607467528836463,0.7017446607560273,0.5534958264950819,0.4056943927633932,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.0746981282809851,2020,2020-04
2020-05-31,JPM,0.5061382325965639,0.5107507963215995,0.016186655005318684,0.7017446607560273,0.6259348087035969,0.41905756617444206,0.22176545276698278,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.016186655005318684,2020,2020-05
2020-06-30,JPM,0.5107507963215995,0.30467428924706685,-0.03339867197826296,0.6259348087035969,0.4272890999357056,0.45550041816620196,0.28124230813928913,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.03339867197826296,2020,2020-06
2020-07-31,JPM,0.30467428924706685,0.265831147033256,0.03744123852078918,0.4272890999357056,0.2972180928344579,0.22130365537921978,0.13417636516112655,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.03744123852078918,2020,2020-07
2020-08-31,JPM,0.265831147033256,0.26802675350038724,0.03673419364022146,0.2972180928344579,0.3114096975581384,0.16886606483329472,0.09494374014374658,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.03673419364022146,2020,2020-08
2020-09-30,JPM,0.26802675350038724,0.256694684027251,-0.03912564992069478,0.3114096975581384,0.3349477998057632,0.22823987332976511,0.24021855300130132,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.03912564992069478,2020,2020-09
2020-10-31,JPM,0.256694684027251,0.5934996175563764,0.027835767619379892,0.3349477998057632,0.6374190273121554,0.20983861278383886,0.19959391348332958,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.027835767619379892,2020,2020-10
2020-11-30,JPM,0.5934996175563764,0.2163001349493289,0.20236621386547604,0.6374190273121554,0.2027532096513048,0.38373765535744403,0.17881884338332468,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.20236621386547604,2020,2020-11
2020-12-31,JPM,0.2163001349493289,0.28225210478129253,0.07796070380655684,0.2027532096513048,0.35529393985856883,0.14898789730521272,0.0884144275146902,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.07796070380655684,2020,2020-12
2021-01-31,JPM,0.28225210478129253,0.24066581261833153,0.019883907466666573,0.35529393985856883,0.28700676212914217,0.24948089368627296,0.16272590404977494,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.019883907466666573,2021,2021-01
2021-02-28,JPM,0.24066581261833153,0.2274245048204055,0.1437783166932609,0.28700676212914217,0.30096641317334505,0.20784280485857096,0.14167547757456478,2021-02-23,2020.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,-0.5987825455655978,1.7776324006560207,0.40407042779202623,0.7389783565087293,0.1437783166932609,2021,2021-02
2021-03-31,JPM,0.2274245048204055,0.1891941143628869,0.034382301484816136,0.30096641317334505,0.2284371115060183,0.20269311436358756,0.16276638041159583,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,-0.4463083920010921,0.806266504919915,0.8124345240596381,0.845327084926796,0.034382301484816136,2021,2021-03
2021-04-30,JPM,0.1891941143628869,0.187824814823211,0.01632982407488104,0.2284371115060183,0.21748975787719685,0.1556401408014973,0.10972885273962812,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,-0.4463083920010921,0.806266504919915,0.8124345240596381,0.845327084926796,0.01632982407488104,2021,2021-04
2021-05-31,JPM,0.187824814823211,0.1915398209249511,0.06781102062617439,0.21748975787719685,0.27409728025162894,0.1561965530474169,0.13697005283630306,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,-0.4463083920010921,0.806266504919915,0.8124345240596381,0.845327084926796,0.06781102062617439,2021,2021-05
2021-06-30,JPM,0.1915398209249511,0.2416273859606214,-0.05297120331367544,0.27409728025162894,0.2969377073455221,0.18138772098101674,0.08545553313278473,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,-0.4463083920010921,0.806266504919915,0.8124345240596381,0.845327084926796,0.05297120331367544,2021,2021-06
