month_end,filing_date,report_year,ai_terms_per_10k,model_risk_terms_per_10k,operational_loss_terms_per_10k,combined_ai_model_operational_per_10k,ticker,ai_terms_per_10k_lag1,model_risk_terms_per_10k_lag1,operational_loss_terms_per_10k_lag1,combined_ai_model_operational_per_10k_lag1
2019-01-31,,,,,,,JPM,,,,
2019-02-28,,,,,,,JPM,,,,
2019-03-31,,,,,,,JPM,,,,
2019-04-30,,,,,,,JPM,,,,
2019-05-31,,,,,,,JPM,,,,
2019-06-30,,,,,,,JPM,,,,
2019-07-31,,,,,,,JPM,,,,
2019-08-31,,,,,,,JPM,,,,
2019-09-30,,,,,,,JPM,,,,
2019-10-31,,,,,,,JPM,,,,
2019-11-30,,,,,,,JPM,,,,
2019-12-31,,,,,,,JPM,,,,
2020-01-31,,,,,,,JPM,,,,
2020-02-29,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,,,,
2020-03-31,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2020-04-30,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2020-05-31,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2020-06-30,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2020-07-31,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2020-08-31,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2020-09-30,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2020-10-31,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2020-11-30,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2020-12-31,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2021-01-31,2020-02-25,2019.0,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2021-02-28,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.0568007543140172,1.8176241380485532,3.9760528019812105,5.85047769434378
2021-03-31,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2021-04-30,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2021-05-31,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2021-06-30,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2021-07-31,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2021-08-31,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2021-09-30,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2021-10-31,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2021-11-30,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2021-12-31,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2022-01-31,2021-02-23,2020.0,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2022-02-28,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.1076588506341106,1.2380767822922722,4.736989427900868,6.082725060827251
2022-03-31,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2022-04-30,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2022-05-31,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2022-06-30,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2022-07-31,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2022-08-31,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2022-09-30,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2022-10-31,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2022-11-30,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2022-12-31,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2023-01-31,2022-02-22,2021.0,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2023-02-28,2023-02-21,2022.0,0.0588138424259533,1.4703460606488343,5.293245818335803,6.8224057214105915,JPM,0.117037089053521,1.345926524115492,5.091113373828166,6.554076986997179
2023-03-31,2023-02-21,2022.0,0.0588138424259533,1.4703460606488343,5.293245818335803,6.8224057214105915,JPM,0.0588138424259533,1.4703460606488343,5.293245818335803,6.8224057214105915
2023-04-30,2023-02-21,2022.0,0.0588138424259533,1.4703460606488343,5.293245818335803,6.8224057214105915,JPM,0.0588138424259533,1.4703460606488343,5.293245818335803,6.8224057214105915
