Date,CEW,FXA,FXB,FXE,FXY,UUP
2013-01-23,18.271589279174805,93.00952911376953,142.47613525390625,125.60060119628906,110.52999877929688,18.23679542541504
2013-01-24,18.228496551513672,92.2698745727539,141.9397430419922,126.11380004882812,108.66000366210938,18.23679542541504
2013-01-25,18.2457332611084,91.94416046142578,142.1306915283203,126.91211700439453,107.81999969482422,18.195026397705078
2013-01-28,18.159547805786133,91.82971954345703,141.05783081054688,126.87408447265625,107.97000122070312,18.203380584716797
2013-01-29,18.23711395263672,92.29631042480469,141.6397705078125,127.21621704101562,108.05000305175781,18.153255462646484
2013-01-30,18.23711395263672,91.82089233398438,142.0670623779297,127.90995788574219,107.5999984741211,18.07806968688965
2013-01-31,18.2457332611084,91.97940063476562,142.54891967773438,128.0335235595703,107.18000030517578,18.061363220214844
2013-02-01,18.340539932250977,91.74652099609375,141.14877319335938,128.7653045654297,105.55999755859375,18.044652938842773
2013-02-04,18.271589279174805,92.0023193359375,141.66697692871094,127.40630340576172,106.23999786376953,18.136547088623047
2013-02-05,18.33191680908203,91.7553482055664,140.73057556152344,127.99552917480469,104.77999877929688,18.128192901611328
2013-02-06,18.28882598876953,91.1202392578125,140.78512573242188,127.47278594970703,104.8499984741211,18.18667221069336
2013-02-07,18.254350662231445,90.758544921875,141.15789794921875,126.32284545898438,104.70999908447266,18.286916732788086
2013-02-08,18.254350662231445,91.06724548339844,141.9488525390625,126.00922393798828,105.69000244140625,18.29527473449707
2013-02-11,18.28020668029785,90.70565795898438,140.79421997070312,126.3418960571289,104.41999816894531,18.311981201171875
2013-02-12,18.323301315307617,90.93499755859375,140.67601013183594,126.79805755615234,104.76000213623047,18.27021026611328
2013-02-13,18.36639404296875,91.31431579589844,139.64866638183594,126.74104309082031,104.8499984741211,18.278564453125
2013-02-14,18.340539932250977,91.45539855957031,139.2213897705078,125.94277954101562,105.68000030517578,18.32868766784668
2013-02-15,18.349159240722656,90.96142578125,139.42135620117188,125.98072814941406,104.79000091552734,18.345396041870117
2013-02-19,18.340539932250977,91.41132354736328,138.6394500732422,126.21833801269531,104.7699966430664,18.3537540435791
2013-02-20,18.23711395263672,90.49392700195312,136.9848175048828,125.1444091796875,104.81999969482422,18.487415313720703
