ticker,date,open,high,low,close,volume,stocktwits_messages,bullish_messages,bearish_messages,ret_1d,trailing_ret_5,trailing_rv_5,raw_social_transmission_signal,signal,abn_log_volume_1d,abn_log_volume_5d,range_vol_1d,range_vol_5d,abs_gap_1d,reversal_5d,fwd_ret_5d
AMC,2024-01-02,6.090000152587891,6.329999923706055,6.010000228881836,6.110000133514404,13559500.0,0.0,0.0,0.0,,,,0,0,,,0.05187543747271305,0.307407472677325,,,
AMC,2024-01-03,6.050000190734863,6.070000171661377,5.550000190734863,5.579999923706055,29667200.0,0.0,0.0,0.0,-0.08674307663288039,,,0,0,,,0.0895606712267147,0.307818865927349,0.009819957687141612,0.18549873383404447,-0.18549873383404447
AMC,2024-01-04,5.559999942779541,5.599999904632568,5.25,5.300000190734863,22982900.0,0.0,0.0,0.0,-0.050179164300996004,,,0,0,,,0.06453850410767248,0.2879585596297105,0.00358422602149977,0.1245493308965745,-0.1245493308965745
AMC,2024-01-05,5.260000228881836,5.28000020980835,5.079999923706055,5.170000076293945,16213500.0,0.0,0.0,0.0,-0.024528322596700347,,,0,0,,,0.03861489088270189,0.27179963165386695,0.007547162342173674,0.11714003312778554,-0.11714003312778554
AMC,2024-01-08,5.139999866485596,5.420000076293945,5.090000152587891,5.289999961853027,14387800.0,0.0,0.0,0.0,0.023210809243372932,,,0,0,,,0.06281796898752286,0.30232678254162615,0.005802748426621873,0.1223989173751393,-0.1223989173751393
AMC,2024-01-09,5.239999771118164,5.300000190734863,5.03000020980835,5.039999961853027,13134200.0,0.0,0.0,0.0,-0.04725897954684066,-0.17512277385924124,0.11582789515756929,0,0,,,0.05228683072273702,0.33415838252233654,0.009451831965108126,0.22236409263265444,-0.22236409263265444
AMC,2024-01-10,5.050000190734863,5.050000190734863,4.710000038146973,4.909999847412109,22955000.0,0.0,0.0,0.0,-0.025793673695410413,-0.12007169990227406,0.080975635567746,0,0,,,0.06970036492907622,0.34234946741276684,0.0019841724122076076,0.19885805933913092,-0.19885805933913092
AMC,2024-01-11,4.860000133514404,4.869999885559082,4.639999866485596,4.699999809265137,13427900.0,0.0,0.0,0.0,-0.042769866532207046,-0.11320761507114863,0.0766052642371062,0,0,,,0.048379576131828965,0.3572065220987409,0.010183241436159784,0.0952055816464098,-0.0952055816464098
AMC,2024-01-12,4.670000076293945,4.789999961853027,4.46999979019165,4.559999942779541,14495000.0,0.0,0.0,0.0,-0.029787206844054115,-0.11798841866781473,0.07844747026513683,0,0,,,0.0691420417704611,0.36093386472070177,0.006382922167795124,0.034376933253433384,-0.034376933253433384
AMC,2024-01-16,4.539999961853027,4.539999961853027,4.130000114440918,4.210000038146973,17837000.0,0.0,0.0,0.0,-0.0767543660141422,-0.2041587772200556,0.1072683393527661,0,0,,,0.09464956896823323,0.37408934986446807,0.004385960784535126,0.011241657293158291,-0.011241657293158291
