date,raw_event_abs,raw_event_signed,event_abs_signal,event_signed_signal,fx_rv_1d,fx_rv_1d_z,usd_drawdown_1d,usd_drawdown_1d_z,em_left_tail_1d,em_left_tail_1d_z,commodity_rv_1d,commodity_rv_1d_z,fx_rv_5d,fx_rv_5d_z,usd_drawdown_5d,usd_drawdown_5d_z,em_left_tail_5d,em_left_tail_5d_z,commodity_rv_5d,commodity_rv_5d_z,fx_rv_22d,fx_rv_22d_z,usd_drawdown_22d,usd_drawdown_22d_z,em_left_tail_22d,em_left_tail_22d_z,commodity_rv_22d,commodity_rv_22d_z,post_event_window
2024-01-02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,False
2024-01-03,0.0,0.0,0.0,0.0,0.06804307509376338,,-0.0032943347523417543,,0.0038378062651939215,,0.16783717771851922,,0.056817201195712555,,-0.004759709951425939,,0.009281484303197158,,0.11861514341415222,,0.0754773794928445,,-0.022563418440734395,,0.016047016817692498,,0.1141220422231239,,False
2024-01-04,0.0,0.0,0.0,0.0,0.05948583313746911,,-0.0,,0.0016823129485321238,,0.05099325776162221,,0.05604003798908269,,0.0003561847712061361,,0.006244330817885187,,0.09686499168375502,,0.07575204065912998,,-0.024637779300402673,,0.014969425081333147,,0.1096032247489637,,False
2024-01-05,0.0,0.0,0.0,0.0,0.025833404882106618,,-0.0,,-0.0022110060428075506,,0.04090703855103278,,0.05113947296373443,,-0.0003737688712452947,,0.0014660182646083117,,0.09971467287969454,,0.074889804059753,,-0.021789760202741815,,0.0032184380729927877,,0.10997868851923545,,False
2024-01-08,0.0,0.0,0.0,0.0,0.03768452901413408,,0.0018241430987390173,,-0.001486831447103265,,0.1768121743052344,,0.052844308208132705,,-0.0014679006694309216,,0.0006948069621405635,,0.1146477679814861,,0.07467979873331412,,-0.020718748648078655,,0.004953878107497038,,0.10987819841598959,,False
2024-01-09,0.0,0.0,0.0,0.0,0.054546386036552756,,-0.003289518297823202,,0.007459202579381929,,0.060762638776761635,,0.10100757610692672,,-0.012035156123611057,,0.018900725615181378,,0.10476810544230356,,0.07538811036754012,,-0.023615051597068892,,0.009450683499065013,,0.10365818281728961,,False
2024-01-10,0.0,0.0,0.0,0.0,0.06225361430016659,,0.0018215599702903207,,0.0008006527798819496,,0.07235189536688783,,0.10009423563023823,,-0.00946787213777689,,0.01754386494958756,,0.11203166767755175,,0.07443274570392984,,-0.019611550129111865,,-3.995802040575747e-05,,0.10288147168124945,,False
2024-01-11,0.0,0.0,0.0,0.0,0.03272176197889513,,-0.0007299536424514308,,-0.0030959996047447516,,0.07386453442342628,,0.09614730517385763,,-0.012372038905010818,,0.012136564859562531,,0.11727385541292334,,0.0729874836485698,,-0.02250488688465213,,-0.004532363145638059,,0.10168590752852828,,False
2024-01-12,0.0,0.0,0.0,0.0,0.044136452423354455,,-0.0010941317981856269,,-0.002982217345275299,,0.10662711860797311,,0.09656119180278577,,-0.010200220103482316,,0.009574591829614398,,0.11060570729476499,,0.07712165033078067,,-0.029626460088201134,,0.009946806817650585,,0.10633757428922472,,False
2024-01-16,0.0,0.0,0.0,0.0,0.19548300694895027,,-0.008743112355441118,,0.01671908720593755,,0.14367189890870632,,0.09530201367537587,,-0.0094670378780366,,0.017250800009597705,,0.10331504672593175,,0.07773426023758866,,-0.026761798421686134,,0.004577593451424984,,0.10579912009374084,,False
2024-01-17,0.0,0.0,0.0,0.0,0.04087586665365443,,-0.000722234311989034,,0.006102341913788112,,0.09832477270917982,,0.04175738165854232,,-0.003250181638855265,,-0.0008576292996142672,,0.08773590845494292,,0.0670255731852174,,-0.014116523861786634,,-0.015334398657800917,,0.1026881917391515,,False
2024-01-18,0.0,0.0,0.0,0.0,0.027174995601743298,,-0.0010826067969436082,,-0.004606647310143079,,0.11622592651344814,,0.045218845340146724,,0.0003518530113305607,,-0.013492916688955098,,0.09237420262837032,,0.06633044173291676,,-0.013750501341641463,,-0.022273065736285763,,0.0995941590463578,,False
2024-01-19,0.0,0.0,0.0,0.0,0.03791617350040192,,0.0014418651590770715,,-0.005657972634692883,,0.038166456520751964,,0.04500632771597189,,-0.0014536577317912913,,-0.008749764740162386,,0.08703094336214505,,0.06628792295999744,,-0.011243848301210502,,-0.019001332891348716,,0.09832739552165987,,False
2024-01-22,0.0,0.0,0.0,0.0,0.025485346849965687,,-0.00036094957273991035,,0.004693990834708006,,0.06254601161976428,,0.04253640358362768,,-0.002895522890868363,,-0.003971585695657401,,0.0877678272828858,,0.06573234648676184,,-0.011616229171902526,,-0.014463326660678589,,0.09841832875550768,,False
2024-01-23,0.0,0.0,0.0,0.0,0.03857233500923813,,-0.002526256116259784,,-0.001389342103274423,,0.07418334815830616,,0.04313919817653036,,-0.0025345733181284524,,-0.008082839631729696,,0.09966394067120249,,0.06552309261529324,,-0.011255279599162615,,-0.0220987544939959,,0.09771915874804811,,False
2024-01-24,0.0,0.0,0.0,0.0,0.06677552490130449,,0.002879800338196792,,-0.0065329454755527205,,0.13354243018011472,,0.041743128181567835,,0.0007116514347480507,,-0.0058604720681463655,,0.09935177300859159,,0.0651559833386123,,-0.009442825404414656,,-0.0190098293170522,,0.10296754005903824,,False
2024-01-25,0.0,0.0,0.0,0.0,0.025369268128716954,,-0.00288811754006546,,0.00013650463864963344,,0.09191079381481702,,0.03630487730100108,,-0.004689706157205209,,0.0039480579344511515,,0.09148687742045626,,0.06393074140317816,,-0.010539467333388175,,-0.012051045724001548,,0.10122821520445158,,False
2024-01-26,0.0,0.0,0.0,0.0,0.023953566925467226,,-0.0,,-0.0008797935901878976,,0.04077491384724495,,0.05928851699237779,,0.003228915448093672,,-0.004561630514437328,,0.11552457026413929,,0.06369504670711733,,-0.008365843099652381,,-0.014275632850507076,,0.10080014894897874,,False
2024-01-29,0.0,0.0,0.0,0.0,0.030191259750734417,,-0.0,,0.0005827368986357125,,0.12272530266938073,,0.09329250985341976,,-0.0057995718227966675,,0.0034578732054011407,,0.1357217243874434,,0.06374913272609947,,-0.00907989986871105,,-0.007340201410815337,,0.10081332164588275,,False
2024-01-30,0.0,0.0,0.0,0.0,0.028983241458761303,,0.0007199686366167191,,0.0008330254603089079,,0.06406245223576768,,0.09874647540474082,,-0.0111682674348067,,0.005635350835599998,,0.12913724567357895,,0.0641826339204032,,-0.011220468089734648,,-0.009169571795539604,,0.09829662040709691,,False
2024-01-31,0.0,0.0,0.0,0.0,0.042870587365983044,,-0.002521557253756468,,0.0032755845270447947,,0.09029396735974651,,0.10104075230462217,,-0.00904021697376256,,-0.005266348684517142,,0.12935081445506794,,0.06426066740546568,,-0.010160452311305912,,-0.01508542202463433,,0.10841223169330363,,False
2024-02-01,0.0,0.0,0.0,0.0,0.10957200391235888,,0.005030504065233421,,-0.008373183810238846,,0.17852502191655206,,0.09882806607913687,,-0.005447648165342933,,-0.00901749921986524,,0.1207792971281241,,0.06361258085554133,,-0.007638895057549444,,-0.017512942559687755,,0.11228001146362715,,False
2024-02-02,0.0,0.0,0.0,0.0,0.15816507282746753,,-0.00902848727089034,,0.007139710129650571,,0.1649842313914915,,0.08929507878343369,,-0.011550312080827574,,0.0023656585348383148,,0.09449765413431743,,0.059341378441163356,,-0.011599459965141778,,-0.005656829415267168,,0.10808972712082698,,False
2024-02-05,0.0,0.0,0.0,0.0,0.06679774292175036,,-0.005368695612010033,,0.0027602145288345703,,0.07651864840423812,,0.051667503346559535,,-0.0018078416398034092,,-0.006805490534901093,,0.0637368102183316,,0.04954092894124949,,0.000999163953192439,,-0.01827366029627827,,0.1057545623726331,,False
