regime,n_is,n_oos,jumps_is,jumps_oos,buy_coef,sell_coef,sell_over_buy_abs,wald_z,wald_p,auc_is_signed,auc_oos_signed,auc_is_asym,auc_oos_asym
low,12555,9207,37,17,0.27374527490576855,0.3833887658167909,1.4005310811255645,-0.7182698719519406,0.47259090298608175,0.6014949283842079,0.48988030467899896,0.6011926609466154,0.49269026435383734
mid,9387,5535,16,10,-0.33264904785820104,0.27557665909015955,0.8284306264048895,-1.7382250235546008,0.08217117149707986,0.6774990662682745,0.627764705882353,0.6774923967559492,0.627764705882353
high,9556,6172,28,6,-0.08000943547157889,0.09122925408086632,1.1402311932731104,-0.7761578207119588,0.4376558071746577,0.5541974031426173,0.39977294842685696,0.5541974031426173,0.39977294842685696
