date,overnight_gap,x_overnight,day_return,x_intraday,rv_fullday,rv_day,rv_night,day_close
2017-06-26,-0.0007834688482240335,6.258345935546531e-06,0.016903452789747062,7.42759182797961e-05,8.053426421534264e-05,7.42759182797961e-05,4.864951378048571e-06,10381.0
2017-06-27,0.000866592900027742,8.605280492205937e-06,-0.0021196655012171153,2.6282789348908146e-05,3.488806984111408e-05,2.6282789348908146e-05,8.457123648531434e-06,10368.0
2017-06-28,-0.00628902464698789,8.120847150393357e-06,-0.004084814082858903,2.6192385019142297e-05,3.431323216953565e-05,2.6192385019142297e-05,7.185678704331631e-06,10261.0
2017-06-29,0.006217837967024413,1.1404441942712018e-05,-0.0027155481724826388,2.3433312553458732e-05,3.4837754496170746e-05,2.3433312553458732e-05,1.0338560553738963e-05,10297.0
2017-06-30,-0.007506005899055419,2.2197941622925334e-05,0.003126223726266256,1.4264535297134489e-05,3.6462476920059825e-05,1.4264535297134489e-05,2.2111799960324276e-05,10252.0
2017-07-03,0.0007800312407988958,1.5351405687447184e-05,0.0028225236510496525,2.63067207461113e-05,4.165812643355849e-05,2.63067207461113e-05,1.5256370787069492e-05,10289.0
2017-07-04,0.00135975156925776,5.622972144455906e-06,-0.008382115353644401,2.7339358109689154e-05,3.296233025414506e-05,2.7339358109689154e-05,5.604105552884922e-06,10217.0
2017-07-05,-0.00019577133970117468,2.392893755759657e-06,0.008383749631970866,3.3612256009943946e-05,3.60051497657036e-05,3.3612256009943946e-05,2.1150975483731797e-06,10301.0
2017-07-06,0.0021334375818967827,8.45322105479482e-06,-0.005439547166625305,3.3850263712493347e-05,4.2303484767288165e-05,3.3850263712493347e-05,8.330885301925019e-06,10267.0
2017-07-07,-0.0040991663879622765,8.978001304616765e-06,-0.0021539072356973883,1.92974586224083e-05,2.8275459927025067e-05,1.92974586224083e-05,8.213532827505168e-06,10203.0
2017-07-10,0.002251701964639298,6.200200749761316e-06,-0.0015658644812333142,1.8366099358678013e-05,2.456630010843933e-05,1.8366099358678013e-05,6.161941772108077e-06,10210.0
2017-07-11,0.002152432099967402,5.436623463050399e-06,0.010693209697488241,1.87326952733518e-05,2.41693187364022e-05,1.87326952733518e-05,4.326976878720828e-06,10342.0
2017-07-12,0.00038669760729357917,7.952704307608418e-06,-0.0006768189767673282,1.896261728726037e-05,2.6915321594868786e-05,1.896261728726037e-05,7.532453896356371e-06,10339.0
2017-07-13,0.005209350001728514,6.697628882734939e-06,0.0025945337189362252,2.576971732538945e-05,3.246734620812439e-05,2.576971732538945e-05,5.427743856097404e-06,10420.0
2017-07-14,0.0,1.2203195716671312e-05,-0.0016328102364626573,7.522904799888374e-06,1.9726100516559686e-05,7.522904799888374e-06,7.69922772344609e-06,10403.0
2017-07-17,0.005273009677180616,5.05804962422871e-06,-0.0021058684914569124,1.9827714013791585e-05,2.4885763638020293e-05,1.9827714013791585e-05,3.5109097944349056e-06,10436.0
2017-07-18,-0.0008627714670259784,2.600973832817258e-06,0.0033510491409631683,8.313970629796482e-06,1.091494446261374e-05,8.313970629796482e-06,2.4171458823959772e-06,10462.0
2017-07-19,0.0016236095443852869,4.602950895016695e-06,0.0020020026706729687,1.150552592255703e-05,1.6108476817573725e-05,1.150552592255703e-05,4.338636856645307e-06,10500.0
2017-07-20,-0.008512317670861889,0.00011875096003976085,-0.0020191343814798084,7.639928555444458e-06,0.0001263908885952053,7.639928555444458e-06,2.1903145958803795e-06,10390.0
2017-07-21,-0.0011556241655881075,3.6809114413898762e-06,-0.004732707921051526,1.1898908199310089e-05,1.5579819640699965e-05,1.1898908199310089e-05,3.412083699410525e-06,10329.0
2017-07-24,-0.002811577788906316,5.604998243897243e-06,0.006001373157006514,1.2992420941850241e-05,1.8597419185747486e-05,1.2992420941850241e-05,4.917822635589287e-06,10362.0
2017-07-25,0.0010610080570945472,4.720535953162076e-06,-0.0009645062476105926,1.555716990750944e-05,2.0277705860671514e-05,1.555716990750944e-05,3.780949254622999e-06,10363.0
2017-07-26,0.0022169752200468682,3.0112098592641544e-06,-0.005503272397630792,2.6111473768329087e-05,2.912268362759324e-05,2.6111473768329087e-05,2.545356738235691e-06,10329.0
2017-07-27,0.0034792728632464147,3.549521796947778e-06,0.00797582664633233,1.5921866064998514e-05,1.9471387861946293e-05,1.5921866064998514e-05,2.4220443524968583e-06,10448.0
2017-07-28,-0.005085651224098992,2.0133093929390987e-05,-0.005305052229693229,1.633493853735213e-05,3.646803246674312e-05,1.633493853735213e-05,1.3074475713384338e-05,10340.0
2017-07-31,-0.0006772118480651978,7.508733015800799e-06,0.0021268376153295095,2.0578383025086513e-05,2.808711604088731e-05,2.0578383025086513e-05,5.395119814149769e-06,10355.0
2017-08-01,0.0012546447623713354,8.389315182171283e-06,-9.645526894380963e-05,2.034524321165728e-05,2.8734558393828565e-05,2.034524321165728e-05,4.651710618008685e-06,10367.0
2017-08-02,0.005099351984245719,1.0129356455734757e-05,0.0031619822253491797,1.569898034526263e-05,2.5828336800997387e-05,1.569898034526263e-05,3.0629824087693413e-06,10453.0
2017-08-03,-0.003161982225349187,1.629821212962423e-05,-0.0013444734571090833,1.7578772616670684e-05,3.387698474629491e-05,1.7578772616670684e-05,7.2448701803797695e-06,10406.0
2017-08-04,-0.000480607497115672,4.609627482741552e-06,0.0036468370551653367,7.178501868860117e-06,1.1788129351601668e-05,7.178501868860117e-06,4.295647719501521e-06,10439.0
2017-08-07,0.003538134219304103,6.574992567006414e-06,0.005046428229156731,9.90561185874505e-06,1.6480604425751465e-05,9.90561185874505e-06,2.5393983002695225e-06,10529.0
2017-08-08,0.00275051152680218,2.0881056425213876e-06,-0.0030354794698372514,2.563739322484031e-05,2.7725498867361696e-05,2.563739322484031e-05,1.7563166377516703e-06,10526.0
2017-08-09,-0.005716478981571198,2.1137646376210488e-05,-0.0012428893994459792,1.7527647130718593e-05,3.8665293506929085e-05,1.7527647130718593e-05,5.088884350902908e-06,10453.0
2017-08-10,0.00229335982025786,7.097734376610024e-06,-0.014323724826486533,4.2197818454516714e-05,4.929555283112674e-05,4.2197818454516714e-05,5.008408144049597e-06,10328.0
2017-08-11,-0.009729596115401137,1.1148349123919828e-05,0.007014837806649968,3.626123383356974e-05,4.7409582957489566e-05,3.626123383356974e-05,1.1024799257454221e-05,10300.0
2017-08-14,0.00426274623396624,1.917979056441266e-05,-0.010984314572753461,3.591580539397442e-05,5.509559595838708e-05,3.591580539397442e-05,1.120944980857249e-05,10231.0
2017-08-15,0.0076919711320655405,8.573202260060814e-06,-9.699791462091525e-05,2.5328272756935546e-05,3.390147501699636e-05,2.5328272756935546e-05,4.7168596977049e-06,10309.0
2017-08-16,-0.00310891147131159,1.3137568618544314e-05,-0.0022405152814271943,2.9496103324225522e-05,4.2633671942769834e-05,2.9496103324225522e-05,1.3090456007029749e-05,10254.0
2017-08-17,0.00039001560556796937,8.000209475769589e-06,0.0038918126568729507,1.8151099842282912e-05,2.6151309318052502e-05,1.8151099842282912e-05,3.1886902053378014e-06,10298.0
2017-08-18,-0.006625121660414491,1.2189166971805827e-05,0.002830789142040667,2.173667396450204e-05,3.3925840936307864e-05,2.173667396450204e-05,1.02289010324063e-05,10259.0
2017-08-21,0.0,1.1652201464383453e-05,0.0009742791105823625,2.0785076221855215e-05,3.243727768623867e-05,2.0785076221855215e-05,9.940137979764878e-06,10269.0
2017-08-22,0.004566439802940387,1.505680636630241e-05,0.0032904316922798198,8.555280094075246e-06,2.3612086460377656e-05,8.555280094075246e-06,5.366669520124121e-06,10350.0
2017-08-23,0.004915435659618067,7.4728242847224635e-06,-0.0038531981013813625,1.4456862964986691e-05,2.1929687249709154e-05,1.4456862964986691e-05,5.162703351223498e-06,10361.0
2017-08-24,0.001061110406803156,1.0039531215509503e-05,0.007396412375555811,1.3325024860395039e-05,2.3364556075904543e-05,1.3325024860395039e-05,5.92256319983514e-06,10449.0
2017-08-25,0.0021032512533510966,1.4392514523389595e-05,0.0015268635469429753,1.0519727652883798e-05,2.4912242176273394e-05,1.0519727652883798e-05,1.3716115118620747e-05,10487.0
2017-08-28,-0.0020044869022520363,1.5049302381813519e-05,0.0022905144581898094,2.0483398697060416e-05,3.5532701078873935e-05,2.0483398697060416e-05,5.729379462911922e-06,10490.0
2017-08-29,-0.003724754795839168,3.172331945619939e-05,0.0011475567865436628,1.0971821342373006e-05,4.2695140798572397e-05,1.0971821342373006e-05,5.553156884407013e-06,10463.0
2017-08-30,0.004291647424383223,9.391649786420344e-06,0.0021864165751666696,1.5047165561367377e-05,2.443881534778772e-05,1.5047165561367377e-05,6.701626503662797e-06,10531.0
2017-08-31,0.002749989879655194,5.687349414850299e-06,-0.0008526361181603218,1.775006911829033e-05,2.343741853314063e-05,1.775006911829033e-05,3.6524481129642322e-06,10551.0
2017-09-01,0.001893760626570832,2.5905774784206815e-06,0.00047288032280455876,9.834867405876145e-06,1.2425444884296825e-05,9.834867405876145e-06,2.3663898933234565e-06,10576.0
2017-09-04,-0.002461423187254993,1.4674714668808811e-05,0.00018955549293804102,1.0909519365506548e-05,2.558423403431536e-05,1.0909519365506548e-05,1.6671969328186133e-06,10552.0
2017-09-05,0.002177309517328097,3.3807952421435757e-06,0.0006617195495983383,8.146205891512811e-06,1.1527001133656388e-05,8.146205891512811e-06,1.9105118090785535e-06,10582.0
2017-09-06,-0.00397690136872376,1.2752290221006965e-05,-0.0019943973560791668,2.3069551509864265e-05,3.582184173087123e-05,2.3069551509864265e-05,1.0435451433739326e-05,10519.0
2017-09-07,0.0030374964028180356,5.328039730730449e-06,-0.005798219751749302,1.768800648492482e-05,2.301604621565527e-05,1.768800648492482e-05,4.284359543651193e-06,10490.0
2017-09-08,0.0010480683156505594,6.356070084345677e-06,0.0052239279172213915,1.7090854748151158e-05,2.3446924832496835e-05,1.7090854748151158e-05,5.7761236234927465e-06,10556.0
2017-09-11,0.006797609256489496,4.86642441605916e-05,-0.005945376829547015,2.1957337332558422e-05,7.062158149315002e-05,2.1957337332558422e-05,2.456752556679921e-06,10565.0
2017-09-12,0.0036846373587590964,3.2656784836521755e-06,-0.0013211288134640513,1.1441224276111296e-05,1.4706902759763472e-05,1.1441224276111296e-05,2.749542489353201e-06,10590.0
2017-09-13,0.0004720321069474027,3.2503302305604578e-06,-0.007008931894111669,2.6851374565617093e-05,3.010170479617755e-05,2.6851374565617093e-05,2.8938811664917314e-06,10521.0
2017-09-14,-9.505251658697545e-05,5.535786013590427e-06,0.0008551475650585271,1.759308084068524e-05,2.3128866854275667e-05,1.759308084068524e-05,4.188375677751843e-06,10529.0
2017-09-15,-9.498029166088634e-05,3.45275367515857e-06,0.003602924159162745,1.588596694700155e-05,1.9338720622160123e-05,1.588596694700155e-05,2.6865120408378774e-06,10566.0
2017-09-18,0.00368428927452174,4.30201232924512e-06,0.0029188853641277175,1.5744455525314396e-05,2.0046467854559514e-05,1.5744455525314396e-05,2.022330373730108e-06,10636.0
2017-09-19,0.0010336889516956774,1.958765740750629e-06,-0.006312735902315823,1.2808591383466847e-05,1.4767357124217476e-05,1.2808591383466847e-05,1.7294912269362933e-06,10580.0
2017-09-20,-0.0007564296881105858,3.0154141391026194e-06,-0.005881811853183041,3.1660853765360064e-05,3.4676267904462684e-05,3.1660853765360064e-05,2.0051070417718733e-06,10510.0
2017-09-21,-0.0004758505918960729,1.0322384091660175e-05,0.006641390635377844,1.6099340601713876e-05,2.6421724693374053e-05,1.6099340601713876e-05,1.0159351698937453e-05,10575.0
2017-09-22,-0.001987789948865507,3.4659569593906234e-06,-0.011531075497643827,2.946704282844984e-05,3.2932999787840464e-05,2.946704282844984e-05,2.4885793306774616e-06,10433.0
2017-09-25,-0.000671173139918169,4.710941867563826e-06,-0.008960029113696267,4.310172910121077e-05,4.7812670968774596e-05,4.310172910121077e-05,4.6281224736221155e-06,10333.0
2017-09-26,-0.003295854088553123,1.3314545897486701e-05,-0.0034041758303293423,3.29902086342551e-05,4.6304754531741804e-05,3.29902086342551e-05,1.3163759828504815e-05,10264.0
2017-09-27,0.003501267922254745,6.948821577996655e-06,0.001842960897987287,1.8367163880436435e-05,2.5315985458433088e-05,1.8367163880436435e-05,6.560758282825589e-06,10319.0
2017-09-28,0.0029030405524587506,4.891536653349232e-06,-0.004843093542371263,4.2909141981375515e-05,4.7800678634724747e-05,4.2909141981375515e-05,4.741334403673047e-06,10299.0
2017-09-29,0.0,5.506834726614908e-06,0.002133851440131643,2.1770124439742853e-05,2.727695916635776e-05,2.1770124439742853e-05,5.04455885341661e-06,10321.0
2017-09-30,0.003771582247540768,3.1341412009101476e-06,0.0019286409064056863,4.625981805044164e-06,7.760123005954311e-06,4.625981805044164e-06,1.9211104050298804e-06,10380.0
2017-10-02,0.0011554016305558895,1.3349529278912082e-06,0.005470000683675516,1.0311004054724797e-05,1.1645956982616006e-05,1.0311004054724797e-05,,10449.0
2017-10-03,0.002007744830471621,5.5339624228735156e-06,-0.0007643799340261654,1.635830495318809e-05,2.1892267376061605e-05,1.635830495318809e-05,3.2422635566505956e-06,10462.0
2017-10-05,-0.0001911863116424919,1.819235237811509e-06,0.004292875660186859,9.921439614239311e-06,1.174067485205082e-05,9.921439614239311e-06,1.225075717087899e-06,10505.0
2017-10-06,0.003041538320426798,2.9502103106600158e-06,-0.0012345094393442745,9.620443606173722e-06,1.2570653916833739e-05,9.620443606173722e-06,2.769258905444622e-06,10524.0
2017-10-11,0.0030360554630314385,1.7596428409175108e-05,0.0072679540278715775,2.5394016205721187e-05,4.29904446148963e-05,2.5394016205721187e-05,2.9570951661495793e-06,10633.0
2017-10-12,0.002254580569869998,2.102464376229531e-06,0.0037463750851747654,1.2031522596005553e-05,1.4133986972235085e-05,1.2031522596005553e-05,1.846863120033737e-06,10697.0
2017-10-13,-0.0008417115297038848,2.500512484384271e-06,0.002149633988202613,6.592184177910304e-06,9.092696662294575e-06,6.592184177910304e-06,2.2031199162381746e-06,10711.0
2017-10-16,0.0031692793119811867,5.898594170623392e-06,0.0011161753553945548,1.4865619219121776e-05,2.0764213389745167e-05,1.4865619219121776e-05,2.427581931617525e-06,10757.0
2017-10-17,0.0017647336581945842,1.8215059563516477e-06,-0.004837218734349987,8.93537965772905e-06,1.0756885614080699e-05,8.93537965772905e-06,1.5967429775154427e-06,10724.0
2017-10-18,0.0019563097207609013,4.005535253970866e-06,-0.0016766024791816316,1.6683976729797444e-05,2.068951198376831e-05,1.6683976729797444e-05,2.330552232337942e-06,10727.0
2017-10-19,0.00195576313795259,5.398128278841013e-06,0.0012087964650104321,1.3929730124598911e-05,1.9327858403439923e-05,1.3929730124598911e-05,5.103579099605172e-06,10761.0
2017-10-20,-0.0023259069889292566,1.3075919659673142e-05,-0.00037264766594823795,1.465025885162869e-05,2.7726178511301832e-05,1.465025885162869e-05,1.20692982596321e-05,10732.0
2017-10-23,0.002977300301281702,5.371830556597409e-06,-0.002604652635333384,1.4810996495454155e-05,2.0182827052051564e-05,1.4810996495454155e-05,3.570180717104973e-06,10736.0
2017-10-24,-0.001025115415245297,3.988925128580769e-06,0.001769994406855691,9.984016020133892e-06,1.397294114871466e-05,9.984016020133892e-06,2.509229319329998e-06,10744.0
2017-10-25,0.0023241771258074493,2.8165958649914047e-06,-0.0027896614706643982,1.2923082569372456e-05,1.573967843436386e-05,1.2923082569372456e-05,2.6003525905223947e-06,10739.0
2017-10-26,-0.002237345950539083,8.128979841654383e-06,0.0012125170538371034,8.05286897052617e-06,1.6181848812180553e-05,8.05286897052617e-06,8.01589054919538e-06,10728.0
2017-10-27,0.001862544773867494,2.6777115110265936e-06,-0.0035418062935873495,2.177640406095141e-05,2.4454115571978006e-05,2.177640406095141e-05,2.634389215791293e-06,10710.0
2017-10-30,0.004936441822503765,5.3361289965974185e-06,-0.0013946355289164416,3.2088693317755226e-05,3.7424822314352644e-05,3.2088693317755226e-05,4.255670003753522e-06,10748.0
2017-10-31,0.0005580876342415198,5.28709235767563e-06,0.0026930415124490617,1.4185850015604487e-05,1.9472942373280118e-05,1.4185850015604487e-05,4.4129428645036375e-06,10783.0
2017-11-01,0.0034254535184002136,7.788812134166772e-06,-0.0010171529842695707,1.559524321407838e-05,2.338405534824515e-05,1.559524321407838e-05,1.5119138499869107e-06,10809.0
2017-11-02,-0.003614629265768622,1.096296623255104e-05,0.0010208343886836438,1.3421029445851091e-05,2.438399567840213e-05,1.3421029445851091e-05,6.721751231900804e-06,10781.0
2017-11-03,0.00231620986489318,5.625087521964706e-06,-0.0016671301443904945,1.2296991931058781e-05,1.7922079453023488e-05,1.2296991931058781e-05,5.616522859238239e-06,10788.0
2017-11-06,0.00046337056572562645,2.7009970256524163e-06,-0.0020404384745760715,2.1832313360546445e-05,2.453331038619886e-05,2.1832313360546445e-05,2.6237149309604055e-06,10771.0
2017-11-07,0.0016697592005698186,2.023301158088658e-06,0.0033311773193504717,8.709684020851229e-06,1.0732985178939887e-05,8.709684020851229e-06,1.6793853599707128e-06,10825.0
2017-11-08,-0.0013866422374366146,3.436917124372915e-06,-0.000555195720747804,4.485752608023685e-06,7.9226697323966e-06,4.485752608023685e-06,3.3257916604948026e-06,10804.0
2017-11-09,0.0007401924838321372,1.3366315513144307e-06,-0.008265661176192596,2.8033682142930687e-05,2.937031369424512e-05,2.8033682142930687e-05,1.1824960875081471e-06,10723.0
2017-11-10,-0.0033629176952489136,1.1233829011574492e-05,0.0038290964366176363,1.3380970022020918e-05,2.461479903359541e-05,1.3380970022020918e-05,1.0329927498733976e-05,10728.0
2017-11-13,-0.0016792615197200253,3.893009456711997e-06,-0.0015885626851378416,1.329902659580412e-05,1.7192036052516116e-05,1.329902659580412e-05,3.3620115438594735e-06,10693.0
2017-11-14,0.00018702075984950274,3.331637190925433e-06,-0.0010290472866545356,1.666647031696457e-05,1.999810750789e-05,1.666647031696457e-05,3.2879039663773677e-06,10684.0
2017-11-15,-0.0036569969022715995,6.8360357493920605e-06,-0.0006578020253169059,1.668948855050025e-05,2.352552429989231e-05,1.668948855050025e-05,5.0735830777687835e-06,10638.0
2017-11-16,-0.004805662958883116,2.346481345203515e-05,0.0028296566701933173,7.258142637549568e-06,3.0722956089584715e-05,7.258142637549568e-06,6.716837816833093e-06,10617.0
2017-11-17,0.006852235005517854,7.69795911585627e-06,0.001589008139179198,1.1872939053373323e-05,1.9570898169229594e-05,1.1872939053373323e-05,3.019453614326291e-06,10707.0
2017-11-20,0.0006535642826355107,3.029331399937207e-06,-0.004396433815422832,9.121367221268245e-06,1.2150698621205452e-05,9.121367221268245e-06,2.915993849457675e-06,10667.0
2017-11-21,0.0026214788910231437,2.9121163943658966e-06,0.008658062743114531,1.4399563979402309e-05,1.7311680373768207e-05,1.4399563979402309e-05,2.6135954521652374e-06,10788.0
2017-11-22,0.0034238686110701164,3.0963947337177532e-06,0.0001847404402076171,2.381022030309402e-05,2.6906615036811773e-05,2.381022030309402e-05,3.0196115077607954e-06,10827.0
2017-11-23,-9.236595397507191e-05,6.185322236896138e-06,0.0027672741577817782,9.166181414435506e-06,1.5351503651331645e-05,9.166181414435506e-06,5.89538460315749e-06,10856.0
2017-11-24,-0.0013826798534133688,7.307748401330537e-06,0.0013826798534133998,5.1644359078892135e-06,1.247218430921975e-05,5.1644359078892135e-06,5.8719140357689e-06,10856.0
2017-11-27,-0.0013826798534133688,7.833059214527158e-06,-0.0084294881054829,2.194747437061249e-05,2.978053358513965e-05,2.194747437061249e-05,2.0935985385325992e-06,10750.0
2017-11-28,-0.001396323242927416,6.15881981319601e-06,-0.0025183056726383046,1.4062756741707807e-05,2.0221576554903817e-05,1.4062756741707807e-05,5.985307907272891e-06,10708.0
2017-11-29,0.003635520200910267,5.644471963156518e-06,-0.001676290204407071,8.778793140358883e-06,1.44232651035154e-05,8.778793140358883e-06,5.34964859156848e-06,10729.0
2017-11-30,-0.0073904634991750874,1.7805053709046203e-05,-0.007161734342175653,2.5255455519321246e-05,4.306050922836745e-05,2.5255455519321246e-05,1.748367233235045e-05,10574.0
2017-12-01,0.0031160027100746767,1.2255665712677965e-05,-0.0002828720965540994,5.620428594466053e-05,6.84599516573385e-05,5.620428594466053e-05,1.1997796500489613e-05,10604.0
2017-12-04,0.0,4.452364581977129e-05,0.0042347026064675315,3.827359196902949e-05,8.279723778880079e-05,3.827359196902949e-05,3.437318790396854e-05,10649.0
2017-12-05,-0.005083799312984331,1.1737761669089765e-05,-0.00207860996987297,3.531868581343333e-05,4.7056447482523094e-05,3.531868581343333e-05,1.019882653374649e-05,10573.0
2017-12-06,-0.0031260386371731977,1.156246164187298e-05,-0.0147187976910891,4.1257308469069124e-05,5.28197701109421e-05,4.1257308469069124e-05,1.0250663274628761e-05,10386.0
2017-12-07,0.00019254837837490656,3.37229052130771e-05,-0.002699056969165058,4.808841000183607e-05,8.181131521491317e-05,4.808841000183607e-05,2.635458624456793e-05,10360.0
2017-12-08,0.0026990569691649835,1.3624606653758583e-05,0.0008660091953311337,4.4344248539100393e-05,5.796885519285898e-05,4.4344248539100393e-05,1.2496040069440443e-05,10397.0
2017-12-11,0.0018257824703802378,9.204747099449615e-06,0.006030169026591231,1.6378169550219897e-05,2.5582916649669513e-05,1.6378169550219897e-05,8.299202180639846e-06,10479.0
2017-12-12,0.0016209777089286454,3.93178127383176e-06,-0.006116227017436094,2.818743253156023e-05,3.211921380539199e-05,2.818743253156023e-05,3.7042227290617705e-06,10432.0
2017-12-13,9.585430153527443e-05,3.478907954858121e-06,0.0015324205661414176,1.968835384506162e-05,2.3167261799919742e-05,1.968835384506162e-05,3.4329589094037958e-06,10449.0
2017-12-14,0.005630591771319709,1.2693036790487315e-05,0.001901502759667982,2.24212866693167e-05,3.5114323459804015e-05,2.24212866693167e-05,9.424163343543047e-06,10528.0
2017-12-15,-0.001711189694101621,5.971100370415974e-06,-0.0023815205349765386,2.8366492845179817e-05,3.433759321559579e-05,2.8366492845179817e-05,5.600861052729975e-06,10485.0
2017-12-18,0.003997720915304402,1.134192080270807e-05,-0.002377670053520248,2.7265296444834487e-05,3.860721724754256e-05,2.7265296444834487e-05,7.311389861842081e-06,10502.0
2017-12-19,0.0019025880929479874,4.439936640196182e-06,-0.006005451536484398,2.0368357808209818e-05,2.4808294448406e-05,2.0368357808209818e-05,3.7089371363395427e-06,10459.0
2017-12-20,-0.0001912411556794555,6.981402473573169e-06,0.003817891437208993,1.7443072396892974e-05,2.4424474870466143e-05,1.7443072396892974e-05,5.626444196253225e-06,10497.0
2017-12-21,-0.0004764400490334133,1.0661196149272274e-05,0.00047644004903349337,1.962650124195711e-05,3.0287697391229383e-05,1.962650124195711e-05,6.019413269720621e-06,10497.0
