date,day_open,prev_close,gap_return,day_close,has_night_session,spy_date,spy_return,spy_close,vix
2012-01-03,7020.0,6949.0,0.010217297452870916,7049.0,False,2011-12-30,-0.004915751279884639,97.75439453125,23.399999618530273
2012-01-04,7084.0,7049.0,0.004965243296921549,7073.0,False,2012-01-03,0.015935937507804754,99.31220245361328,22.969999313354492
2012-01-05,7088.0,7073.0,0.0021207408454686836,7119.0,False,2012-01-04,0.0015687887477415785,99.46800231933594,22.219999313354492
2012-01-06,7100.0,7119.0,-0.0026689141733389522,7085.0,False,2012-01-05,0.00266194284627308,99.73278045654297,21.479999542236328
2012-01-09,7047.0,7085.0,-0.005363443895553988,7055.0,False,2012-01-06,-0.0025767708893126295,99.47579193115234,20.6299991607666
2012-01-10,7120.0,7055.0,0.009213323883770375,7172.0,False,2012-01-09,0.0024272747513496284,99.71724700927734,21.06999969482422
2012-01-11,7185.0,7172.0,0.0018126045733407696,7179.0,False,2012-01-10,0.008670451018156777,100.58184051513672,20.690000534057617
2012-01-12,7185.0,7179.0,0.0008357709987463436,7185.0,False,2012-01-11,0.000541815151299696,100.63633728027344,21.049999237060547
2012-01-13,7235.0,7185.0,0.006958942240779402,7165.0,False,2012-01-12,0.0023997381166567244,100.87783813476562,20.469999313354492
2012-01-16,7236.0,7165.0,0.009909281228192603,7093.0,False,2012-01-13,-0.005173245723499642,100.35597229003906,20.90999984741211
2012-01-17,7152.0,7093.0,0.008318060059213308,7227.0,False,2012-01-13,-0.005173245723499642,100.35597229003906,20.90999984741211
2012-01-18,7224.0,7227.0,-0.00041511000415110004,7207.0,False,2012-01-17,0.003880382470298871,100.74539184570312,22.200000762939453
2012-01-30,7352.0,7207.0,0.020119328430692383,7390.0,False,2012-01-27,-0.0004552063981120291,102.6771011352539,18.530000686645508
2012-01-31,7444.0,7390.0,0.007307171853856563,7467.0,False,2012-01-30,-0.0034134108004751917,102.32662200927734,19.399999618530273
2012-02-01,7492.0,7467.0,0.003348064818534887,7522.0,False,2012-01-31,-0.00038040121069282673,102.2876968383789,19.440000534057617
2012-02-02,7620.0,7522.0,0.01302844988035097,7642.0,False,2012-02-01,0.008757181760973065,103.1834487915039,18.549999237060547
2012-02-03,7620.0,7642.0,-0.0028788275320596702,7642.0,False,2012-02-02,0.0015849060454238284,103.34698486328125,17.979999542236328
2012-02-04,7720.0,7642.0,0.010206752159120648,7735.0,False,2012-02-03,0.014018710906978704,104.7957763671875,17.100000381469727
2012-02-06,7706.0,7735.0,-0.0037491919844861023,7685.0,False,2012-02-03,0.014018710906978704,104.7957763671875,17.100000381469727
2012-02-07,7706.0,7685.0,0.0027325959661678597,7722.0,False,2012-02-06,-0.0006689821744534363,104.72566986083984,17.760000228881836
2012-02-08,7766.0,7722.0,0.005698005698005698,7890.0,False,2012-02-07,0.002529103522554088,104.99053192138672,17.649999618530273
2012-02-09,7860.0,7890.0,-0.0038022813688212928,7923.0,False,2012-02-08,0.002967738775621731,105.30211639404297,18.15999984741211
2012-02-10,7876.0,7923.0,-0.005932096428120662,7866.0,False,2012-02-09,0.0012573395220270012,105.43451690673828,18.6299991607666
2012-02-13,7875.0,7866.0,0.0011441647597254005,7907.0,False,2012-02-10,-0.007387959329681171,104.65557098388672,20.790000915527344
2012-02-14,7905.0,7907.0,-0.0002529404325281396,7874.0,False,2012-02-13,0.007442947523276011,105.43451690673828,19.040000915527344
2012-02-15,7916.0,7874.0,0.005334010668021336,8016.0,False,2012-02-14,-0.0012557606045886516,105.30211639404297,19.540000915527344
2012-02-16,7968.0,8016.0,-0.005988023952095809,7906.0,False,2012-02-15,-0.004660357846913654,104.81137084960938,21.139999389648438
2012-02-17,7982.0,7906.0,0.009612952188211486,7932.0,False,2012-02-16,0.01107321415104967,105.97196960449219,19.219999313354492
2012-02-20,7989.0,7932.0,0.0071860816944024205,7956.0,False,2012-02-17,0.002645508359348625,106.2523193359375,17.780000686645508
2012-02-21,7954.0,7956.0,-0.00025138260432378077,7947.0,False,2012-02-17,0.002645508359348625,106.2523193359375,17.780000686645508
2012-02-22,7918.0,7947.0,-0.0036491757896061406,8004.0,False,2012-02-21,0.00044030518635285176,106.29910278320312,18.190000534057617
2012-02-23,7960.0,8004.0,-0.005497251374312844,7963.0,False,2012-02-22,-0.0032238949773040204,105.95640563964844,18.190000534057617
2012-02-24,7945.0,7963.0,-0.0022604546025367326,7941.0,False,2012-02-23,0.004410740328391949,106.42375183105469,16.799999237060547
2012-02-29,8006.0,7941.0,0.008185367082231457,8114.0,False,2012-02-28,0.002916602396010104,107.14814758300781,17.959999084472656
2012-03-01,8143.0,8114.0,0.0035740695094897707,8138.0,False,2012-02-29,-0.003925984123464565,106.72748565673828,18.43000030517578
2012-03-02,8180.0,8138.0,0.005160973212091423,8152.0,False,2012-03-01,0.0051819342146695035,107.2805404663086,17.260000228881836
2012-03-03,8130.0,8152.0,-0.0026987242394504417,8120.0,False,2012-03-02,-0.0030493956003904144,106.95339965820312,17.290000915527344
2012-03-05,8101.0,8120.0,-0.0023399014778325124,8040.0,False,2012-03-02,-0.0030493956003904144,106.95339965820312,17.290000915527344
2012-03-06,8020.0,8040.0,-0.0024875621890547263,7946.0,False,2012-03-05,-0.004078154474242646,106.51722717285156,18.049999237060547
2012-03-07,7854.0,7946.0,-0.011578152529574628,7895.0,False,2012-03-06,-0.014625368497458657,104.9593734741211,20.8700008392334
2012-03-08,7938.0,7895.0,0.005446485117162761,7976.0,False,2012-03-07,0.006975602292175642,105.6915283203125,19.06999969482422
2012-03-09,7990.0,7976.0,0.0017552657973921766,8005.0,False,2012-03-08,0.009949325787543595,106.74308776855469,17.950000762939453
2012-03-12,7998.0,8005.0,-0.0008744534665833854,7921.0,False,2012-03-09,0.0038671205765408168,107.15587615966797,17.110000610351562
2012-03-13,7967.0,7921.0,0.005807347557126625,8033.0,False,2012-03-12,7.29078075789591e-05,107.16368865966797,15.640000343322754
2012-03-14,8154.0,8033.0,0.01506286567907382,8142.0,False,2012-03-13,0.018026351545643138,109.095458984375,14.800000190734863
2012-03-15,8140.0,8142.0,-0.00024563989191844754,8134.0,False,2012-03-14,-0.0010711668214521408,108.97859954833984,15.3100004196167
2012-03-16,8130.0,8134.0,-0.0004917629702483403,8064.0,False,2012-03-15,0.005789397301590338,109.6095199584961,15.420000076293945
2012-03-19,8113.0,8064.0,0.006076388888888889,8053.0,False,2012-03-16,0.0013850046277028571,109.7613296508789,14.470000267028809
2012-03-20,8077.0,8053.0,0.002980255805289954,7984.0,False,2012-03-19,0.0039199571101988795,110.19158935546875,15.039999961853027
2012-03-21,7954.0,7984.0,-0.00375751503006012,7973.0,False,2012-03-20,-0.002910953877274469,109.8708267211914,15.579999923706055
2012-03-22,8009.0,7973.0,0.004515238931393453,8084.0,False,2012-03-21,-0.0016375958623396913,109.69090270996094,15.130000114440918
2012-03-23,8101.0,8084.0,0.002102919346857991,8080.0,False,2012-03-22,-0.0072035247526570645,108.90074157714844,15.569999694824219
2012-03-26,8081.0,8080.0,0.00012376237623762376,7958.0,False,2012-03-23,0.003232487295988573,109.25276184082031,14.819999694824219
2012-03-27,8000.0,7958.0,0.005277707966825836,8010.0,False,2012-03-26,0.014035217093210539,110.78614807128906,14.260000228881836
2012-03-28,8015.0,8010.0,0.0006242197253433209,8030.0,False,2012-03-27,-0.0031068878218949436,110.44194793701172,15.59000015258789
2012-03-29,7998.0,8030.0,-0.00398505603985056,7845.0,False,2012-03-28,-0.004958466333610745,109.89432525634766,15.470000267028809
2012-03-30,7810.0,7845.0,-0.004461440407903123,7883.0,False,2012-03-29,-0.001708614419994814,109.70655822753906,15.479999542236328
2012-04-02,7888.0,7883.0,0.0006342762907522517,7866.0,False,2012-03-30,0.004135621801600653,110.16026306152344,15.5
2012-04-03,7889.0,7866.0,0.0029239766081871343,7780.0,False,2012-04-02,0.007315017751320374,110.9660873413086,15.640000343322754
