converged,reason,fun,start_seed,start_theta_eav,start_theta0,market,theta0,theta_vix,theta_eav,loglik,nit,mean_sigma2
False,penalty-trap,10000000000000.0,120,4.760577003013484e-06,0.0002014757865645817,ID,,,,,,
False,penalty-trap,10000000000000.0,121,0.00016774659778375335,5.104472709774598e-05,ID,,,,,,
False,penalty-trap,10000000000000.0,122,1.0449346076960052e-05,0.00016888918825203953,ID,,,,,,
False,penalty-trap,10000000000000.0,123,3.933187830603986e-06,6.944599605311164e-05,ID,,,,,,
True,,,124,0.00041273285479123835,0.00013163597684588354,ID,0.000271854341114305,2.9189008285148975e-07,0.0003534175400260472,76359.18005034351,6.0,0.00040685674595126173
True,,,125,1.1298867881324664e-05,0.0001989968983879652,ID,0.00029561188932091296,1.8597022417429207e-07,5.02757681984723e-05,76216.4131040866,6.0,0.00040685674595126173
True,,,126,1.5082628639405216e-06,1.0391279915019745e-06,ID,0.00031455553973151295,2.4308602204951687e-07,0.0005144268320173783,76507.20934704349,59.0,0.00040685674595126173
False,penalty-trap,80029972230.89557,127,6.425240452572842e-06,1.4743323418421124e-06,ID,,,,,,
True,,,128,1.4797356777949904e-05,6.0131932419393226e-05,ID,0.0002359519343064155,2.7899747071232123e-07,0.0001327473974219065,76182.09055287817,25.0,0.00040685674595126173
False,penalty-trap,74920681206.85576,129,0.0002654728193297839,1.0895780858071537e-05,ID,,,,,,
False,penalty-trap,10000000000000.0,130,6.694635941304203e-06,1.672592684576469e-05,ID,,,,,,
True,,,131,2.7337181322157968e-05,5.556299879405689e-05,ID,0.0003438120845886374,3.4045365608504283e-07,0.0005138964599229802,76372.15925985729,30.0,0.00040685674595126173
True,,,132,0.00010261937871782984,2.425921241714646e-06,ID,0.0002976030758446808,2.8533781519190707e-07,0.0003589605918243097,76456.31997181647,16.0,0.00040685674595126173
True,,,133,9.417179486886577e-06,0.00042845382322926484,ID,0.0004143711423436612,1.759360029641252e-07,0.0002765337423488851,76342.68805596755,6.0,0.00040685674595126173
True,,,134,2.942660508500495e-05,0.00041103441346938363,ID,0.0002819440730596945,2.476510204469811e-07,0.0002632036701806801,76402.39412820362,13.0,0.00040685674595126173
False,penalty-trap,75235818682.09816,135,0.0002698392657275998,3.0176079867895775e-05,ID,,,,,,
False,penalty-trap,73109205108.39711,136,2.062426034771145e-06,2.207812519776474e-06,ID,,,,,,
False,penalty-trap,10000000000000.0,137,1.4201212357874146e-05,0.0002071131221023974,ID,,,,,,
True,,,138,3.256201408264598e-05,3.5223636167644786e-05,ID,0.00030769701002049366,2.76675304171682e-07,0.0004771006156569969,76400.45385658822,32.0,0.00040685674595126173
True,,,139,2.41452079579852e-06,1.3329979819463694e-05,ID,0.00032415470647049793,2.545687434838171e-07,0.00012679245177832707,76297.17262964595,10.0,0.00040685674595126173
True,,,140,8.098365560894575e-05,6.337040592817813e-05,ID,0.00026569918812645874,2.854954227929783e-07,0.0004814979321802608,76263.588010134,31.0,0.00040685674595126173
True,,,141,1.0115441815846046e-06,9.710513307050848e-05,ID,0.0002878923985254429,2.7237264929289205e-07,0.0006372607903093481,76364.63335821674,33.0,0.00040685674595126173
False,penalty-trap,10000000000000.0,142,5.6037224817874656e-05,1.1485772729783015e-06,ID,,,,,,
