converged,reason,fun,start_seed,start_theta_eav,start_theta0,market,theta0,theta_vix,theta_eav,loglik,nit,mean_sigma2
True,,,57,0.0001864079546879464,7.023367761511215e-05,ID,0.0002959474565787542,3.692333994449911e-07,0.00022237612149847408,76398.30973526562,24.0,0.00040685674595126173
True,,,58,4.529982639888567e-06,6.8236003171799026e-06,ID,0.0002712379887809638,2.7166301634772446e-07,0.0004217971883135662,76277.39468104538,28.0,0.00040685674595126173
True,,,59,2.06836773785462e-06,3.857553441493934e-05,ID,0.00024681290727822136,2.796846482591749e-07,0.00045465380938191686,76397.99219401157,50.0,0.00040685674595126173
False,penalty-trap,10000000000000.0,60,1.4050443529891941e-06,7.502953992022563e-06,ID,,,,,,
True,,,61,6.477316299193317e-05,1.0242947809569076e-05,ID,0.0002948126953954872,2.6809614058444156e-07,0.0005189710818202624,76375.325275488,54.0,0.00040685674595126173
True,,,62,0.00012796135280570512,4.4109979240506425e-05,ID,0.000233134835789239,3.9630839937968326e-07,5.1002592229707905e-05,76049.03936475464,7.0,0.00040685674595126173
True,,,63,3.3951059286042443e-06,3.2481600817804704e-05,ID,0.00023320158943109296,2.3367893078579667e-07,0.0005088073795123052,76331.03493489118,39.0,0.00040685674595126173
True,,,64,1.5043602486919662e-06,0.0003519334348616875,ID,0.0003086752874554084,2.593945984221066e-07,0.0005335987495128524,76446.2804862215,55.0,0.00040685674595126173
True,,,65,1.0273821559071131e-05,1.3424811540590984e-06,ID,1.3424811540590984e-06,1.0079701454856051e-08,1.0273821559071131e-05,63617.741711631585,0.0,0.00040685674595126173
True,,,66,1.5734348796721628e-06,0.0003112648129978985,ID,0.000303206995612607,2.734898091902e-07,0.00021317797673588574,76497.46019016615,6.0,0.00040685674595126173
False,penalty-trap,78296895097.90892,67,2.4391033030946004e-05,1.3130107750595525e-05,ID,,,,,,
True,,,68,6.57379882363098e-05,2.0290430497496525e-05,ID,0.00026733132055976937,2.960422810801079e-07,0.0001638550288065041,76315.2773116081,7.0,0.00040685674595126173
True,,,69,0.00021602577505474256,3.6847466446205684e-05,ID,0.00028874180538616,2.57118209282067e-07,0.0005203928856152539,76452.5602682717,24.0,0.00040685674595126173
True,,,70,7.405925300661456e-06,1.0655943934962279e-05,ID,0.0003007067908313144,3.8796619826692605e-07,0.0004022834775016201,76498.13531538504,13.0,0.00040685674595126173
True,,,71,0.00011320872409775919,4.830097684783433e-06,ID,0.0002383366638195184,3.7511037994544243e-07,1.8534873381862884e-05,76316.6133637698,12.0,0.00040685674595126173
False,penalty-trap,10000000000000.0,72,4.213780405952901e-06,0.00018251401328837167,ID,,,,,,
False,penalty-trap,10000000000000.0,73,5.307089180631442e-06,2.1360445092233017e-05,ID,,,,,,
True,,,74,6.692594053766445e-05,0.00025935828099507867,ID,0.0002664588856431347,4.908948623937709e-07,0.000276611015470427,76426.96603188744,21.0,0.00040685674595126173
False,penalty-trap,72600035319.25629,75,6.205718146120514e-05,3.764158052231611e-06,ID,,,,,,
True,,,76,6.946666239296982e-05,0.0001500598668526578,ID,0.0003357473427881512,2.869457300847806e-07,0.0006554613686477797,76498.30107839266,89.0,0.00040685674595126173
