market,ticker,converged,theta0,alpha,gamma,beta,persistence,theta_vix_noEAV,theta_vix_noEAV_se,theta_vix_noEAV_t,loglik_noEAV,theta_vix,theta_eav_full,theta_eav_full_se,theta_eav_full_t,loglik_full,LR_stat,LR_p,n_obs,n_events,sigma2_sample,analyst_count,market_cap,median_daily_turnover
TW,1301.TW,True,0.0001504894644267279,0.05001567568840864,0.050013398920635124,0.90016439313782,0.9751867682865463,2.1631009054444617e-07,3.5360613808155763e-08,6.117260625565137,11298.755316195291,2.025047301201722e-07,3.595064176836597e-05,4.14628724547888e-05,0.8670562274132508,11299.33809028104,1.1655481714988127,0.28031786317963625,3911,60,0.00022386927882334415,5.0,327199096832.0,400564603.72372437
TW,1303.TW,True,0.00015374989295405774,0.056443957660470175,0.05644355109182288,0.9014177049835759,0.9860834381899575,4.891601280372493e-07,6.767468060871445e-08,7.228111365098343,11101.551423671222,5.299607074995107e-07,0.0002147158984843,9.704057880535975e-05,2.212640331783367,11106.722924954502,10.343002566558425,0.0012996642817312276,3911,60,0.00026572003661310935,5.0,679671431168.0,313919911.3669815
TW,1326.TW,True,0.00015285196421291095,0.051248115857747224,0.051248115832954515,0.9002745855039322,0.9771467592781568,2.705587110664196e-07,3.998372752499303e-08,6.766720558939852,11175.575694455296,2.701621769625105e-07,3.6910133361614995e-05,4.6873551275292454e-05,0.7874405151177594,11176.036714282904,0.9220396552154853,0.33693999472796443,3911,60,0.00023984655904376863,6.0,292158373888.0,271773775.2117615
TW,2002.TW,True,6.947708168835921e-05,0.0924739281728317,0.02413298265842238,0.8641710220842004,0.9687114415862432,2.499263154096739e-07,2.5735376678502378e-08,9.711391386722763,12190.158884018232,2.6419953334102277e-07,5.559624065414248e-05,3.872563265634021e-05,1.435644477328899,12192.04058742104,3.7634068056140677,0.05238574153409559,3911,60,0.0001630834216153107,9.0,309467807744.0,343698986.9151592
TW,2027.TW,True,0.0007680074872727994,0.044162009442591445,0.02059252231166922,0.9429340229228774,0.9973922935213034,7.522321424977217e-07,1.8937077185093636e-07,3.972271619032334,10329.933047696893,5.429536141774099e-07,0.0002271821669819,0.0002138898230347,1.0621457522316664,10314.310167727108,-31.245759939571144,1.0,3911,58,0.00040013273718554474,2.0,90152017920.0,69117603.1404829
TW,2317.TW,True,0.00022847729071230353,0.0561383092986803,0.05615393687126915,0.8760572474874978,0.9602725252218127,2.191147407426031e-07,3.825878002111405e-08,5.7271753208460705,10651.061969250473,3.287194679541008e-07,0.0002459056299894,6.44070296376799e-05,3.8179936471655767,10668.2891324736,34.4543264462518,4.3637173874344626e-09,3911,60,0.0002979237281833934,17.0,2792547680256.0,2157076923.9395103
TW,3045.TW,True,5.0397456022640824e-05,0.05,0.05,0.9,0.9750000000000001,1.308424395706516e-07,1.7770593565621607e-10,736.2862646511426,12851.874072434028,2.09314848564728e-07,-3.995293781225209e-05,2.8364270677268656e-05,-1.408565665827984,12859.424868608843,15.101592349630664,0.0001018773176103549,3911,61,0.00010079491204528165,7.0,332696125440.0,260099521.63817215
TW,2382.TW,True,0.0002573207364278039,0.027556063475616593,0.025568248556793658,0.9447963075685911,0.9851364953226045,2.2548731165003265e-07,4.3013635651381264e-08,5.242228615073874,10289.005749402559,2.1617615323443658e-07,0.0019548517015182,0.0004208073252091,4.645479259532026,10388.24236650011,198.47323419510212,0.0,3911,59,0.0003663956939626926,18.0,1229591281664.0,320020863.90875244
TW,2912.TW,True,0.0002150371136755491,0.058461059560409624,0.04905517355557235,0.9018608194266989,0.9848494657648947,1.523667742045056e-07,3.758857537153717e-08,4.053539478377805,11474.141523328768,2.104749812073687e-07,0.0001394243131765,6.487655831343923e-05,2.1490707398950613,11479.24037128539,10.197695913244388,0.001406162364314123,3911,60,0.00019233871104332623,9.0,233915006976.0,212190831.68842316
TW,2637.TW,True,0.0005124459439502817,0.06206976529040155,0.06206567560432213,0.9026561912899591,0.9957587943825217,6.984903706468745e-07,1.514986410455223e-07,4.610538852536586,10432.220998364579,8.541316072421205e-07,0.0003503496750565,0.0002135423883738,1.6406563480183725,10436.544006662629,8.646016596099798,0.003277771957869491,3684,57,0.000384261630684907,4.0,52621836288.0,21231116.70172119
TW,1215.TW,True,0.0002547330116301496,0.0641488316102592,0.04842759422954698,0.8970617445240047,0.9854243732490373,3.8883151757327515e-07,7.420433485731223e-10,524.0010820405042,11145.222464974378,1.8724642691188258e-07,0.0003075690000672,9.528650387408964e-05,3.2278338228641754,11154.866495247505,19.28806054625238,1.1240705972803688e-05,3911,59,0.00023178610609304358,1.0,42744553472.0,26789599.529556274
TW,2347.TW,True,0.00018952726050719854,0.04965700746445495,0.04965632024467771,0.8958758486986277,0.9703610162854215,2.187350321166808e-07,3.541435685885231e-08,6.176450782050696,11067.776463823619,2.0226353982955962e-07,0.000997997303528,0.0003517851253854,2.8369513987679427,11105.280084291984,75.00724093673125,0.0,3911,60,0.0002255620487499316,3.0,136771657728.0,130530519.66755676
TW,1210.TW,True,0.00015702439431431378,0.07679183969359953,0.07202772932081232,0.8222655117149437,0.9350712160689494,2.136266972847248e-07,2.5549260378983855e-08,8.361365226073177,11407.72830541354,2.027996762675471e-07,8.501739932063492e-05,5.985951917041216e-05,1.4202820286377775,11411.0600573856,6.663503944120748,0.009840723223813241,3911,60,0.00019159348662834257,1.0,46102573056.0,42592737.549856186
TW,2892.TW,True,8.977281426360902e-05,0.10081749818028082,0.11982618871821961,0.8098635289093751,0.9705941214487657,2.584804239666874e-07,3.014298433458933e-08,8.57514375808101,12787.00867159186,2.2908574800398018e-07,-1.8634916075920096e-05,1.757888061022103e-05,-1.0600741019359927,12791.738421840531,9.45950049734165,0.002100582659435357,3911,60,0.00011814713606737818,2.0,409095897088.0,224375425.49151802
US,AAPL,True,0.00010087845737882145,0.03169093213754707,0.05624774040555636,0.8732701921213076,0.9330849944616328,5.635335445123818e-07,3.8368874069584025e-08,14.68725778844548,8228.111080201355,6.132095799035909e-07,0.0021979582973953,0.0005401805937404,4.068932358668565,8368.056030770334,279.8899011379581,0.0,3016,48,0.0003176217749350137,40.0,3792822075392.0,7863868934.170532
US,MSFT,True,3.749238201146786e-05,0.018911487896265154,0.05033174132089637,0.6649051027664441,0.7089824613231575,5.984497898648688e-07,2.1407404579434656e-08,27.955270693570135,8465.232762647205,5.649214637609337e-07,0.0020396809273225,0.0004604153041323,4.430089332426,8685.370270797748,440.275016301086,0.0,3016,48,0.0002743779445526462,54.0,2835080544256.0,4312635324.389648
US,NVDA,True,0.000520220695491353,0.02331423700731765,0.1620692507014243,0.7503116581722866,0.8546605205303164,1.0643671788666041e-06,9.82340475042872e-08,10.835012970631718,6559.770132616728,1.4077663329871863e-06,0.0073171789274462,0.0013741574331896,5.3248476125923565,6805.4508235321255,491.3613818307949,0.0,3016,48,0.0008716957246528164,56.0,4576631586816.0,3472350728.088379
US,GOOGL,True,9.248896316140877e-05,0.022995028798000715,0.022994932655091376,0.8374687531955501,0.8719612483210966,5.996682376770114e-07,2.9202678584782302e-08,20.534699785707407,8092.577559597872,7.040601574592038e-07,0.0041601324587379,0.0014073959468262,2.955907659190942,8366.577871209844,548.000623223943,0.0,3016,48,0.0003164708302059941,56.0,3862209232896.0,2432728695.907593
US,AMZN,True,0.00016928367631995907,0.06708860218454031,0.08394211018857285,0.7199671429579773,0.829026800236804,7.4744971331148e-07,4.8762453409866126e-08,15.32838610536869,7647.1235979981675,7.549547926579569e-07,0.0072585292029484,0.0024906346552333,2.914329160118515,8006.117912575112,717.9886291538896,0.0,3016,48,0.00042734735067161963,64.0,2563921149952.0,6446649419.574738
US,META,True,0.00014444659169713137,0.05740718870005491,0.07198970723314853,0.6605229639625123,0.7539250062791415,1.0987288354336587e-06,5.2019165351126563e-08,21.12161600474168,7340.606650190844,8.404521863498711e-07,0.004021964078133,0.0005591399301567,7.19312619473488,7748.517111935784,815.8209234898786,0.0,3015,48,0.0005311952456119746,60.0,1593771687936.0,4034833712.487793
US,TSLA,True,0.0006252144591328843,0.03743769590997261,0.037434988699559475,0.8423592866253042,0.8985144768850566,1.7390499331137163e-06,1.3896531932409997e-07,12.51427292487157,5949.8602614680885,1.3063063475508843e-06,0.0127036365528677,0.0029249387871405,4.343214500323623,6078.842138722633,257.9637545090882,0.0,3016,48,0.0012818399373679648,41.0,1326447591424.0,6766300253.540039
US,BRK-B,True,1.364628541241515e-05,0.034832626356385246,0.03481967174774675,0.7181623930119609,0.7704048552422196,2.990865881904926e-07,1.0668004420191131e-08,28.035851543557392,9575.108613373235,3.017017125510481e-07,0.0001036173482507,6.497803884103895e-05,1.594651825430192,9569.439585058588,-11.338056629294442,1.0,3016,48,0.00014127971451866682,3.0,1034780409856.0,901211088.2324219
US,UNH,True,0.00016629398350794154,0.050583489767850945,0.05060090669131494,0.907276550285943,0.9831604933994514,7.883340007582755e-07,8.826588796400983e-08,8.931355237481057,8335.574935432893,6.955000267737632e-07,0.0001242839155152,8.320717070290828e-05,1.4936683276856006,8336.77768655018,2.4055022345746693,0.12090931438625607,3016,48,0.00031967194858607465,26.0,282804584448.0,845752939.3066406
US,V,True,2.4257631460612445e-05,0.03320646827019395,0.03320646851121607,0.8409267358044233,0.8907364383302253,4.904560481563382e-07,2.046264211829915e-08,23.9683636805502,8843.809967206633,4.6552011552958516e-07,0.0010341991043689,0.0002652758759789,3.8985795468671016,8962.305015245576,236.99009607788685,0.0,3016,48,0.00022846550594987842,35.0,592332324864.0,1131777220.8251953
US,JPM,True,1.6831606141018683e-05,0.03530034276822871,0.04428037187895161,0.5218580450322072,0.5792985737399118,5.975365946246133e-07,1.884553482201026e-08,31.707064844173726,8627.707092330274,6.043388866929982e-07,0.0001704273670659,6.753554554371766e-05,2.523520994668878,8633.549331101614,11.684477542679815,0.0006302368094078803,3016,48,0.00027795867217297063,23.0,839289536512.0,1207532505.8128357
US,WMT,True,5.349950611216335e-05,0.036615065961711234,0.04575675949183371,0.5289238545308909,0.5884173002385189,3.0306913896583913e-07,1.3734815001010817e-08,22.065760546722668,9041.562368605099,3.022223573484794e-07,1.337931656903908e-05,3.3427003764502724e-05,0.4002547360600424,9039.560377967871,-4.003981274454418,1.0,3016,48,0.00017388347716050485,41.0,994078883840.0,723304290.7722473
US,MA,True,3.925883414208981e-06,0.04512722504449271,0.04511743962855778,0.8414288535027699,0.9091147983615414,6.611460294170784e-07,2.717695119030407e-08,24.32745398067152,8658.48410091848,6.379302762307702e-07,5.567609619871822e-05,4.664831161807872e-05,1.1935286458929577,8659.796094290987,2.6239867450130987,0.10525967964299943,3016,48,0.0002715093940053405,35.0,449056800768.0,798959021.496582
US,JNJ,True,4.414321045073589e-05,0.04583673206147573,0.05727164451259219,0.586497558796186,0.6609701131139578,2.0512114058773168e-07,1.0580329618690153e-08,19.38702743489061,9535.28225749127,1.0837939036704261e-07,-5.587656055476958e-05,1.319538507203017e-05,-4.234553235828586,9516.034186891366,-38.496141199808335,1.0,3016,48,0.00012785087651674167,24.0,567989108736.0,802777240.6768799
US,XOM,True,1e-12,0.05516531692324814,0.0,0.8558754282540927,0.9110407451773408,6.83892801159701e-07,2.6787482619084637e-08,25.530312455432608,8608.26047087298,7.016292790311462e-07,0.0002275811995214,9.680026074482578e-05,2.3510391167370304,8607.056684547953,-2.407572650052316,1.0,3016,48,0.0002827838157093039,24.0,634187022336.0,911728323.897171
US,PG,True,4.083736594309049e-05,0.007959825851303027,0.057518674954903516,0.8736302912145307,0.9103494545432855,1.9030307602870263e-07,1.1213900211119716e-08,16.970284418974753,9629.89329834284,1.8996492974178484e-07,6.614261816917509e-05,0.0002223574359443,0.2974607882496189,9611.643116287109,-36.50036411146357,1.0,3016,48,0.00012912331285629502,22.0,334737080320.0,714029297.9370117
US,HD,True,2.4496671806886655e-05,0.02600560643774667,0.026005606568425623,0.8384882621523806,0.8774966718743401,4.753897218253903e-07,1.871566632218422e-08,25.40063034047028,8858.56768090861,4.85430942120833e-07,0.0002363133761278,0.0003208052729743,0.7366255982543328,8840.086310964047,-36.96273988912799,1.0,3016,48,0.00022646123176509888,33.0,336966123520.0,766734256.4163208
US,CVX,True,3.442876177366367e-05,0.03237514396462741,0.03237514426605938,0.8406452191638065,0.8892079352614636,5.888287325070479e-07,2.5267942854284565e-08,23.30339022463014,8513.206674343593,6.712829713115085e-07,5.678293799701036e-05,3.097650488177413e-05,1.8330969944391675,8509.525002138307,-7.3633444105726085,1.0,3016,48,0.0003235692927823641,24.0,379934769152.0,686311507.3013306
US,ABBV,True,0.00020005434801764727,0.03919775188282274,0.03919757781288705,0.8429555621824991,0.9017521029717653,2.0479972473545643e-07,2.7750408763426237e-08,7.380061550854453,8206.434630841919,1.9081478237484046e-07,0.0001780565646212,0.0001067812807243,1.6674885655369929,8200.782580652518,-11.304100378802104,1.0,3016,48,0.00028087858120289015,29.0,359677853696.0,515384737.3260498
US,AVGO,True,0.0004813908796405274,0.04967653617868004,0.049675887918712115,0.8961106558364181,0.9706251359744542,5.606039939133355e-07,1.0463740737290911e-07,5.357586813245884,7202.433397560465,6.559218087378946e-07,0.0028381589976882,0.0005117837724532,5.54562131597749,7375.388330839052,345.9098665571746,0.0,3016,48,0.0005864307099855753,43.0,1784093868032.0,667754581.6802979
US,COST,True,6.909759116718601e-05,0.02388484540279851,0.02388447150111701,0.8377700932124269,0.8735971743657839,2.6800772421660785e-07,1.5673737024129667e-08,17.099159173336318,8981.418431885344,2.798086803743217e-07,0.0009016914396666,0.0002040679072104,4.418585224852409,9106.78650117343,250.73613857617238,0.0,3016,48,0.00017689346178435328,32.0,437064892416.0,592922278.2592773
US,PEP,True,4.245746109417603e-05,0.016863530663369347,0.06826102741518078,0.876673957760226,0.9276680021311858,1.962969005044083e-07,1.323762608406594e-08,14.82870865650827,9631.918838823947,1.971096379689643e-07,0.000111226386348,5.08829612403828e-05,2.1859259688641677,9633.370083915408,2.9024901829216105,0.08844282636293754,3016,48,0.00013765665822451962,21.0,213399994368.0,482119928.0548096
US,KO,True,1.365370729221382e-05,0.012744840300571273,0.012744840382924203,0.8339976845315471,0.8531149450235804,2.650103523658803e-07,9.097189595214323e-09,29.131013440160896,9731.139646574391,2.580043148950118e-07,0.0002008806470807,,,9716.453245356424,-29.37280243593341,1.0,3016,48,0.0001230540558593848,23.0,327072579584.0,555160001.3111115
US,MRK,True,0.00010307236871820574,0.031844261191032376,0.027689926728804527,0.8346576831775953,0.8803469077330299,2.3771545867216554e-07,1.862552318227088e-08,12.762887589565285,8763.28086696759,2.2725721012446578e-07,3.731737425645448e-05,4.43529397554623e-05,0.8413731865847436,8750.551933769932,-25.45786639531798,1.0,3016,48,0.0001968373150594046,27.0,295030521856.0,595772182.0953369
US,ADBE,True,0.00014103174673099926,0.016042288223177513,0.0675271323573795,0.8764660508630473,0.9262719052649145,7.402755522352802e-07,4.7391052488074586e-08,15.620576319159868,7722.377202524624,7.447204576138141e-07,0.0037827503527546,0.0008196912911692,4.614847557253691,7982.051416518297,519.3484279873446,0.0,3016,48,0.00042141630141303654,34.0,97017585664.0,819497078.0029297
US,CSCO,True,2.603168754802934e-05,0.04536374182986038,0.056732060121007746,0.5838687065603034,0.6575984784506677,5.375403192777651e-07,1.8963612839198507e-08,28.345881337898273,8699.92654465383,3.801100708031378e-07,0.0029119198682605,0.0006520887077308,4.465527210850424,9035.096638380906,670.3401874541523,0.0,3016,48,0.00023643388203693446,22.0,323021733888.0,718158551.1779785
US,TMO,True,6.678604957695114e-05,0.06445422640864272,0.06320828191725272,0.6193357724242455,0.7153941397915147,4.7527477231869344e-07,2.2857325070890403e-08,20.793105529394268,8518.252597436509,4.766119346945858e-07,5.668669031766336e-05,4.915508115542869e-05,1.153221375800798,8515.322427936157,-5.860339000704698,1.0,3016,48,0.000247656818756751,25.0,188800385024.0,455945937.09106445
US,CRM,True,0.00013166732618309187,0.027716185078803027,0.07388946530360539,0.8356986347647645,0.9003595524953703,1.0029539311751059e-06,5.4606407784122216e-08,18.366964095864454,7507.982028757687,7.178845616761382e-07,0.0045803482990407,0.0009510685582477,4.816002231721005,7786.873810203912,557.7835628924513,0.0,3016,48,0.0004752281859018555,52.0,161698103296.0,842615770.0805664
US,MCD,True,4.861207362713452e-05,0.006500081617862431,0.059000072976659,0.8740500206247596,0.9100501387309515,2.114312690034463e-07,1.267051208498277e-08,16.686876393420352,9447.12201291752,1.8089925060952186e-07,9.563177868798414e-05,9.954808009080206e-05,0.9606591970508552,9437.138681490009,-19.96666285502215,1.0,3016,48,0.00015415330368212136,33.0,216091607040.0,555713938.885498
US,ABT,True,3.87394245974606e-05,0.013162969675116924,0.0165194997953792,0.38313010383909873,0.40455282341190524,4.310334086872096e-07,1.5193372439978703e-08,28.369831016122568,8818.182393694357,4.166817131868156e-07,0.0031437661191702,,,8777.584614001098,-81.19555938651683,1.0,3016,48,0.00020882556564186702,25.0,173942063104.0,395618837.81433105
JP,7203.T,True,0.00011581950880004102,0.050339460612137774,0.05035019118068553,0.9042176805492275,0.9797322367517081,7.378624082182259e-07,7.875268476038037e-08,9.369361952082128,8147.099754342617,7.475194170062908e-07,0.0003039903932803,0.0001237091617134,2.457298950780211,8154.747717117466,15.295925549697131,9.191455084378575e-05,2952,48,0.00028683184199113223,17.0,43257803309056.0,41373556988.15918
JP,6758.T,True,0.00028580592477935556,0.045642793209531865,0.045642659936316096,0.8451381205535317,0.9136022437312216,3.7759923382377095e-07,4.865593869784002e-08,7.760599094978177,7436.216020661315,4.754168084941969e-07,0.0008845340289199,0.0002077484585386,4.257716447774547,7479.601087362776,86.77013340292069,0.0,2952,48,0.0004174773213602982,23.0,19312712613888.0,34247263562.86621
JP,9984.T,True,0.0001507531308509756,0.05958857316539656,0.03361414377604265,0.8595940175156114,0.9359896625690293,1.4654857922923175e-06,9.491824133599412e-08,15.439453698944462,6890.770396959348,1.1616305944346878e-06,0.0028239642824733,0.0006888024378194,4.09981749108387,6962.580625730851,143.62045754300743,0.0,2952,47,0.0006997448677279386,18.0,21450146709504.0,63869901773.4375
JP,8306.T,True,0.00012751990851347786,0.0501692000587919,0.050156229744181643,0.9019714306765287,0.9772187456074115,7.844527144380346e-07,8.014386713914427e-08,9.788056684063953,7897.336407217935,8.114022410631175e-07,0.0004449710839611,0.0001359744331548,3.2724614005521064,7913.685550725142,32.698287014414745,1.0763203550645528e-08,2952,48,0.00034655607079776596,12.0,32282528186368.0,32710203343.945312
JP,6861.T,True,0.0001893991962883817,0.06841377249651207,0.08567689463854185,0.7285401527107485,0.8397923725265315,4.93388841970787e-07,4.2361442251042506e-08,11.647120960775238,7687.150236841402,4.538552793549218e-07,0.0003168830316744,0.0001302912774602,2.432112401164072,7700.345089315924,26.389704949044244,2.7902371779742197e-07,2952,47,0.00036631098411306763,16.0,15405200441344.0,21970135441.40625
JP,9432.T,True,0.00014383780637572136,0.04973783989560123,0.049737314529137155,0.8968477743712542,0.971454271531424,1.9857767513157673e-07,3.5243079388176785e-08,5.634515444703019,8692.548989010014,1.603037520356447e-07,0.0005493763215852,0.0001503819190624,3.653207280572312,8729.915466459059,74.73295489808879,0.0,2952,48,0.00018924335166787228,14.0,12425244966912.0,14377317207.717896
JP,6098.T,True,0.0001721743650292116,0.02087774982871756,0.07181597471321106,0.877766881293087,0.9345526184784101,9.290807874962161e-07,6.498453185421997e-08,14.29695284380022,6808.910780447888,9.99295686167843e-07,0.0027314172119339,0.0007677444509066,3.5577166447875475,6878.555257670037,139.2889544442969,0.0,2759,40,0.0005124652480730323,16.0,9767910113280.0,15778106241.94336
JP,7974.T,True,0.0004871844580283214,0.07159576279421126,0.08948155352950321,0.7474077819348867,0.8637443214938495,8.068532828189852e-08,4.011185978853893e-08,2.0115080354601895,7206.690248012464,1.7018467423581926e-07,0.0003216054485655,8.494537165727502e-05,3.7860267403747496,7228.862530199432,44.34456437393601,2.7537527813592533e-11,2951,48,0.0005000714672912331,26.0,9565021143040.0,35699506131.44531
JP,6594.T,True,0.00023855177395987054,0.04976184851728959,0.04977095577859355,0.8975476759590317,0.9721950023656181,1.0491514663192147e-06,1.070755234560533e-07,9.798238032894744,7405.40465357412,9.95148904602241e-07,0.0024231550363969,0.0006943596661681,3.489769285951136,7468.193086402682,125.57686565712356,0.0,2952,48,0.00044727473746752086,8.0,2566587940864.0,12757128851.953125
JP,8035.T,True,0.0003907881222102729,0.020616770762768164,0.05691730965713733,0.7156144528101871,0.7646898784015239,5.152867109053505e-07,4.969880565575016e-08,10.368191028062094,6889.369134655638,7.749272532968108e-07,0.002846956975366,0.0006711621621138,4.2418317600019355,6994.56101688363,210.38376445598442,0.0,2952,48,0.0005923559625856054,22.0,19396458184704.0,25717377323.14453
