market,ticker,converged,theta0,alpha,gamma,beta,persistence,theta_vix_noEAV,theta_vix_noEAV_se,theta_vix_noEAV_t,loglik_noEAV,theta_vix,theta_eav_full,theta_eav_full_se,theta_eav_full_t,loglik_full,LR_stat,LR_p,n_obs,n_events,sigma2_sample,analyst_count,market_cap,median_daily_turnover
JP,4063.T,True,0.00019757419944249217,0.06468218780978102,0.08096318538195672,0.705182629175177,0.8103464096759364,4.0789841233996536e-07,3.631238704386346e-08,11.233037691717856,7738.261492345769,4.352478012210405e-07,0.0012420634227834,0.0002869224789236,4.328916393873861,7817.077704861686,157.63242503183392,0.0,2952,48,0.0003581989702600623,17.0,12366761689088.0,13179051721.801758
JP,6501.T,True,0.00024003659643720106,0.03217368734615888,0.08194247907994265,0.8805504461792557,0.9536953730653859,6.186661318519453e-07,6.972304753190193e-08,8.87319406927635,7494.223132992394,6.706166069519774e-07,0.0012198324664795,0.0002843582262561,4.289773791811865,7546.979002453524,105.51173892225961,0.0,2952,48,0.0004454801912115949,14.0,21932229525504.0,14029099092.10205
JP,9433.T,True,0.00011826650785311555,0.04997495706688585,0.04997490687763869,0.8996988825263913,0.9746612930320965,3.927255299060419e-07,4.730803102533951e-08,8.301455828835639,8484.95153020293,3.2043886028237444e-07,0.0007401781182952,0.0001871477488809,3.9550468692309817,8534.195387612039,98.48771481821677,0.0,2952,48,0.00022533798026583076,13.0,9974545645568.0,13856972831.323242
JP,8316.T,True,0.00013614549460548613,0.04957782795947364,0.05004690801787783,0.8999071221750307,0.9745084041434432,4.870560072831263e-07,6.048224000159377e-08,8.05287646870043,8142.969617619016,7.268091898108425e-07,0.00015939464545,6.523376595246946e-05,2.4434377369251927,8154.085080720565,22.230926203097624,2.4174836673607203e-06,2952,48,0.0003001753381441469,13.0,21293005012992.0,22131407858.935547
JP,8411.T,True,0.00013567811288482757,0.0604380997078222,0.06043809626899451,0.902296383038595,0.9929535308809145,1.2332064685435847e-06,1.5771187347432153e-07,7.819363510030042,8437.572182838712,8.393022318793902e-07,0.0005301891553945,0.0001607598599763,3.298019514775315,8463.37139295826,51.598420239093684,6.81010803305071e-13,2952,48,0.0002787115884190952,12.0,16476269445120.0,16205351134.21875
JP,6902.T,True,0.00013193581335370726,0.06768183580067581,0.08470043021742239,0.7236575135525312,0.8336895644619182,5.819918525265747e-07,3.877380495797973e-08,15.009923662567958,7814.052681315179,5.765026527201311e-07,0.0008943697220214,0.0002638539386924,3.389639459064108,7849.772691381469,71.44002013257887,0.0,2952,48,0.00034995241764210623,16.0,5155626418176.0,8260518134.765625
JP,6367.T,True,0.00018959694718245727,0.026352273580005692,0.07024020614425394,0.8092415049886528,0.8707138816407854,4.3913436855184234e-07,3.672624522844026e-08,11.95696336013634,7700.559290969295,4.4094987440861865e-07,0.0007836655304372,0.0001745654663373,4.489235739920005,7752.363609046192,103.60863615379458,0.0,2952,46,0.0003507961838554498,16.0,5925391302656.0,11946896359.375
JP,8001.T,True,0.00012869600916415338,0.017287151878449217,0.07211275331241754,0.9231900621034993,0.9765335906381573,4.277392152318551e-07,4.758460029930593e-08,8.989026124867841,8323.309029487942,4.457762315005446e-07,0.0001784203575996,5.971178514302188e-05,2.9880258507138167,8334.927884106793,23.237709237702802,1.4316245170453712e-06,2952,46,0.000254842599087016,13.0,14019017572352.0,8505487564.331055
JP,8058.T,True,8.267229259096785e-05,0.03090304178988212,0.08080697351436639,0.8802286424959899,0.9515351710430552,6.00945688225482e-07,3.1156107475523494e-09,192.882146364911,8158.141925507754,4.63461718046909e-07,0.0009739855312723,0.0002488760043391,3.913537320958405,8221.921517236058,127.55918345660757,0.0,2952,46,0.0002761026005826795,14.0,19373743931392.0,10999268882.1167
JP,4502.T,True,6.81752583431238e-05,0.034648997897703614,0.08415442969387593,0.8811771109483086,0.9579033236929502,4.0847089662624616e-07,3.434584166838208e-08,11.89287776290759,8669.9732157779,3.682685662982647e-07,0.0004076475251044,9.651294888544618e-05,4.223759918353763,8716.281827344555,92.6172231333112,0.0,2952,48,0.00020611291988981492,15.0,8902605275136.0,12352782963.720703
JP,6273.T,True,0.0002900982447835844,0.04298175219522128,0.04298173449858604,0.8442371556838866,0.9087097751284009,4.082749274812263e-07,5.0340454301723696e-08,8.110274989458064,7340.7500066797875,5.155246743356387e-07,0.0003672413800091,0.0001581979530569,2.321404120046058,7364.630963317712,47.7619132758482,4.812483744842666e-12,2952,47,0.0004344909776110879,15.0,4532121632768.0,9678964542.1875
JP,7741.T,True,0.0001727257301004252,0.03313694550150125,0.033146981014321876,0.8409065915412808,0.890617027549943,5.511258502468868e-07,3.9590452124832696e-08,13.92067583641458,7614.649284006898,5.527402432669905e-07,0.0009109450396443,0.0002379554103254,3.8282173891255815,7659.724085597893,90.14960318198973,0.0,2952,48,0.0003749418857031055,15.0,9824046678016.0,9352095026.953125
JP,6981.T,True,0.0004080276778027534,0.03548003319247941,0.08488708608547792,0.881411169679069,0.9593347459142874,2.2002085125457207e-07,6.378540052463095e-08,3.4493920151776782,7387.94991016588,3.704674596178306e-07,0.0018394125516994,0.0004507923663802,4.080398624469794,7467.110680699588,158.32154106741473,0.0,2952,48,0.00045877763185617237,17.0,7590635372544.0,14016591753.222656
JP,8801.T,True,0.0001988543821817279,0.058129835123053426,0.05812975741976024,0.8493667149482936,0.9365614287812272,4.4127645063158766e-07,5.205541788137572e-08,8.477051353946898,7761.585160255894,5.378447673648635e-07,0.0005117363582738,0.0001778559685473,2.8772515336629128,7774.442604312357,25.71488811292511,3.957621237393738e-07,2952,48,0.0003634327191757833,11.0,4708864884736.0,8315955017.39502
JP,6178.T,True,0.00010784475630476192,0.07709371686744027,0.09723211126627408,0.7986229753630165,0.9243327478635939,3.137290252449265e-07,3.3708903510605e-08,9.307007721156689,7270.38094668825,4.365509440525571e-07,0.000655436350254,0.0001897219930214,3.4547199289645367,7300.473054571371,60.18421576624132,8.659739592076221e-15,2503,40,0.00023468763020074247,8.0,5232046112768.0,6123608152.050781
JP,7267.T,True,0.00012509307145363498,0.0626693649812482,0.07844392223048656,0.6925581802927829,0.7944495063892745,6.140106220532798e-07,3.660549845354571e-08,16.77372657095467,7784.620005014016,8.830778141445275e-07,0.001173114141492,0.0003072001122095,3.81872953448643,7841.075666276355,112.91132252467833,0.0,2952,48,0.0003489188381088403,18.0,4881259692032.0,12236851059.667969
JP,8031.T,True,8.839524787999964e-05,0.030903083548653322,0.08080701083131912,0.8802286530687757,0.9515352420330886,6.411467941181075e-07,4.649384224806554e-08,13.78992922755881,8141.209808671498,7.162758081470757e-07,0.0003532937645631,9.83839278676876e-05,3.590970316191568,8164.010236345567,45.60085534813879,1.4497847367067607e-11,2952,46,0.0002952191179353503,13.0,17700365533184.0,9633450714.96582
JP,4503.T,True,0.00013500559915284398,0.04180477814436978,0.041811954898185406,0.8438405021230472,0.9065512577165097,3.580682197282933e-07,3.085730138665354e-08,11.60400306046094,8116.215236401269,4.246996664259771e-07,0.0004920880189757,0.00011257198638,4.37131860953683,8158.533605094649,84.6367373867597,0.0,2952,48,0.0002650289260005087,14.0,4586906583040.0,8158299767.578125
JP,8002.T,True,3.581632989625054e-05,0.04177114629081234,0.0417711468018793,0.8438270472690594,0.9064837669608115,8.387194762849148e-07,3.82348817909971e-08,21.93597670497839,7945.998430073513,7.928446691692605e-07,0.0010714628525198,0.0002827204790435,3.789831059089196,8000.65080410445,109.3047480618734,0.0,2952,46,0.000344023786492163,13.0,9718970974208.0,4771364193.75
JP,6701.T,True,0.0002732972305041034,0.03352915398347112,0.08315371208455691,0.8808935517551738,0.9559995617809234,6.209716563681161e-07,6.724914521103882e-08,9.233896645368583,7546.459180070236,7.787175505311544e-07,0.0024134872341916,0.0005566971089024,4.335368723128224,7643.568684443162,194.219008745853,0.0,2952,48,0.0004059705490351251,12.0,5166044020736.0,5263630329.437256
EU,SAP.DE,True,5.96901755075325e-05,0.0001,0.037598247987160674,0.9006658307181378,0.9195649547117181,4.921625070281705e-07,2.145211630042666e-08,22.942375481079313,8600.518685114328,5.626046574307149e-07,0.0004448478894603,0.0001198329305545,3.712234086255531,8617.061526150643,33.085682072629425,8.81857231682659e-09,3046,48,0.00024168328873946395,27.0,166377160704.0,192074529.6210251
EU,SIE.DE,True,3.1863658256183756e-05,0.009103638183412208,0.009062098318645068,0.8326819574152651,0.8463166447579998,6.879147181433749e-07,2.258309672232903e-08,30.461487483388378,8391.753700100153,5.600321609176343e-07,0.0005219048639119,0.0001617671385067,3.226272460089246,8419.143258632457,54.77911706460873,1.3489209749195652e-13,3046,48,0.00028157851456999143,23.0,174439399424.0,164721564.62395477
EU,ALV.DE,True,2.0733707945805385e-05,0.04332251601582829,0.0433225161380002,0.8443523974575257,0.909336171542354,4.4699552543685543e-07,2.0437379203644943e-08,21.87146996602848,9131.938820705396,3.913763554678071e-07,0.0002418924740081,6.821180543343298e-05,3.546196621993504,9159.13885706456,54.400072718326555,1.6353585152728556e-13,3046,48,0.0001995738112017568,18.0,144073768960.0,148356522.28107452
EU,MRK.DE,True,0.0001258510497542915,0.025197965421518885,0.025148264068253833,0.6017792176660324,0.6395513151216782,3.474036480944923e-07,2.0840057313534352e-08,16.669994850200087,8398.281048636665,3.387102590516887e-07,0.0002120334259952,8.844139829410365e-05,2.3974454281027535,8405.965540224808,15.368983176285838,8.842799017882985e-05,3046,48,0.00025394959185650673,15.0,49129902080.0,40241820.59623718
EU,BMW.DE,True,0.00010107337836328196,0.037199246317501676,0.03719922586047622,0.8422788479866411,0.8980777072343809,5.258107710317347e-07,3.247779030914515e-08,16.189856699816062,8266.917234405546,4.870753553538521e-07,0.0003523011038893,0.000168083946139,2.095983060737753,8263.705683380282,-6.423102050528541,1.0,3046,48,0.0003074218784057917,23.0,50925916160.0,80940439.1092186
EU,BAS.DE,True,8.716188381824246e-05,0.010430601415059327,0.08333096098881504,0.8750451947841678,0.9271412766936346,5.17480426984925e-07,3.270026334836398e-08,15.82496206443594,8415.85798444205,5.682477078541209e-07,1.3708119226029778e-05,3.800014775497789e-05,0.3607385769765608,8415.52012227,-0.6757243440988532,1.0,3046,48,0.00027885600048433313,21.0,48328376320.0,112886065.82661438
EU,MBG.DE,True,6.200833455868171e-05,0.012520524581932022,0.012445589001197861,0.9743577891651646,0.9931011082476955,6.666928670822906e-07,7.404714632167637e-08,9.003626745938819,8264.234152502593,6.650273795805591e-07,-3.182302530801847e-05,3.5177893603029184e-05,-0.9046313479462617,8264.20829837708,-0.05170825102686649,1.0,3046,48,0.0003577015441346283,24.0,47958372352.0,131338631.1262207
EU,DTE.DE,True,0.00010371981698903433,0.049890462399692755,0.04989024289122962,0.8986829148431393,0.9735184986884469,2.598614109202552e-07,3.494749517404157e-08,7.435766415479071,9194.740681333644,2.413137586854847e-07,0.0002828068867045,0.0001105055934998,2.5592087943045203,9201.20397972994,12.926596792593045,0.0003239461976538571,3046,48,0.00017040710997372983,18.0,140834848768.0,113909119.09803772
EU,ADS.DE,True,0.00013297446460243528,0.003987269210370434,0.0056690049165130565,0.3291092961006092,0.33593106776923615,6.752648230845513e-07,2.9004571383668685e-08,23.281323973115697,7822.722186204203,6.504724761929289e-07,0.0047778474273847,,,7800.805982143373,-43.8324081216615,1.0,3046,48,0.00038453233642208196,28.0,24119453696.0,98493006.89506531
EU,VOW3.DE,True,0.00014010522176189806,0.048093636090873686,0.04811201693616154,0.8776780113556912,0.9498276559146457,7.728214189703298e-07,6.312982212155709e-08,12.241780397895857,7864.262347356609,8.127268336087556e-07,4.607810762246331e-05,0.0001120237376593,0.4113244976932533,7860.58870281747,-7.347289078277754,1.0,3046,48,0.0004352474851010709,22.0,44023750656.0,99832943.2731247
EU,TTE.PA,True,1.1920746759358996e-05,0.053252075102466837,0.020667250788099494,0.8935474725020074,0.957133172998524,7.113312114099308e-07,4.056849058111551e-08,17.53408128378957,8707.34954530522,6.777182257415678e-07,0.0002631636700784,,,8700.967170137417,-12.76475033560564,1.0,3070,48,0.0002833029374222016,21.0,169971646464.0,174571319.8526001
EU,AIR.PA,True,8.181017976127675e-05,0.007560848367034397,0.009355090693876385,0.9829394193070496,0.9951778130210223,8.345383127466492e-07,8.346260822720135e-08,9.998948397045952,8024.415790644253,7.41338846200694e-07,6.477785590800402e-05,5.5032027779490945e-05,1.1770937492538682,8008.920665168906,-30.990250950693735,1.0,3070,48,0.0004551628839694953,22.0,134541516800.0,127003016.74156189
EU,SAN.PA,True,7.222472848999617e-05,0.04327567227525196,0.04328029554042328,0.819509928237982,0.8844257482834456,3.9508418818077103e-07,2.2627366224278792e-08,17.46045846718352,8860.602252173061,4.483028206093085e-07,0.0003177249532264,0.0001054831460115,3.012092123148711,8879.885134915561,38.565765485000156,5.293940841255562e-10,3070,48,0.00019948172742157116,23.0,95535751168.0,137330187.33794403
EU,BNP.PA,True,0.00010516578711026215,0.04833188235143706,0.04833846443673505,0.8803006162528432,0.9528017308226477,7.447769534429576e-07,5.7812040647452696e-08,12.882730744357037,8140.761085208087,8.037659045156832e-07,6.974526109817467e-05,7.321437341821632e-05,0.9526170592183406,8143.366398154023,5.210625891872041,0.022449251716601504,3070,48,0.00037659087465241104,19.0,98890686464.0,128862638.55361938
EU,SHEL.L,True,2.31001947002746e-05,0.03555967388716452,0.03555975342969851,0.8968237642018686,0.9501633148038824,6.671751298460903e-07,3.624465347305686e-08,18.407546104477102,8510.913598682886,6.823443030881497e-07,4.1733475775069646e-05,4.654084516818361e-05,0.8967064440763445,8504.27173533497,-13.28372669583041,1.0,3030,48,0.0003140269238215315,16.0,194350202880.0,15895208481.773926
EU,AZN.L,True,0.00018356888972071166,0.020351022772805354,0.020361321330354405,0.8365682202914616,0.8670999037294441,1.449377975641585e-07,1.8418408974352075e-08,7.869181196160138,8396.491584309917,1.2509646187290337e-07,-5.253430682553011e-05,3.7171064492040465e-05,-1.4133118742612123,8375.859692123639,-41.263784372556984,1.0,3030,48,0.0002393037150791382,21.0,232438890496.0,14766055124.643555
EU,HSBA.L,True,2.7177971160776235e-05,0.01807321141478171,0.01806120945746849,0.5186289787318316,0.5457327948753475,5.53351804326923e-07,1.773765337001048e-08,31.196449315132607,8672.05925107563,5.145851933868066e-07,0.0041018343853654,,,8669.748528659919,-4.621444831424014,1.0,3030,48,0.00023183114813425906,17.0,228482514944.0,14955960627.535583
EU,BP.L,True,1.635534481710946e-05,0.004670506969096318,0.006474543183342636,0.9845536338162307,0.9924614123769984,7.900668860925109e-07,4.462213291773538e-08,17.705717643508102,8225.361030991271,8.885736938711293e-07,8.542588984388803e-06,4.675422844326958e-05,0.1827126501457332,8218.42810911212,-13.865843758303527,1.0,3029,47,0.00035288259691933167,19.0,89479233536.0,15638234809.02475
EU,GSK.L,True,8.347291689717611e-05,0.06488151367736096,0.06140238071818545,0.3,0.3955827040364537,2.3140664292983052e-07,1.3996481557634974e-08,16.53320100319069,8984.029894301158,2.275946903559703e-07,0.0008853143007517,,,8952.131623049614,-63.79654250308886,1.0,3030,48,0.000173375195686347,,,
