status,n,start,end,target,signal,binary_target,coef_per_1sd_signal,hac_t,p_value,r2,harvey_positive_pass,harvey_abs_pass,ticker,asset_label,primary,bh_q_all,bh_q_primary,positive_discovery_pass
ok,1598,2020-02-05,2026-06-15,left_tail5,labor_revision_z_l1,True,-0.008627979903375611,-3.1620622170833808,0.0015665608970394887,0.036364984797189526,False,True,SPY,US equities,False,0.10070573656636289,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,speech_count_z_l1,False,0.007952733683776433,0.34688010074888204,0.7286813968435925,0.1406842666052014,False,False,SPY,US equities,False,0.9618998759912222,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,speech_count_z_l1,False,-0.002857089504149598,-0.1322613399681419,0.894777584919212,0.4244996863650743,False,False,SPY,US equities,False,0.9618998759912222,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,speech_count_z_l1,True,-0.00896099827811161,-2.399953457193698,0.01639715657419554,0.03648374731587667,False,False,SPY,US equities,False,0.23611905466841582,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,forecast_revision_shock_z_l1,False,0.005006651256050202,0.19148530109175882,0.8481453954997502,0.08781600066854744,False,False,QQQ,Nasdaq growth equities,True,0.9618998759912222,0.8742854408075592,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,forecast_revision_shock_z_l1,False,-0.01254231885117326,-0.5454149794623105,0.5854681403386945,0.38331590801439086,False,False,QQQ,Nasdaq growth equities,True,0.9040125231821239,0.7806241871182594,False
ok,1598,2020-02-05,2026-06-15,left_tail5,forecast_revision_shock_z_l1,True,-0.005207757500192873,-1.252983502459879,0.210211710695846,0.020033433209251106,False,False,QQQ,Nasdaq growth equities,True,0.7773460960465972,0.6673283033060503,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,chair_weighted_shock_z_l1,False,0.007281970305217368,0.29068833622019075,0.7712896929318663,0.08784378358532574,False,False,QQQ,Nasdaq growth equities,False,0.9618998759912222,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,chair_weighted_shock_z_l1,False,-0.0130252533660284,-0.5529432311794859,0.5803022834464467,0.38332806914877304,False,False,QQQ,Nasdaq growth equities,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,chair_weighted_shock_z_l1,True,-0.0062025921240977,-1.6205484987627023,0.10511450504769984,0.02026759072428752,False,False,QQQ,Nasdaq growth equities,False,0.6540213389295189,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,growth_revision_z_l1,False,0.014868406387295738,0.5572399482091643,0.5773634990410638,0.08801161270446223,False,False,QQQ,Nasdaq growth equities,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,growth_revision_z_l1,False,-0.013599609263733523,-0.6712143379898272,0.502083995973464,0.3833438863835966,False,False,QQQ,Nasdaq growth equities,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,growth_revision_z_l1,True,-0.0028897811958183174,-1.0367036223873045,0.29987400330586267,0.01964570852612646,False,False,QQQ,Nasdaq growth equities,False,0.8424830629445524,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,inflation_revision_z_l1,False,0.015669507127576376,0.6215726625582108,0.5342229013998956,0.08803525434051984,False,False,QQQ,Nasdaq growth equities,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,inflation_revision_z_l1,False,0.02345780701858671,0.7923960110559858,0.4281298045815596,0.3837066389623701,False,False,QQQ,Nasdaq growth equities,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,inflation_revision_z_l1,True,-0.0029915348149116543,-0.7275841481423163,0.46686818715608447,0.01965753515234947,False,False,QQQ,Nasdaq growth equities,False,0.9040125231821239,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,labor_revision_z_l1,False,-0.002660034444603449,-0.12334822516605509,0.9018313542120554,0.08779809198468802,False,False,QQQ,Nasdaq growth equities,False,0.9618998759912222,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,labor_revision_z_l1,False,-0.0013426956018399994,-0.0577007776447919,0.9539869742590736,0.383161157993708,False,False,QQQ,Nasdaq growth equities,False,0.9618998759912222,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,labor_revision_z_l1,True,-0.002949770944621059,-0.6638517459641772,0.5067852028699118,0.019652330278863372,False,False,QQQ,Nasdaq growth equities,False,0.9040125231821239,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,speech_count_z_l1,False,-0.012131646098967165,-0.4624874288682819,0.6437318152687386,0.08793705244589034,False,False,QQQ,Nasdaq growth equities,False,0.945885429362968,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,speech_count_z_l1,False,-0.004669481746588068,-0.20811201308781485,0.8351415074260985,0.3831809984579241,False,False,QQQ,Nasdaq growth equities,False,0.9618998759912222,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,speech_count_z_l1,True,-0.005597691971120876,-1.1812021730406594,0.23752241823646025,0.020118628292915886,False,False,QQQ,Nasdaq growth equities,False,0.7773460960465972,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,forecast_revision_shock_z_l1,False,0.0129646291425274,0.6335770207642714,0.5263569013168738,0.06639580866267891,False,False,TLT,long-duration Treasuries,True,0.9040125231821239,0.7806241871182594,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,forecast_revision_shock_z_l1,False,0.022522104773892104,1.0274045817264905,0.3042299949521995,0.27632964933322457,False,False,TLT,long-duration Treasuries,True,0.8424830629445524,0.7301519878852788,False
ok,1598,2020-02-05,2026-06-15,left_tail5,forecast_revision_shock_z_l1,True,-0.003454315956893584,-0.6813008693137228,0.49568113335005615,0.014330610098003183,False,False,TLT,long-duration Treasuries,True,0.9040125231821239,0.7806241871182594,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,chair_weighted_shock_z_l1,False,0.012397538470283572,0.6022910754452409,0.5469804004058628,0.06638139939091181,False,False,TLT,long-duration Treasuries,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,chair_weighted_shock_z_l1,False,0.021309973135705273,0.9439577557700269,0.3451912360765761,0.2762764606602166,False,False,TLT,long-duration Treasuries,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,chair_weighted_shock_z_l1,True,-0.003025890214870171,-0.5386631774364493,0.5901192859661086,0.014272936298710737,False,False,TLT,long-duration Treasuries,False,0.9040125231821239,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,growth_revision_z_l1,False,0.009979878272512017,0.44974287703760607,0.6528958508212894,0.06632691419099412,False,False,TLT,long-duration Treasuries,False,0.945885429362968,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,growth_revision_z_l1,False,0.025025864578907844,1.3381172185425296,0.18085822866003987,0.27644530898664477,False,False,TLT,long-duration Treasuries,False,0.7773460960465972,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,growth_revision_z_l1,True,-0.0005832459845046324,-0.1834685666205404,0.8544303803342685,0.014089987398455017,False,False,TLT,long-duration Treasuries,False,0.9618998759912222,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,inflation_revision_z_l1,False,0.008030917880482819,0.4261450171084302,0.6700021791321024,0.0662921804876313,False,False,TLT,long-duration Treasuries,False,0.945885429362968,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,inflation_revision_z_l1,False,0.0368036670825652,1.460366358289418,0.14418941348068834,0.27717196810997846,False,False,TLT,long-duration Treasuries,False,0.692109184707304,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,inflation_revision_z_l1,True,0.0036044140787192917,0.6141789217046335,0.5390971004990105,0.014351836959405784,False,False,TLT,long-duration Treasuries,False,0.9040125231821239,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,labor_revision_z_l1,False,-0.0011734008691910236,-0.049163888174794626,0.9607886895095945,0.06622931863276893,False,False,TLT,long-duration Treasuries,False,0.9618998759912222,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,labor_revision_z_l1,False,0.03860972849262799,1.862832753741899,0.06248580025479788,0.2773074135361008,False,False,TLT,long-duration Treasuries,False,0.5623722022931809,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,labor_revision_z_l1,True,-0.0033861421525550345,-0.8317147979435956,0.4055699459264793,0.014320228207024721,False,False,TLT,long-duration Treasuries,False,0.9040125231821239,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,speech_count_z_l1,False,0.006301872794350861,0.2763557474463797,0.7822748420635308,0.06626761641051648,False,False,TLT,long-duration Treasuries,False,0.9618998759912222,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,speech_count_z_l1,False,0.025320785770485268,1.1933206174444666,0.2327438309016654,0.2764635284096232,False,False,TLT,long-duration Treasuries,False,0.7773460960465972,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,speech_count_z_l1,True,-0.0034427490253014443,-0.6088511946081282,0.5426230765260956,0.014329015565993197,False,False,TLT,long-duration Treasuries,False,0.9040125231821239,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,forecast_revision_shock_z_l1,False,0.027023374798714663,1.2200583189435101,0.22244276776868344,0.09567947724369341,False,False,IEF,intermediate Treasuries,True,0.7773460960465972,0.6673283033060503,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,forecast_revision_shock_z_l1,False,0.014991466790854006,0.7435641282544283,0.4571402116852188,0.3614484626726109,False,False,IEF,intermediate Treasuries,True,0.9040125231821239,0.7806241871182594,False
ok,1598,2020-02-05,2026-06-15,left_tail5,forecast_revision_shock_z_l1,True,-0.0014465021735371982,-0.27079344506501607,0.7865499016675923,0.0177212952765482,False,False,IEF,intermediate Treasuries,True,0.9618998759912222,0.8742854408075592,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,chair_weighted_shock_z_l1,False,0.027339142054700484,1.2603637829071235,0.20753816042480866,0.09569605973947293,False,False,IEF,intermediate Treasuries,False,0.7773460960465972,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,chair_weighted_shock_z_l1,False,0.012640971986364394,0.6274347047727226,0.5303743246979329,0.3613835404955349,False,False,IEF,intermediate Treasuries,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,chair_weighted_shock_z_l1,True,-0.0002924600481392604,-0.04776958567152884,0.9618998759912222,0.017679681001696812,False,False,IEF,intermediate Treasuries,False,0.9618998759912222,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,growth_revision_z_l1,False,0.009338385301602647,0.4385346666926098,0.6609987457583977,0.09503745886800263,False,False,IEF,intermediate Treasuries,False,0.945885429362968,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,growth_revision_z_l1,False,0.05201246670823849,2.8630327153064767,0.004196072356931787,0.3639112440933395,False,False,IEF,intermediate Treasuries,False,0.10070573656636289,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,growth_revision_z_l1,True,0.0009194717148226852,0.23855528252493072,0.8114504434009516,0.01769535957564805,False,False,IEF,intermediate Treasuries,False,0.9618998759912222,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,inflation_revision_z_l1,False,0.019566868098175615,0.797753069792539,0.42501380022428803,0.09533352761742808,False,False,IEF,intermediate Treasuries,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,inflation_revision_z_l1,False,0.041160416441614646,1.9238649899340903,0.054371508604225315,0.36291762150091234,False,False,IEF,intermediate Treasuries,False,0.5592498027863175,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,inflation_revision_z_l1,True,0.001073899369472167,0.16601692463661416,0.8681436310656295,0.01770186454340661,False,False,IEF,intermediate Treasuries,False,0.9618998759912222,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,labor_revision_z_l1,False,0.02048903775876255,1.1252898169457992,0.260466243409311,0.09536897998474558,False,False,IEF,intermediate Treasuries,False,0.8153725880639301,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,labor_revision_z_l1,False,0.04673644487629028,2.317365990718175,0.020483803321478915,0.36339986040185757,False,False,IEF,intermediate Treasuries,False,0.24580563985774698,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,labor_revision_z_l1,True,0.0015997200378591548,0.2924747154564907,0.7699236892850387,0.01773088081069829,False,False,IEF,intermediate Treasuries,False,0.9618998759912222,,False
ok,1602,2020-02-05,2026-06-22,log_rv_1d,speech_count_z_l1,False,0.017987095281227276,0.8198914985342186,0.4122779636485806,0.09527356440147794,False,False,IEF,intermediate Treasuries,False,0.9040125231821239,,False
ok,1598,2020-02-05,2026-06-15,log_forward5_rv,speech_count_z_l1,False,0.005718835627068776,0.3000558006418668,0.7641345926085685,0.36125684025334137,False,False,IEF,intermediate Treasuries,False,0.9618998759912222,,False
ok,1598,2020-02-05,2026-06-15,left_tail5,speech_count_z_l1,True,0.000751231339300332,0.11623755652444799,0.9074642726716364,0.017689607220787384,False,False,IEF,intermediate Treasuries,False,0.9618998759912222,,False
