DATE,VALUE
2023-01-13,-0.4239
2023-01-20,-0.3913
2023-01-27,-0.5113
2023-02-03,-0.5513
2023-02-10,-0.6103
2023-02-17,-0.4691
2023-02-24,-0.231
2023-03-03,-0.4475
2023-03-10,-0.0892
2023-03-17,1.0996
2023-03-24,0.2679
2023-03-31,-0.2721
2023-04-07,-0.0958
2023-04-14,-0.4844
2023-04-21,-0.6584
2023-04-28,-0.2923
2023-05-05,-0.3314
2023-05-12,-0.5117
2023-05-19,-0.4449
2023-05-26,-0.3223
2023-06-02,-0.4714
2023-06-09,-0.6976
2023-06-16,-0.612
2023-06-23,-0.5885
2023-06-30,-0.6968
2023-07-07,-0.7498
2023-07-14,-0.694
2023-07-21,-0.7378
2023-07-28,-0.7594
2023-08-04,-0.7172
2023-08-11,-0.6592
2023-08-18,-0.6206
2023-08-25,-0.6798
2023-09-01,-0.6927
2023-09-08,-0.7147
2023-09-15,-0.7127
2023-09-22,-0.718
2023-09-29,-0.4975
2023-10-06,-0.426
2023-10-13,-0.54
2023-10-20,-0.3269
2023-10-27,-0.347
2023-11-03,-0.6067
2023-11-10,-0.7315
2023-11-17,-0.6231
2023-11-24,-0.7343
2023-12-01,-0.5335
2023-12-08,-0.5008
2023-12-15,-0.6097
2023-12-22,-0.4376
2023-12-29,-0.4182
2024-01-05,-0.556
2024-01-12,-0.7099
2024-01-19,-0.8074
2024-01-26,-0.8328
2024-02-02,-0.7562
2024-02-09,-0.599
2024-02-16,-0.6437
2024-02-23,-0.6724
2024-03-01,-0.7912
2024-03-08,-0.7921
2024-03-15,-0.9235
2024-03-22,-0.9421
2024-03-29,-0.934
2024-04-05,-0.8438
2024-04-12,-0.7943
2024-04-19,-0.4158
2024-04-26,-0.8406
2024-05-03,-0.8297
2024-05-10,-0.9225
2024-05-17,-0.9098
2024-05-24,-0.9599
2024-05-31,-0.8499
2024-06-07,-0.8432
2024-06-14,-0.8698
2024-06-21,-0.8309
2024-06-28,-0.8356
2024-07-05,-0.8272
2024-07-12,-0.8317
2024-07-19,-0.6638
2024-07-26,-0.6215
2024-08-02,-0.34
2024-08-09,-0.1624
2024-08-16,-0.7379
2024-08-23,-0.648
2024-08-30,-0.6496
2024-09-06,-0.3905
2024-09-13,-0.3159
2024-09-20,-0.4436
2024-09-27,-0.2694
2024-10-04,-0.6099
2024-10-11,-0.5872
2024-10-18,-0.5337
2024-10-25,-0.3835
2024-11-01,-0.294
2024-11-08,-0.5641
2024-11-15,-0.7993
2024-11-22,-0.6118
2024-11-29,-0.6186
2024-12-06,-0.529
2024-12-13,-0.5787
2024-12-20,-0.4953
2024-12-27,-0.6222
2025-01-03,-0.62
2025-01-10,-0.7994
2025-01-17,-0.8251
2025-01-24,-0.9745
2025-01-31,-0.7616
2025-02-07,-0.783
2025-02-14,-0.8283
2025-02-21,-0.7598
2025-02-28,-0.4542
2025-03-07,-0.3531
2025-03-14,-0.2121
2025-03-21,-0.6425
2025-03-28,-0.6219
2025-04-04,0.1014
2025-04-11,0.5879
2025-04-18,-0.1996
2025-04-25,-0.2656
2025-05-02,-0.3417
2025-05-09,-0.4663
2025-05-16,-0.8961
2025-05-23,-0.4991
2025-05-30,-0.5364
2025-06-06,-0.806
2025-06-13,-0.7833
2025-06-20,-0.6519
2025-06-27,-0.7044
2025-07-04,-0.879
2025-07-11,-0.751
2025-07-18,-0.7163
2025-07-25,-0.8012
2025-08-01,-0.6821
2025-08-08,-0.5721
2025-08-15,-0.8205
2025-08-22,-0.7545
2025-08-29,-0.6093
2025-09-05,-0.4243
2025-09-12,-0.5684
2025-09-19,-0.595
2025-09-26,-0.5386
2025-10-03,-0.4979
2025-10-10,-0.4871
2025-10-17,-0.3704
2025-10-24,-0.5119
2025-10-31,-0.4617
2025-11-07,-0.312
2025-11-14,-0.5085
2025-11-21,-0.1331
2025-11-28,-0.396
2025-12-05,-0.4248
2025-12-12,-0.3583
2025-12-19,-0.3387
2025-12-26,-0.5794
2026-01-02,-0.563
2026-01-09,-0.6618
2026-01-16,-0.6491
2026-01-23,-0.7106
2026-01-30,-0.6768
2026-02-06,-0.6544
2026-02-13,-0.6188
2026-02-20,-0.4868
2026-02-27,-0.4417
2026-03-06,-0.4278
2026-03-13,-0.298
2026-03-20,-0.3662
2026-03-27,-0.1809
2026-04-03,-0.2396
2026-04-10,-0.6465
