DATE,VALUE
2018-09-24,89.13
2018-09-25,55.65
2018-09-26,37.16
2018-09-27,22.95
2018-09-28,52.38
2018-09-29,33.38
2018-09-30,83.77
2018-10-01,166.69
2018-10-02,130.93
2018-10-03,107.49
2018-10-04,119.36
2018-10-05,66.64
2018-10-06,66.47
2018-10-07,197.77
2018-10-08,112.49
2018-10-09,31.39
2018-10-10,58.99
2018-10-11,68.38
2018-10-12,103.11
2018-10-13,70.22
2018-10-14,92.58
2018-10-15,85.8
2018-10-16,109.71
2018-10-17,77.94
2018-10-18,100.13
2018-10-19,70.3
2018-10-20,61.88
2018-10-21,118.94
2018-10-22,89.49
2018-10-23,52.04
2018-10-24,73.6
2018-10-25,89.53
2018-10-26,65.53
2018-10-27,79.2
2018-10-28,136.61
2018-10-29,64.23
2018-10-30,51.28
2018-10-31,79.07
2018-11-01,84.17
2018-11-02,82.99
2018-11-03,77.39
2018-11-04,223.53
2018-11-05,90.47
2018-11-06,148.95
2018-11-07,61.17
2018-11-08,51.63
2018-11-09,41.01
2018-11-10,54.44
2018-11-11,64.34
2018-11-12,42.33
2018-11-13,64.87
2018-11-14,53.94
2018-11-15,55.04
2018-11-16,30.47
2018-11-17,34.95
2018-11-18,90.25
2018-11-19,10.92
2018-11-20,29.26
2018-11-21,46.86
2018-11-22,21.81
2018-11-23,24.17
2018-11-24,49.06
2018-11-25,168.06
2018-11-26,168.44
2018-11-27,93.08
2018-11-28,100.92
2018-11-29,183.21
2018-11-30,136.43
2018-12-01,142.31
2018-12-02,167.46
2018-12-03,158.49
2018-12-04,109.29
2018-12-05,83.26
2018-12-06,110.19
2018-12-07,101.45
2018-12-08,123.21
2018-12-09,130.49
2018-12-10,71.08
2018-12-11,88.44
2018-12-12,57.97
2018-12-13,121.67
2018-12-14,86.56
2018-12-15,90.26
2018-12-16,186.66
2018-12-17,101.75
2018-12-18,103.24
2018-12-19,114.17
2018-12-20,79.38
2018-12-21,144.91
2018-12-22,10.92
2018-12-23,261.36
2018-12-24,141.79
2018-12-25,171.11
2018-12-26,198.19
2018-12-27,161.1
2018-12-28,156.65
2018-12-29,116.81
2018-12-30,213.53
2018-12-31,149.82
2019-01-01,204.03
2019-01-02,146.97
2019-01-03,212.58
2019-01-04,153.15
2019-01-05,4.7
2019-01-06,230.39
2019-01-07,148.61
2019-01-08,259.25
2019-01-09,120.42
2019-01-10,148.84
2019-01-11,170.68
2019-01-12,175.61
2019-01-13,120.96
2019-01-14,223.58
2019-01-15,104.39
2019-01-16,173.46
2019-01-17,168.92
2019-01-18,154.17
2019-01-19,109.0
2019-01-20,178.48
2019-01-21,216.29
2019-01-22,107.95
2019-01-23,88.26
2019-01-24,106.06
2019-01-25,105.17
2019-01-26,107.16
2019-01-27,218.94
2019-01-28,73.71
2019-01-29,62.53
2019-01-30,123.71
2019-01-31,126.24
2019-02-01,95.81
2019-02-02,82.06
2019-02-03,134.38
2019-02-04,216.31
2019-02-05,87.75
2019-02-06,145.25
2019-02-07,93.79
2019-02-08,76.81
2019-02-09,49.63
2019-02-10,95.37
2019-02-11,59.53
2019-02-12,45.91
2019-02-13,93.01
2019-02-14,35.99
2019-02-15,55.54
2019-02-16,27.08
2019-02-17,10.92
2019-02-18,57.35
2019-02-19,79.79
2019-02-20,65.36
2019-02-21,87.44
2019-02-22,115.34
2019-02-23,93.12
2019-02-24,4.05
2019-02-25,84.03
2019-02-26,68.54
2019-02-27,128.81
2019-02-28,125.24
2019-03-01,110.76
2019-03-02,118.68
2019-03-03,101.11
2019-03-04,71.01
2019-03-05,138.38
2019-03-06,78.64
2019-03-07,138.86
2019-03-08,81.81
2019-03-09,67.73
2019-03-10,138.96
2019-03-11,161.35
2019-03-12,93.23
2019-03-13,81.38
2019-03-14,56.33
2019-03-15,66.48
2019-03-16,65.37
2019-03-17,101.36
2019-03-18,77.23
2019-03-19,82.83
2019-03-20,75.89
2019-03-21,91.17
2019-03-22,83.99
2019-03-23,102.4
2019-03-24,127.53
2019-03-25,69.27
2019-03-26,78.28
2019-03-27,92.66
2019-03-28,53.74
2019-03-29,91.25
2019-03-30,101.92
2019-03-31,134.75
2019-04-01,117.34
2019-04-02,130.56
2019-04-03,81.95
2019-04-04,82.78
2019-04-05,50.15
2019-04-06,108.22
2019-04-07,127.54
2019-04-08,58.07
2019-04-09,60.19
2019-04-10,71.78
2019-04-11,54.57
2019-04-12,75.79
2019-04-13,66.73
2019-04-14,161.23
2019-04-15,76.25
2019-04-16,58.1
2019-04-17,63.24
2019-04-18,56.96
2019-04-19,48.34
2019-04-20,52.37
2019-04-21,83.39
2019-04-22,78.68
2019-04-23,56.96
2019-04-24,60.14
2019-04-25,76.31
2019-04-26,67.89
2019-04-27,56.25
2019-04-28,107.52
2019-04-29,97.53
2019-04-30,75.34
2019-05-01,112.75
2019-05-02,30.2
2019-05-03,57.65
2019-05-04,71.39
2019-05-05,98.38
2019-05-06,93.78
2019-05-07,111.09
2019-05-08,101.81
2019-05-09,67.46
2019-05-10,108.12
2019-05-11,46.84
2019-05-12,155.26
2019-05-13,94.65
2019-05-14,126.65
2019-05-15,132.3
2019-05-16,94.72
2019-05-17,117.89
2019-05-18,95.04
2019-05-19,95.86
2019-05-20,95.08
2019-05-21,73.8
2019-05-22,69.8
2019-05-23,71.04
2019-05-24,144.24
2019-05-25,151.55
2019-05-26,138.34
2019-05-27,102.04
2019-05-28,69.48
2019-05-29,55.62
2019-05-30,50.84
2019-05-31,94.35
2019-06-01,97.55
2019-06-02,159.79
2019-06-03,72.86
2019-06-04,120.06
2019-06-05,217.51
2019-06-06,137.43
2019-06-07,242.25
2019-06-08,139.29
2019-06-09,174.61
2019-06-10,162.1
2019-06-11,130.24
2019-06-12,116.03
2019-06-13,143.87
2019-06-14,145.07
2019-06-15,175.49
2019-06-16,198.5
2019-06-17,82.16
2019-06-18,146.35
2019-06-19,77.89
2019-06-20,116.67
2019-06-21,178.92
2019-06-22,127.09
2019-06-23,245.77
2019-06-24,92.75
2019-06-25,74.19
2019-06-26,142.51
2019-06-27,64.08
2019-06-28,129.48
2019-06-29,96.2
2019-06-30,114.41
2019-07-01,174.62
2019-07-02,144.12
2019-07-03,126.27
2019-07-04,96.84
2019-07-05,72.83
2019-07-06,93.29
2019-07-07,180.55
2019-07-08,72.06
2019-07-09,40.14
2019-07-10,45.62
2019-07-11,103.84
2019-07-12,72.49
2019-07-13,126.95
2019-07-14,58.43
2019-07-15,72.19
2019-07-16,53.41
2019-07-17,77.06
2019-07-18,61.63
2019-07-19,61.84
2019-07-20,28.88
2019-07-21,112.14
2019-07-22,75.32
2019-07-23,114.24
2019-07-24,79.72
2019-07-25,40.68
2019-07-26,116.11
2019-07-27,174.53
2019-07-28,133.67
2019-07-29,86.97
2019-07-30,139.24
2019-07-31,103.01
2019-08-01,150.2
2019-08-02,117.41
2019-08-03,153.64
2019-08-04,87.14
2019-08-05,83.03
2019-08-06,84.05
2019-08-07,92.22
2019-08-08,93.48
2019-08-09,92.35
2019-08-10,57.72
2019-08-11,123.95
2019-08-12,109.59
2019-08-13,70.1
2019-08-14,133.71
2019-08-15,144.25
2019-08-16,105.71
2019-08-17,176.17
2019-08-18,196.87
2019-08-19,144.84
2019-08-20,229.29
2019-08-21,278.29
2019-08-22,186.06
2019-08-23,268.83
2019-08-24,386.19
2019-08-25,321.21
2019-08-26,267.98
2019-08-27,173.5
2019-08-28,132.75
2019-08-29,100.25
2019-08-30,116.43
2019-08-31,135.02
2019-09-01,242.38
2019-09-02,229.98
2019-09-03,95.61
2019-09-04,92.02
2019-09-05,106.57
2019-09-06,130.51
2019-09-07,160.77
2019-09-08,128.76
2019-09-09,65.84
2019-09-10,64.63
2019-09-11,58.52
2019-09-12,100.33
2019-09-13,103.12
2019-09-14,103.05
2019-09-15,154.3
2019-09-16,67.24
2019-09-17,79.18
2019-09-18,72.64
2019-09-19,184.82
2019-09-20,98.34
2019-09-21,139.28
2019-09-22,133.98
2019-09-23,134.52
2019-09-24,120.81
2019-09-25,144.83
2019-09-26,60.07
2019-09-27,101.26
2019-09-28,97.83
2019-09-29,165.02
2019-09-30,113.0
2019-10-01,65.08
2019-10-02,92.82
2019-10-03,46.59
2019-10-04,105.75
2019-10-05,200.44
2019-10-06,192.8
2019-10-07,137.56
2019-10-08,165.35
2019-10-09,62.58
2019-10-10,119.93
2019-10-11,95.08
2019-10-12,88.08
2019-10-13,80.63
2019-10-14,108.55
2019-10-15,68.05
2019-10-16,114.65
2019-10-17,156.8
2019-10-18,64.05
2019-10-19,60.31
2019-10-20,56.13
2019-10-21,57.74
2019-10-22,42.25
2019-10-23,80.02
2019-10-24,56.27
2019-10-25,67.88
2019-10-26,78.83
2019-10-27,166.39
2019-10-28,28.94
2019-10-29,134.13
2019-10-30,111.12
2019-10-31,133.29
2019-11-01,35.14
2019-11-02,135.0
2019-11-03,143.99
2019-11-04,75.66
2019-11-05,129.4
2019-11-06,48.77
2019-11-07,67.84
2019-11-08,127.43
2019-11-09,125.21
2019-11-10,118.98
2019-11-11,101.72
2019-11-12,89.57
2019-11-13,106.88
2019-11-14,53.75
2019-11-15,56.77
2019-11-16,91.22
2019-11-17,125.9
2019-11-18,19.85
2019-11-19,33.14
2019-11-20,46.27
2019-11-21,65.17
2019-11-22,83.86
2019-11-23,63.35
2019-11-24,110.11
2019-11-25,41.17
2019-11-26,37.49
2019-11-27,37.18
2019-11-28,97.06
2019-11-29,122.19
2019-11-30,41.19
2019-12-01,99.73
2019-12-02,86.08
2019-12-03,69.28
2019-12-04,64.18
2019-12-05,36.86
2019-12-06,134.85
2019-12-07,174.94
2019-12-08,219.84
2019-12-09,130.15
2019-12-10,189.13
2019-12-11,111.83
2019-12-12,99.79
2019-12-13,164.4
2019-12-14,139.75
2019-12-15,110.44
2019-12-16,79.66
2019-12-17,140.79
2019-12-18,89.87
2019-12-19,70.52
2019-12-20,141.48
2019-12-21,155.23
2019-12-22,190.14
2019-12-23,110.91
2019-12-24,97.08
2019-12-25,43.46
2019-12-26,106.92
2019-12-27,127.92
2019-12-28,123.1
2019-12-29,245.14
2019-12-30,101.31
2019-12-31,105.75
2020-01-01,186.06
2020-01-02,139.13
2020-01-03,108.1
2020-01-04,212.82
2020-01-05,173.76
2020-01-06,147.96
2020-01-07,103.98
2020-01-08,91.15
2020-01-09,71.92
2020-01-10,74.58
2020-01-11,127.36
2020-01-12,159.24
2020-01-13,124.82
2020-01-14,109.27
2020-01-15,98.77
2020-01-16,88.05
2020-01-17,77.76
2020-01-18,89.29
2020-01-19,162.21
2020-01-20,96.05
2020-01-21,87.56
2020-01-22,77.19
2020-01-23,70.67
2020-01-24,48.48
2020-01-25,78.77
2020-01-26,137.56
2020-01-27,22.25
2020-01-28,94.68
2020-01-29,88.62
2020-01-30,142.05
2020-01-31,122.2
2020-02-01,147.37
2020-02-02,104.49
2020-02-03,124.15
2020-02-04,111.96
2020-02-05,84.94
2020-02-06,81.75
2020-02-07,130.27
2020-02-08,87.8
2020-02-09,113.95
2020-02-10,111.39
2020-02-11,152.71
2020-02-12,79.26
2020-02-13,82.23
2020-02-14,71.98
2020-02-15,82.1
2020-02-16,131.52
2020-02-17,82.54
2020-02-18,77.38
2020-02-19,56.47
2020-02-20,103.7
2020-02-21,106.59
2020-02-22,177.27
2020-02-23,144.34
2020-02-24,88.73
2020-02-25,147.84
2020-02-26,97.49
2020-02-27,106.55
2020-02-28,172.45
2020-02-29,225.32
2020-03-01,175.73
2020-03-02,153.53
2020-03-03,132.55
2020-03-04,197.2
2020-03-05,118.02
2020-03-06,132.5
2020-03-07,122.57
2020-03-08,250.63
2020-03-09,276.24
2020-03-10,296.12
2020-03-11,234.73
2020-03-12,187.08
2020-03-13,330.85
2020-03-14,236.03
2020-03-15,468.43
2020-03-16,323.71
2020-03-17,378.92
2020-03-18,455.45
2020-03-19,514.67
2020-03-20,633.51
2020-03-21,538.95
2020-03-22,651.07
2020-03-23,572.94
2020-03-24,596.78
2020-03-25,449.86
2020-03-26,670.3
2020-03-27,557.18
2020-03-28,515.39
2020-03-29,743.13
2020-03-30,361.46
2020-03-31,516.55
2020-04-01,474.81
2020-04-02,738.02
2020-04-03,540.5
2020-04-04,636.21
2020-04-05,739.55
2020-04-06,605.38
2020-04-07,468.08
2020-04-08,524.13
2020-04-09,417.54
2020-04-10,461.87
2020-04-11,547.4
2020-04-12,558.22
2020-04-13,638.81
2020-04-14,441.32
2020-04-15,455.68
2020-04-16,505.52
2020-04-17,573.7
2020-04-18,529.03
2020-04-19,594.11
2020-04-20,618.66
2020-04-21,599.13
2020-04-22,511.42
2020-04-23,505.54
2020-04-24,562.5
2020-04-25,555.71
2020-04-26,855.17
2020-04-27,642.66
2020-04-28,479.89
2020-04-29,439.11
2020-04-30,440.07
2020-05-01,516.72
2020-05-02,387.24
2020-05-03,541.24
2020-05-04,449.38
2020-05-05,807.66
2020-05-06,498.71
2020-05-07,504.24
2020-05-08,488.53
2020-05-09,621.96
2020-05-10,536.09
2020-05-11,527.36
2020-05-12,442.15
2020-05-13,553.21
2020-05-14,508.02
2020-05-15,374.22
2020-05-16,385.27
2020-05-17,861.1
2020-05-18,511.62
2020-05-19,363.66
2020-05-20,420.68
2020-05-21,361.11
2020-05-22,418.96
2020-05-23,441.45
2020-05-24,458.16
2020-05-25,462.96
2020-05-26,389.21
2020-05-27,355.1
2020-05-28,421.99
2020-05-29,426.28
2020-05-30,418.18
2020-05-31,557.19
2020-06-01,226.8
2020-06-02,257.49
2020-06-03,287.17
2020-06-04,231.24
2020-06-05,235.07
2020-06-06,277.42
2020-06-07,391.21
2020-06-08,318.64
2020-06-09,191.32
2020-06-10,237.88
2020-06-11,317.86
2020-06-12,293.12
2020-06-13,373.28
2020-06-14,397.45
2020-06-15,300.34
2020-06-16,319.69
2020-06-17,348.4
2020-06-18,322.96
2020-06-19,450.64
2020-06-20,515.46
2020-06-21,413.51
2020-06-22,259.55
2020-06-23,309.15
2020-06-24,224.4
2020-06-25,225.72
2020-06-26,260.33
2020-06-27,276.22
2020-06-28,561.21
2020-06-29,301.58
2020-06-30,292.37
2020-07-01,329.62
2020-07-02,249.7
2020-07-03,412.01
2020-07-04,347.74
2020-07-05,415.94
2020-07-06,389.2
2020-07-07,278.61
2020-07-08,319.33
2020-07-09,267.49
2020-07-10,259.27
2020-07-11,237.89
2020-07-12,496.99
2020-07-13,212.54
2020-07-14,308.28
2020-07-15,352.74
2020-07-16,313.71
2020-07-17,555.06
2020-07-18,388.97
2020-07-19,640.0
2020-07-20,430.14
2020-07-21,423.52
2020-07-22,297.02
2020-07-23,282.1
2020-07-24,290.25
2020-07-25,279.85
2020-07-26,465.25
2020-07-27,521.96
2020-07-28,315.73
2020-07-29,370.27
2020-07-30,307.77
2020-07-31,384.08
2020-08-01,304.7
2020-08-02,405.97
2020-08-03,271.04
2020-08-04,391.33
2020-08-05,253.99
2020-08-06,285.63
2020-08-07,276.7
2020-08-08,353.43
2020-08-09,398.91
2020-08-10,388.62
2020-08-11,359.14
2020-08-12,202.2
2020-08-13,282.72
2020-08-14,345.8
2020-08-15,324.57
2020-08-16,531.9
2020-08-17,350.55
2020-08-18,341.68
2020-08-19,216.18
2020-08-20,250.25
2020-08-21,286.03
2020-08-22,217.76
2020-08-23,380.2
2020-08-24,186.9
2020-08-25,213.68
2020-08-26,154.27
2020-08-27,180.61
2020-08-28,296.28
2020-08-29,339.77
2020-08-30,296.28
2020-08-31,169.1
2020-09-01,204.69
2020-09-02,237.83
2020-09-03,243.52
2020-09-04,224.01
2020-09-05,258.22
2020-09-06,484.25
2020-09-07,491.37
2020-09-08,208.78
2020-09-09,209.54
2020-09-10,218.1
2020-09-11,237.03
2020-09-12,218.84
2020-09-13,318.66
2020-09-14,270.62
2020-09-15,245.27
2020-09-16,244.64
2020-09-17,248.91
2020-09-18,244.41
2020-09-19,187.42
2020-09-20,437.15
2020-09-21,177.56
2020-09-22,126.1
2020-09-23,161.46
2020-09-24,246.25
2020-09-25,252.32
2020-09-26,134.92
2020-09-27,317.07
2020-09-28,189.79
2020-09-29,185.6
2020-09-30,207.77
2020-10-01,259.5
2020-10-02,390.29
2020-10-03,340.62
2020-10-04,332.63
2020-10-05,273.84
2020-10-06,334.28
2020-10-07,426.88
2020-10-08,294.91
2020-10-09,306.7
2020-10-10,396.92
2020-10-11,492.14
2020-10-12,289.7
2020-10-13,220.87
2020-10-14,341.81
2020-10-15,141.19
2020-10-16,200.48
2020-10-17,161.13
2020-10-18,285.62
2020-10-19,249.35
2020-10-20,234.01
2020-10-21,158.05
2020-10-22,167.77
2020-10-23,138.34
2020-10-24,129.44
2020-10-25,369.86
2020-10-26,294.62
2020-10-27,187.07
2020-10-28,234.14
2020-10-29,298.36
2020-10-30,277.43
2020-10-31,186.36
2020-11-01,271.71
2020-11-02,418.93
2020-11-03,335.3
2020-11-04,370.7
2020-11-05,303.07
2020-11-06,390.29
2020-11-07,452.23
2020-11-08,416.76
2020-11-09,254.34
2020-11-10,192.03
2020-11-11,252.06
2020-11-12,184.25
2020-11-13,123.79
2020-11-14,225.66
2020-11-15,218.9
2020-11-16,254.24
2020-11-17,196.81
2020-11-18,154.81
2020-11-19,224.65
2020-11-20,230.2
2020-11-21,196.02
2020-11-22,359.33
2020-11-23,415.59
2020-11-24,262.51
2020-11-25,276.82
2020-11-26,157.55
2020-11-27,238.32
2020-11-28,149.05
2020-11-29,258.52
2020-11-30,156.15
2020-12-01,248.2
2020-12-02,156.7
2020-12-03,189.91
2020-12-04,215.13
2020-12-05,141.89
2020-12-06,363.84
2020-12-07,269.89
2020-12-08,259.64
2020-12-09,144.77
2020-12-10,256.04
2020-12-11,122.3
2020-12-12,141.22
2020-12-13,379.17
2020-12-14,186.91
2020-12-15,139.29
2020-12-16,136.12
2020-12-17,195.87
2020-12-18,146.67
2020-12-19,154.77
2020-12-20,196.41
2020-12-21,246.79
2020-12-22,147.55
2020-12-23,291.07
2020-12-24,256.16
2020-12-25,174.42
2020-12-26,699.78
2020-12-27,358.97
2020-12-28,217.47
2020-12-29,286.36
2020-12-30,368.46
2020-12-31,307.12
2021-01-01,429.48
2021-01-02,190.39
2021-01-03,324.05
2021-01-04,233.3
2021-01-05,208.61
2021-01-06,139.81
2021-01-07,124.29
2021-01-08,104.8
2021-01-09,115.22
2021-01-10,283.14
2021-01-11,308.7
2021-01-12,229.15
2021-01-13,223.57
2021-01-14,157.94
2021-01-15,149.93
2021-01-16,228.3
2021-01-17,209.94
2021-01-18,159.6
2021-01-19,170.18
2021-01-20,309.33
2021-01-21,280.95
2021-01-22,192.0
2021-01-23,147.81
2021-01-24,291.37
2021-01-25,241.85
2021-01-26,254.93
2021-01-27,251.13
2021-01-28,150.0
2021-01-29,248.96
2021-01-30,139.41
2021-01-31,199.79
2021-02-01,144.04
2021-02-02,282.75
2021-02-03,145.65
2021-02-04,129.36
2021-02-05,111.2
2021-02-06,99.84
2021-02-07,200.27
2021-02-08,232.61
2021-02-09,84.45
2021-02-10,113.01
2021-02-11,121.93
2021-02-12,211.29
2021-02-13,180.0
2021-02-14,153.61
2021-02-15,152.79
2021-02-16,150.29
2021-02-17,84.88
2021-02-18,148.02
2021-02-19,106.51
2021-02-20,107.05
2021-02-21,135.8
2021-02-22,132.3
2021-02-23,145.25
2021-02-24,186.94
2021-02-25,124.74
2021-02-26,223.25
2021-02-27,220.62
2021-02-28,194.65
2021-03-01,257.79
2021-03-02,122.0
2021-03-03,103.44
2021-03-04,76.48
2021-03-05,231.03
2021-03-06,206.96
2021-03-07,229.1
2021-03-08,328.48
2021-03-09,167.78
2021-03-10,195.33
2021-03-11,275.24
2021-03-12,106.71
2021-03-13,108.34
2021-03-14,216.17
2021-03-15,206.85
2021-03-16,87.46
2021-03-17,187.89
2021-03-18,180.02
2021-03-19,211.66
2021-03-20,301.26
2021-03-21,152.98
2021-03-22,275.36
2021-03-23,193.53
2021-03-24,126.24
2021-03-25,142.05
2021-03-26,108.99
2021-03-27,87.78
2021-03-28,155.99
2021-03-29,177.66
2021-03-30,121.16
2021-03-31,136.03
2021-04-01,76.09
2021-04-02,130.61
2021-04-03,120.78
2021-04-04,210.38
2021-04-05,181.6
2021-04-06,125.46
2021-04-07,205.44
2021-04-08,115.07
2021-04-09,115.04
2021-04-10,138.65
2021-04-11,300.55
2021-04-12,69.6
2021-04-13,112.82
2021-04-14,65.13
2021-04-15,111.93
2021-04-16,86.85
2021-04-17,108.04
2021-04-18,128.86
2021-04-19,92.0
2021-04-20,89.99
2021-04-21,100.71
2021-04-22,70.82
2021-04-23,102.84
2021-04-24,76.35
2021-04-25,106.95
2021-04-26,84.99
2021-04-27,165.42
2021-04-28,102.3
2021-04-29,153.32
2021-04-30,125.83
2021-05-01,107.85
2021-05-02,184.5
2021-05-03,297.27
2021-05-04,119.21
2021-05-05,176.89
2021-05-06,142.39
2021-05-07,170.41
2021-05-08,134.18
2021-05-09,114.95
2021-05-10,168.8
2021-05-11,175.89
2021-05-12,78.7
2021-05-13,94.65
2021-05-14,100.11
2021-05-15,53.8
2021-05-16,129.76
2021-05-17,128.94
2021-05-18,96.41
2021-05-19,147.69
2021-05-20,189.22
2021-05-21,108.94
2021-05-22,80.84
2021-05-23,181.82
2021-05-24,183.43
