date,sentiment,sentiment_z,sentiment_stress_lag,sentiment_delta_lag,HYG_ret,LQD_ret,BKLN_ret,VCIT_ret,VCSH_ret,SPY_ret,HYG_fwd_ret5,LQD_fwd_ret5,BKLN_fwd_ret5,VCIT_fwd_ret5,VCSH_fwd_ret5,HYG_fwd_rv5,LQD_fwd_rv5,BKLN_fwd_rv5,VCIT_fwd_rv5,VCSH_fwd_rv5,HYG_fwd_downsemi5,LQD_fwd_downsemi5,BKLN_fwd_downsemi5,VCIT_fwd_downsemi5,VCSH_fwd_downsemi5,HYG_LQD_fwd_spread_drawdown5,log_vix_lag
2007-01-03,0.29988551139831543,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-04,0.2894057035446167,,,,,0.007487797750710623,,,,0.0021203644837761715,,0.00543406949423364,,,,,0.05421413640432344,,,,,0.01056557214549029,,,,,2.4882344367123217
2007-01-05,0.28453394770622253,,,0.01047980785369873,,-0.0006528902143569937,,,,-0.008008945043167515,,-0.005141250790523522,,,,,0.02436889144582846,,,,,0.024332780417229683,,,,,2.443216242619268
2007-01-08,0.2883615493774414,,,0.004871755838394165,,-0.00027984215369736276,,,,0.004614911289374746,,-0.005520914432254109,,,,,0.025021868889392923,,,,,0.024986701568084455,,,,,2.4965058139116447
2007-01-09,0.2932291030883789,,,-0.003827601671218872,,0.0001867998815394678,,,,-0.0008501180883637716,,-0.00411506631900771,,,,,0.026192530296472876,,,,,0.024907596211815,,,,,2.4849066497880004
2007-01-10,0.287526935338974,,,-0.0048675537109375,,-0.0013077957699620946,,,,0.003325470692347565,,-0.005709186769060182,,,,,0.028001959850467724,,,,,0.026836693698215376,,,,,2.477378370555463
2007-01-11,0.28000399470329285,,,0.005702167749404907,,-0.0030875225340465384,,,,0.004371067947174012,,-0.001496183446553001,,,,,0.03351561984057423,,,,,0.02517950571287934,,,,,2.4397349544219074
2007-01-12,0.2903231978416443,,,0.007522940635681152,,-0.0010325538560875813,,,,0.007568451885928695,,0.001030028834697827,,,,,0.02566560680952184,,,,,0.013016685735931555,,,,,2.3860066906049746
2007-01-16,0.285367488861084,,,-0.01031920313835144,,0.0011260059595490368,,,,-0.001956683505921042,,0.0027172732476850037,,,,,0.025031799111997745,,,,,0.010756359387620366,,,,,2.3174736679045713
2007-01-17,0.2829042077064514,,,0.004955708980560303,,-0.0014073205685130041,,,,0.00041960630101467444,,-0.0011260059595490368,,,,,0.03057485019846053,,,,,0.022086905441141204,,,,,2.3739750677695604
2007-01-18,0.2875702679157257,,,0.0024632811546325684,,0.002905207552545086,,,,-0.0033619437860936685,,0.000751125279597975,,,,,0.02908824637539818,,,,,0.019698010365641016,,,,,2.359910174021992
2007-01-19,0.2647797465324402,,,-0.004666060209274292,,-0.0005613102527957103,,,,0.001962749085016924,,-0.005347566178239838,,,,,0.030573432046595593,,,,,0.030033446702209032,,,,,2.384165115144968
