date,asset,asset_id,ret,actual_var,EWMA94,HAR_LogOLS,RidgeFactors,GJR_GARCH_Annual,TransformerLite,MultiTransformerLite
2016-04-21,IWM,2,-0.005032047026235276,2.532149727424328e-05,0.00011570019247150723,2.280786580904896e-05,2.1262853319397097e-05,8.081184288034418e-05,2.8276964544286362e-05,2.5768807689799087e-05
2016-04-22,IWM,2,0.009863575787068868,9.729012730725123e-05,0.00011027747075967139,2.4557263043846354e-05,2.0148961674162796e-05,8.103687216758188e-05,2.7943450341830464e-05,3.725990694838549e-05
2016-04-25,IWM,2,-0.007123526323640661,5.074462728360143e-05,0.00010949823015252617,2.855615322417478e-05,2.9365740494240105e-05,7.72614573352727e-05,3.4396968782410976e-05,2.596001572598403e-05
2016-04-26,IWM,2,0.009749092687771466,9.504480823475906e-05,0.00010597301398039068,2.593953728152527e-05,1.9907898814516688e-05,8.184687685961365e-05,1.856768615794715e-05,2.0692508303281692e-05
2016-04-27,IWM,2,0.0034900408217355405,1.2180384937380487e-05,0.00010531732163565278,2.8709170074400946e-05,2.042170442015917e-05,7.798767315971982e-05,1.6656145288414496e-05,1.7229464019816065e-05
2016-04-28,IWM,2,-0.01147545684599205,0.00013168610982422578,9.972910543375645e-05,2.8519296734650048e-05,1.9835963951968806e-05,7.452767493477398e-05,1.8714242361570548e-05,1.7906969651722205e-05
2016-04-29,IWM,2,-0.009027595686201373,8.149748387352164e-05,0.0001016465256971846,2.4748337802245466e-05,2.6629420338189777e-05,9.210910322285952e-05,2.0887820933187275e-05,2.2536249677251448e-05
2016-05-02,IWM,2,0.008851069094662378,7.83414241184875e-05,0.00010043758318776482,2.5294021117674648e-05,3.372972551446581e-05,9.998889868636047e-05,4.717515321122843e-05,3.8119226479782863e-05
2016-05-03,IWM,2,-0.01652634170705536,0.0002731199702183574,9.911181364360817e-05,2.6280478277060584e-05,2.2522896195333146e-05,9.425303985161004e-05,2.848331030705667e-05,3.1945632729171655e-05
2016-05-04,IWM,2,-0.008276083232527931,6.849355367172997e-05,0.00010955230303809314,3.079464966582971e-05,2.9612077838351975e-05,0.00013200859193606234,2.663063749891614e-05,3.3960659090519825e-05
2016-05-05,IWM,2,-0.003983022486838905,1.5864468130664376e-05,0.00010708877807611134,3.091970947346887e-05,3.408174540078376e-05,0.0001337186009454122,3.6857927743245755e-05,3.3580920905680076e-05
2016-05-06,IWM,2,0.00587793512429613,3.4550121325434155e-05,0.00010161531947938453,2.8462933947466662e-05,3.9018674567427956e-05,0.0001269854404033067,5.345099729796305e-05,4.769285875434715e-05
2016-05-09,IWM,2,0.002881112688458032,8.300810323593868e-06,9.75914075901475e-05,2.7290175546341828e-05,2.8378049960438796e-05,0.00011845699322750464,3.706406190756679e-05,3.1019675767094635e-05
2016-05-10,IWM,2,0.010018559106901748,0.00010037152657848395,9.223397175415427e-05,2.4568647628137102e-05,2.6794365078474533e-05,0.00011081074949835626,3.0476176060211597e-05,2.9026973697372096e-05
2016-05-11,IWM,2,-0.012448974892757647,0.00015497697588051027,9.272222504361406e-05,2.3587702713350508e-05,1.8917579558323637e-05,0.00010395545193241422,1.1920104994114676e-05,1.668923941751303e-05
2016-05-12,IWM,2,-0.005331210861781344,2.8421809252775378e-05,9.645751009382783e-05,2.6321327706593274e-05,2.3487898547992275e-05,0.00012215102074499795,1.5747389014750538e-05,2.0385757558568162e-05
2016-05-13,IWM,2,-0.006636302544431594,4.404051146122924e-05,9.237536804336467e-05,2.53509566556235e-05,4.681539400926781e-05,0.00011858678038921743,5.057473713271588e-05,5.492416515006792e-05
2016-05-16,IWM,2,0.01259814801001724,0.00015871333328230136,8.947527664843655e-05,2.1506809780948145e-05,2.7995775683721382e-05,0.00011784441334891112,2.4695310042836114e-05,2.9468483514993268e-05
2016-05-17,IWM,2,-0.015978722849123272,0.00025531958388909414,9.362956004646844e-05,2.4792997260888272e-05,2.2435655311357808e-05,0.00011026153638150796,2.736124553790965e-05,3.350348233588545e-05
2016-05-18,IWM,2,0.005203152576542358,2.707279673477938e-05,0.000103330961477026,2.876432623618451e-05,4.34097165094858e-05,0.00014356528069557378,2.9255760850834095e-05,4.295776017909633e-05
2016-05-19,IWM,2,-0.008043924347701292,6.470471891154166e-05,9.875547159249119e-05,2.6957105271201657e-05,4.2741118054678124e-05,0.00013332177426580736,7.266638829269837e-05,7.214004920664409e-05
2016-05-20,IWM,2,0.01665573954843058,0.00027741365990515456,9.671242643163422e-05,2.8102551822590633e-05,4.2039165999046616e-05,0.00013430084433114158,3.0105753505372962e-05,3.145532901516787e-05
2016-05-23,IWM,2,-0.0011742700612913382,1.378910176845163e-06,0.00010755450044004545,3.305993622344241e-05,2.4734382712502332e-05,0.00012501567387081114,3.233398517198137e-05,3.9914093169023214e-05
2016-05-24,IWM,2,0.0203942546410234,0.0004159256223629046,0.00010118396502425343,3.0361149328385086e-05,2.297140379359904e-05,0.00011690756517402807,1.9364983335800603e-05,2.3328234472842253e-05
2016-05-25,IWM,2,0.005826959764587691,3.3953460098123844e-05,0.00012006846446457252,3.6197753539718165e-05,2.2948941127381394e-05,0.00010942159807448669,1.5243342287343173e-05,2.5638571448809128e-05
2016-05-26,IWM,2,-0.0011451301975755612,1.311323169399444e-06,0.00011490156420258559,3.5395673452063514e-05,1.4998438580725529e-05,0.00010270999773135665,1.4164117379570633e-05,2.165423073620229e-05
2016-05-27,IWM,2,0.009909316515479993,9.819455380396456e-05,0.00010808614974059442,3.3160097107757336e-05,1.9561178140138364e-05,9.689862708586031e-05,2.7130615203092302e-05,3.0732672703023314e-05
2016-05-31,IWM,2,0.00348456727957025,1.2142209125851612e-05,0.00010749265398439662,3.3529992462732104e-05,1.5237899490047557e-05,9.148243350796842e-05,1.4612870676864834e-05,2.075384034723667e-05
2016-06-01,IWM,2,0.006759222137362464,4.568708390221079e-05,0.00010177162729288391,3.1988786942457785e-05,1.6906450852487627e-05,8.662650424826529e-05,1.7925419449803848e-05,2.5872112059331418e-05
2016-06-02,IWM,2,0.0076579750469623065,5.864458181989734e-05,9.840655468944353e-05,2.6776035367697458e-05,2.5314592418856743e-05,8.227288419460043e-05,3.292822571183157e-05,4.0816304903407945e-05
2016-06-03,IWM,2,-0.006017889976636326,3.621499977089996e-05,9.602083631727074e-05,2.7207944362189863e-05,2.128105542626358e-05,7.836961325345177e-05,2.1021753529326668e-05,2.3837190022419236e-05
2016-06-06,IWM,2,0.010720781649349753,0.00011493515917303441,9.24324861244885e-05,2.576171021167132e-05,2.6354697906985016e-05,8.05582803241151e-05,1.52692113265578e-05,1.8109492794646028e-05
2016-06-07,IWM,2,0.002896514373567527,8.389795516283283e-06,9.378264650740125e-05,2.667961767199405e-05,1.928403704928566e-05,7.683237220330256e-05,1.2855623184740922e-05,1.6710455808905496e-05
2016-06-08,IWM,2,0.007373235064449091,5.4364595315621584e-05,8.865907544793416e-05,2.6024913428842462e-05,1.8947435397983668e-05,7.349188113653733e-05,1.4046749447758048e-05,1.568266078394415e-05
2016-06-09,IWM,2,-0.00643801650891529,4.144805656906581e-05,8.66014066399954e-05,2.6715243038128794e-05,1.6865989171233576e-05,7.049693864055737e-05,1.1426593611667078e-05,1.4998754625874605e-05
2016-06-10,IWM,2,-0.013690702607336291,0.00018743533788252473,8.389220563573963e-05,2.6661290994813238e-05,1.6665032964694373e-05,7.43219139228729e-05,1.944706187082626e-05,2.2767388277227255e-05
2016-06-13,IWM,2,-0.010914897815495372,0.00011913499432270565,9.010479357054674e-05,2.9932048110044395e-05,2.427608016150384e-05,0.00010068097946802183,2.091971754754351e-05,2.2622156184772975e-05
2016-06-14,IWM,2,-0.0028784170334956727,8.285284618718028e-06,9.184660561567626e-05,2.9546258303285182e-05,4.05327238355374e-05,0.0001135856823889581,7.083835421659626e-05,4.6185664512922525e-05
2016-06-15,IWM,2,0.0006987685656261178,4.882775083071821e-07,8.683292635585876e-05,2.876400167216567e-05,6.364115472797607e-05,0.00010774468211331312,4.6240516338368306e-05,3.547917197025119e-05
2016-06-16,IWM,2,-8.73668154746099e-05,7.632960446174536e-09,8.165224742500567e-05,2.7119941899438208e-05,4.874732918808773e-05,0.00010120654606095027,6.294583940842665e-05,4.626882407988129e-05
2016-06-17,IWM,2,-0.004286768350129755,1.837638288767418e-05,7.675357055713209e-05,2.43948587514905e-05,5.7910243595279045e-05,9.534592968661871e-05,4.715859989473697e-05,2.9513728993607355e-05
2016-06-20,IWM,2,0.010812458008396142,0.00011690924818332986,7.325093929696461e-05,2.0865487539451967e-05,4.8466631857882185e-05,9.297667057689562e-05,3.463964830438627e-05,2.9055731306632668e-05
2016-06-21,IWM,2,-0.0019100414526089793,3.6482583506846196e-06,7.587043783014653e-05,2.1869034323118146e-05,3.370869224457398e-05,8.796617377809049e-05,1.4145825921519421e-05,2.1264291700474466e-05
2016-06-22,IWM,2,-0.00391761001058466,1.534766819503314e-05,7.153710706137882e-05,2.0683258608491767e-05,3.9248927833180635e-05,8.404699529328879e-05,1.410234551314733e-05,1.8361718706574874e-05
2016-06-23,IWM,2,0.018924903598509957,0.0003581519762128951,6.816574072939808e-05,1.8986701178590502e-05,4.995723811619003e-05,8.237081508408126e-05,1.5238603901962585e-05,1.8174861771277245e-05
2016-06-24,IWM,2,-0.03874830944550656,0.0015014314848847327,8.556491485840791e-05,2.753489756528151e-05,3.1181849970431025e-05,7.845741393206854e-05,1.743750441525345e-05,2.4277707699042294e-05
2016-06-27,IWM,2,-0.03338622820125803,0.0011146402335064768,0.00017051690905998747,4.782301052620259e-05,5.3243169522825775e-05,0.0003107738628069001,4.882937971728814e-05,5.967432472515782e-05
2016-06-28,IWM,2,0.015338601437689725,0.0002352726940642973,0.00022716430852677688,6.306460186056874e-05,0.00014793028681364345,0.0004583068656968116,3.2071928521474645e-05,8.464573387529783e-05
2016-06-29,IWM,2,0.022486544794805496,0.0005056446968087941,0.0002276508116590281,6.553895781314525e-05,4.3715030009550594e-05,0.00041550571947991503,5.054363716982876e-05,5.03529108099889e-05
2016-06-30,IWM,2,0.018433397783665484,0.00033979015385084355,0.0002443304447680141,7.176115710599074e-05,2.4125913161678797e-05,0.00037713202857052265,2.2960087889752642e-05,2.8603942423383195e-05
2016-07-01,IWM,2,0.0035592807341693344,1.2668479344628997e-05,0.0002500580273129839,7.482019869959132e-05,2.9816330472266726e-05,0.0003427278061567717,2.257381439955447e-05,2.3877280638726307e-05
2016-07-05,IWM,2,-0.014842203019538758,0.00022029099047320543,0.0002358146544348826,6.67220665580405e-05,2.52914342228817e-05,0.0003118824407034024,2.09167850152966e-05,2.3887581656328442e-05
2016-07-06,IWM,2,0.0072346480691143356,5.234013268393979e-05,0.00023488323459718198,6.39681589259178e-05,3.8354733082757e-05,0.00031882819620406477,2.6329318673023616e-05,2.661947761958968e-05
2016-07-07,IWM,2,0.00210518073835253,4.4317859411305034e-06,0.00022393064848238745,6.185437675764869e-05,2.8881988197509218e-05,0.0002904550648912527,3.642702604843115e-05,3.717521233405095e-05
2016-07-08,IWM,2,0.023039298960269683,0.0005308092965806837,0.00021076071672991201,5.4314672568827897e-05,3.4123204714184256e-05,0.00026501691971607427,2.0435619518283204e-05,2.399351483137314e-05
2016-07-11,IWM,2,0.011493077486725234,0.00013209083011587043,0.00022996363152095832,6.289093495687451e-05,1.796887765857789e-05,0.000242210158529964,1.6055773356585732e-05,2.2906714413747345e-05
2016-07-12,IWM,2,0.013285244053693468,0.00017649770956619764,0.00022409126343665305,6.42287548598391e-05,1.2553196769634766e-05,0.00022176258453357814,2.759728395166621e-05,2.9787938191383436e-05
2016-07-13,IWM,2,-0.0039337728489003965,1.547456882674594e-05,0.00022123565020442572,6.488970635157888e-05,1.699040783009864e-05,0.0002034301576306162,3.619249355094063e-05,3.2505490770879917e-05
2016-07-14,IWM,2,0.001005904317922024,1.0118434968141723e-06,0.0002088899853217649,6.198176393505405e-05,3.109126239557219e-05,0.0001894246228312393,1.876061344062141e-05,1.610100035350144e-05
2016-07-15,IWM,2,0.002760561302142861,7.620698702888689e-06,0.00019641729681226785,5.9798925063047647e-05,1.5309949662912797e-05,0.00017443731382412397,1.1732827800294597e-05,1.4109174122238353e-05
2016-07-18,IWM,2,0.0016696502392772317,2.787731921518517e-06,0.0001850895009257051,5.1971603173984515e-05,1.3415491896333193e-05,0.0001610003287375994,1.529228015124053e-05,1.5128688216998367e-05
2016-07-19,IWM,2,-0.005016684866248511,2.516712704724684e-05,0.00017415139478545391,4.757016822886915e-05,1.576020544502447e-05,0.00014895329827137194,1.9297159031288757e-05,2.104035220381015e-05
2016-07-20,IWM,2,0.006516630193205586,4.2466469074998675e-05,0.0001652123387211615,3.876919848784565e-05,1.9181087781807934e-05,0.00014210536221989295,1.9511951639594048e-05,2.175557477083401e-05
2016-07-21,IWM,2,-0.004758241064105384,2.264085802413874e-05,0.00015784758654239172,4.182006578066396e-05,1.6795047958717944e-05,0.00013201287332995882,1.945880513648737e-05,1.8187901347386845e-05
