date,asset,asset_id,ret,actual_var,EWMA94,HAR_LogOLS,RidgeFactors,GJR_GARCH_Annual,TransformerLite,MultiTransformerLite
2016-01-04,IWM,2,-0.023448127361043625,0.0005498146767397227,0.00011164971609770507,3.7354712488392986e-05,3.888331255204777e-05,0.000151866933690345,3.770544144136828e-05,4.175077815366369e-05
2016-01-05,IWM,2,0.0021792091029526617,4.7489523143917445e-06,0.00013793961373622616,4.8166842770516296e-05,4.9260427676896175e-05,0.0002271223156388726,8.026501305177874e-05,8.335480470382745e-05
2016-01-06,IWM,2,-0.015355384563975782,0.00023578783510758573,0.00012994817405091608,4.532654969689975e-05,4.486178337050886e-05,0.00020823546503406218,0.00010363693112104974,6.49382556489515e-05
2016-01-07,IWM,2,-0.027074308562291982,0.0007330181841261969,0.00013629855371431626,4.7155139126505935e-05,5.150203484556483e-05,0.00022833675713401,3.955194905795081e-05,4.515445984609571e-05
2016-01-08,IWM,2,-0.017373360839163965,0.00030183366684779605,0.00017210173153902914,5.76093226243824e-05,6.698665542728433e-05,0.0003244571019999133,0.0001245601653987061,8.211603182444007e-05
2016-01-11,IWM,2,-0.0043424144379971,1.885656315132567e-05,0.00017988564765755515,5.8699322130401924e-05,0.00013473896707063274,0.0003429097509770015,0.00013795602901673016,0.0001054561684527296
2016-01-12,IWM,2,0.0029933578480410006,8.96019120642865e-06,0.00017022390258718137,5.419784830609867e-05,0.0001717308882715022,0.0003150073047328781,0.00017612112176268682,0.00011544916456963515
2016-01-13,IWM,2,-0.03263536460092986,0.0010650670226356258,0.0001605480799043362,5.2879408513852316e-05,0.00012104478390233328,0.000287029415784319,0.00014254428293086202,8.178191321970489e-05
2016-01-14,IWM,2,0.013752328660479485,0.00018912654358584546,0.00021481921646821362,6.960845620688954e-05,0.00015678236770134832,0.00042923229680138445,0.00013013905264156248,9.095639115008688e-05
2016-01-15,IWM,2,-0.01634596484777262,0.0002671905668046182,0.00021327765609527153,6.264110477483356e-05,0.00010680722900129542,0.00038943869514222306,7.794322532874174e-05,8.64744388440575e-05
2016-01-19,IWM,2,-0.013575711813635039,0.00018429995124686995,0.00021651243073783234,6.4474078988151e-05,0.00011754895886770024,0.00039572820824795076,8.043290217195368e-05,6.568272577205334e-05
2016-01-20,IWM,2,0.004142760813813595,1.716246716046948e-05,0.0002145796819683746,6.519664165594091e-05,0.00022558185282426445,0.0003883477550191071,0.00024817833156214807,0.0001923852140485973
2016-01-21,IWM,2,-0.002321811673246188,5.390809446022263e-06,0.00020273464907990028,6.221192871440242e-05,0.00019267156556363772,0.0003527833504144246,0.000169910177006059,0.0001323356187795848
2016-01-22,IWM,2,0.02416255671603107,0.0005838291470554181,0.00019089401870186757,5.1865449233228774e-05,0.0001572444522260376,0.0003217445320423943,0.00023603464038399357,0.00015474927998782107
2016-01-25,IWM,2,-0.02244574719211645,0.0005038115670124035,0.00021447012640308063,6.095019456256665e-05,5.0456438689474944e-05,0.00029306972781361766,6.0728938157723353e-05,7.42690088503396e-05
2016-01-26,IWM,2,0.019778877008545415,0.0003912039757191664,0.00023183061283964002,6.668704394323465e-05,9.222229165730189e-05,0.0003464931859678758,7.462296560258746e-05,9.153360725220243e-05
2016-01-27,IWM,2,-0.0138446225623019,0.00019167357389259884,0.0002413930146124116,7.077625074548559e-05,6.158686633507257e-05,0.0003152583204122204,0.00010613721532541951,9.26932755138072e-05
2016-01-28,IWM,2,-0.00020005919614529688,4.002368196230237e-08,0.00023840984816922284,7.196625694072549e-05,0.000100894742163852,0.00031736002061759903,5.926453290209238e-05,8.959252728237081e-05
2016-01-29,IWM,2,0.032274872288962975,0.00104166738126887,0.00022410765869998722,6.738083269136694e-05,7.39860876669327e-05,0.0002891450473720018,0.00015302952452322837,0.00012029176993914898
2016-02-01,IWM,2,-0.004575478022431412,2.093499913375286e-05,0.0002731612420541202,8.453616548635539e-05,4.507611658319658e-05,0.0002638424136148854,4.931242123708218e-05,6.45435686210832e-05
2016-02-02,IWM,2,-0.021798535858463808,0.00047517616557273245,0.00025802766747889814,7.790657708833016e-05,8.097004797453315e-05,0.0002444453395288863,7.704059595792385e-05,6.102222440282085e-05
2016-02-03,IWM,2,0.0012953723198920741,1.677989447142574e-06,0.0002710565773645282,8.341642182367524e-05,5.765449822293852e-05,0.0002984009525397477,0.00010414768453155873,0.00011144438058033325
2016-02-04,IWM,2,0.0038767715280085824,1.5029357480377998e-05,0.000254893862089485,7.721394912675955e-05,9.89168403528307e-05,0.00027214086530105805,0.00010322580082076436,9.797220106624523e-05
2016-02-05,IWM,2,-0.0277629666326229,0.0007707823162441325,0.00024050199181293856,7.452237644741025e-05,7.833803969698586e-05,0.00024859718574994015,8.804498359837615e-05,4.5358632448283985e-05
2016-02-08,IWM,2,-0.016558124701970378,0.0002741714936460016,0.0002723188112788102,8.02838428914258e-05,9.464495900193454e-05,0.0003485532336721365,0.00010612375387442991,0.00013135429731782065
2016-02-09,IWM,2,-0.006763360607731528,4.574304671021458e-05,0.0002724299722208417,8.234323005099027e-05,9.558590569129384e-05,0.0003601685108047152,0.0001698798784200737,0.00017581992401969314
2016-02-10,IWM,2,0.0005214375773130442,2.718971470340969e-07,0.00025882875669020405,7.194747304551443e-05,0.0001889731370580501,0.00033470375013505135,0.00021028501404804086,0.00011484257284484415
2016-02-11,IWM,2,-0.010911360866312059,0.00011905779595488624,0.00024331534511761385,6.699647065400404e-05,0.00014323882742027692,0.0003046884126730131,0.00014120170479446975,0.00013216115544742503
2016-02-12,IWM,2,0.01881090637613081,0.0003538501986915587,0.00023585989216785017,7.200812582314718e-05,0.0001069691098562871,0.0002964779621563136,0.0001299536399916357,0.0001110623377773772
2016-02-16,IWM,2,0.023431890202120442,0.000549053478444228,0.0002429393105592727,7.019184723431441e-05,6.826899747758469e-05,0.00027041679374882236,4.0402183012184106e-05,4.963330983688381e-05
2016-02-17,IWM,2,0.015553779322720729,0.0002419200512198949,0.00026130616063237003,7.006663770592807e-05,5.422743732287411e-05,0.0002470514563782101,2.5562266149219204e-05,4.39514835744533e-05
2016-02-18,IWM,2,-0.0047905693738785615,2.2949554925943233e-05,0.00026014299406762156,7.200280406733503e-05,5.0864371626816444e-05,0.000226103086684793,3.3129028370704834e-05,4.620429792528204e-05
2016-02-19,IWM,2,0.004989849283750125,2.489859587454164e-05,0.00024591138771912083,6.903058286111286e-05,5.556135044790483e-05,0.0002109262807630125,2.5112400730495444e-05,3.3526879126843924e-05
2016-02-22,IWM,2,0.011087921424000946,0.00012294200150481915,0.00023265062020844606,6.697929249215515e-05,6.768938477878176e-05,0.0001937147876406459,2.8689547524719047e-05,4.198226176616845e-05
2016-02-23,IWM,2,-0.009197996876515901,8.460314654039628e-05,0.00022606810308622844,6.62439603242601e-05,2.4810958409619057e-05,0.0001782836934867679,2.0501129129025515e-05,3.685817404961489e-05
2016-02-24,IWM,2,0.009592130819078726,9.20089736503199e-05,0.00021758020569347849,5.9787618750977404e-05,3.511064154927429e-05,0.0001777371749430876,3.677131349004162e-05,4.272967728493534e-05
2016-02-25,IWM,2,0.009110759161546689,8.300593249970692e-05,0.00021004593177088897,5.3224134904260225e-05,7.774489113085835e-05,0.00016395884414700782,3.738177191027853e-05,3.0233801968413058e-05
2016-02-26,IWM,2,0.006319313022468798,3.9933717075943734e-05,0.00020242353181461806,5.173433650024408e-05,3.785547846061455e-05,0.0001516057776067617,3.0000167460551452e-05,3.873497836621848e-05
2016-02-29,IWM,2,-0.004468043508595088,1.99634127946987e-05,0.00019267414293029758,4.9297127675710417e-05,2.779284533705664e-05,0.00014053054249982364,3.0356955398001816e-05,2.776431971974344e-05
2016-03-01,IWM,2,0.021284577097902435,0.0004530332222365528,0.00018231149912216165,4.5667425139349325e-05,4.649170413989688e-05,0.0001337365461735184,2.3420438562241013e-05,2.2206852767958838e-05
2016-03-02,IWM,2,0.01023924733264181,0.00010484218593901242,0.00019855480250902514,5.659976372691179e-05,3.4953601285838715e-05,0.00012450974809556114,1.880510864651321e-05,2.389703815670439e-05
2016-03-03,IWM,2,0.010415229845029295,0.00010847701272478894,0.00019293204551482437,4.876269461190048e-05,3.2044621931542995e-05,0.0001162373925905786,2.5401391642279892e-05,2.6518186673668852e-05
2016-03-04,IWM,2,0.0054920962042768195,3.016312071703185e-05,0.00018786474354742224,4.978079907232169e-05,2.5821572840092627e-05,0.00010882074978311342,1.8793078816092475e-05,2.1755697971262083e-05
2016-03-07,IWM,2,0.01080257940512297,0.00011669572180398694,0.00017840264617759882,4.552235973575337e-05,3.388765134066872e-05,0.00010217130265763705,1.3339766662235655e-05,1.6880812149089514e-05
2016-03-08,IWM,2,-0.02444902254363157,0.0005977547033390048,0.0001747002307151821,4.795785023286787e-05,3.6370536432945975e-05,9.620969061532574e-05,5.4715054975945536e-05,3.7062697781738896e-05
2016-03-09,IWM,2,0.005068884786593841,2.5693592979762494e-05,0.00020008349907261149,5.495536839495833e-05,5.0460114609869285e-05,0.0001847521805451725,3.666244899175922e-05,3.865584248485213e-05
2016-03-10,IWM,2,-0.00817915506582434,6.689857759079996e-05,0.00018962010470704055,4.661014617756339e-05,2.7526427198088967e-05,0.00017024820040251377,4.653377057060407e-05,3.666276818117793e-05
2016-03-11,IWM,2,0.02120266076417643,0.00044955282348074657,0.0001822568130800661,4.4754766654405066e-05,7.847338682989687e-05,0.0001677520929436853,2.267866201643913e-05,1.8831403535528028e-05
2016-03-14,IWM,2,-0.0025910059110776373,6.713311631239257e-06,0.00019829457370410696,5.23748811869682e-05,2.386397844759132e-05,0.0001550066434650845,3.834365588196852e-05,3.120170446235477e-05
2016-03-15,IWM,2,-0.015689685303987844,0.0002461662249381721,0.00018679969797973488,5.0012800663798426e-05,2.6635745844303966e-05,0.00014463405284419106,1.2390456926203683e-05,1.5790616647735132e-05
2016-03-16,IWM,2,0.00703459650434457,4.948554797893685e-05,0.00019036168959724113,4.9483332711902e-05,3.766766260288243e-05,0.00017294453114251302,1.4434804312639394e-05,1.5589263609870954e-05
2016-03-17,IWM,2,0.015212352015150366,0.00023141565383284939,0.00018190912110014286,4.6524901842811384e-05,3.1389705786195194e-05,0.0001596619631497073,1.3720388539220824e-05,1.5105269661777107e-05
2016-03-18,IWM,2,0.008981083352513686,8.065985818479847e-05,0.00018487951306410527,4.561156714344953e-05,2.919435049071483e-05,0.0001477533764951354,1.4910195621147676e-05,1.7466510441361056e-05
2016-03-21,IWM,2,-0.0023746536340549795,5.638979881730521e-06,0.00017862633377134686,4.0482313450108564e-05,1.8573829934647722e-05,0.00013707664318676765,1.763909859685903e-05,1.9606100066130063e-05
2016-03-22,IWM,2,-0.001189724269258896,1.4154438368636143e-06,0.00016824709253796989,3.950677437207274e-05,1.7819462719905886e-05,0.0001283900338232377,1.8141804512588433e-05,2.5562064842518494e-05
2016-03-23,IWM,2,-0.01865895735389156,0.00034815668953434387,0.0001582371936159035,3.57625863963709e-05,2.3830507308303934e-05,0.00011993861130031156,3.476487835154375e-05,3.1279033489777415e-05
2016-03-24,IWM,2,0.0029894225216358095,8.936647012863402e-06,0.00016963236337100995,4.312573598979751e-05,3.0029596143832243e-05,0.00016682296237617003,2.7662948450152892e-05,2.4070490986206832e-05
2016-03-28,IWM,2,0.001211904797130181,1.4687132373071452e-06,0.00015999062038952116,3.8618932962483136e-05,3.1722855660812304e-05,0.00015417362443723837,2.2420668904338598e-05,2.4357978929796478e-05
2016-03-29,IWM,2,0.027386281064507578,0.0007500083905442064,0.0001504793059603883,3.618195481577234e-05,2.673583713507119e-05,0.00014283276497012922,2.031838042288224e-05,1.8776402271232138e-05
2016-03-30,IWM,2,9.088245251653859e-05,8.259620175420891e-09,0.00018645105103541742,5.1840300475769684e-05,2.6212848702685654e-05,0.00013266503175961294,2.1210444220201264e-05,2.1662327040304868e-05
2016-03-31,IWM,2,0.0028058002599129495,7.872515098527574e-06,0.0001752644835505029,4.715693145432186e-05,1.6100117353451967e-05,0.00012354907375483672,1.2750192121254887e-05,1.6009477864201787e-05
2016-04-01,IWM,2,0.004419853889442216,1.953510840401748e-05,0.00016522096544338436,4.668685631311672e-05,1.4181487960496194e-05,0.00011537609275461788,2.6848822791887158e-05,2.0985249187910977e-05
2016-04-04,IWM,2,-0.008405087758162288,7.064550022240957e-05,0.00015647981402102233,4.340726706697841e-05,2.28773626526783e-05,0.0001080485449099547,1.6542010613864776e-05,1.8940592526589004e-05
2016-04-05,IWM,2,-0.011408673230164368,0.00013015782487266908,0.00015132975519310557,4.4148509152736605e-05,1.903298982704414e-05,0.00011257503917638352,1.857923505466531e-05,1.9163638131880788e-05
2016-04-06,IWM,2,0.011227395866661105,0.00012605441794671886,0.00015005943937387937,3.5887291705034995e-05,1.875218514890959e-05,0.00012598071217162396,2.14711522906875e-05,2.656067877453463e-05
2016-04-07,IWM,2,-0.01361679046191977,0.00018541698248382923,0.00014861913808824972,3.9319119818300376e-05,2.3350724827569474e-05,0.00011755619654287488,4.437502156674245e-05,4.6303946029916216e-05
2016-04-08,IWM,2,0.003948689560662189,1.559214924648255e-05,0.0001508270087519845,4.273277659387382e-05,2.6629007740893327e-05,0.00013912598546796922,2.576240951987237e-05,2.9074399068879724e-05
2016-04-11,IWM,2,-0.0031207853026584687,9.73930090528911e-06,0.0001427129171816544,3.703330144453306e-05,2.9978703097706023e-05,0.00012934169060037536,5.5774209549892065e-05,4.6233388094595885e-05
2016-04-12,IWM,2,0.010699023430988497,0.00011446910237684087,0.00013473450020507247,3.602809235482979e-05,3.510718256468766e-05,0.00012209922796206898,1.536840714187751e-05,1.773185727182259e-05
2016-04-13,IWM,2,0.021327942437016745,0.0004548811285966998,0.00013351857633537857,3.691286365892733e-05,2.7410778124621174e-05,0.00011407622255871204,2.7405562427115263e-05,2.374793317196657e-05
2016-04-14,IWM,2,-0.0012472790987452242,1.5557051501666989e-06,0.00015280032947105786,4.087526720334304e-05,1.8220823694843918e-05,0.00010688313646815156,1.3375983794814103e-05,1.7271206036822594e-05
2016-04-15,IWM,2,0.0024933910603994747,6.216998980080017e-06,0.00014372565201180437,3.7396360941508106e-05,2.2027408593524264e-05,0.00010067847043484226,1.4734828324431811e-05,1.7869881522052034e-05
2016-04-18,IWM,2,0.007530580979828727,5.670964989375819e-05,0.0001354751328299009,3.558790276818094e-05,1.4901411155350451e-05,9.487128061091109e-05,2.0415263736028246e-05,1.9139446148629597e-05
2016-04-19,IWM,2,0.0007940049441383934,6.304438513162132e-07,0.0001307492038537323,3.672398617257038e-05,1.8350080793359594e-05,8.966480071370376e-05,1.655482543583732e-05,2.308528422353646e-05
2016-04-20,IWM,2,0.0014979926186686754,2.2439818855858354e-06,0.00012294207825358733,3.2328673753833154e-05,1.836597485861026e-05,8.499689183834455e-05,2.037925745745576e-05,2.0970192859711627e-05
