date,actual_rv,forecast_HAR,loss_HAR,forecast_HARQ,loss_HARQ,forecast_StableTailHAR,loss_StableTailHAR,forecast_CodiffAR,loss_CodiffAR,forecast_LFSM_lite,loss_LFSM_lite
2020-01-02,1.4326470903746078e-05,1.360226574299117e-05,0.0013689488944430561,1.3950030972530715e-05,0.0003576716912419009,1.3674777435140316e-05,0.001100739786813243,1.1873923086652578e-05,0.018784794048092968,1.5160184669026751e-05,0.0015699814569469783
2020-01-03,5.890854675130141e-05,1.5140448689137515e-05,1.5321895750507544,1.4830561387156502e-05,1.5928088046194961,1.4908273050277277e-05,1.5773298841819825,1.3280943268955263e-05,1.945913473729283,1.4845089799812706e-05,1.589900580128373
2020-01-06,2.3949347365181938e-05,2.6591388568221683e-05,0.005289328834114926,2.7713264980894967e-05,0.010153642585148281,2.8291331879210092e-05,0.01314036730762247,2.777728072875625e-05,0.010469306009726509,2.723125298716213e-05,0.00790443015518072
2020-01-07,4.368533804151508e-05,2.306310155575768e-05,0.25538726604382544,2.2754245754038683e-05,0.2676155619431655,2.59388596440919e-05,0.16289539754264237,2.5710844435969225e-05,0.16900197718750354,2.4413597295510108e-05,0.2075132539343989
2020-01-08,5.068845297414244e-05,3.027309181740181e-05,0.1589343051165506,3.069388055845293e-05,0.14978402302406857,3.0650181096598986e-05,0.15071379814693708,3.4547456730067896e-05,0.08384808983153946,2.6773030843911158e-05,0.25496233728749607
2020-01-09,2.340993856868325e-05,3.587335099866336e-05,0.0794058877053414,3.5374938122113836e-05,0.0746091548510397,3.5696376704058164e-05,0.07769566931130889,3.700727941367148e-05,0.09053056555556216,3.365673141370662e-05,0.05860239204110829
2020-01-10,2.919468955366427e-05,3.229939107250372e-05,0.004938947488368539,2.944734972239784e-05,3.70206678905749e-05,3.402900816991679e-05,0.011161879456704327,4.1519263292145946e-05,0.05533077254523899,2.8881876314888265e-05,5.823280035133216e-05
2020-01-13,3.186127136898585e-05,3.163989432377805e-05,2.436381189196979e-05,3.090014452349946e-05,0.00047393565590980735,3.0417002222223013e-05,0.0010928245872845466,3.707631592997845e-05,0.010930140443014214,2.6607572491292024e-05,0.01725591300154683
2020-01-14,1.140118396247744e-05,3.3363990177635684e-05,0.4154812096463063,3.0369728472474143e-05,0.35514190438927296,3.2025682388917195e-05,0.3888222304195854,3.518042472237293e-05,0.4508501019980935,2.73713965946118e-05,0.2923177770056846
2020-01-15,1.8875004671763144e-05,2.3344114554368624e-05,0.021061533195867455,2.2131628394272566e-05,0.012021242991243186,2.465985369729831e-05,0.032752322925366784,2.4378852248983837e-05,0.0301143076096122,2.1199508894496653e-05,0.00649050775229143
2020-01-16,3.039000755086864e-05,2.330747683563758e-05,0.038534111928511416,2.2463985631974036e-05,0.05063193083453754,2.25485379750848e-05,0.04931593058142236,2.5092973268912427e-05,0.019570320790720963,2.0300591525316704e-05,0.09353725496512699
2020-01-17,2.2023720474625204e-05,2.653259311975411e-05,0.016316703446425773,2.5260117383860057e-05,0.008983890338857936,2.6447868572916698e-05,0.01577743770050999,2.442217654916437e-05,0.005163397380308465,2.247579139863378e-05,0.00020503408994065886
2020-01-20,1.6415834558114152e-05,2.410904170025831e-05,0.06524005850389325,2.40439180679589e-05,0.06437942723832757,2.4924657297798825e-05,0.07622944108563123,2.6665749234540972e-05,0.10074852622436126,2.4520835203803273e-05,0.07074152153109647
2020-01-30,0.0002589430703734889,2.123975696216235e-05,8.690699353878243,2.043340632627343e-05,9.133098556859474,2.1633404310177454e-05,8.487224566163297,2.417170024860276e-05,7.341228678723381,1.9833394040983427e-05,9.486672018099767
2020-01-31,9.133223597288363e-05,5.290026877643943e-05,0.1804031411499838,7.734921613251043e-05,0.014604423584621218,5.8575321749112875e-05,0.11503689254443539,8.096274782996899e-05,0.00756261809903469,6.804699034468925e-05,0.04788831343048816
2020-02-03,0.000251276687555748,5.0398421213961755e-05,2.3792099201520562,5.255757588078505e-05,2.2163339784219263,5.861414359644922e-05,1.8313847398579375,5.400136889161995e-05,2.1156087582684258,6.193271475877447e-05,1.6567467931327782
2020-02-04,3.7180963380888044e-05,7.862131924802669e-05,0.2217579819166069,0.00010967866545690104,0.42075702421917294,8.282321432352464e-05,0.24983108466682724,0.0001360849686639221,0.5707013048783312,9.384968052417483e-05,0.32207317106659494
2020-02-05,8.90835619452008e-05,5.6256832439580034e-05,0.12386809707243285,5.2951045025857305e-05,0.16216887881073205,6.364374057439666e-05,0.06344843574498782,5.511371099546511e-05,0.1361830436345186,5.57197146880529e-05,0.12953913805450679
2020-02-06,3.4217561199584885e-05,8.168858988524271e-05,0.2890534342689053,8.404037504972354e-05,0.30571455829835625,7.756961256398241e-05,0.2595574545296673,0.00014953106120279004,0.7035976049786759,6.154190865266117e-05,0.14298361117509817
2020-02-07,3.340750950382904e-05,5.4772809862823725e-05,0.10434190468156124,5.124168080751085e-05,0.07973224277243585,5.7080198843624294e-05,0.12094974624603605,6.529512857392655e-05,0.18177534306092946,4.729276397959984e-05,0.053974499498377515
2020-02-10,6.162603050034515e-05,4.925765745703427e-05,0.027075919931449643,4.6987857107641665e-05,0.04033583925854067,4.5595031426188684e-05,0.0503097033416493,7.096630474336532e-05,0.009505208338836724,3.858403293046742e-05,0.1289441545374046
2020-02-11,1.8560126473401645e-05,4.950800944086527e-05,0.35601031169624453,4.9710851497948035e-05,0.35856937644758635,4.834540496399905e-05,0.34126237177042884,5.5566890330966866e-05,0.43058611356719645,5.135750633429223e-05,0.37918628937521115
2020-02-12,1.9961122429624968e-05,3.531309746651566e-05,0.13572858470576254,3.281683155783617e-05,0.10541371120208032,3.896732175016666e-05,0.18118975848876184,3.5987845059789844e-05,0.14405763885286138,3.574507686254145e-05,0.14105602269106132
2020-02-13,3.261863024272537e-05,3.0939153793603296e-05,0.0014220955623749365,3.08606924983606e-05,0.0015633335871609866,2.839629172078817e-05,0.010068265431760537,3.1550415913725445e-05,0.0005605436993019186,2.9743609426412234e-05,0.004390813394748783
2020-02-14,1.8541487603193405e-05,3.428270706401306e-05,0.15547109130876446,3.3077854878636944e-05,0.13939403826521346,3.2753704578310134e-05,0.13509353724432827,3.1423796397307205e-05,0.11760072962266133,2.9416094941760543e-05,0.09184895520328107
2020-02-17,1.1344096574204173e-05,2.8432273006713666e-05,0.31781401286855226,2.8291695487693414e-05,0.314839964633129,2.9362508443988844e-05,0.33736745722948935,2.7777575901163612e-05,0.3039220346197651,2.8727801205014295e-05,0.3240500273103051
2020-02-18,4.098567025466885e-05,2.1347594241245973e-05,0.26763641683161143,2.267983901414798e-05,0.2153950265144422,2.1500228694122065e-05,0.2611310397027795,2.2890762655328446e-05,0.2080004552585144,2.2653438088896724e-05,0.21633636906898035
2020-02-19,4.12107425955367e-05,3.080837141507804e-05,0.04673503897103748,2.925708255280047e-05,0.06599592483253458,3.078441361931331e-05,0.046998113943327535,3.017637626102239e-05,0.05402281583266744,3.3158082684135285e-05,0.025444164232150124
2020-02-20,3.6300488583853166e-05,3.3263964894697e-05,0.00392915599993926,3.293399451823295e-05,0.004893619078836675,3.377741947425003e-05,0.0026582328686277634,3.12666639185939e-05,0.011717817287569599,3.8645879742173356e-05,0.0019196701984285358
2020-02-21,6.304229501716189e-05,3.2712889903621944e-05,0.27110261387379864,3.315764910132619e-05,0.25875723038880816,3.395887591403443e-05,0.23777496960596922,3.764758150034954e-05,0.15900057796460954,3.838457137290905e-05,0.14623606355673102
2020-02-24,5.581290179058592e-05,4.2003968324098996e-05,0.044512108460970534,3.967090949971182e-05,0.0655105628392536,4.265809511796929e-05,0.03958973499196339,4.688173153297471e-05,0.016127297069238322,4.8964313579246446e-05,0.008955653057295843
2020-02-25,6.36207761640521e-05,4.832364468799335e-05,0.04153672316079282,4.921579139666569e-05,0.03596474948116879,4.8885187204096683e-05,0.03796694171804149,5.550730395794859e-05,0.009743980774397754,4.7622631122818814e-05,0.04630377125626861
2020-02-26,4.989912935229179e-05,5.2312556545216844e-05,0.0010981153286839795,5.322661502262267e-05,0.002039551123296679,5.133091878867494e-05,0.0003964072859379275,6.0946810052887854e-05,0.018730383777673554,5.348956498001841e-05,0.0023589943580544226
2020-02-27,6.747631704829613e-05,5.0616041272794906e-05,0.04559330040537635,4.9878964890965764e-05,0.050623760306405696,5.1670960177718454e-05,0.03900396113671545,6.456747809654069e-05,0.0009853182864381083,5.214769834794951e-05,0.036249585353593794
2020-03-02,7.50878228896407e-05,5.7949315334517663e-05,0.03666031224252286,5.966552369629847e-05,0.028575200282106472,5.5856302393257436e-05,0.04842746533106079,6.413283077773192e-05,0.013115236944078568,5.181709743222318e-05,0.0781553342807415
2020-03-03,5.228874780676774e-05,6.0846351371484846e-05,0.010927817357710978,6.433923681800467e-05,0.020092345561588454,5.93793746612073e-05,0.007753451574325165,6.977657372010206e-05,0.03789109890162212,5.6721132465156656e-05,0.003222202734805002
2020-03-04,4.7913772716384036e-05,5.531012660645187e-05,0.00982788898731246,5.568881748748426e-05,0.010760462694873407,5.706697560178798e-05,0.014428552837649322,6.793584423251124e-05,0.05444051186732235,5.288484141327347e-05,0.0047157642074384665
2020-03-05,2.427487220855432e-05,5.255231834971961e-05,0.23428566183487498,5.201844885922591e-05,0.2288155931925453,5.084341253838038e-05,0.216752619712818,7.175810021651412e-05,0.4221465475232129,4.964810566282294e-05,0.20445702433037627
2020-03-06,4.76851751134829e-05,4.150109933810574e-05,0.01010928846085224,3.869054888025455e-05,0.023450856556758826,4.2369976886566e-05,0.007266740801723737,4.927976809920855e-05,0.0005350936342292112,4.21512149000615e-05,0.007931225066069247
2020-03-09,0.0001592960823992336,4.66939874174033e-05,1.1843410245216042,4.7352456536567004e-05,1.150905151425742,4.427378920270869e-05,1.3176053734615598,4.719037131980306e-05,1.1590308652644525,4.274954167027824e-05,1.4108579497207927
2020-03-10,0.00016096987858334817,6.619616416292983e-05,0.5431153240207074,7.964639603970447e-05,0.31743618268117646,6.914949924615563e-05,0.4829066932919739,7.531241631077489e-05,0.37778951329327315,7.567758057955478e-05,0.3723131222599245
2020-03-11,8.94457448539374e-05,7.482948570511732e-05,0.016907299656611086,8.898351739714706e-05,1.344502520028712e-05,7.841623484774e-05,0.009052143827681602,0.00010135896292477265,0.0075011409831473586,9.148085336045555e-05,0.00025118065743701123
2020-03-12,0.0005240630952799009,7.194212987525497e-05,4.298758994059977,7.714802768566955e-05,3.8770691186774906,7.876655780597746e-05,3.7582469660087643,0.00011406551804555185,2.069565115936199,8.07150411327192e-05,3.6220691961772893
2020-03-13,0.0015384439010693582,0.00015067868120835295,6.886719568645914,0.00026532490609849533,3.040767971760838,0.00015763133007962518,6.481491911104845,0.0002567237844894192,3.202077708702749,0.00018457064460868664,5.214763335121555
2020-03-16,0.00040082654100617694,0.0002807441476580986,0.07164390846232371,0.0008221064160509912,0.2059014886144115,0.00031137644943266863,0.03474700478785864,0.0005329103263649762,0.03697071940432828,0.0004146130650726837,0.0005654015574179105
2020-03-17,0.0008757584823312777,0.0002247316529659457,1.5367242710004754,0.00034702112230102834,0.597941345030405,0.0002710210621436644,1.0584361664911421,0.0004537090420868452,0.2725862424342167,0.00029891383139814596,0.8548674673530852
2020-03-18,0.00036734324928167295,0.0003262374598575061,0.007328425514498305,0.0006973007382891868,0.16772758442683222,0.00032209879275907864,0.009029250896454899,0.0006801511072057866,0.15610893853481356,0.00039980635122213926,0.0034865487115876004
2020-03-19,0.0011392824354850423,0.0003074684611132441,1.3955821882975554,0.0004525619603896918,0.5941773147408547,0.00031794942925261456,1.3069574405551654,0.000586536768771693,0.27847023181723873,0.0003148175833047008,1.332704793425724
2020-03-20,0.0010448996487061935,0.00044869059386680606,0.48343289004182477,0.0010854261773549545,0.0007148754894146236,0.0004233713348225998,0.5646188611592382,0.0009465618369651978,0.005049645326081764,0.0005063035153103707,0.3392413375663015
2020-03-23,0.0007016477243482923,0.00043137526030276736,0.14008369810488808,0.0010069723710954832,0.05806144431917315,0.00043697981650912197,0.1321309070165706,0.0009776112217451116,0.04939712669031571,0.0005359560704749439,0.03977229611483457
2020-03-24,0.00035099818518391404,0.000419876599337092,0.015135381721277152,0.0008108270124301493,0.27016278849913045,0.0004268578626829446,0.01795354889921774,0.0009615779963316108,0.3728177323660171,0.000474794489499336,0.041364396478255516
2020-03-25,0.00043874783867415965,0.0003290557434869495,0.04565646328164652,0.000479204822333353,0.0037780182000284324,0.00033140337995452474,0.043320217880440826,0.0007234955591976202,0.10659738487201342,0.00034639016599351545,0.030269964757401624
2020-03-26,0.0005521984607238417,0.0003574929131606118,0.10984972553747974,0.0005702682238205389,0.0005128781503229707,0.00031736508039032136,0.18609240220755563,0.0005998843780128981,0.0033375742189558633,0.00034485526002269584,0.130464310391605
2020-03-27,0.0003404706197187252,0.00035751287963173533,0.0011736125283243748,0.0006288303667920923,0.15496745860845484,0.00032940303833216836,0.0005521103578844944,0.0005605282138104518,0.10596105837092962,0.0003939513253406684,0.010143923139584343
2020-03-30,0.00045754085164956634,0.0002880674451653798,0.1256400179315833,0.000423347803889554,0.003096116772128177,0.00028997205610095976,0.12179750247256749,0.000510907704578222,0.0058678048957765405,0.00035306092193098916,0.03670051755819026
2020-03-31,0.00023671599081939626,0.0003010560457804869,0.02672083238785472,0.0004950206074252228,0.21593253638535592,0.000282956273822281,0.015012828818695256,0.000529384028706054,0.25200668046143027,0.00034419414264655297,0.06208453664795366
2020-04-01,9.984646530745747e-05,0.0002485911365394844,0.31382520326176033,0.00032548424161283284,0.48844321296476245,0.00025208389375388606,0.32221255569641727,0.00038997812978233947,0.6184879361417297,0.0002775136143609516,0.38202576417953193
2020-04-06,0.00022425677199863338,0.00017495041866759085,0.03354135216317711,0.0001867247346242246,0.017845784692125166,0.0001715709570461722,0.039284091972015656,0.00024386222247979228,0.003416101697901519,0.0001627548674309842,0.05733407445018912
2020-04-07,0.00011583500515833535,0.000197197794026317,0.11944562364800415,0.0002589685463773904,0.25183352516201496,0.00018176066713389318,0.0878181207905655,0.00026582566208685043,0.26642941983134594,0.00021296882530614155,0.15288490708189428
2020-04-08,0.00012694818941145616,0.00015209148845505354,0.015386254490904472,0.0001711976760533538,0.04056970715723662,0.00015576879560086498,0.019572090143376686,0.00017791178895549127,0.05105449947589635,0.00018014703615665338,0.05468641801099006
2020-04-09,0.00012001546189687277,0.00013886090581035772,0.010137631179365503,0.00016246962638764495,0.041565247525078064,0.0001298189736406212,0.0030035992195909245,0.00017252395080787707,0.05856070952814618,0.00015144246259056804,0.025067423728637683
2020-04-10,3.5749051578051074e-05,0.00012901772098018624,0.5605123943096038,0.00014945768350623512,0.6696813546813465,0.00012518050489003195,0.5388130191958198,0.0001544771975609232,0.6949423593430306,0.00013423474912566927,0.5893838032779595
2020-04-13,7.145104803724506e-05,8.620794015643611e-05,0.016571837886935503,8.620324718731044e-05,0.016562520317411122,8.95223662261423e-05,0.023612200072741674,8.455595473115299e-05,0.013415904749682905,7.293849121988151e-05,0.00021081059078231768
2020-04-14,7.364880027788097e-05,8.517658317563887e-05,0.010078883741887257,8.336150678674094e-05,0.007365713034521937,7.979986138895059e-05,0.003132814011246765,8.652458693158317e-05,0.012310035620253235,8.478854053604195e-05,0.009469929258707932
2020-04-15,7.223445786989827e-05,8.139749911570381e-05,0.006855828425621491,7.598102774360364e-05,0.0012572049629955284,7.77128057392414e-05,0.002608076621966715,7.42051993495219e-05,0.00035903470875098265,9.084811222383933e-05,0.024384198263630807
2020-04-16,6.309268293280435e-05,7.557899802597027e-05,0.01536484403553895,7.351147303100394e-05,0.011106563957252513,7.410603613549985e-05,0.012276043160255545,8.34620657218367e-05,0.03573184375796212,8.555962719903466e-05,0.04202057352435151
2020-04-17,0.00017292443044250006,6.727782964908175e-05,0.6262794186323837,6.701014381054267e-05,0.632560276822723,6.863407911483208e-05,0.5954471590839168,8.185796938509653e-05,0.364624510788915,8.197173153427234e-05,0.36308153202927396
2020-04-20,7.842837083094027e-05,0.00010622896499723116,0.04170661465868175,0.00012113911314257046,0.08217785942535571,0.00011122859493742307,0.054511549254700364,0.0001220348358578634,0.08479279922407379,0.00013892398498054973,0.13628279307114655
2020-04-21,0.00019984246522496103,8.6482876499974e-05,0.47319200950279283,8.258683159490303e-05,0.5361069385878667,9.804998697247026e-05,0.3261172549956175,0.00010213370546460224,0.2854283819389125,0.0001143691725539062,0.18924774407627254
2020-04-22,0.0001249350918084377,0.00012511889566269136,1.080087690841225e-06,0.0001410807593638593,0.0070954188038045984,0.0001273715476265332,0.00018532124957459928,0.00015889325712010278,0.026721457835902296,0.00016767510569522148,0.039336085396422416
2020-04-23,0.00020740900937449972,0.00011722221833519618,0.19874471637600544,0.000118060506693213,0.1933071632432095,0.00012619059437735802,0.14671770885613733,0.00015324943877446516,0.050782132135729574,0.00015237568182591575,0.05282503213681089
2020-04-24,6.966366276574925e-05,0.00015431269085858964,0.24674696562006804,0.0001683537746389336,0.2961820153767354,0.0001495336897151464,0.2297155658302681,0.00018834619589789357,0.3644731863269255,0.0001930449585022654,0.38011182124812093
2020-04-27,4.828991597940752e-05,0.00010296143013340884,0.2261414567431721,9.383826804029712e-05,0.17895790818799773,0.00011314245592361547,0.278231263116121,0.00012314225039024873,0.3282648559946173,0.00010942789542068643,0.25933746961578796
2020-04-28,7.765961293534007e-05,8.786057650378345e-05,0.007311869119347225,7.939959335379751e-05,0.00024368325600399032,8.158348289707409e-05,0.001195108667079392,0.00010058252713155872,0.030741662237882883,8.342155175232026e-05,0.002501203385675943
2020-04-29,7.231939732653597e-05,8.91706657509703e-05,0.020482031210526275,7.905607654455186e-05,0.00385111461055776,8.035150825311122e-05,0.005356312929793328,9.294058368912911e-05,0.02899308201508677,9.57076023768754e-05,0.035833907774401874
2020-04-30,5.3466063958375765e-05,8.180496972492923e-05,0.07887051807945111,7.633718594661563e-05,0.05650648640944422,7.648441637566914e-05,0.05708507606830393,8.226122668008759e-05,0.08080735633154501,8.578429399119696e-05,0.09605049087053064
2020-05-04,0.00016923661522534153,6.412260249307661e-05,0.6687652548043899,5.9805543221553535e-05,0.7895819502823336,6.475969699815092e-05,0.652687153810475,7.743305832115229e-05,0.40370206437857936,7.636640532276395e-05,0.4203584668978999
2020-05-05,5.719192534768242e-05,9.704478505684626e-05,0.11809523111121045,0.00010540825447893298,0.15400362096535392,0.0001001954570504051,0.13151370327428524,0.00012569003792286488,0.2424296713063152,0.00014925787949255967,0.34243807202141685
2020-05-06,9.07497322122386e-05,7.37216296847626e-05,0.023169095735605216,6.737149451690026e-05,0.049121360955737714,8.287176580409188e-05,0.004251028441203619,8.18717671419369e-05,0.005486128423045633,8.9613644978654e-05,7.968815604830759e-05
