date,rv,medrv,rk_bartlett_h5,tsrv_k5,ret,n_bars,n_returns,source,contract_mo,is_settlement_day
2017-05-16,6.221205599023437e-06,6.637221172018501e-06,6.971603978585281e-06,6.707992197709392e-06,-0.002491405942643965,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201705,False
2017-05-18,1.8804480817577063e-05,2.074054520382174e-05,1.670893701687373e-05,1.4260681170551028e-05,0.0043305370059130155,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-05-19,7.053512404575322e-06,5.703943901486764e-06,5.145646541142474e-06,3.889741988639822e-06,-0.002815203950586209,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-05-22,5.238542021051831e-06,4.086186961261007e-06,4.7927984337016175e-06,4.732198738956833e-06,0.00160529782642449,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-05-23,9.376839014307457e-06,8.797370745453246e-06,9.684995822887908e-06,9.403615285251894e-06,0.0015020280198374536,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-05-24,5.573464099933008e-06,4.188616788897144e-06,3.918892053082087e-06,3.5835803501473994e-06,0.00149812762102286,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-05-25,6.67635098824561e-06,6.365076219735174e-06,5.816238747970142e-06,4.561960686535534e-06,0.00515822986790937,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-05-26,1.2759453071070234e-05,1.154046076725502e-05,8.121404747784739e-06,6.5252926629978115e-06,-0.0025727304909004545,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-05-31,1.31561616376842e-05,1.100647359309302e-05,1.3200923938558348e-05,1.1772997369458562e-05,-0.005170539509729011,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-01,8.774207548387496e-06,4.765681870907225e-06,1.1134513991736082e-05,7.3356619485581375e-06,0.0038807949596346702,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-02,6.410515084008256e-06,6.752686773780897e-06,3.931581116667956e-06,2.9012781389951013e-06,0.0004934616433711625,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-03,1.9330911949718367e-06,1.926710940959948e-06,1.6152364585520513e-06,9.178137461678707e-07,0.0004923925452775535,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-05,1.7954658417490513e-05,1.1623279681101773e-05,1.3702691101512158e-05,1.0915327988335808e-05,0.006392940386261259,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-06,4.783233249734075e-06,3.5354151030083965e-06,3.888045136616962e-06,3.6068130618752702e-06,-0.0012755729541940042,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-07,1.658555991641957e-05,1.7452881755690756e-05,2.1046629868883238e-05,1.737325174272317e-05,0.0011780877074318852,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-08,5.774983637421047e-06,4.5441556778927e-06,2.5995741365661037e-06,1.4070497837186036e-06,0.0008817910726648392,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-09,7.4056151304953325e-06,5.9372123362506095e-06,7.39510232129475e-06,6.4833412413651545e-06,-0.004112411553093054,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-12,1.1582011844375002e-05,8.630202384510001e-06,1.1160693641757061e-05,8.77578595821375e-06,0.00029648663556613997,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-13,5.3716004005516905e-06,5.757124281692361e-06,4.712473253538073e-06,3.915628562755352e-06,0.0004933642608335731,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-14,3.055872323975341e-05,3.415056206438078e-05,5.285505156649544e-05,5.3616212943556e-05,-0.00890213594059297,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-15,1.8204104988746833e-05,1.412642709873095e-05,1.6478362998515402e-05,1.4673414791502466e-05,0.0018880116901591748,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-16,9.338502387249016e-06,7.85678593138771e-06,1.2320701077864916e-05,1.1329558420440596e-05,0.007220962183954072,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-19,1.0250061883916162e-05,9.063053076498032e-06,1.3283479206030398e-05,1.2300973667564922e-05,0.006663424949220342,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-20,1.7866526738940796e-05,2.072730116930645e-05,1.887301234228016e-05,1.7141851537131614e-05,0.004953149542867408,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201706,False
2017-06-22,1.9631176637780224e-05,1.848614710378356e-05,1.3130562600836653e-05,1.2544102341084633e-05,0.0017609083008398585,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-06-23,1.0004178722053352e-05,8.907358993946596e-06,1.0245421388231635e-05,8.952348114532282e-06,-0.0006850320765039442,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-06-26,7.431302709005407e-05,8.91953928148583e-05,8.275769376477746e-05,7.902195614623956e-05,0.016119983941523586,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-06-27,2.6282789348908146e-05,3.015219534928093e-05,1.4334427786222948e-05,1.3627485245566373e-05,-0.002023414478475871,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-06-28,2.6192385019142297e-05,2.3521424289630923e-05,3.7449485243659124e-05,3.519644861972777e-05,-0.005248845643144762,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-06-29,2.3433312553458732e-05,2.5214192858518783e-05,2.284414649421856e-05,2.192619027844931e-05,-0.004747380906708898,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-06-30,1.4264535297134489e-05,1.5997685429450732e-05,1.5422389730410852e-05,1.557628589161322e-05,0.003126223726267696,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-03,2.63067207461113e-05,2.0204303911646105e-05,1.8294723019590987e-05,1.608754410248567e-05,0.0024327360803368947,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-04,2.7339358109689154e-05,2.0063367736226812e-05,1.6489865599893677e-05,1.3685049543269635e-05,-0.007022363784386698,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-05,3.3612256009943946e-05,3.3189457596096916e-05,4.71222895784901e-05,5.041355339082231e-05,0.00691639793802068,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-06,3.3850263712493347e-05,2.9400110517585487e-05,2.7269339978097354e-05,2.0390951037369607e-05,-0.004373397320058814,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-07,1.92974586224083e-05,1.4052856801693886e-05,6.403199595007607e-06,3.0012240777990732e-06,-0.002349487130707928,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-10,1.8366099358678013e-05,1.922605668856845e-05,1.8907343786490117e-05,1.8118495695964566e-05,-0.0006853674327107484,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-11,1.87326952733518e-05,1.1838846504726025e-05,2.8584532363115948e-05,2.3749125693724854e-05,0.009716360933671453,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-12,1.890648739816244e-05,1.8392838873643377e-05,1.3150390614513479e-05,1.3127522311832172e-05,9.67258307085217e-05,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-13,2.576971732538945e-05,3.056148472367756e-05,1.85548067337072e-05,1.4651556420953782e-05,0.00230591954597692,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-14,7.522904799888374e-06,4.149059680159169e-06,5.023540419979137e-06,4.152371822973973e-06,-0.0014408532342429226,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-17,1.9827714013791585e-05,1.8063759811512976e-05,1.3284632532074605e-05,1.316258517052537e-05,-0.0023926890871415196,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-18,8.313970629796482e-06,6.289734908153801e-06,7.426602781231031e-06,6.533082623473975e-06,0.003926643938129359,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201707,False
2017-07-20,7.639928555444458e-06,9.100051739695381e-06,7.073791397137729e-06,5.6840328774803065e-06,-0.00259528189117475,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-07-21,1.1898908199310089e-05,1.1415498554684356e-05,1.3969172736885962e-05,9.554079616560725e-06,-0.004829060958655873,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-07-24,1.2992420941850241e-05,1.2667392708283306e-05,1.4808941014883082e-05,1.1370153360529282e-05,0.007069904998923349,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-07-25,1.5519921307766587e-05,1.6949577597446556e-05,7.124498649405579e-06,2.7446679531404523e-06,-0.0008680974743384695,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-07-26,2.6111473768329087e-05,2.0151604362115926e-05,4.1478491018935985e-05,4.234085808202487e-05,-0.005214380296820309,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-07-27,1.5921866064998514e-05,1.3648947314538722e-05,1.809733543240356e-05,1.6623239676922877e-05,0.007686432924156605,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-07-28,1.633493853735213e-05,1.1299473299556092e-05,1.0819580013795972e-05,8.212127017255478e-06,-0.005785937067043889,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-07-31,2.0578383025086513e-05,1.573550704731052e-05,1.7976479070751096e-05,1.7671514629752893e-05,0.002901356000451827,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-01,2.047544364712657e-05,2.184451320617811e-05,2.782255980171916e-05,2.3498176707763105e-05,-0.0013495278701327607,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-02,1.575387685378905e-05,1.9113192909789984e-05,8.777587598024702e-06,4.997083293815582e-06,0.002394522479313821,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-03,1.7578772616670684e-05,1.9118728125797773e-05,1.8292966778868255e-05,1.9974657926405097e-05,0.0025980288849591915,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
