date,rv,medrv,rk_bartlett_h5,tsrv_k5,ret,n_bars,n_returns,source,contract_mo,is_settlement_day
2017-08-04,7.178501868860117e-06,7.64130466248939e-06,6.621273228580477e-06,5.583214068701031e-06,0.002205706959946596,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-07,9.90561185874505e-06,1.0151025510886314e-05,8.994111402526597e-06,6.758251323329844e-06,0.003996960022353946,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-08,2.563739322484031e-05,2.8121211406446714e-05,2.761705541187018e-05,2.5397123903528e-05,-0.0023722552283675924,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-09,1.7436117932054486e-05,1.627720184959318e-05,1.386003930624337e-05,1.4022350489453392e-05,-0.0021024472576325337,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-10,4.249761268231107e-05,4.1103418180395086e-05,6.289895119442209e-05,5.921026464753946e-05,-0.014514600948464462,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-11,3.626123383356974e-05,3.1686268542971796e-05,3.3104684536091704e-05,3.110401305289781e-05,0.005354113544727923,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-14,3.591580539397442e-05,2.7912940781472612e-05,4.88589773512504e-05,4.8166150521646965e-05,-0.010790947077227386,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-15,2.5328272756935546e-05,1.3332201667863328e-05,2.601040598213803e-05,2.314926933731428e-05,0.0004851307522493187,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201708,False
2017-08-17,1.8207661089058333e-05,1.2410688391888182e-05,1.632079053230612e-05,1.4357368433816455e-05,0.003112237485838776,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-18,2.173667396450204e-05,2.3076757266835773e-05,1.0844684866718407e-05,7.79841389808397e-06,0.0023421499923212963,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-21,2.0785076221855215e-05,1.5940383629071262e-05,1.2345144948145986e-05,1.1060810570697555e-05,0.0019495083667315782,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-22,8.555280094075246e-06,8.687105774512496e-06,1.3321590455011063e-05,1.0998525877747785e-05,0.003290431692278162,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-23,1.4456862964986691e-05,1.4293610743989132e-05,1.369740110482012e-05,1.4309379912706752e-05,-0.0030837453366707734,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-24,1.3325024860395039e-05,1.1230496914883896e-05,2.1845974218994012e-05,1.8720137962741763e-05,0.0069144614288330075,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-25,1.0446981812498258e-05,8.24907307715905e-06,1.23071274805118e-05,1.3194894006766433e-05,0.0019089439795223484,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-28,2.0483398697060416e-05,1.1464921166394735e-05,1.708672952484305e-05,1.7192296893725087e-05,0.0021949715354594446,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-29,1.0971821342373006e-05,1.0367433126228492e-05,1.386867994769804e-05,1.2820178448821682e-05,0.0002867657621319353,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-30,1.5047165561367377e-05,7.261284233046581e-06,1.7185422999416258e-05,1.5909609453586413e-05,0.002091255514999446,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-08-31,1.775006911829033e-05,1.6714410076296928e-05,1.0507069085170625e-05,1.025074822126056e-05,-0.0017991577221909694,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-01,9.834867405876145e-06,1.0185302406951056e-05,1.204685281230453e-05,9.483761285175672e-06,0.0,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-04,1.0909519365506548e-05,9.946204534069168e-06,5.530016843085526e-06,3.1951735058853674e-06,-0.0007578628631019768,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-05,8.110486507680059e-06,5.78622691298513e-06,1.4296664728252192e-05,1.1659792118480583e-05,-0.0006612819663782687,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-06,2.3069551509864265e-05,1.713844396321862e-05,2.900344866150565e-05,2.9011928484889214e-05,-0.0017097268602537241,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-07,1.768800648492482e-05,1.4300998073442726e-05,1.7266368833849127e-05,1.752373378913663e-05,-0.005798219751749656,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-08,1.7090854748151158e-05,1.5988768459814134e-05,2.146691558731199e-05,2.2466820785227705e-05,0.004367233752217814,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-11,2.1957337332558422e-05,1.9902323627868058e-05,2.4295056834321914e-05,2.669775549138497e-05,-0.005098198353689298,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-12,1.1441224276111296e-05,1.0612907491959003e-05,6.937488732390187e-06,4.7610618852659766e-06,-0.0008494974318029591,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-13,2.6851374565617093e-05,9.532290811702921e-06,2.4823486304243883e-05,2.5345220622436524e-05,-0.005686680095873697,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-14,1.759308084068524e-05,1.5456295303196442e-05,1.0368587156086157e-05,7.876060748593395e-06,0.0021868323428524405,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-15,1.588596694700155e-05,1.7435455394728507e-05,1.5702905634808916e-05,1.3196509673142956e-05,0.002938251485970156,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-18,1.5744455525314396e-05,7.582753280593308e-06,1.7664989579481407e-05,1.6708364802677026e-05,0.002164808601088808,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-19,1.2808591383466847e-05,1.3132442195480872e-05,1.3769688852109587e-05,1.2226891710784576e-05,-0.00640665466265844,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201709,False
2017-09-21,1.6135117436808945e-05,1.4163512112208855e-05,1.9058907117366854e-05,1.7165702572669546e-05,0.00702223420848469,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-09-22,2.946704282844984e-05,2.040511350775306e-05,3.779531182668933e-05,3.645400857712981e-05,-0.011436320203120687,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-09-25,4.310172910121077e-05,4.9751945945661305e-05,7.005660808335097e-05,7.32170474545109e-05,-0.010110335989004682,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-09-26,3.293325545556076e-05,2.7834879773274344e-05,3.650701122080836e-05,2.7328934375180123e-05,-0.003209963361278767,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-09-27,1.8367163880436435e-05,1.4318866318763545e-05,7.970777722956077e-06,3.87887890247336e-06,0.0016488049901841606,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-09-28,4.2909141981375515e-05,3.748035358042249e-05,2.900565629152885e-05,2.4833262678911785e-05,-0.004166470830364588,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-09-29,2.1770124439742853e-05,1.898501532804878e-05,1.8867561064884366e-05,1.3996005410239444e-05,0.00058150806058066,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-09-30,4.625981805044164e-06,2.319164860792597e-06,5.085126800334103e-06,3.2889898908164887e-06,0.0023148158484520565,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-02,1.0311004054724797e-05,9.993581102660922e-06,7.957962419005114e-06,5.547917450194015e-06,0.004796632373878396,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-03,1.635830495318809e-05,1.5891528830514726e-05,7.107159024649498e-06,4.683053695299978e-06,-0.0001911497664224271,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-05,9.921439614239311e-06,7.593729823581555e-06,1.8356266103409705e-05,1.615198790355418e-05,0.005727939288433959,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-06,9.566269771779058e-06,1.1569132454388827e-05,4.786138309352353e-06,3.5162372168350244e-06,-0.0003800114049141712,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-11,2.5394016205721187e-05,1.5268784819552564e-05,4.8806256581090115e-05,4.34328261696825e-05,0.005658790918559475,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-12,1.2031522596005553e-05,1.5108210799518964e-05,7.767493492467345e-06,4.7940512280196165e-06,0.004685165991524798,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-13,6.592184177910304e-06,4.722122081947376e-06,6.905043223959188e-06,5.822149815355617e-06,0.0019625257455402334,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-16,1.4865619219121776e-05,1.2541606663974682e-05,6.293175959132895e-06,4.887320462588084e-06,0.0022335979504806147,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-17,8.93537965772905e-06,8.629260729217804e-06,9.950066865743936e-06,9.986042835261656e-06,-0.004187415973030184,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201710,False
2017-10-19,1.3929730124598911e-05,1.1725635723919538e-05,1.327184515218394e-05,1.2691312590603275e-05,0.001301841359238054,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-10-20,1.465025885162869e-05,1.4202417784607313e-05,1.4168864850571608e-05,1.2467274806444071e-05,-0.000186341191259487,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-10-23,1.4845692052519379e-05,1.1959309926736929e-05,1.2045663199444728e-05,1.018302996700158e-05,-0.002883320604254891,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-10-24,9.984016020133892e-06,9.560798780678324e-06,5.4431102439988446e-06,5.855115921887018e-06,0.001490313241559349,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-10-25,1.2923082569372456e-05,1.1110165177248709e-05,9.490660783464564e-06,8.558913378979589e-06,-0.002418155940247857,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-10-26,8.05286897052617e-06,5.2811970343683615e-06,7.278208745924819e-06,6.202647614731705e-06,0.0010258802485179075,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-10-27,2.1793836973784092e-05,2.125129932199544e-05,3.214547245699695e-05,3.23719548815067e-05,-0.0036348425312695554,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-10-30,3.2088693317755226e-05,2.894809004548325e-05,3.324592235904298e-05,2.760415279595487e-05,-0.0023233131588096256,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-10-31,1.3945026450443855e-05,1.3328814494999178e-05,7.888574672487571e-06,7.255050643350413e-06,0.003251129146690346,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-01,1.559524321407838e-05,1.6969167333466348e-05,1.0426345320240847e-05,6.5197252970863425e-06,-0.0011095701554459936,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-02,1.3421029445851091e-05,9.45439945972347e-06,1.0200209597580712e-05,7.5925061059960525e-06,0.0019497708233426891,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-03,1.2296991931058781e-05,1.2969320109145673e-05,1.8343672582216775e-05,1.839964603630863e-05,-0.0012968968932174363,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-06,2.1832313360546445e-05,1.9517166423050453e-05,1.9163008735646713e-05,1.7331268223771333e-05,-0.002133086827818431,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-07,8.709684020851229e-06,9.104334227799277e-06,5.455428060694432e-06,4.2480811816015775e-06,0.0034238686110708016,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-08,4.485752608023685e-06,5.521649153893584e-06,2.350244707548049e-06,1.6327923610641693e-06,0.00018513375966833223,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-09,2.8085878495677502e-05,2.71145595744704e-05,3.807729538708191e-05,3.516353642030711e-05,-0.007710568183865618,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-10,1.3380970022020918e-05,1.4833595677035823e-05,1.0464332835689143e-05,1.0753354744449341e-05,0.0030808034450089394,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-13,1.329902659580412e-05,1.2312459763697173e-05,8.486514050472482e-06,7.588271811846681e-06,-0.0010281816113533182,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-14,1.661390691133335e-05,1.2637348421128962e-05,1.1960403100288643e-05,1.0340629715500553e-05,-0.0009355412788245587,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201711,False
2017-11-16,7.258142637549568e-06,5.779783554233085e-06,6.244508691310976e-06,5.6852939816434355e-06,0.0029241165956399584,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-17,1.201257831226628e-05,9.293397889067689e-06,8.13603414933001e-06,6.0574971376443745e-06,0.001589008139179171,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-20,9.121367221268245e-06,8.564996432205203e-06,9.465166016747707e-06,8.39158929602551e-06,-0.004583088039016303,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-21,1.4399563979402309e-05,9.56437828716418e-06,1.9022515876867813e-05,1.8111089187536625e-05,0.008751568750943406,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-22,2.381022030309402e-05,2.5520886045637153e-05,2.319048422509659e-05,2.0756337603784476e-05,9.236595397510428e-05,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-23,9.166181414435506e-06,9.776671413388716e-06,6.202912546473436e-06,5.287347534692738e-06,0.0022132063626489895,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-24,5.1644359078892135e-06,4.489705858427865e-06,2.985030033696966e-06,2.172929176293796e-06,0.0013826798534122275,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-27,2.194747437061249e-05,1.709871619905035e-05,2.1182206867893304e-05,1.8292404230994686e-05,-0.008152722570249793,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-28,1.4062756741707807e-05,1.1326168075568235e-05,1.554947284704481e-05,1.6172447827147077e-05,-0.0029839634226132006,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-29,8.778793140358883e-06,8.639269650892406e-06,7.812041499614233e-06,7.658694417201842e-06,-0.0012109358286593874,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-11-30,2.5255455519321246e-05,2.2262630075440445e-05,2.1609552135345703e-05,1.813310564779523e-05,-0.00781879542556041,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-12-01,5.620428594466053e-05,6.326555539276802e-05,8.569662250061269e-05,9.1377473783176e-05,0.0007547170169566186,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-12-04,3.827359196902949e-05,4.658088595480204e-05,2.752541071327551e-05,1.929987954004706e-05,0.0018798764818015457,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-12-05,3.531868581343333e-05,3.866633240565507e-05,2.5620001108393954e-05,2.1088425493850147e-05,-0.0016065778629261729,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
2017-12-06,4.1238765674957194e-05,5.066978318040852e-05,5.1943445518959405e-05,5.111045474998246e-05,-0.01576189673782835,60,59,experiments/k1100h/data/_taifex_5min_2017-2021.parquet,201712,False
