date,actual_rv,position,HAR_RV_forecast,HAR_RV_resid_var,HAR_MedRV_input_forecast,HAR_MedRV_input_resid_var,HAR_RK_input_forecast,HAR_RK_input_resid_var,HAR_TSRV_input_forecast,HAR_TSRV_input_resid_var
2020-01-20,1.6415834558114152e-05,607,2.5353026722795332e-05,0.25960253566224006,2.914393117911524e-05,0.2694929723721167,2.1989506794007197e-05,0.26598048326276824,2.1540330701335538e-05,0.26985303579478703
2020-01-30,0.0002589430703734889,608,2.2522928936135007e-05,0.2593263192034914,2.4719391703650857e-05,0.2693654731091881,1.958449238291904e-05,0.2655819609588787,2.0330185675467074e-05,0.2694370816464672
2020-01-31,9.133223597288363e-05,609,7.431750289900053e-05,0.269806112181354,8.568840790548326e-05,0.27909397410519055,5.73913271130315e-05,0.2772831204282758,5.577557174600934e-05,0.2808206078817391
2020-02-03,0.000251276687555748,610,6.546509284951662e-05,0.26954721838612594,6.617409811888661e-05,0.27869960573056013,6.449887605787742e-05,0.27741436197869324,6.47790297189246e-05,0.28100794346038854
2020-02-04,3.7180963380888044e-05,611,0.00010621805758463243,0.27266032582596444,0.00010794498518713452,0.2817623868015546,8.290276547692212e-05,0.2806067375728031,7.094027984929434e-05,0.28418121116909495
2020-02-05,8.90835619452008e-05,612,6.769826567369969e-05,0.2735473096854897,6.382535522792709e-05,0.2826690641576121,7.707294041716246e-05,0.2808511793213481,7.284735312796929e-05,0.28412516159108725
2020-02-06,3.4217561199584885e-05,613,8.854420313610055e-05,0.2733668895778099,9.072969113575887e-05,0.2825619754770296,8.04825804281722e-05,0.28052113003875123,7.407283576729755e-05,0.28384894899979823
2020-02-07,3.340750950382904e-05,614,5.909846547905729e-05,0.2739795351922807,5.5452491088500306e-05,0.2832117423452053,5.775902094561961e-05,0.2808823618893832,5.4194945950058515e-05,0.2840232213511629
2020-02-10,6.162603050034515e-05,615,5.52653148726351e-05,0.27383224918164845,5.71495911502537e-05,0.28296178016646284,4.915289046219365e-05,0.28068864409645927,4.266351677037602e-05,0.28374674727638705
2020-02-11,1.8560126473401645e-05,616,4.981296384631125e-05,0.27348193064261356,4.981596044568625e-05,0.282575146507682,5.6021916093842784e-05,0.2804460415673788,5.5990460267478926e-05,0.28370170996541527
2020-02-12,1.9961122429624968e-05,617,3.6410172079683665e-05,0.27420652084033464,3.779460569878378e-05,0.28327192523171524,3.6641744403626235e-05,0.2814906962789847,3.602159983641933e-05,0.2847345825695941
2020-02-13,3.261863024272537e-05,618,3.1475470495358696e-05,0.27410625376005343,3.317052934708864e-05,0.28320745881268616,3.9704945812485444e-05,0.28138190073087094,3.884258694069793e-05,0.2845929508758722
2020-02-14,1.8541487603193405e-05,619,3.519872959639601e-05,0.2737085678718899,3.498614218712118e-05,0.28277200848095335,3.625442822195425e-05,0.28092940819340034,3.538917649548185e-05,0.28413188583455934
2020-02-17,1.1344096574204173e-05,620,2.937540968110482e-05,0.27367284962187055,3.291185328613828e-05,0.28270398700249666,3.632590903024354e-05,0.28092538934724137,3.723488558014296e-05,0.2840799593488828
2020-02-18,4.098567025466885e-05,621,2.1551481357009076e-05,0.27429334658365406,2.3088070588921593e-05,0.2836126512523924,2.6567294144423694e-05,0.28215404956010903,2.6549733359445713e-05,0.28538294826310723
2020-02-20,3.6300488583853166e-05,622,3.213167936151067e-05,0.2748162650120509,3.1011055307239174e-05,0.28396686509629837,2.9895734453421648e-05,0.282224229973044,2.9533742233908792e-05,0.2854525664531958
2020-02-21,6.304229501716189e-05,623,3.313919280919724e-05,0.2744792650052942,3.7126932230910397e-05,0.2836506954940666,3.330075858975153e-05,0.2819478447886028,3.388041880752509e-05,0.28518629694839803
2020-02-24,5.581290179058592e-05,624,4.167519484238405e-05,0.275007547968493,3.742571520757571e-05,0.2839094329714179,4.12514961269597e-05,0.28246036864389507,4.2244631821149704e-05,0.2856566261197712
2020-02-25,6.36207761640521e-05,625,4.454155326921042e-05,0.27485793415688936,4.759768598512045e-05,0.2839190520301063,4.021063905551772e-05,0.2823189552638515,4.114147976598476e-05,0.28547988521947065
