Date,HYG_Close,LQD_Close,HYG_LQD_Ratio
2007-01-03,,50.064613342285156,
2007-01-04,,50.44087219238281,
2007-01-05,,50.4079704284668,
2007-01-08,,50.393863677978516,
2007-01-09,,50.403221130371094,
2007-01-10,,50.3374137878418,
2007-01-11,,50.18221664428711,
2007-01-12,,50.1304817199707,
2007-01-16,,50.18693923950195,
2007-01-17,,50.11640930175781,
2007-01-18,,50.26217269897461,
2007-01-19,,50.23397445678711,
2007-01-22,,50.26688003540039,
2007-01-23,,50.1304817199707,
2007-01-24,,50.15399932861328,
2007-01-25,,49.99409484863281,
2007-01-26,,49.961181640625,
2007-01-29,,49.93764877319336,
2007-01-30,,50.0081787109375,
2007-01-31,,50.21984100341797,
2007-02-01,,50.19954299926758,
2007-02-02,,50.24677276611328,
2007-02-05,,50.312870025634766,
2007-02-06,,50.445133209228516,
2007-02-07,,50.5160026550293,
2007-02-08,,50.57269287109375,
2007-02-09,,50.3601188659668,
2007-02-12,,50.36955261230469,
2007-02-13,,50.3365478515625,
2007-02-14,,50.62464141845703,
2007-02-15,,50.71910095214844,
2007-02-16,,50.77104949951172,
2007-02-20,,50.851348876953125,
2007-02-21,,50.81825637817383,
2007-02-22,,50.74746322631836,
2007-02-23,,50.91276168823242,
2007-02-26,,51.12057113647461,
2007-02-27,,51.3189811706543,
2007-02-28,,51.22446060180664,
2007-03-01,,51.23445510864258,
2007-03-02,,51.37675857543945,
2007-03-05,,51.30084228515625,
2007-03-06,,51.10643768310547,
2007-03-07,,51.15379333496094,
2007-03-08,,51.22020721435547,
2007-03-09,,51.08742141723633,
2007-03-12,,51.19650650024414,
2007-03-13,,51.2249870300293,
2007-03-14,,51.17752456665039,
2007-03-15,,51.18701171875,
2007-03-16,,50.98781204223633,
2007-03-19,,50.8929443359375,
2007-03-20,,51.03047561645508,
2007-03-21,,51.182281494140625,
2007-03-22,,51.040016174316406,
2007-03-23,,50.90717697143555,
2007-03-26,,51.00203323364258,
2007-03-27,,50.99253845214844,
2007-03-28,,50.959373474121094,
2007-03-29,,50.897705078125,
2007-03-30,,50.87874984741211,
2007-04-02,,50.90829086303711,
2007-04-03,,50.87965393066406,
2007-04-04,,50.92256546020508,
2007-04-05,,50.81773376464844,
2007-04-09,,50.65096664428711,
2007-04-10,,50.75579833984375,
2007-04-11,32.17728805541992,50.660491943359375,0.6351554598284502
2007-04-12,32.19888687133789,50.73670196533203,0.6346271165465016
2007-04-13,32.14030075073242,50.65096664428711,0.6345446667671347
2007-04-16,32.127952575683594,50.69387435913086,0.6337639997306062
2007-04-17,32.11256408691406,50.97019958496094,0.6300262574680807
2007-04-18,32.121803283691406,50.98452377319336,0.6300304662369016
2007-04-19,32.232791900634766,51.01790237426758,0.6317937508323029
2007-04-20,32.21431350708008,51.003578186035156,0.6316088920188819
2007-04-23,32.232791900634766,51.151268005371094,0.6301464882014302
2007-04-24,32.454811096191406,51.27994155883789,0.6328948534185284
2007-04-25,32.50413131713867,51.20845413208008,0.6347415064180997
2007-04-26,32.562744140625,51.09885787963867,0.6372499404453471
2007-04-27,32.562744140625,51.08460235595703,0.6374277695993033
2007-04-30,32.565818786621094,51.33234405517578,0.6344112934257776
2007-05-01,32.56986999511719,51.30364227294922,0.6348451796431274
2007-05-02,32.557464599609375,51.28925323486328,0.6347814122097377
2007-05-03,32.560585021972656,51.21750259399414,0.6357316029265115
2007-05-04,32.60074234008789,51.3419075012207,0.6349733371186642
2007-05-07,32.59770965576172,51.40414047241211,0.6341456029841888
2007-05-08,32.62242126464844,51.375423431396484,0.6349810684910533
2007-05-09,32.53583526611328,51.29405975341797,0.6343002566480471
2007-05-10,32.653343200683594,51.31796646118164,0.636294566063593
2007-05-11,32.6718864440918,51.26534652709961,0.6373093845531886
2007-05-14,32.6688117980957,51.21271514892578,0.63790431151903
2007-05-15,32.644046783447266,51.09782409667969,0.6388539504477346
2007-05-16,32.73063659667969,51.21750259399414,0.6390517877479981
2007-05-17,32.721378326416016,51.0643310546875,0.640787368611036
2007-05-18,32.73063659667969,50.920753479003906,0.642775967762839
2007-05-21,32.761558532714844,50.98777389526367,0.6425375345864651
2007-05-22,32.7646369934082,50.82499694824219,0.6446559559418014
2007-05-23,32.73991012573242,50.777122497558594,0.6447767915030354
