date,put_volume,call_volume,pc_volume_ratio,put_oi,call_oi,pc_oi_ratio
2022-03-29,347405,292944,118.59,248274,240114,103.4
2022-03-30,594132,576421,103.07,157387,147464,106.73
2022-03-31,187684,179370,104.64,193314,185262,104.35
2022-04-01,293726,284200,103.35,221405,213579,103.66
2022-04-06,466653,433180,107.73,173693,165001,105.27
2022-04-07,289196,342758,84.37,206676,233247,88.61
2022-04-08,263986,242090,109.04,237370,257577,92.15
2022-04-11,393385,436527,90.12,256583,292463,87.73
2022-04-12,429520,396935,108.21,286218,310926,92.05
2022-04-13,700839,585537,119.69,201684,191442,105.35
2022-04-14,177997,179967,98.91,234513,227762,102.96
2022-04-15,305529,353828,86.35,247323,272505,90.76
2022-04-18,303406,289137,104.94,265208,300515,88.25
2022-04-19,393990,342427,115.06,289843,308699,93.89
2022-04-20,542599,577107,94.02,89427,97865,91.38
2022-04-21,219238,217340,100.87,137711,152541,90.28
2022-04-22,318982,304526,104.75,179218,188506,95.07
2022-04-25,505020,474603,106.41,211474,251526,84.08
2022-04-26,403741,377511,106.95,231710,275693,84.05
2022-04-27,879506,811556,108.37,114764,143473,79.99
2022-04-28,289143,268713,107.6,175709,183850,95.57
2022-04-29,355028,346233,102.54,216321,203502,106.3
2022-05-03,349684,337224,103.69,243750,240918,101.18
2022-05-04,485769,450631,107.8,141342,157389,89.8
2022-05-05,255824,255784,100.02,183644,207543,88.48
2022-05-06,358614,374658,95.72,211314,262149,80.61
2022-05-09,413251,454571,90.91,228168,298968,76.32
2022-05-10,542430,520426,104.23,256867,316636,81.12
2022-05-11,637947,683582,93.32,156458,188111,83.17
2022-05-12,371097,409841,90.55,201238,250555,80.32
2022-05-13,355834,306209,116.21,238244,270300,88.14
2022-05-16,381721,347223,109.94,266532,296995,89.74
2022-05-17,380112,321594,118.2,285807,297261,96.15
2022-05-18,644813,620997,103.84,98703,95218,103.66
2022-05-19,319903,308333,103.75,157617,178158,88.47
2022-05-20,362355,330940,109.49,192051,198457,96.77
2022-05-23,509727,498259,102.3,226185,232113,97.45
2022-05-24,449903,480302,93.67,239679,251925,95.14
2022-05-25,691291,618984,111.68,134488,133425,100.8
2022-05-26,299644,305141,98.2,178950,188363,95.0
2022-05-27,318188,273641,116.28,220013,203524,108.1
2022-05-30,444981,392623,113.34,277318,214658,129.19
2022-05-31,418054,392091,106.62,299283,221308,135.23
2022-06-01,671467,692148,97.01,162536,156838,103.63
2022-06-02,249935,232637,107.44,200134,200260,99.94
2022-06-06,361722,343179,105.4,236387,223687,105.68
2022-06-07,389000,420310,92.55,253916,256244,99.09
2022-06-08,601503,512074,117.46,185242,172623,107.31
2022-06-09,211679,192239,110.11,217867,207684,104.9
2022-06-10,312129,321801,96.99,237384,240750,98.6
2022-06-13,419550,491408,85.38,251040,287951,87.18
2022-06-14,538095,549601,97.91,279740,321714,86.95
2022-06-15,589442,628009,93.86,82192,97117,84.63
2022-06-16,290255,324850,89.35,136050,159900,85.08
2022-06-17,398281,375892,105.96,170860,213696,79.95
2022-06-20,371060,439658,84.4,189468,258560,73.28
2022-06-21,404696,348798,116.03,228839,256738,89.13
2022-06-22,623402,698983,89.19,108554,158461,68.51
2022-06-23,369139,394139,93.66,156934,226439,69.31
2022-06-24,291828,346305,84.27,185904,249552,74.5
2022-06-27,362935,305824,118.67,228664,254172,89.96
2022-06-28,327392,395841,82.71,237437,276941,85.74
2022-06-29,616960,648105,95.19,124662,178638,69.78
2022-06-30,264647,342480,77.27,155391,251875,61.69
2022-07-01,401513,508036,79.03,166126,302167,54.98
2022-07-04,368687,453961,81.22,194052,339186,57.21
2022-07-05,442404,544575,81.24,216081,360789,59.89
2022-07-06,676328,804474,84.07,129886,235752,55.09
2022-07-07,304962,352191,86.59,187163,269647,69.41
2022-07-08,342715,319188,107.37,224690,294601,76.27
2022-07-11,346411,377265,91.82,246951,322576,76.56
2022-07-12,423021,508624,83.17,250227,361529,69.21
2022-07-13,664858,695857,95.55,160754,230232,69.82
2022-07-14,319807,297995,107.32,201543,269849,74.69
2022-07-15,352489,331703,106.27,227974,290545,78.46
2022-07-18,347600,297182,116.97,255302,304094,83.95
2022-07-19,332266,337353,98.49,276368,322095,85.8
2022-07-20,566014,587136,96.4,70344,122815,57.28
2022-07-21,232165,232539,99.84,129021,159655,80.81
2022-07-22,218877,224273,97.59,157978,189829,83.22
2022-07-25,260738,219125,118.99,185341,204496,90.63
2022-07-26,294342,328832,89.51,197203,240773,81.9
2022-07-27,457142,523587,87.31,114328,152016,75.21
2022-07-28,198319,228826,86.67,161947,197935,81.82
2022-07-29,254233,239698,106.06,190761,213633,89.29
2022-08-01,228955,239466,95.61,211906,241246,87.84
2022-08-02,375008,353468,106.09,221534,272993,81.15
2022-08-03,518121,521479,99.36,151791,183974,82.51
2022-08-04,233969,248161,94.28,191220,224822,85.05
2022-08-05,307465,255467,120.35,237435,223842,106.07
2022-08-08,240252,233744,102.78,259272,251579,103.06
2022-08-09,333132,336644,98.96,278427,261846,106.33
2022-08-10,405346,434976,93.19,169783,187913,90.35
2022-08-11,299222,281785,106.19,227898,218636,104.24
2022-08-12,279480,263564,106.04,252689,231611,109.1
2022-08-15,301407,285069,105.73,280770,246667,113.83
2022-08-16,268019,249410,107.46,299263,256460,116.69
2022-08-17,394527,419984,93.94,75733,90740,83.46
2022-08-18,172481,181799,94.87,119384,135315,88.23
2022-08-19,204060,184283,110.73,152548,154205,98.93
2022-08-22,231112,260350,88.77,171114,191551,89.33
2022-08-23,296261,332071,89.22,180403,229484,78.61
2022-08-24,410304,410590,99.93,106838,134729,79.3
2022-08-25,208748,189560,110.12,153924,164552,93.54
2022-08-26,218619,207953,105.13,181538,177102,102.5
2022-08-29,429204,494365,86.82,197557,259446,76.15
2022-08-30,364776,344483,105.89,230039,254297,90.46
2022-08-31,775756,722885,107.31,137975,149844,92.08
2022-09-01,267024,305988,87.27,172008,222389,77.35
2022-09-02,294357,327011,90.01,192453,259955,74.03
2022-09-05,359247,401713,89.43,218523,272136,80.3
2022-09-06,289274,305340,94.74,240153,293054,81.95
2022-09-07,559708,668554,83.72,142033,182834,77.68
2022-09-08,235519,234484,100.44,186862,213026,87.72
2022-09-12,357528,299187,119.5,241835,226643,106.7
2022-09-13,293724,263201,111.6,277769,245213,113.28
2022-09-14,701733,715401,98.09,172306,191754,89.86
2022-09-15,244658,233885,104.61,212106,232830,91.1
2022-09-16,258554,277178,93.28,221664,260268,85.17
2022-09-19,286745,320116,89.58,238078,287297,82.87
2022-09-20,348577,348699,99.97,254193,289640,87.76
2022-09-21,523687,532812,98.29,72676,95061,76.45
2022-09-22,258425,291428,88.68,133923,167813,79.8
2022-09-23,239402,312687,76.56,159302,212944,74.81
2022-09-26,419191,483183,86.76,175657,281452,62.41
2022-09-27,359210,382373,93.94,201175,297486,67.63
2022-09-28,728579,752816,96.78,102921,170177,60.48
2022-09-29,284150,312788,90.84,149386,226271,66.02
2022-09-30,345475,380331,90.84,166196,262157,63.4
2022-10-03,378219,424114,89.18,194117,295074,65.79
2022-10-04,411368,381605,107.8,234793,297138,79.02
2022-10-05,773774,775097,99.83,142608,191132,74.61
2022-10-06,271672,272921,99.54,183050,228787,80.01
2022-10-07,254977,288667,88.33,196662,265200,74.16
2022-10-11,501049,614257,81.57,203881,347090,58.74
2022-10-12,696741,721624,96.55,151273,222728,67.92
2022-10-13,270312,322927,83.71,180957,276154,65.53
2022-10-14,586162,571547,102.56,234167,292719,80.0
2022-10-17,488871,576890,84.74,244520,349760,69.91
2022-10-18,511435,557978,91.66,273496,356506,76.72
2022-10-19,815398,838709,97.22,79269,133387,59.43
2022-10-20,314636,382355,82.29,125497,206104,60.89
2022-10-21,339210,383744,88.39,156619,237951,65.82
2022-10-24,436846,466263,93.69,189637,269041,70.49
2022-10-25,512184,677823,75.56,198660,307963,64.51
2022-10-26,599932,610733,98.23,120551,184313,65.41
2022-10-27,262384,246070,106.63,172125,217226,79.24
2022-10-28,242133,314620,76.96,183725,255995,71.77
2022-10-31,335629,331775,101.16,211120,270888,77.94
2022-11-01,385863,358347,107.68,243505,279415,87.15
2022-11-02,454421,461344,98.5,145570,193033,75.41
2022-11-03,222046,262260,84.67,184475,249989,73.79
2022-11-04,266651,313097,85.17,210510,276178,76.22
2022-11-07,513527,468263,109.67,256642,281518,91.16
2022-11-08,443876,371521,119.48,286149,281443,101.67
2022-11-09,740489,658028,112.53,189771,195799,96.92
2022-11-10,235106,289388,81.24,217949,246248,88.51
2022-11-11,610963,585214,104.4,295701,249719,118.41
2022-11-14,467003,473773,98.57,328728,282857,116.22
2022-11-15,679966,640556,106.15,385488,287150,134.25
2022-11-16,958392,990659,96.74,128247,140040,91.58
2022-11-17,287477,323943,88.74,180864,202882,89.15
2022-11-18,441924,480260,92.02,211912,232137,91.29
2022-11-21,305597,361856,84.45,227887,261880,87.02
2022-11-22,406520,373980,108.7,247722,272975,90.75
2022-11-23,491088,512227,95.87,142883,164636,86.79
2022-11-24,278108,235328,118.18,213343,200270,106.53
2022-11-25,177057,217076,81.56,228380,228621,99.89
2022-11-28,394034,468035,84.19,236322,268143,88.13
2022-11-29,535672,478282,112.0,277993,271470,102.4
2022-11-30,620167,595430,104.15,179047,172111,104.03
2022-12-01,327968,364545,89.97,234664,222416,105.51
2022-12-02,238163,276974,85.99,248768,251382,98.96
2022-12-05,350655,377393,92.92,277742,277225,100.19
2022-12-06,377527,505634,74.66,274442,311103,88.22
2022-12-07,745512,685717,108.72,192825,202677,95.14
2022-12-08,240248,310846,77.29,221976,255563,86.86
2022-12-09,268499,248368,108.11,251307,262600,95.7
2022-12-12,297863,356362,83.58,259670,289497,89.7
2022-12-13,255353,281901,90.58,264313,310821,85.04
2022-12-14,734115,685153,107.15,204050,213108,95.75
2022-12-15,250900,272602,92.04,237220,253624,93.53
2022-12-16,356398,437503,81.46,254810,287516,88.62
2022-12-19,345581,336610,102.67,267433,312975,85.45
2022-12-20,524043,547596,95.7,256677,344327,74.54
2022-12-21,549666,504102,109.04,98411,106093,92.76
2022-12-22,242926,236282,102.81,158137,153018,103.35
2022-12-23,302606,317923,95.18,174732,195799,89.24
2022-12-26,243087,224334,108.36,198202,209745,94.5
2022-12-27,263612,235746,111.82,217199,212751,102.09
2022-12-28,499344,539510,92.56,116596,134997,86.37
2022-12-29,236242,237728,99.37,154288,170330,90.58
2022-12-30,267914,242514,110.47,181756,182152,99.78
2023-01-03,493351,496771,99.31,222208,207378,107.15
2023-01-04,563562,559566,100.71,135015,145210,92.98
2023-01-05,224444,228660,98.16,172712,184092,93.82
2023-01-06,285047,262552,108.57,214223,197219,108.62
2023-01-09,596922,484056,123.32,276672,193739,142.81
2023-01-10,479056,469606,102.01,301387,227327,132.58
2023-01-11,553048,555559,99.55,142750,131979,108.16
2023-01-12,147592,164753,89.58,161427,160363,100.66
2023-01-13,261440,305050,85.7,176152,175608,100.31
2023-01-16,195256,200493,97.39,189684,180133,105.3
2023-01-17,142037,147777,96.12,200645,191808,104.61
2023-01-30,349525,410532,85.14,89495,87502,102.28
2023-01-31,273744,330999,82.7,138214,170220,81.2
2023-02-01,398264,441790,90.15,112610,127496,88.32
2023-02-02,265711,243436,109.15,174915,157141,111.31
2023-02-03,253053,253651,99.76,200888,182160,110.28
2023-02-06,290708,336046,86.51,221044,211053,104.73
2023-02-07,338851,341292,99.28,245734,232426,105.73
2023-02-08,550057,486557,113.05,172508,140816,122.51
2023-02-09,184452,179394,102.82,215255,178170,120.81
2023-02-10,283253,305030,92.86,241910,207141,116.79
2023-02-13,284562,335607,84.79,262026,241530,108.49
2023-02-14,296406,264638,112.0,281937,246165,114.53
2023-02-15,701234,738813,94.91,126910,126021,100.71
2023-02-16,249731,216067,115.58,185223,158674,116.73
2023-02-17,269439,285400,94.41,209834,198049,105.95
2023-02-20,310725,264939,117.28,241534,214613,112.54
2023-02-21,209850,200587,104.62,256113,229380,111.65
2023-02-22,501565,517194,96.98,166774,157273,106.04
2023-02-23,315061,267524,117.77,234335,181113,129.39
2023-02-24,300841,290596,103.53,254702,208935,121.9
2023-03-01,561623,528102,106.35,194170,159037,122.09
2023-03-02,228709,233322,98.02,230729,193184,119.43
2023-03-03,263885,236534,111.56,262573,216564,121.24
2023-03-06,387441,315096,122.96,297072,226273,131.29
2023-03-07,327677,256361,127.82,323867,233468,138.72
2023-03-08,479267,556461,86.13,199273,176990,112.59
2023-03-09,180744,195626,92.39,233350,214196,108.94
2023-03-10,348072,454067,76.66,243160,275236,88.35
2023-03-13,411840,444899,92.57,276590,298830,92.56
2023-03-14,445256,519489,85.71,289526,324915,89.11
2023-03-15,635665,581629,109.29,109266,112427,97.19
2023-03-16,391252,385941,101.38,166777,174888,95.36
2023-03-17,339502,284700,119.25,210455,184515,114.06
2023-03-20,310832,259393,119.83,231983,206494,112.34
2023-03-21,459624,333304,137.9,262955,218221,120.5
2023-03-22,639480,488793,130.83,143100,117556,121.73
2023-03-23,324445,258090,125.71,209628,151344,138.51
2023-03-24,326549,268527,121.61,234709,169450,138.51
2023-03-27,314271,309820,101.44,254105,206841,122.85
2023-03-28,324818,405392,80.12,261027,235261,110.95
2023-03-29,459961,414152,111.06,148921,132514,112.38
2023-03-30,218338,171022,127.67,191965,157249,122.08
2023-03-31,237440,214454,110.72,219968,173617,126.7
2023-04-06,379068,338050,112.13,156830,136801,114.64
2023-04-07,184552,160417,115.05,197448,164964,119.69
2023-04-10,202513,165526,122.35,222006,186562,119.0
2023-04-11,366639,340053,107.82,262600,202487,129.69
2023-04-12,353389,333830,105.86,166762,139840,119.25
2023-04-13,235958,273795,86.18,203193,191195,106.28
2023-04-14,296924,267989,110.8,238431,200086,119.16
2023-04-17,246155,255252,96.44,254332,222427,114.34
2023-04-18,285448,303317,94.11,271517,244576,111.02
2023-04-19,448162,461735,97.06,89703,94536,94.89
2023-04-20,213816,249285,85.77,130390,143228,91.04
2023-04-21,283802,349018,81.31,155202,181102,85.7
2023-04-24,255672,276773,92.38,183386,203380,90.17
2023-04-25,441499,505175,87.4,184958,248233,74.51
2023-04-26,509978,572352,89.1,116175,133979,86.71
2023-04-27,217806,220289,98.87,153820,160116,96.07
2023-04-28,297937,261200,114.06,191779,173868,110.3
2023-05-02,361899,280780,128.89,232917,193310,120.49
2023-05-03,416701,432224,96.41,134591,135190,99.56
2023-05-04,212818,182399,116.68,184204,167220,110.16
2023-05-05,279443,258346,108.17,216349,192073,112.64
2023-05-08,341595,270977,126.06,244887,212421,115.28
2023-05-09,261578,264103,99.04,262545,227349,115.48
2023-05-10,398492,495469,80.43,159813,165512,96.56
2023-05-11,298444,311654,95.76,206831,207558,99.65
2023-05-12,345333,349534,98.8,229552,239871,95.7
2023-05-15,298628,286357,104.29,249292,262900,94.82
2023-05-16,454497,400709,113.42,282799,239253,118.2
2023-05-17,693991,722389,96.07,126006,103870,121.31
2023-05-18,330331,319377,103.43,191723,149437,128.3
2023-05-19,293117,328187,89.31,221496,186722,118.62
2023-05-22,215217,212034,101.5,233973,206215,113.46
2023-05-23,308322,280699,109.84,253798,225464,112.57
2023-05-24,452906,475363,95.28,140593,135800,103.53
2023-05-25,332796,333497,99.79,197721,179988,109.85
2023-05-26,413890,395565,104.63,251999,209485,120.29
2023-05-29,446570,446574,100.0,275882,247810,111.33
2023-05-30,299154,308626,96.93,297207,270884,109.72
2023-05-31,806273,859239,93.84,168377,165444,101.77
2023-06-01,242908,252221,96.31,212656,209178,101.66
2023-06-02,358093,320129,111.86,252448,220493,114.49
2023-06-05,363679,412850,88.09,275139,259357,106.09
2023-06-06,318831,314423,101.4,298255,271384,109.9
2023-06-07,546285,507828,107.57,180961,178490,101.38
2023-06-08,306606,367030,83.54,221215,241968,91.42
2023-06-09,276201,267694,103.18,258770,249895,103.55
2023-06-12,365626,344013,106.28,295411,261733,112.87
2023-06-13,532159,546222,97.43,331586,254913,130.08
2023-06-14,584250,656080,89.05,213373,190375,112.08
2023-06-15,264405,278866,94.81,260874,236623,110.25
2023-06-16,257381,299094,86.05,289369,266983,108.38
2023-06-19,284900,306382,92.99,313885,281709,111.42
2023-06-20,346368,383557,90.3,320506,304277,105.33
2023-06-21,433352,423931,102.22,89396,98955,90.34
2023-06-26,252846,261715,96.61,148977,159199,93.58
2023-06-27,377072,371020,101.63,174369,203342,85.75
2023-06-28,439542,450283,97.61,111712,112144,99.61
2023-06-29,282699,299994,94.23,171713,166082,103.39
2023-06-30,274869,249925,109.98,200375,191662,104.55
2023-07-03,384514,317593,121.07,243753,195676,124.57
2023-07-04,349537,311462,112.22,268166,208952,128.34
2023-07-05,385369,385381,100.0,146164,134759,108.46
2023-07-06,367577,405444,90.66,183748,203268,90.4
2023-07-07,430715,413806,104.09,216158,231488,93.38
2023-07-10,474713,441629,107.49,243749,249945,97.52
2023-07-11,559837,432468,129.45,296359,231482,128.03
2023-07-12,635135,624962,101.63,155460,150805,103.09
2023-07-13,487838,461742,105.65,225198,190725,118.07
2023-07-14,364084,333518,109.16,251424,200494,125.4
2023-07-17,344452,326692,105.44,271590,223655,121.43
2023-07-18,473320,479256,98.76,275790,244302,112.89
2023-07-19,655303,709325,92.38,86714,101203,85.68
2023-07-20,254230,242818,104.7,137618,142023,96.9
2023-07-21,383253,401251,95.51,166474,190761,87.27
2023-07-24,361647,353003,102.45,186669,210717,88.59
2023-07-25,470314,410865,114.47,227995,203340,112.13
2023-07-26,530702,558913,94.95,113085,122807,92.08
2023-07-27,315805,267311,118.14,168749,156824,107.6
2023-07-28,368622,353228,104.36,202573,185998,108.91
2023-07-31,540106,563899,95.78,216662,229578,94.37
2023-08-01,392457,374162,104.89,246839,242409,101.83
2023-08-02,711917,745862,95.45,130019,161672,80.42
2023-08-04,340592,347793,97.93,178614,211290,84.53
2023-08-07,473168,406950,116.27,232360,222736,104.32
2023-08-08,478968,480603,99.66,251263,265775,94.54
2023-08-09,697842,694127,100.54,143666,174880,82.15
2023-08-10,363886,410131,88.72,185983,248670,74.79
2023-08-11,382062,403021,94.8,213757,268355,79.65
2023-08-14,441236,581651,75.86,220698,325724,67.76
2023-08-15,427970,429508,99.64,243921,335781,72.64
2023-08-16,639781,633863,100.93,91296,123251,74.07
2023-08-17,346612,359680,96.37,155979,170839,91.3
2023-08-18,395031,391480,100.91,191454,205522,93.15
2023-08-21,393278,385903,101.91,212541,231543,91.79
2023-08-22,387077,359543,107.66,232965,241914,96.3
2023-08-23,636466,540768,117.7,137693,132639,103.81
2023-08-24,359634,308918,116.42,197773,171281,115.47
2023-08-25,371221,405294,91.59,216038,244531,88.35
2023-08-28,343160,351263,97.69,241548,260914,92.58
2023-08-29,377637,326807,115.55,259017,267514,96.82
2023-08-30,574664,499183,115.12,151873,152000,99.92
2023-08-31,234382,221295,105.91,183984,193427,95.12
2023-09-01,248350,239019,103.9,212099,208233,101.86
2023-09-04,350127,311603,112.36,242994,222804,109.06
2023-09-05,219787,194175,113.19,259908,240893,107.89
2023-09-06,436335,427740,102.01,166813,166136,100.41
2023-09-07,249520,252805,98.7,207695,213423,97.32
2023-09-08,263273,254575,103.42,240248,236515,101.58
2023-09-11,314001,390462,80.42,246445,274340,89.83
2023-09-12,374338,347670,107.67,277003,275107,100.69
2023-09-13,489468,436268,112.19,179325,178957,100.21
2023-09-14,339219,273437,124.06,243539,206315,118.04
2023-09-15,278525,231973,120.07,261610,221675,118.02
2023-09-18,292397,352765,82.89,274693,275187,99.82
2023-09-19,343279,384271,89.33,276245,302503,91.32
2023-09-20,564784,546200,103.4,96992,119608,81.09
2023-09-21,286885,344468,83.28,151640,202302,74.96
2023-09-22,289330,276500,104.64,189011,228409,82.75
2023-09-25,333852,271788,122.84,228459,228604,99.94
2023-09-26,421773,409734,102.94,230982,265937,86.86
2023-09-27,532947,505175,105.5,120829,147928,81.68
2023-09-28,283833,272022,104.34,166908,192291,86.8
2023-10-02,382790,286967,133.39,229082,202863,112.92
2023-10-03,384135,364240,105.46,240901,245358,98.18
2023-10-04,672538,662379,101.53,130130,171859,75.72
2023-10-05,318689,263610,120.89,198476,213233,93.08
2023-10-06,281278,254116,110.69,218779,224696,97.37
2023-10-11,626528,597555,104.85,151397,162654,93.08
2023-10-12,274461,262294,104.64,208136,195204,106.62
2023-10-13,264678,282865,93.57,228307,245467,93.01
2023-10-16,354184,395308,89.6,253791,292944,86.63
2023-10-17,382496,425899,89.81,270190,305270,88.51
2023-10-18,743139,752470,98.76,119632,128759,92.91
2023-10-19,239227,254568,93.97,167863,179978,93.27
2023-10-20,366192,398481,91.9,206799,205419,100.67
2023-10-23,279797,364490,76.76,227770,240800,94.59
2023-10-24,558839,593490,94.16,265531,268334,98.96
2023-10-25,644419,560472,114.98,157491,151594,103.89
2023-10-26,322752,366523,88.06,204850,226813,90.32
2023-10-27,296414,282028,105.1,246451,239295,102.99
2023-10-30,331785,339871,97.62,262483,271497,96.68
2023-10-31,411592,538977,76.37,262079,313515,83.59
2023-11-01,549175,545989,100.58,171274,187896,91.15
2023-11-02,364414,317179,114.89,250132,228159,109.63
2023-11-03,360316,304500,118.33,295057,256138,115.19
2023-11-06,461464,410106,112.52,355426,265158,134.04
2023-11-07,333526,283185,117.78,367409,280618,130.93
2023-11-08,587843,540559,108.75,227607,191395,118.92
2023-11-09,226158,228940,98.78,268140,232962,115.1
2023-11-10,307911,291630,105.58,288458,254313,113.43
2023-11-13,531607,538007,98.81,321818,284488,113.12
2023-11-14,345542,310357,111.34,347952,292164,119.09
2023-11-15,743548,766918,96.95,136308,124979,109.06
2023-11-16,277788,311718,89.12,194718,184099,105.77
2023-11-17,284653,241082,118.07,241398,203789,118.45
2023-11-20,248786,247303,100.6,259263,234330,110.64
2023-11-21,441394,328856,134.22,296088,230540,128.43
2023-11-22,431179,524481,82.21,172542,164315,105.01
2023-11-23,262264,269790,97.21,220400,210587,104.66
2023-11-24,183601,196453,93.46,243602,230448,105.71
2023-11-27,286550,351234,81.58,256183,265621,96.45
2023-11-28,436800,383660,113.85,302300,262862,115.0
2023-11-29,493450,507026,97.32,194199,185594,104.64
2023-11-30,251941,253794,99.27,256154,222622,115.06
2023-12-01,258758,281684,91.86,289536,246266,117.57
2023-12-04,319074,326763,97.65,318144,274742,115.8
2023-12-05,402115,452693,88.83,316027,302112,104.61
2023-12-06,546188,524605,104.11,209699,200447,104.62
2023-12-07,233178,245931,94.81,251000,245158,102.38
2023-12-08,309277,287980,107.4,297351,261599,113.67
2023-12-11,289275,286748,100.88,321435,280135,114.74
2023-12-12,319097,300432,106.21,337637,301439,112.01
2023-12-13,429815,497178,86.45,224314,208763,107.45
2023-12-14,304151,306959,99.09,282391,230616,122.45
2023-12-15,291504,286086,101.89,322404,256225,125.83
2023-12-18,272054,267433,101.73,356153,286557,124.29
2023-12-19,340106,421038,80.78,357450,318807,112.12
2023-12-20,457687,428991,106.69,124780,118243,105.53
2023-12-21,287853,272089,105.79,188765,179415,105.21
2023-12-22,221895,214728,103.34,218654,199737,109.47
2023-12-25,232516,186009,125.0,253891,210657,120.52
2023-12-26,265706,194444,136.65,282865,209606,134.95
2023-12-27,394078,404830,97.34,165374,136709,120.97
2023-12-28,159728,173001,92.33,206720,175567,117.74
2023-12-29,148838,155853,95.5,231446,195144,118.6
2024-01-02,309583,404231,76.59,263673,246495,106.97
2024-01-03,622854,729547,85.38,177203,178062,99.52
2024-01-04,216421,239988,90.18,216085,229843,94.01
2024-01-05,231829,282379,82.1,237001,271120,87.42
2024-01-08,412851,427915,96.48,272158,286612,94.96
2024-01-09,475076,595282,79.81,282351,307680,91.77
2024-01-10,599686,636875,94.16,185012,187879,98.47
2024-01-11,191095,227178,84.12,223451,220634,101.28
2024-01-12,203780,243486,83.69,251139,257906,97.38
2024-01-15,373638,453784,82.34,280440,288272,97.28
2024-01-16,393368,438864,89.63,289490,327751,88.33
2024-01-17,724857,680032,106.59,125485,123263,101.8
2024-01-18,224401,233658,96.04,179102,165618,108.14
2024-01-19,502184,497896,100.86,251940,179295,140.52
2024-01-22,420350,452658,92.86,285391,216650,131.73
2024-01-23,309090,315100,98.09,316624,227991,138.88
2024-01-24,482456,431418,111.83,179842,144403,124.54
2024-01-25,295017,275913,106.92,261050,190975,136.69
2024-01-26,219266,235482,93.11,291028,208422,139.63
2024-01-29,394462,286048,137.9,292818,222934,131.35
2024-01-30,283644,306884,92.43,304400,241664,125.96
2024-01-31,470319,509400,92.33,156553,148044,105.75
2024-02-01,179571,178607,100.54,193923,173754,111.61
2024-02-02,163417,153188,106.68,217520,181635,119.76
2024-02-05,198369,194455,102.01,240848,202494,118.94
2024-02-15,455336,465100,97.9,206320,137270,150.3
2024-02-16,210476,197648,106.49,261721,182152,143.68
2024-02-19,298033,230649,129.21,293043,213175,137.47
2024-02-20,338723,270804,125.08,323128,227693,141.91
2024-02-21,530815,533059,99.58,121339,113721,106.7
2024-02-22,267082,233894,114.19,186914,166820,112.05
2024-02-23,329424,303940,108.38,235822,201870,116.82
2024-02-26,272427,248672,109.55,267721,219089,122.2
2024-02-27,434683,389808,111.51,270943,230236,117.68
2024-02-29,500698,472765,105.91,169020,132997,127.09
2024-03-01,269706,245507,109.86,226663,177396,127.77
2024-03-04,568828,529900,107.35,309961,212527,145.85
2024-03-05,513761,519266,98.94,353419,250563,141.05
2024-03-06,798221,778637,102.52,217287,153267,141.77
2024-03-07,455208,468959,97.07,309424,210458,147.02
2024-03-08,585096,651094,89.86,340754,253244,134.56
2024-03-11,501666,577208,86.91,373050,281884,132.34
2024-03-12,517865,475101,109.0,390052,287946,135.46
2024-03-13,802354,863918,92.87,250636,179734,139.45
2024-03-14,307662,313179,98.24,306122,231277,132.36
2024-03-15,327645,362154,90.47,329457,270271,121.9
2024-03-18,378264,350437,107.94,367608,287373,127.92
2024-03-19,467923,492139,95.08,394128,302032,130.49
2024-03-20,774498,785659,98.58,117630,93661,125.59
2024-03-21,390100,349762,111.53,212821,136090,156.38
2024-03-22,363887,425648,85.49,244186,183228,133.27
2024-03-25,311718,295316,105.55,272373,201019,135.5
2024-03-26,777069,794644,97.79,282184,244009,115.64
2024-03-27,568149,591229,96.1,153172,116601,131.36
2024-03-28,275480,294306,93.6,207102,174028,119.0
2024-03-29,269873,262549,102.79,239929,186726,128.49
2024-04-01,343800,345861,99.4,268250,223431,120.06
2024-04-02,516507,424646,121.63,313259,226581,138.25
2024-04-03,681157,662757,102.78,169720,134843,125.86
2024-04-08,340472,289138,117.75,243610,188411,129.3
2024-04-09,681581,568719,119.84,322623,203231,158.75
2024-04-10,643748,612979,105.02,193925,141593,136.96
2024-04-11,320369,332669,96.3,256865,203080,126.48
2024-04-12,319023,322907,98.8,285756,224919,127.05
2024-04-15,478212,547619,87.33,297839,283219,105.16
2024-04-16,842372,960327,87.72,279085,350375,79.65
2024-04-17,947787,903469,104.91,141624,116410,121.66
2024-04-18,378179,386784,97.78,212280,171742,123.6
2024-04-19,846097,899825,94.03,209808,245347,85.51
2024-04-22,526008,532095,98.86,239908,283265,84.69
2024-04-23,443853,454643,97.63,274954,292002,94.16
2024-04-24,761370,766678,99.31,174284,112463,154.97
2024-04-25,309908,321282,96.46,216020,180606,119.61
2024-04-26,533265,496737,107.35,265371,196103,135.32
2024-04-29,447886,369013,121.37,298102,198142,150.45
2024-04-30,342647,312945,109.49,309944,219162,141.42
2024-05-02,616069,611284,100.78,179008,138668,129.09
2024-05-03,374179,376788,99.31,245372,192926,127.18
2024-05-06,470779,432278,108.91,288901,213232,135.49
2024-05-07,408986,418621,97.7,311166,239162,130.11
2024-05-08,535749,524851,102.08,201353,138159,145.74
2024-05-09,263509,242213,108.79,247297,179496,137.77
2024-05-10,330880,299136,110.61,282172,196249,143.78
2024-05-13,415450,412635,100.68,299808,221501,135.35
