date,stock_id,buy,name,sell
2012-05-31,0050,1407000,Dealer,9204000
2012-06-01,0050,405000,Foreign_Investor,725000
2012-06-01,0050,0,Investment_Trust,339000
2012-06-01,0050,1103000,Dealer,9733000
2012-06-04,0050,14000,Foreign_Investor,2550000
2012-06-04,0050,0,Investment_Trust,583000
2012-06-04,0050,4200000,Dealer,26850000
2012-06-05,0050,559000,Foreign_Investor,0
2012-06-05,0050,0,Investment_Trust,0
2012-06-05,0050,2293000,Dealer,2442000
2012-06-06,0050,222000,Foreign_Investor,270000
2012-06-06,0050,0,Investment_Trust,0
2012-06-06,0050,1790000,Dealer,1097000
2012-06-07,0050,12000,Foreign_Investor,280000
2012-06-07,0050,0,Investment_Trust,0
2012-06-07,0050,1512000,Dealer,1851000
2012-06-08,0050,263000,Foreign_Investor,8396000
2012-06-08,0050,0,Investment_Trust,0
2012-06-08,0050,4358000,Dealer,2640000
2012-06-11,0050,1000000,Foreign_Investor,200000
2012-06-11,0050,0,Investment_Trust,0
2012-06-11,0050,4323000,Dealer,1459000
2012-06-12,0050,505000,Foreign_Investor,600000
2012-06-12,0050,0,Investment_Trust,0
2012-06-12,0050,542000,Dealer,3107000
2012-06-13,0050,91000,Foreign_Investor,381000
2012-06-13,0050,0,Investment_Trust,0
2012-06-13,0050,391000,Dealer,1951000
2012-06-14,0050,201000,Foreign_Investor,318000
2012-06-14,0050,0,Investment_Trust,0
2012-06-14,0050,1348000,Dealer,875000
2012-06-15,0050,320000,Foreign_Investor,435000
2012-06-15,0050,0,Investment_Trust,0
2012-06-15,0050,1655000,Dealer,1833000
2012-06-18,0050,771100,Foreign_Investor,222000
2012-06-18,0050,0,Investment_Trust,0
2012-06-18,0050,3476000,Dealer,1747000
2012-06-19,0050,487000,Foreign_Investor,3803000
2012-06-19,0050,0,Investment_Trust,0
2012-06-19,0050,3935000,Dealer,933000
2012-06-20,0050,2978000,Foreign_Investor,2022000
2012-06-20,0050,0,Investment_Trust,0
2012-06-20,0050,5117000,Dealer,1098000
2012-06-21,0050,23000,Foreign_Investor,0
2012-06-21,0050,0,Investment_Trust,0
2012-06-21,0050,938000,Dealer,3012000
2012-06-22,0050,6000,Foreign_Investor,11000
2012-06-22,0050,0,Investment_Trust,0
2012-06-22,0050,1944000,Dealer,3573000
2012-06-25,0050,5000,Foreign_Investor,961000
2012-06-25,0050,0,Investment_Trust,0
2012-06-25,0050,1545000,Dealer,4429000
2012-06-26,0050,955000,Foreign_Investor,4304000
2012-06-26,0050,0,Investment_Trust,0
2012-06-26,0050,2648000,Dealer,9246000
2012-06-27,0050,241000,Foreign_Investor,161000
2012-06-27,0050,0,Investment_Trust,0
2012-06-27,0050,3297000,Dealer,4856000
2012-06-28,0050,350,Foreign_Investor,434000
2012-06-28,0050,0,Investment_Trust,0
2012-06-28,0050,704000,Dealer,7901000
2012-06-29,0050,1372000,Foreign_Investor,1000
2012-06-29,0050,100000,Investment_Trust,0
2012-06-29,0050,8624000,Dealer,5151000
2012-07-02,0050,1490000,Foreign_Investor,223000
2012-07-02,0050,0,Investment_Trust,0
2012-07-02,0050,5274000,Dealer,4132000
2012-07-03,0050,1263100,Foreign_Investor,20000
2012-07-03,0050,0,Investment_Trust,0
2012-07-03,0050,10998000,Dealer,3237000
2012-07-04,0050,844000,Foreign_Investor,30000
2012-07-04,0050,0,Investment_Trust,0
2012-07-04,0050,6449000,Dealer,2693000
2012-07-05,0050,349000,Foreign_Investor,70000
2012-07-05,0050,0,Investment_Trust,0
2012-07-05,0050,3006000,Dealer,923000
2012-07-06,0050,220000,Foreign_Investor,35000
2012-07-06,0050,0,Investment_Trust,50000
2012-07-06,0050,6068000,Dealer,1456000
2012-07-09,0050,95000,Foreign_Investor,1000
2012-07-09,0050,0,Investment_Trust,0
2012-07-09,0050,2931000,Dealer,1325000
2012-07-10,0050,10000,Foreign_Investor,0
2012-07-10,0050,0,Investment_Trust,0
2012-07-10,0050,2971000,Dealer,6800000
2012-07-11,0050,0,Foreign_Investor,43000
2012-07-11,0050,0,Investment_Trust,0
2012-07-11,0050,908000,Dealer,2254000
2012-07-12,0050,3000,Foreign_Investor,2289000
2012-07-12,0050,250000,Investment_Trust,0
2012-07-12,0050,3180000,Dealer,11679000
2012-07-13,0050,2000,Foreign_Investor,95000
2012-07-13,0050,0,Investment_Trust,0
2012-07-13,0050,567000,Dealer,5377000
2012-07-16,0050,0,Foreign_Investor,223000
2012-07-16,0050,0,Investment_Trust,0
2012-07-16,0050,799000,Dealer,4445000
2012-07-17,0050,892000,Foreign_Investor,477000
2012-07-17,0050,40000,Investment_Trust,0
2012-07-17,0050,1139000,Dealer,3965000
2012-07-18,0050,538000,Foreign_Investor,433000
2012-07-18,0050,0,Investment_Trust,0
2012-07-18,0050,1011000,Dealer,6878000
2012-07-19,0050,432000,Foreign_Investor,286000
2012-07-19,0050,0,Investment_Trust,0
2012-07-19,0050,4889000,Dealer,1628000
2012-07-20,0050,315000,Foreign_Investor,305000
2012-07-20,0050,49000,Investment_Trust,0
2012-07-20,0050,2380000,Dealer,3946000
2012-07-23,0050,1310000,Dealer,10935000
2012-07-23,0050,207000,Foreign_Investor,2604000
2012-07-23,0050,0,Investment_Trust,0
2012-07-24,0050,302000,Foreign_Investor,1771000
2012-07-24,0050,0,Investment_Trust,0
2012-07-24,0050,6488000,Dealer,18718000
2012-07-25,0050,1226000,Foreign_Investor,578000
2012-07-25,0050,0,Investment_Trust,0
2012-07-25,0050,2083000,Dealer,13896000
2012-07-26,0050,311000,Foreign_Investor,447000
2012-07-26,0050,0,Investment_Trust,0
2012-07-26,0050,1215000,Dealer,6590000
2012-07-27,0050,708000,Foreign_Investor,360000
2012-07-27,0050,0,Investment_Trust,0
2012-07-27,0050,5717000,Dealer,1269000
2012-07-30,0050,575000,Foreign_Investor,504000
2012-07-30,0050,0,Investment_Trust,0
2012-07-30,0050,6117000,Dealer,2230000
2012-07-31,0050,1130000,Foreign_Investor,503000
2012-07-31,0050,0,Investment_Trust,0
2012-07-31,0050,11100000,Dealer,830000
2012-08-01,0050,1500000,Foreign_Investor,432000
2012-08-01,0050,0,Investment_Trust,0
2012-08-01,0050,3617000,Dealer,490000
2012-08-03,0050,1149000,Foreign_Investor,203000
2012-08-03,0050,0,Investment_Trust,0
2012-08-03,0050,1212000,Dealer,1984000
2012-08-06,0050,1408000,Foreign_Investor,312000
2012-08-06,0050,0,Investment_Trust,0
2012-08-06,0050,7235000,Dealer,276000
2012-08-07,0050,1357000,Foreign_Investor,300000
2012-08-07,0050,0,Investment_Trust,280000
2012-08-07,0050,919000,Dealer,1031000
2012-08-08,0050,2299000,Foreign_Investor,316000
2012-08-08,0050,0,Investment_Trust,119000
2012-08-08,0050,4821000,Dealer,1813000
2012-08-09,0050,7440000,Foreign_Investor,472000
2012-08-09,0050,0,Investment_Trust,40000
2012-08-09,0050,11807000,Dealer,1958000
2012-08-10,0050,1669000,Foreign_Investor,1237000
2012-08-10,0050,0,Investment_Trust,0
2012-08-10,0050,6693000,Dealer,1681000
2012-08-13,0050,8368000,Foreign_Investor,1254000
2012-08-13,0050,0,Investment_Trust,0
2012-08-13,0050,5644000,Dealer,5967000
2012-08-14,0050,10111000,Foreign_Investor,404000
2012-08-14,0050,0,Investment_Trust,50000
2012-08-14,0050,4046000,Dealer,7474000
2012-08-15,0050,6678000,Foreign_Investor,200000
2012-08-15,0050,0,Investment_Trust,0
2012-08-15,0050,4095000,Dealer,732000
2012-08-16,0050,3212000,Foreign_Investor,1364000
2012-08-16,0050,0,Investment_Trust,0
2012-08-16,0050,3056000,Dealer,659000
2012-08-17,0050,1310000,Foreign_Investor,740000
2012-08-17,0050,0,Investment_Trust,0
2012-08-17,0050,2075000,Dealer,749000
2012-08-20,0050,4270000,Foreign_Investor,420000
2012-08-20,0050,0,Investment_Trust,0
2012-08-20,0050,4164000,Dealer,838000
2012-08-21,0050,16635000,Foreign_Investor,537000
2012-08-21,0050,0,Investment_Trust,0
2012-08-21,0050,8292000,Dealer,639000
2012-08-22,0050,1137000,Foreign_Investor,328000
2012-08-22,0050,0,Investment_Trust,0
2012-08-22,0050,2729000,Dealer,540000
2012-08-23,0050,2665000,Foreign_Investor,343000
2012-08-23,0050,0,Investment_Trust,0
2012-08-23,0050,4643000,Dealer,396000
2012-08-24,0050,4529000,Foreign_Investor,526000
2012-08-24,0050,0,Investment_Trust,0
2012-08-24,0050,4646000,Dealer,1354000
2012-08-27,0050,2692000,Foreign_Investor,200000
2012-08-27,0050,0,Investment_Trust,0
2012-08-27,0050,3536000,Dealer,1005000
2012-08-28,0050,621000,Foreign_Investor,385000
2012-08-28,0050,0,Investment_Trust,0
2012-08-28,0050,1442000,Dealer,5164000
2012-08-29,0050,535000,Foreign_Investor,382000
2012-08-29,0050,0,Investment_Trust,0
2012-08-29,0050,665000,Dealer,784000
2012-08-30,0050,1132000,Foreign_Investor,2060000
2012-08-30,0050,0,Investment_Trust,0
2012-08-30,0050,1588000,Dealer,3634000
2012-08-31,0050,801000,Foreign_Investor,406000
2012-08-31,0050,0,Investment_Trust,0
2012-08-31,0050,1286000,Dealer,1119000
2012-09-03,0050,1140000,Foreign_Investor,115000
2012-09-03,0050,0,Investment_Trust,0
2012-09-03,0050,4140000,Dealer,277000
2012-09-04,0050,1679000,Foreign_Investor,300000
2012-09-04,0050,0,Investment_Trust,0
2012-09-04,0050,4164000,Dealer,460000
2012-09-05,0050,400000,Foreign_Investor,878000
2012-09-05,0050,0,Investment_Trust,0
2012-09-05,0050,786000,Dealer,2391000
2012-09-06,0050,443000,Foreign_Investor,679000
2012-09-06,0050,0,Investment_Trust,0
2012-09-06,0050,1497000,Dealer,2723000
2012-09-07,0050,681100,Foreign_Investor,170000
2012-09-07,0050,0,Investment_Trust,0
2012-09-07,0050,4419000,Dealer,548000
2012-09-10,0050,1009000,Foreign_Investor,400000
2012-09-10,0050,0,Investment_Trust,0
2012-09-10,0050,5716000,Dealer,718000
2012-09-11,0050,1739000,Foreign_Investor,406000
2012-09-11,0050,0,Investment_Trust,0
2012-09-11,0050,5454000,Dealer,416000
2012-09-12,0050,9410000,Foreign_Investor,517000
2012-09-12,0050,0,Investment_Trust,0
2012-09-12,0050,9153000,Dealer,194000
2012-09-13,0050,1262000,Foreign_Investor,360000
2012-09-13,0050,0,Investment_Trust,0
2012-09-13,0050,7837000,Dealer,298000
2012-09-14,0050,18303000,Foreign_Investor,205000
2012-09-14,0050,0,Investment_Trust,0
2012-09-14,0050,12612000,Dealer,5438000
2012-09-17,0050,4312000,Foreign_Investor,377000
2012-09-17,0050,0,Investment_Trust,0
2012-09-17,0050,7934000,Dealer,3064000
2012-09-18,0050,844000,Foreign_Investor,368000
2012-09-18,0050,0,Investment_Trust,0
2012-09-18,0050,13819000,Dealer,1370000
2012-09-19,0050,12377000,Foreign_Investor,33000
2012-09-19,0050,0,Investment_Trust,0
2012-09-19,0050,7130000,Dealer,2843000
2012-09-20,0050,4073000,Foreign_Investor,402000
2012-09-20,0050,0,Investment_Trust,0
2012-09-20,0050,5491000,Dealer,2446000
2012-09-21,0050,4943000,Foreign_Investor,265000
2012-09-21,0050,0,Investment_Trust,0
2012-09-21,0050,4333000,Dealer,1158000
2012-09-24,0050,2729000,Foreign_Investor,795000
2012-09-24,0050,0,Investment_Trust,0
2012-09-24,0050,10125000,Dealer,7081000
2012-09-25,0050,3480000,Foreign_Investor,455000
2012-09-25,0050,0,Investment_Trust,0
2012-09-25,0050,3069000,Dealer,1815000
2012-09-26,0050,989000,Foreign_Investor,604000
2012-09-26,0050,0,Investment_Trust,0
2012-09-26,0050,1778000,Dealer,2323000
2012-09-27,0050,2416000,Foreign_Investor,470000
2012-09-27,0050,0,Investment_Trust,0
2012-09-27,0050,803000,Dealer,1247000
2012-09-28,0050,1348000,Foreign_Investor,194000
2012-09-28,0050,0,Investment_Trust,0
2012-09-28,0050,1405000,Dealer,399000
2012-10-01,0050,61000,Foreign_Investor,300000
2012-10-01,0050,160000,Investment_Trust,0
2012-10-01,0050,972000,Dealer,1175000
2012-10-02,0050,1225000,Foreign_Investor,454000
2012-10-02,0050,0,Investment_Trust,0
2012-10-02,0050,3607000,Dealer,413000
2012-10-03,0050,751000,Foreign_Investor,400000
2012-10-03,0050,0,Investment_Trust,0
2012-10-03,0050,1690000,Dealer,826000
2012-10-04,0050,1170000,Foreign_Investor,301000
2012-10-04,0050,410000,Investment_Trust,0
2012-10-04,0050,3340000,Dealer,2591000
2012-10-05,0050,200000,Foreign_Investor,210000
2012-10-05,0050,205000,Investment_Trust,0
2012-10-05,0050,764000,Dealer,5986000
2012-10-08,0050,496000,Foreign_Investor,2130000
2012-10-08,0050,0,Investment_Trust,0
2012-10-08,0050,1136000,Dealer,4706000
2012-10-09,0050,404000,Foreign_Investor,357000
2012-10-09,0050,0,Investment_Trust,0
2012-10-09,0050,1037000,Dealer,5582000
2012-10-11,0050,1703150,Foreign_Investor,2253000
2012-10-11,0050,0,Investment_Trust,0
2012-10-11,0050,1688000,Dealer,25594000
2012-10-12,0050,202000,Foreign_Investor,1668000
2012-10-12,0050,0,Investment_Trust,0
2012-10-12,0050,3408000,Dealer,10769000
2012-10-15,0050,200000,Foreign_Investor,286000
2012-10-15,0050,0,Investment_Trust,0
2012-10-15,0050,903000,Dealer,8733000
2012-10-16,0050,620000,Foreign_Investor,3455000
2012-10-16,0050,0,Investment_Trust,0
2012-10-16,0050,1336000,Dealer,2415000
2012-10-17,0050,652060,Foreign_Investor,8848000
2012-10-17,0050,0,Investment_Trust,0
2012-10-17,0050,3365000,Dealer,3634000
2012-10-18,0050,0,Foreign_Investor,4112000
2012-10-18,0050,0,Investment_Trust,0
2012-10-18,0050,2160000,Dealer,5198000
2012-10-19,0050,1487000,Foreign_Investor,11305000
2012-10-19,0050,67000,Investment_Trust,0
2012-10-19,0050,2975000,Dealer,2367000
2012-10-22,0050,1735000,Foreign_Investor,5628000
2012-10-22,0050,73000,Investment_Trust,0
2012-10-22,0050,606000,Dealer,4364000
2012-10-23,0050,465000,Foreign_Investor,5975000
2012-10-23,0050,0,Investment_Trust,285000
2012-10-23,0050,836000,Dealer,13864000
2012-10-24,0050,2205000,Foreign_Investor,2391000
2012-10-24,0050,0,Investment_Trust,82000
2012-10-24,0050,1708000,Dealer,13490000
2012-10-25,0050,1659000,Foreign_Investor,12806000
2012-10-25,0050,0,Investment_Trust,0
2012-10-25,0050,2944000,Dealer,5323000
2012-10-26,0050,807000,Foreign_Investor,13746000
2012-10-26,0050,0,Investment_Trust,0
2012-10-26,0050,2636000,Dealer,7743000
2012-10-29,0050,1114000,Foreign_Investor,7099000
2012-10-29,0050,0,Investment_Trust,0
2012-10-29,0050,2264000,Dealer,4323000
2012-10-30,0050,432000,Foreign_Investor,4935000
2012-10-30,0050,0,Investment_Trust,0
2012-10-30,0050,2304000,Dealer,4935000
2012-10-31,0050,907000,Foreign_Investor,2389000
2012-10-31,0050,0,Investment_Trust,0
2012-10-31,0050,918000,Dealer,1583000
2012-11-01,0050,576000,Foreign_Investor,8567000
2012-11-01,0050,0,Investment_Trust,408000
2012-11-01,0050,2948000,Dealer,3534000
2012-11-02,0050,563000,Foreign_Investor,453000
2012-11-02,0050,0,Investment_Trust,0
2012-11-02,0050,1719000,Dealer,2936000
2012-11-05,0050,468000,Foreign_Investor,1456000
2012-11-05,0050,0,Investment_Trust,0
2012-11-05,0050,973000,Dealer,5005000
2012-11-06,0050,794000,Foreign_Investor,4565000
2012-11-06,0050,0,Investment_Trust,0
2012-11-06,0050,2958000,Dealer,1940000
2012-11-07,0050,730000,Foreign_Investor,1916000
2012-11-07,0050,0,Investment_Trust,0
2012-11-07,0050,3140000,Dealer,5267000
2012-11-08,0050,1150000,Foreign_Investor,2643000
2012-11-08,0050,0,Investment_Trust,0
2012-11-08,0050,2336000,Dealer,2782000
2012-11-09,0050,646000,Foreign_Investor,2139000
2012-11-09,0050,0,Investment_Trust,0
2012-11-09,0050,5425000,Dealer,2936000
2012-11-12,0050,1833244,Foreign_Investor,324000
2012-11-12,0050,0,Investment_Trust,0
2012-11-12,0050,817000,Dealer,2984000
2012-11-13,0050,151000,Foreign_Investor,767000
2012-11-13,0050,0,Investment_Trust,0
2012-11-13,0050,1603000,Dealer,12286000
2012-11-14,0050,521190,Foreign_Investor,1280000
2012-11-14,0050,0,Investment_Trust,0
2012-11-14,0050,583000,Dealer,4259000
2012-11-15,0050,318566,Foreign_Investor,1613000
2012-11-15,0050,0,Investment_Trust,0
2012-11-15,0050,884000,Dealer,7830000
2012-11-16,0050,300000,Foreign_Investor,3859000
2012-11-16,0050,0,Investment_Trust,0
2012-11-16,0050,526000,Dealer,7914000
2012-11-19,0050,330000,Foreign_Investor,301000
2012-11-19,0050,0,Investment_Trust,0
2012-11-19,0050,1860000,Dealer,1571000
2012-11-20,0050,1652000,Foreign_Investor,257000
2012-11-20,0050,0,Investment_Trust,0
2012-11-20,0050,229000,Dealer,2632000
2012-11-21,0050,1589000,Foreign_Investor,5515000
2012-11-21,0050,0,Investment_Trust,0
2012-11-21,0050,1958000,Dealer,5479000
2012-11-22,0050,1065000,Foreign_Investor,681000
2012-11-22,0050,0,Investment_Trust,0
2012-11-22,0050,1710000,Dealer,4351000
2012-11-23,0050,2362000,Foreign_Investor,290000
2012-11-23,0050,50000,Investment_Trust,0
2012-11-23,0050,9101000,Dealer,1302000
2012-11-26,0050,3736000,Foreign_Investor,2461000
2012-11-26,0050,115000,Investment_Trust,0
2012-11-26,0050,4165000,Dealer,1597000
2012-11-27,0050,1496000,Foreign_Investor,433000
2012-11-27,0050,0,Investment_Trust,0
2012-11-27,0050,4204000,Dealer,857000
2012-11-28,0050,410000,Foreign_Investor,402000
2012-11-28,0050,0,Investment_Trust,0
2012-11-28,0050,1706000,Dealer,923000
2012-11-29,0050,5195000,Foreign_Investor,1850300
2012-11-29,0050,50000,Investment_Trust,140000
2012-11-29,0050,10644000,Dealer,1584000
2012-11-30,0050,19575000,Foreign_Investor,1642000
2012-11-30,0050,0,Investment_Trust,0
2012-11-30,0050,5889000,Dealer,3670000
2012-12-03,0050,4171000,Foreign_Investor,1256000
2012-12-03,0050,0,Investment_Trust,0
2012-12-03,0050,4793000,Dealer,1697000
2012-12-04,0050,634000,Foreign_Investor,325000
2012-12-04,0050,0,Investment_Trust,0
2012-12-04,0050,8017000,Dealer,435000
2012-12-05,0050,2104000,Foreign_Investor,478000
2012-12-05,0050,0,Investment_Trust,0
2012-12-05,0050,9826000,Dealer,1418000
2012-12-06,0050,3174000,Foreign_Investor,21000
2012-12-06,0050,0,Investment_Trust,0
2012-12-06,0050,7235000,Dealer,1005000
2012-12-07,0050,9085000,Foreign_Investor,221000
2012-12-07,0050,0,Investment_Trust,0
2012-12-07,0050,4275000,Dealer,2799000
2012-12-10,0050,2574000,Foreign_Investor,402000
2012-12-10,0050,0,Investment_Trust,65000
2012-12-10,0050,6282000,Dealer,2285000
2012-12-11,0050,1925000,Foreign_Investor,400200
2012-12-11,0050,200000,Investment_Trust,0
2012-12-11,0050,5241000,Dealer,739000
2012-12-12,0050,9787000,Foreign_Investor,950000
2012-12-12,0050,200000,Investment_Trust,0
2012-12-12,0050,6491000,Dealer,1481000
2012-12-13,0050,12073000,Foreign_Investor,439000
2012-12-13,0050,0,Investment_Trust,0
2012-12-13,0050,5748000,Dealer,2494000
2012-12-14,0050,5181000,Foreign_Investor,557000
2012-12-14,0050,0,Investment_Trust,0
2012-12-14,0050,847000,Dealer,4420000
2012-12-17,0050,516000,Foreign_Investor,700000
2012-12-17,0050,0,Investment_Trust,150000
2012-12-17,0050,1101000,Dealer,1742000
2012-12-18,0050,3555000,Foreign_Investor,413000
2012-12-18,0050,0,Investment_Trust,0
2012-12-18,0050,797000,Dealer,1565000
2012-12-19,0050,1592000,Foreign_Investor,500000
2012-12-19,0050,0,Investment_Trust,0
2012-12-19,0050,983000,Dealer,1659000
2012-12-20,0050,726000,Foreign_Investor,301000
2012-12-20,0050,0,Investment_Trust,0
2012-12-20,0050,1344000,Dealer,5030000
2012-12-21,0050,618000,Foreign_Investor,770000
2012-12-21,0050,0,Investment_Trust,0
2012-12-21,0050,2494000,Dealer,6518000
2012-12-22,0050,989000,Dealer,894000
2012-12-22,0050,250000,Foreign_Investor,250000
2012-12-22,0050,65000,Investment_Trust,0
2012-12-24,0050,400000,Foreign_Investor,901000
2012-12-24,0050,0,Investment_Trust,0
2012-12-24,0050,1145000,Dealer,2753000
2012-12-25,0050,2557000,Foreign_Investor,516000
2012-12-25,0050,0,Investment_Trust,0
2012-12-25,0050,4443000,Dealer,1622000
2012-12-26,0050,11890000,Foreign_Investor,516000
2012-12-26,0050,0,Investment_Trust,0
2012-12-26,0050,1221000,Dealer,5484000
2012-12-27,0050,3451000,Foreign_Investor,1590000
2012-12-27,0050,0,Investment_Trust,0
2012-12-27,0050,2361000,Dealer,2968000
2012-12-28,0050,14979000,Foreign_Investor,827000
2012-12-28,0050,0,Investment_Trust,0
2012-12-28,0050,2632000,Dealer,1939000
2013-01-02,0050,8025000,Foreign_Investor,443000
2013-01-02,0050,590000,Investment_Trust,0
2013-01-02,0050,2733000,Dealer,1781000
2013-01-03,0050,2925000,Foreign_Investor,3590000
2013-01-03,0050,987000,Investment_Trust,0
2013-01-03,0050,11371000,Dealer,4052000
2013-01-04,0050,245000,Foreign_Investor,866000
2013-01-04,0050,0,Investment_Trust,65000
2013-01-04,0050,2608000,Dealer,3255000
2013-01-07,0050,675000,Foreign_Investor,979000
2013-01-07,0050,0,Investment_Trust,0
2013-01-07,0050,1900000,Dealer,4502000
2013-01-08,0050,2000000,Foreign_Investor,3515000
2013-01-08,0050,88000,Investment_Trust,0
2013-01-08,0050,3789000,Dealer,5033000
2013-01-09,0050,513000,Foreign_Investor,845000
2013-01-09,0050,0,Investment_Trust,0
2013-01-09,0050,5268000,Dealer,1487000
2013-01-10,0050,1079000,Foreign_Investor,431000
2013-01-10,0050,0,Investment_Trust,0
2013-01-10,0050,9038000,Dealer,2562000
2013-01-11,0050,6770000,Foreign_Investor,205000
2013-01-11,0050,0,Investment_Trust,0
2013-01-11,0050,2580000,Dealer,5225000
2013-01-14,0050,319000,Foreign_Investor,466000
2013-01-14,0050,0,Investment_Trust,0
2013-01-14,0050,3372000,Dealer,2885000
2013-01-15,0050,240100,Foreign_Investor,339000
2013-01-15,0050,0,Investment_Trust,0
2013-01-15,0050,977000,Dealer,3255000
2013-01-16,0050,250000,Foreign_Investor,2441000
2013-01-16,0050,0,Investment_Trust,0
2013-01-16,0050,897000,Dealer,2398000
2013-01-17,0050,415000,Foreign_Investor,856000
2013-01-17,0050,0,Investment_Trust,0
2013-01-17,0050,4215000,Dealer,4584000
2013-01-18,0050,310000,Foreign_Investor,238000
2013-01-18,0050,0,Investment_Trust,0
2013-01-18,0050,3027000,Dealer,1153000
2013-01-21,0050,318000,Foreign_Investor,123000
2013-01-21,0050,0,Investment_Trust,0
2013-01-21,0050,2471000,Dealer,1568000
2013-01-22,0050,867000,Foreign_Investor,399000
2013-01-22,0050,0,Investment_Trust,0
2013-01-22,0050,8095000,Dealer,2536000
2013-01-23,0050,1270000,Foreign_Investor,243000
2013-01-23,0050,0,Investment_Trust,0
2013-01-23,0050,3643000,Dealer,551000
2013-01-24,0050,1024000,Foreign_Investor,629000
2013-01-24,0050,0,Investment_Trust,115000
2013-01-24,0050,4416000,Dealer,5538000
2013-01-25,0050,1200200,Foreign_Investor,1829000
2013-01-25,0050,0,Investment_Trust,0
2013-01-25,0050,719000,Dealer,4975000
2013-01-28,0050,772000,Foreign_Investor,101000
2013-01-28,0050,0,Investment_Trust,0
2013-01-28,0050,5527000,Dealer,1359000
2013-01-29,0050,2749000,Foreign_Investor,523000
2013-01-29,0050,0,Investment_Trust,0
2013-01-29,0050,14809000,Dealer,903000
2013-01-30,0050,11031000,Foreign_Investor,3088000
2013-01-30,0050,0,Investment_Trust,0
2013-01-30,0050,7739000,Dealer,943000
2013-01-31,0050,3166000,Foreign_Investor,1456000
2013-01-31,0050,0,Investment_Trust,60000
2013-01-31,0050,6817000,Dealer,1138000
2013-02-01,0050,2819300,Foreign_Investor,271000
2013-02-01,0050,0,Investment_Trust,143000
2013-02-01,0050,8759000,Dealer,858000
2013-02-04,0050,16795300,Foreign_Investor,6094000
2013-02-04,0050,0,Investment_Trust,105000
2013-02-04,0050,10508000,Dealer,568000
2013-02-05,0050,6367000,Foreign_Investor,878000
2013-02-05,0050,0,Investment_Trust,0
2013-02-05,0050,5937000,Dealer,2034000
2013-02-06,0050,5812200,Foreign_Investor,886000
