Date,SPY,SH,TLT,GLD
2006-06-21,86.78572082519531,367.57421875,44.66872024536133,58.33000183105469
2006-06-22,86.40392303466797,370.49603271484375,44.4136848449707,57.72999954223633
2006-06-23,86.3900146484375,370.602294921875,44.323394775390625,57.9900016784668
2006-06-26,86.77184295654297,369.4334716796875,44.23836898803711,58.279998779296875
2006-06-27,86.02210235595703,372.62109375,44.45622253417969,57.68000030517578
2006-06-28,86.6052474975586,370.7085266113281,44.22239685058594,57.540000915527344
2006-06-29,88.35472106933594,362.5804443359375,44.37117004394531,59.52000045776367
2006-06-30,88.36167907714844,363.1116027832031,44.8015251159668,61.22999954223633
2006-07-03,88.72264862060547,360.9866027832031,44.75727081298828,62.18000030517578
2006-07-05,88.21588134765625,363.6429138183594,44.3998908996582,62.5
2006-07-06,88.47273254394531,363.1116027832031,44.671974182128906,63.02000045776367
2006-07-07,87.896484375,365.71478271484375,44.959991455078125,62.630001068115234
2006-07-10,88.06311798095703,365.34295654296875,45.00263977050781,62.02000045776367
2006-07-11,88.45188903808594,363.53668212890625,45.14666748046875,63.810001373291016
2006-07-12,87.50774383544922,367.89288330078125,45.15734100341797,64.91999816894531
2006-07-13,86.08456420898438,372.83355712890625,45.33332061767578,65.55000305175781
2006-07-14,85.7513427734375,374.4273681640625,45.36001968383789,65.8499984741211
2006-07-17,85.62638854980469,375.5960998535156,45.429378509521484,63.95000076293945
2006-07-18,86.0637435913086,374.5335388183594,45.03998947143555,62.900001525878906
2006-07-19,87.2578353881836,367.94610595703125,45.466697692871094,64.02999877929688
2006-07-20,86.66077423095703,371.55859375,45.60005187988281,62.540000915527344
2006-07-21,86.04985809326172,373.9491271972656,45.51470947265625,61.709999084472656
2006-07-24,87.61882019042969,367.83984375,45.4880485534668,61.13999938964844
2006-07-25,87.93126678466797,365.98040771484375,45.35471725463867,61.54999923706055
2006-07-26,88.04924011230469,365.4491271972656,45.52003479003906,62.0
2006-07-27,87.9659423828125,367.6272277832031,45.450706481933594,62.900001525878906
2006-07-28,88.84760284423828,363.43035888671875,45.71207046508789,63.11000061035156
2006-07-31,88.75735473632812,363.4834899902344,45.77071762084961,63.15999984741211
2006-08-01,88.31999206542969,365.8741455078125,45.76643753051758,64.31999969482422
2006-08-02,88.91702270507812,363.6429138183594,45.93782424926758,64.75
2006-08-03,89.1530532836914,362.8460693359375,45.94852828979492,64.12000274658203
2006-08-04,89.00033569335938,363.58984375,46.226951599121094,64.27999877929688
2006-08-07,88.79206848144531,364.65228271484375,46.253787994384766,64.5
2006-08-08,88.45188903808594,366.2460632324219,46.15200424194336,63.970001220703125
2006-08-09,88.15335083007812,367.5211181640625,46.00210952758789,64.62999725341797
2006-08-10,88.42416381835938,366.299072265625,45.932456970214844,63.25
2006-08-11,88.1742172241211,367.57421875,45.73433303833008,62.709999084472656
2006-08-14,88.24361419677734,366.83056640625,45.65397644042969,62.25
2006-08-15,89.29885864257812,362.68670654296875,46.03958511352539,62.0099983215332
2006-08-16,90.04166412353516,359.55218505859375,46.35012435913086,62.4900016784668
2006-08-17,90.270751953125,358.9147644042969,46.334110260009766,61.029998779296875
2006-08-18,90.72896575927734,358.06475830078125,46.46799850463867,61.040000915527344
2006-08-21,90.3401870727539,359.18048095703125,46.634002685546875,62.439998626708984
2006-08-22,90.33328247070312,359.18048095703125,46.65011215209961,62.04999923706055
2006-08-23,90.08332824707031,361.2523498535156,46.67148208618164,61.83000183105469
2006-08-24,90.00698852539062,360.1898498535156,46.757179260253906,61.75
2006-08-25,90.11803436279297,360.29595947265625,46.82682800292969,61.77000045776367
2006-08-28,90.54844665527344,358.5959167480469,46.86962127685547,61.0
