date,close,high,low,volume,ticker,ret,ret5,ret21,abs_ret,downside_ret,range_var,range_var_ann,fwd5_rv,volume_z,rv21_lag1,past5_rv_lag1,ret5_lag1,abs_ret21_lag1,loss_memory_raw,rally_memory_raw,loss_memory_lag1,rally_memory_lag1,any_memory_lag1,log_range_var,log_fwd5_rv,log_abs_ret,log_rv21_lag1,log_past5_rv_lag1
2000-05-26,32.59062194824219,32.59062194824219,32.30102653790237,74800.0,IWM,,,,,,2.8733335290278856e-05,0.007240800493150272,,,,,,,,,,,,-4.928023513344162,,,,
2000-05-30,33.7935676574707,33.7935676574707,33.05844060889026,57600.0,IWM,0.03624590169819405,,,0.03624590169819405,0.0,0.00017446384491975482,0.04396488891977821,0.22248597289818606,,,,,,,,,,,-3.1243639427146226,-1.5028912225173652,-3.317428960674376,,
2000-05-31,33.91609573364258,34.350489078014355,33.90495744276125,36000.0,IWM,0.003619223720296674,,,0.003619223720296674,0.0,6.147086785828119e-05,0.01549065870028686,0.16106923657492467,,,,,,,,,,,-4.167518101229803,-1.8259209656006925,-5.621495718047407,,
2000-06-01,34.68464660644531,34.68464660644531,34.61224769734387,7000.0,IWM,0.022407426021949246,,,0.022407426021949246,0.0,1.5747490584357307e-06,0.00039683676272580414,0.16048320580487085,,,,,,,,,,,-7.831985538846618,-1.8295659786166476,-3.7983628562243505,,
2000-06-02,36.489036560058594,36.489036560058594,36.2551324795454,29400.0,IWM,0.0507147191225598,,,0.0507147191225598,0.0,1.4916150422343483e-05,0.003758869906430558,0.13547465753241078,,,,,,,,,,,-5.5836369235569645,-1.9989706854356397,-2.9815390925199083,,
2000-06-05,36.35538864135742,36.756367192548865,36.31083546900282,48400.0,IWM,-0.003669411030178232,0.10931785953282154,,0.003669411030178232,-0.003669411030178232,5.3641091677189674e-05,0.013517555102651797,0.02122006969647918,,,,,,,,,,,-4.303766060322726,-3.852807861330479,-5.607724112034575,,
2000-06-06,36.71180725097656,37.35782813099981,36.600424340627725,151800.0,IWM,0.009755990557354897,0.0828279483919824,,0.009755990557354897,0.0,0.00015131659921159245,0.0381317830013213,0.0663596110324132,,,0.22248597289818609,0.10931785953282154,,,,,,,-3.266707145090765,-2.7126666751536663,-4.629873766509734,,-1.5028912225173652
2000-06-07,36.75636291503906,36.75636291503906,36.15489515824751,131000.0,IWM,0.0012129244385504939,0.08042164911023622,,0.0012129244385504939,0.0,9.818152196857114e-05,0.024741743536079927,0.06967382168443673,,,0.1610692365749247,0.0828279483919824,,,,,,,-3.6992634401242825,-2.663930617354735,-6.714720943993909,,-1.8259209656006923
2000-06-08,36.66725540161133,37.157340224719135,36.66725540161133,91400.0,IWM,-0.00242721781404646,0.0555870052742405,,0.00242721781404646,-0.00242721781404646,6.358104362247975e-05,0.016022422992864896,0.07079612821160815,,,0.16048320580487085,0.08042164911023622,,,,,,,-4.133766100784685,-2.647950966054533,-6.021009610056769,,-1.8295659786166476
2000-06-09,37.31327438354492,37.31327438354492,37.00140223944365,41600.0,IWM,0.017465011532327924,0.022337297684008623,,0.017465011532327924,0.0,2.5408769036861148e-05,0.006403009797289009,0.07057419346649109,,,0.13547465753241075,0.0555870052742405,,,,,,,-5.050987118337473,-2.6510907329420172,-4.047555740412771,,-1.99897068543564
2000-06-12,36.20502853393555,37.42467185787523,36.17718279594606,85200.0,IWM,-0.03015112597343281,-0.0041444172592459555,,0.03015112597343281,-0.03015112597343281,0.00041452783703542994,0.10446101493292835,0.056726835584385224,,,0.02122006969647918,0.022337297684008623,,,,,,,-2.2589413400253164,-2.869507889485263,-3.501533010787112,,-3.852807861330479
2000-06-13,36.66725540161133,36.66725540161133,35.77619208686986,168200.0,IWM,0.012686114441104797,-0.001214293375496056,,0.012686114441104797,0.0,0.0002182917157841595,0.05500951237760819,0.04197457119092286,,,0.06635961103241321,-0.0041444172592459555,,,,,,,-2.9002491563840453,-3.170691291891492,-4.367247234756037,,-2.712666675153666
2000-06-14,36.489036560058594,36.96798301063323,36.489036560058594,43200.0,IWM,-0.004872286151680687,-0.007299503965727237,,0.004872286151680687,-0.004872286151680687,6.133299307344425e-05,0.015455914254507952,0.0360308067268529,,,0.06967382168443674,-0.001214293375496056,,,,,,,-4.169763549242946,-3.3233809640522334,-5.324192016374703,,-2.6639306173547346
2000-06-15,36.533573150634766,36.533573150634766,35.91539836104323,26800.0,IWM,0.0012198029151479367,-0.00365248323653284,,0.0012198029151479367,0.0,0.00010503976679330365,0.02647002123191252,0.036256877677493915,,,0.07079612821160815,-0.007299503965727237,,,,,,,-3.631742460631151,-3.3171261866434154,-6.709065978247472,,-2.647950966054533
2000-06-16,36.333099365234375,36.711801197980535,36.333099365234375,30200.0,IWM,-0.005502496115114496,-0.02661999088397526,,0.005502496115114496,-0.005502496115114496,3.877906474529743e-05,0.009772324315814953,0.0834481716713096,,,0.07057419346649109,-0.00365248323653284,,,,,,,-4.628200937863216,-2.4835295383856093,-5.202553450585807,,-2.6510907329420172
2000-06-19,37.246437072753906,37.246437072753906,36.366512273487295,59200.0,IWM,0.024827137145981434,0.028358272235438985,,0.024827137145981434,0.0,0.00020615723910137514,0.05195162425354654,0.08420502788394182,,,0.05672683558438522,-0.02661999088397526,,,,,,,-2.957442296217356,-2.474500645930634,-3.695817984297833,,-2.869507889485263
2000-06-20,37.49149703979492,37.54718850895683,37.15734822482349,47000.0,IWM,0.006557870462905242,0.02223002825723943,,0.006557870462905242,0.0,3.928817897558154e-05,0.009900621101846549,0.06064412525587635,,,0.04197457119092286,0.028358272235438985,,,,,,,-4.615157786249254,-2.802732511335934,-5.027089353285224,,-3.170691291891492
2000-06-21,37.69120788574219,37.758075788555445,37.178553964173844,66800.0,IWM,0.0053126930156748185,0.03241500742459493,,0.0053126930156748185,0.0,8.628655558165432e-05,0.02174421200657689,0.07120713757135563,,,0.036030806726852896,0.02223002825723943,,,,,,,-3.828407671502371,-2.6421622187998777,-5.2376564130292875,,-3.323380964052234
2000-06-22,36.55445098876953,37.80265175423971,36.55445098876953,139600.0,IWM,-0.030623897815950818,0.0005713066934961812,,0.030623897815950818,-0.030623897815950818,0.0004066119192929613,0.10246620366182624,0.10115406352180838,,,0.03625687767749391,0.03241500742459493,,,,,,,-2.2782222551458147,-2.29111054294932,-3.4859746004481287,,-3.3171261866434154
2000-06-23,36.309261322021484,36.91107228315996,36.01950048888074,235800.0,IWM,-0.006730115291934284,-0.000656312483323606,,0.006730115291934284,-0.006730115291934284,0.00021563100367644048,0.054339012926463,0.06638750192031814,,,0.08344817167130959,0.0005713066934961812,,,,,,,-2.9125128399177242,-2.7122464643077207,-5.001163004427022,,-2.4835295383856097
2000-06-26,36.75505065917969,36.75505065917969,36.286975423374486,93600.0,IWM,0.012202807550643424,-0.013280642078661616,,0.012202807550643424,0.0,5.924778732688506e-05,0.014930442406375035,0.06872017891918529,,,0.08420502788394182,-0.000656312483323606,,,,,,,-4.204353035828864,-2.6777123977125346,-4.406089226616186,,-2.474500645930634
