date,post_widening,stock_count,event_count,control_count,event_rate,upper_event_count,lower_event_count,touch_count,near_close_count,event_next_abs_mean,control_next_abs_mean,diff_next_abs,event_side_adj_next_ret_mean,event_continuation_share
2014-02-17,0,843,30,813,0.03558718861209965,19,11,28,26,0.02318412742181491,0.011122262929015116,0.012061864492799796,0.008431958783803099,0.4666666666666667
2014-02-18,0,842,32,810,0.03800475059382423,31,1,29,30,0.03180807096825837,0.011883171979165393,0.019924898989092978,0.018925572113175373,0.5625
2014-02-19,0,841,36,805,0.04280618311533888,33,3,33,30,0.029583035509619313,0.010862368025654916,0.018720667483964396,0.008601446000393725,0.5555555555555556
2014-02-20,0,840,26,814,0.030952380952380953,22,4,22,17,0.017289330789298833,0.010653509884024637,0.0066358209052741965,0.002894697910764149,0.34615384615384615
2014-02-21,0,838,25,813,0.029832935560859187,24,1,23,20,0.026957945820294177,0.011492858837913221,0.015465086982380956,0.003901200387028496,0.4
2014-02-24,0,841,31,810,0.036860879904875146,28,3,27,24,0.03848426399035684,0.00963772847365672,0.028846535516700123,0.014485567454318591,0.5161290322580645
2014-02-25,0,840,35,805,0.041666666666666664,33,2,29,32,0.027874463236333424,0.010913574256791441,0.016960888979541983,0.007835325738747564,0.45714285714285713
2014-02-26,0,843,40,803,0.04744958481613286,39,1,35,34,0.026701922904853504,0.010792138853937002,0.015909784050916503,0.010191465414013138,0.65
2014-02-27,0,843,25,818,0.02965599051008304,24,1,22,19,0.02948404302323119,0.013039491403778126,0.016444551619453063,0.015485829604778234,0.68
2014-03-03,0,844,30,814,0.035545023696682464,25,5,29,26,0.036654950155454676,0.011786089044794062,0.02486886111066061,0.004238940348253715,0.4666666666666667
2014-03-04,0,845,28,817,0.033136094674556214,23,5,22,20,0.028226101713647412,0.011246090117057475,0.016980011596589937,0.007596332825134981,0.5357142857142857
2014-03-05,0,843,40,803,0.04744958481613286,35,5,38,30,0.025462620604195386,0.010785335079649419,0.014677285524545967,0.010369057657471956,0.475
2014-03-06,0,843,21,822,0.02491103202846975,20,1,18,17,0.03915254195441272,0.01579783758351301,0.02335470437089971,-0.009414784531667802,0.3333333333333333
2014-03-07,0,843,48,795,0.05693950177935943,29,19,42,31,0.028506763874727132,0.011968212061961825,0.016538551812765305,0.008318795857424274,0.4791666666666667
2014-03-10,0,843,34,809,0.04033214709371293,26,8,29,23,0.03292913287231472,0.011913468065099962,0.021015664807214757,0.018499714185713695,0.6764705882352942
2014-03-11,0,841,37,804,0.04399524375743163,31,6,32,33,0.03617665664813451,0.010430289150316957,0.025746367497817557,0.01725703437314886,0.6216216216216216
2014-03-12,0,840,31,809,0.036904761904761905,29,2,25,28,0.033897099199068956,0.009809995063322809,0.02408710413574615,0.014168335773873513,0.5161290322580645
2014-03-13,0,842,30,812,0.035629453681710214,28,2,28,23,0.030241227383633194,0.011082953299539226,0.019158274084093967,0.003254217455093468,0.4666666666666667
2014-03-14,0,844,31,813,0.03672985781990521,19,12,28,25,0.02699037488735879,0.011437292493503943,0.015553082393854849,-0.0008194631876428013,0.45161290322580644
2014-03-17,0,845,32,813,0.0378698224852071,28,4,28,26,0.0251873046045705,0.010602596323483236,0.014584708281087263,0.003940448661660112,0.46875
2014-03-18,0,843,28,815,0.033214709371293,25,3,23,26,0.038235245361043266,0.01387433499251738,0.024360910368525886,0.02212935156124556,0.6785714285714286
2014-03-19,0,842,33,809,0.039192399049881234,25,8,29,26,0.02837348917554205,0.014057380403514067,0.014316108772027984,0.0034859411533371258,0.36363636363636365
2014-03-20,0,841,15,826,0.0178359096313912,11,4,12,11,0.029913939369757114,0.012265992634362703,0.01764794673539441,0.014906358361678742,0.6
2014-03-21,0,842,24,818,0.028503562945368172,15,9,21,19,0.03986383760389801,0.013800545550922283,0.026063292052975723,0.011489010524095719,0.5416666666666666
2014-03-24,0,841,33,808,0.039239001189060645,16,17,28,21,0.033503799765309664,0.01572502544249451,0.017778774322815154,-0.0017162677584170113,0.48484848484848486
2014-03-25,0,842,48,794,0.057007125890736345,47,1,40,41,0.025204336221674336,0.01095796680501445,0.014246369416659885,0.007463061150413504,0.5625
2014-03-26,0,842,28,814,0.0332541567695962,26,2,23,24,0.0323499269717032,0.011181088671670687,0.02116883830003251,0.014906722496915473,0.5714285714285714
2014-03-27,0,844,34,810,0.04028436018957346,30,4,28,30,0.030677226018283776,0.012991061694299057,0.01768616432398472,-0.0059791910046207404,0.38235294117647056
2014-03-28,0,844,19,825,0.022511848341232227,11,8,14,12,0.02922379208664949,0.014169807702188245,0.015053984384461247,0.0016380674323987934,0.42105263157894735
2014-03-31,0,844,33,811,0.03909952606635071,27,6,23,28,0.02695880017884978,0.010604132780867933,0.016354667397981845,0.01157460277038523,0.5151515151515151
2014-04-01,0,846,27,819,0.031914893617021274,22,5,25,20,0.026435010640769138,0.010224394160349202,0.016210616480419937,0.014917054307210065,0.48148148148148145
2014-04-02,0,844,26,818,0.030805687203791468,21,5,23,18,0.03350423404847172,0.010179541017163306,0.023324693031308415,0.013490593140130867,0.5769230769230769
2014-04-03,0,845,25,820,0.029585798816568046,22,3,23,22,0.03215869828779361,0.01128161846799488,0.02087707981979873,0.013814418403163881,0.6
2014-04-07,0,844,30,814,0.035545023696682464,19,11,28,21,0.03199888208804962,0.009818918713797784,0.02217996337425184,0.008631118206297564,0.5
2014-04-08,0,844,30,814,0.035545023696682464,20,10,23,22,0.0272510574483598,0.010502100380919168,0.01674895706744063,0.003947012624415501,0.4666666666666667
2014-04-09,0,843,34,809,0.04033214709371293,30,4,30,23,0.031382437617448126,0.012290948310684578,0.01909148930676355,-0.0049565712966215805,0.4117647058823529
2014-04-10,0,843,28,815,0.033214709371293,25,3,25,19,0.025692830897021988,0.01378207836726866,0.011910752529753328,-0.006118551349138355,0.32142857142857145
2014-04-11,0,841,29,812,0.034482758620689655,8,21,28,16,0.038554057080532896,0.0168265542020067,0.021727502878526195,0.015769083283113914,0.6206896551724138
2014-04-14,0,841,53,788,0.06302021403091558,8,45,48,39,0.02087560276660223,0.010430460804736924,0.010445141961865306,-0.00409853204511813,0.3018867924528302
2014-04-15,0,842,25,817,0.029691211401425176,23,2,21,17,0.020856120125469623,0.011229003801393543,0.00962711632407608,0.0075641090612566545,0.56
2014-04-16,0,845,23,822,0.027218934911242602,23,0,19,20,0.031252032809112644,0.010441162802237107,0.020810870006875537,0.011773260136025808,0.6086956521739131
2014-04-17,0,846,29,817,0.034278959810874705,25,4,27,22,0.03215018470792577,0.0089420730710817,0.023208111636844074,0.002419305143045846,0.5172413793103449
2014-04-18,0,844,15,829,0.017772511848341232,10,5,14,12,0.03653821858570758,0.010219662326064418,0.02631855625964316,0.020343753390285067,0.6666666666666666
2014-04-21,0,844,26,818,0.030805687203791468,23,3,25,20,0.030127809561061387,0.009557437671389599,0.020570371889671788,0.014048471423998574,0.5384615384615384
2014-04-22,0,845,24,821,0.028402366863905324,22,2,19,20,0.03528163143571433,0.011896761902938025,0.02338486953277631,0.003809737259954754,0.5
2014-04-23,0,845,30,815,0.03550295857988166,23,7,27,26,0.03738014003811463,0.013170545774481611,0.02420959426363302,0.007607833605851243,0.5
2014-04-24,0,844,27,817,0.031990521327014215,15,12,25,17,0.0495163930487228,0.03151313630151435,0.01800325674720845,0.012200131990300268,0.5185185185185185
2014-04-25,0,843,160,683,0.18979833926453143,8,152,139,89,0.023963828527081094,0.012582920621142352,0.011380907905938742,0.004993227985391709,0.56875
2014-04-28,0,844,58,786,0.06872037914691943,14,44,53,19,0.02559551641457022,0.014068705291645707,0.011526811122924514,-0.010085821654212663,0.1724137931034483
2014-04-29,0,842,44,798,0.052256532066508314,38,6,41,37,0.03431399674724128,0.014499026860433917,0.019814969886807365,0.007604297892216793,0.5
2014-04-30,0,843,36,807,0.042704626334519574,20,16,32,27,0.0343845686011345,0.012718214049541165,0.021666354551593336,0.008194124643647518,0.5
2014-05-02,0,845,29,816,0.03431952662721893,24,5,26,25,0.02147027794123141,0.011218299149545238,0.010251978791686173,0.009799072976681433,0.5862068965517241
2014-05-05,0,845,26,819,0.03076923076923077,23,3,18,21,0.021920678654012052,0.011197011489558522,0.01072366716445353,0.00802758014854705,0.5
2014-05-06,0,846,37,809,0.04373522458628842,31,6,32,27,0.032655994218165195,0.009935967969147749,0.022720026249017446,0.009500059639746171,0.6216216216216216
2014-05-07,0,844,17,827,0.02014218009478673,12,5,14,12,0.03690778827142443,0.01140224894733777,0.02550553932408666,0.010233107725716329,0.5294117647058824
2014-05-08,0,843,39,804,0.046263345195729534,33,6,34,27,0.029568117579653868,0.012923322017896637,0.01664479556175723,-0.013963843930843739,0.2564102564102564
2014-05-09,0,844,25,819,0.02962085308056872,15,10,20,18,0.03284610248656055,0.014297444937977181,0.01854865754858337,0.006900807383891226,0.6
2014-05-12,0,844,40,804,0.04739336492890995,13,27,34,28,0.030837785488070858,0.012207776190695513,0.018630009297375343,0.01439465624558565,0.675
2014-05-13,0,844,38,806,0.045023696682464455,10,28,35,19,0.02547617651397234,0.011242011643443838,0.014234164870528502,0.009551534552601834,0.5526315789473685
2014-05-14,0,843,28,815,0.033214709371293,14,14,27,12,0.01765797650277023,0.010322450573149568,0.007335525929620662,-0.00306555006394309,0.32142857142857145
2014-05-15,0,843,19,824,0.022538552787663108,13,6,16,18,0.028982489633101672,0.010616546532085656,0.018365943101016018,-3.655088832609279e-05,0.42105263157894735
2014-05-16,0,841,20,821,0.023781212841854936,12,8,17,15,0.04951836770792144,0.0131711074002532,0.03634726030766824,0.0234574812441007,0.6
2014-05-20,0,845,46,799,0.054437869822485205,40,6,43,29,0.025059662043549,0.009650194070628565,0.015409467972920437,0.006892617993577948,0.45652173913043476
2014-05-21,0,844,23,821,0.027251184834123223,17,6,20,18,0.03547812081815336,0.012030579877561731,0.023447540940591628,0.019903230136202057,0.7391304347826086
2014-05-22,0,846,40,806,0.04728132387706856,37,3,34,31,0.026574625236422306,0.009628523572686207,0.0169461016637361,0.01162165221470215,0.5
2014-05-23,0,845,33,812,0.03905325443786982,30,3,29,26,0.03802849352109181,0.010829481444522776,0.027199012076569037,0.025804043947718458,0.7272727272727273
2014-05-26,0,844,39,805,0.0462085308056872,36,3,35,33,0.022551285376875573,0.009825255405942746,0.012726029970932827,0.010218292474001687,0.41025641025641024
2014-05-27,0,843,28,815,0.033214709371293,23,5,26,22,0.02874131808619428,0.010211815018798762,0.018529503067395516,0.009988576959371387,0.5357142857142857
2014-05-28,0,844,25,819,0.02962085308056872,22,3,22,22,0.030851136262702954,0.009008458404860316,0.02184267785784264,0.0095541434299039,0.48
2014-05-29,0,848,20,828,0.02358490566037736,18,2,17,20,0.04183161315265786,0.010823400898453003,0.03100821225420486,0.023261669935757588,0.6
2014-05-30,0,847,30,817,0.03541912632821724,25,5,25,26,0.030980205531333176,0.011700880902836615,0.01927932462849656,0.0051896386716430805,0.43333333333333335
2014-06-03,0,843,27,816,0.03202846975088968,22,5,24,23,0.041306809204289016,0.01032666002605626,0.030980149178232757,0.0176528110554287,0.5555555555555556
2014-06-04,0,841,39,802,0.04637336504161712,34,5,30,32,0.04033537719698488,0.010916824759796767,0.029418552437188113,0.032202258331370984,0.717948717948718
2014-06-05,0,844,45,799,0.0533175355450237,45,0,42,37,0.0362201733579738,0.011233148932143099,0.0249870244258307,0.008894393331887076,0.4888888888888889
2014-06-06,0,846,42,804,0.04964539007092199,33,9,37,38,0.03574339489773819,0.011433776864683751,0.024309618033054436,-0.000506782855159878,0.38095238095238093
2014-06-09,0,845,45,800,0.05325443786982249,34,11,41,37,0.032621555067643096,0.011069586717667272,0.021551968349975824,-0.00491642828818515,0.4
2014-06-10,0,846,36,810,0.0425531914893617,20,16,32,21,0.023356136523881202,0.010642469892854516,0.012713666631026686,0.007910608915050714,0.6111111111111112
2014-06-11,0,847,35,812,0.04132231404958678,28,7,28,26,0.025550145844650818,0.01012029596361516,0.015429849881035658,0.0024975797782609993,0.45714285714285713
2014-06-12,0,846,28,818,0.03309692671394799,22,6,26,15,0.028169145296512783,0.009611092261621091,0.01855805303489169,0.014740356332300059,0.5714285714285714
2014-06-13,0,847,21,826,0.024793388429752067,19,2,18,18,0.0395122901466824,0.010422561273187775,0.029089728873494626,0.01659598520088565,0.6666666666666666
2014-06-16,0,845,26,819,0.03076923076923077,20,6,23,19,0.029980347994907855,0.0086274590155994,0.021352888979308454,0.00949920414897497,0.5
2014-06-17,0,843,14,829,0.0166073546856465,13,1,13,14,0.034294235625756335,0.012455929445955808,0.021838306179800527,-0.003694939424708154,0.42857142857142855
2014-06-18,0,846,38,808,0.04491725768321513,23,15,32,29,0.029431424906295373,0.009925367944683076,0.019506056961612298,0.0009168970630502769,0.4473684210526316
2014-06-19,0,846,30,816,0.03546099290780142,26,4,26,26,0.029242810440213256,0.009852097623193213,0.019390712817020043,0.009788598885217933,0.5666666666666667
2014-06-20,0,846,22,824,0.026004728132387706,17,5,20,19,0.037327436575530386,0.019682550994860094,0.017644885580670292,-0.012403517112671309,0.36363636363636365
2014-06-23,0,840,69,771,0.08214285714285714,17,52,59,52,0.021364108859656443,0.009297279042305272,0.01206682981735117,-0.002980292884755391,0.391304347826087
2014-06-24,0,842,27,815,0.032066508313539195,24,3,26,22,0.033390459245925534,0.009559763796928722,0.02383069544899681,0.02325957186099005,0.6296296296296297
2014-06-25,0,839,30,809,0.03575685339690107,28,2,26,23,0.03105775295258138,0.01065867653249398,0.020399076420087398,0.014545187086394526,0.5333333333333333
2014-06-26,0,834,36,798,0.04316546762589928,35,1,32,35,0.035709622360190506,0.009347262070655392,0.026362360289535113,0.006558098773239019,0.4444444444444444
2014-06-27,0,838,27,811,0.032219570405727926,25,2,27,19,0.03241145814724706,0.011188354651374764,0.021223103495872295,0.022928288670758357,0.6296296296296297
2014-06-30,0,837,38,799,0.04540023894862605,34,4,32,30,0.020988025342249316,0.010720438054126504,0.010267587288122812,-0.0007913482983775248,0.3684210526315789
2014-07-01,0,838,32,806,0.03818615751789976,30,2,28,25,0.02982353651367483,0.0129818063415757,0.01684173017209913,-0.012223068624230466,0.3125
2014-07-02,0,829,22,807,0.026537997587454766,14,8,20,14,0.022517906627493426,0.010887005787747008,0.011630900839746418,0.0042379634567533695,0.5
2014-07-03,0,822,30,792,0.0364963503649635,28,2,25,26,0.02353749288059494,0.010439607401731076,0.013097885478863865,0.0004237756847568002,0.4
2014-07-04,0,824,19,805,0.023058252427184466,19,0,18,12,0.031427482950068565,0.012346239392519142,0.01908124355754942,0.009075935045443117,0.5263157894736842
2014-07-07,0,821,35,786,0.04263093788063337,22,13,33,26,0.02730953344219799,0.01017526212100845,0.01713427132118954,0.004437927330193375,0.4857142857142857
2014-07-08,0,809,24,785,0.029666254635352288,20,4,23,20,0.029314522226471868,0.011037318966469943,0.018277203260001925,0.0009722763773708601,0.3333333333333333
2014-07-09,0,804,28,776,0.03482587064676617,19,9,25,22,0.0307482598497291,0.011108889030891089,0.01963937081883801,0.017372612630964054,0.6071428571428571
2014-07-10,0,818,33,785,0.040342298288508556,26,7,28,23,0.03627026660173598,0.02063642496520641,0.015633841636529575,0.0001702075998090243,0.5757575757575758
2014-07-11,0,821,61,760,0.07429963459196103,14,47,57,39,0.023016598035486453,0.012475578102803609,0.010541019932682845,0.0009696197984053007,0.4098360655737705
2014-07-14,0,813,29,784,0.03567035670356704,23,6,27,24,0.024613472253923012,0.010723117941976603,0.013890354311946409,0.010585459827492568,0.6206896551724138
2014-07-15,0,808,30,778,0.03712871287128713,28,2,28,23,0.03268212555644775,0.010363554099672554,0.022318571456775196,0.017377516636746044,0.6333333333333333
2014-07-16,0,796,22,774,0.02763819095477387,19,3,17,13,0.033154282283913,0.010822489794566409,0.022331792489346587,0.013476887019125345,0.6363636363636364
2014-07-17,0,811,31,780,0.03822441430332922,23,8,28,27,0.024983835717615113,0.00981329204313466,0.015170543674480452,0.0024787515239507014,0.4838709677419355
2014-07-18,0,829,18,811,0.021712907117008445,12,6,14,12,0.03712152987013681,0.009966742652497572,0.02715478721763924,0.018288223139912334,0.6666666666666666
2014-07-21,0,825,21,804,0.025454545454545455,19,2,17,19,0.02461917195267867,0.009635028745238729,0.014984143207439942,-0.008618549525494047,0.2857142857142857
2014-07-22,0,802,22,780,0.02743142144638404,20,2,16,17,0.027733213555010416,0.010248175315789889,0.017485038239220527,0.008118919239739973,0.5
2014-07-24,0,809,22,787,0.027194066749072928,20,2,19,17,0.028750583648063096,0.009985697223612887,0.01876488642445021,0.014323096122369022,0.5909090909090909
2014-07-25,0,831,14,817,0.01684717208182912,8,6,14,10,0.036313070883901455,0.013771600608848541,0.022541470275052912,0.0013939452338658763,0.42857142857142855
2014-07-28,0,818,41,777,0.05012224938875306,15,26,35,28,0.03470364108229984,0.015525378138937104,0.019178262943362737,0.015777415102587865,0.7073170731707317
2014-07-29,0,808,50,758,0.06188118811881188,11,39,47,30,0.025855691028403127,0.010480155438409607,0.01537553558999352,-0.007661673178953702,0.34
2014-07-30,0,815,26,789,0.03190184049079755,18,8,21,22,0.02559618899711017,0.009528062369945174,0.016068126627164996,0.00258917215145353,0.4230769230769231
2014-07-31,0,830,20,810,0.024096385542168676,15,5,19,14,0.02978167421959335,0.01134823513171184,0.01843343908788151,0.011031877861947224,0.55
2014-08-01,0,833,28,805,0.03361344537815126,15,13,24,19,0.0403138437452635,0.012410630749527692,0.027903212995735806,0.020829208480770127,0.6071428571428571
2014-08-04,0,821,48,773,0.058465286236297195,28,20,37,41,0.03282179916232983,0.012823505592297968,0.019998293570031862,-0.0016328627288460299,0.4166666666666667
2014-08-05,0,822,24,798,0.029197080291970802,10,14,20,19,0.04909997252329795,0.017807353806517268,0.031292618716780685,0.005457759858810379,0.5
2014-08-06,0,824,75,749,0.09101941747572816,8,67,70,38,0.026169061256954396,0.010606143225288706,0.01556291803166569,0.009631867294850669,0.6133333333333333
2014-08-07,0,827,26,801,0.03143893591293833,7,19,24,22,0.03150003396536461,0.014120493128130742,0.01737954083723387,0.009030216400307121,0.46153846153846156
2014-08-08,0,834,49,785,0.05875299760191847,9,40,46,23,0.03168000019100842,0.015071633185221284,0.016608367005787134,-0.011307058824652107,0.2857142857142857
2014-08-11,0,834,45,789,0.0539568345323741,38,7,38,41,0.022824346828613656,0.01103981302621401,0.011784533802399647,0.002519841522948826,0.5111111111111111
2014-08-12,0,835,23,812,0.027544910179640718,13,10,22,16,0.030614472452683787,0.012217362719772315,0.01839710973291147,0.019615802541413412,0.6086956521739131
2014-08-13,0,824,34,790,0.0412621359223301,27,7,26,30,0.029372736369072366,0.012948000415297575,0.01642473595377479,0.0025440413898037083,0.4117647058823529
2014-08-14,0,828,35,793,0.042270531400966184,19,16,31,28,0.03352047702243594,0.012271408418098989,0.02124906860433695,0.015423833626527689,0.6
2014-08-15,0,841,34,807,0.04042806183115339,9,25,29,24,0.052326119869197774,0.019362721267286113,0.032963398601911664,0.047121117484880265,0.8823529411764706
2014-08-18,0,836,81,755,0.09688995215311005,6,75,72,59,0.030410476976497992,0.01102043822378373,0.019390038752714264,-0.011922462053112922,0.24691358024691357
2014-08-19,0,830,36,794,0.043373493975903614,24,12,34,27,0.0307426079324564,0.010106112122270732,0.020636495810185666,0.012584010242813928,0.5833333333333334
2014-08-20,0,820,36,784,0.04390243902439024,20,16,36,25,0.03379469933371145,0.012051433259442313,0.021743266074269137,0.017237619311005502,0.5555555555555556
2014-08-21,0,825,43,782,0.052121212121212124,14,29,39,24,0.03423641223040114,0.015192865564201997,0.019043546666199146,-0.005085150699848593,0.3488372093023256
2014-08-22,0,827,38,789,0.045949214026602174,33,5,30,32,0.02906318417747815,0.010773919504506778,0.018289264672971373,0.019698581226063647,0.631578947368421
2014-08-25,0,819,24,795,0.029304029304029304,21,3,20,21,0.03156057136715155,0.010895585222865652,0.020664986144285896,0.011354964558914396,0.4583333333333333
2014-08-26,0,818,31,787,0.037897310513447434,29,2,27,29,0.03431049600620716,0.01143560263669298,0.022874893369514183,0.00011397127400375372,0.45161290322580644
2014-08-27,0,804,33,771,0.041044776119402986,31,2,29,26,0.025599356453974282,0.008788607804664875,0.016810748649309405,-0.001765363736715919,0.3939393939393939
2014-08-28,0,815,14,801,0.01717791411042945,9,5,12,10,0.03052289186502039,0.009932737033415406,0.020590154831604982,0.008053934396897491,0.5
2014-08-29,0,837,20,817,0.023894862604540025,17,3,17,13,0.028392659387610368,0.010474764941964925,0.01791789444564544,0.006436088310271185,0.45
2014-09-01,0,838,27,811,0.032219570405727926,23,4,22,24,0.027074902697747222,0.012109308473842381,0.014965594223904841,0.014343581676802624,0.7037037037037037
2014-09-02,0,840,17,823,0.02023809523809524,7,10,15,14,0.03010920310188932,0.00883136704715631,0.02127783605473301,-0.0041472267244693495,0.4117647058823529
2014-09-03,0,832,14,818,0.016826923076923076,11,3,14,7,0.018106353388429614,0.007955359142742533,0.01015099424568708,-0.006308438924380916,0.35714285714285715
2014-09-04,0,833,10,823,0.012004801920768308,6,4,9,6,0.04173693905067592,0.008497056301961676,0.03323988274871425,0.027691738002074688,0.7
2014-09-05,0,838,16,822,0.01909307875894988,13,3,16,13,0.025588416544544124,0.009954535836798888,0.015633880707745237,-0.005536124151619355,0.4375
2014-09-09,0,840,27,813,0.03214285714285714,22,5,18,18,0.017015144892551806,0.010268285444440348,0.0067468594481114585,-0.006048962090799638,0.3333333333333333
2014-09-10,0,841,11,830,0.013079667063020214,7,4,10,8,0.022671020900951466,0.010014463951567541,0.012656556949383925,0.005605278495099497,0.45454545454545453
2014-09-11,0,835,14,821,0.016766467065868262,7,7,14,10,0.03248554760583892,0.012226713572545386,0.02025883403329353,0.02135139242193893,0.6428571428571429
2014-09-12,0,834,15,819,0.017985611510791366,7,8,15,12,0.031019226841573933,0.009291553885289485,0.021727672956284447,0.02393874756183678,0.6666666666666666
2014-09-15,0,837,7,830,0.008363201911589008,4,3,7,3,0.02846658375206537,0.011044996119017393,0.017421587633047977,0.004369121088269293,0.42857142857142855
2014-09-16,0,838,24,814,0.028639618138424822,10,14,21,17,0.03305243723822305,0.008810088342650155,0.024242348895572894,0.00037770247625652873,0.5
2014-09-17,0,838,22,816,0.026252983293556086,19,3,19,15,0.030737898115574723,0.00942159271086675,0.021316305404707973,0.01646608359937965,0.6363636363636364
2014-09-18,0,840,21,819,0.025,21,0,19,20,0.01730627799973125,0.009900404177412503,0.007405873822318748,0.004232455909527351,0.5238095238095238
2014-09-19,0,841,20,821,0.023781212841854936,17,3,14,15,0.024492329958950003,0.011635915536491842,0.01285641442245816,0.0077482774103870625,0.55
2014-09-22,0,841,14,827,0.016646848989298454,10,4,11,11,0.03669193139683274,0.010021563099106017,0.026670368297726718,0.021187294253329384,0.7142857142857143
2014-09-23,0,837,15,822,0.017921146953405017,10,5,15,11,0.023623050391790395,0.00840514737119118,0.015217903020599215,0.0032956971009591375,0.6
2014-09-24,0,838,15,823,0.017899761336515514,8,7,13,11,0.04149347796062634,0.014848524687257692,0.026644953273368653,0.012302824159396548,0.6
2014-09-25,0,842,26,816,0.030878859857482184,5,21,22,22,0.024994736404680935,0.010294317612118568,0.014700418792562366,0.00021650448222832735,0.5384615384615384
2014-09-26,0,839,22,817,0.026221692491060787,5,17,22,9,0.023058931719444533,0.00872001768498842,0.014338914034456113,0.0100850222166375,0.6363636363636364
2014-09-29,0,838,13,825,0.015513126491646777,10,3,11,8,0.03381260017934415,0.012302288727451736,0.021510311451892413,0.018307066437094552,0.46153846153846156
2014-09-30,0,839,31,808,0.03694874851013111,17,14,25,18,0.02297769259338727,0.010147271816697421,0.01283042077668985,0.009915550862291402,0.5806451612903226
2014-10-01,0,839,29,810,0.03456495828367104,26,3,28,22,0.022210211401580107,0.008861013355357428,0.013349198046222678,0.0036786826022314396,0.5172413793103449
