date,ticker,name,limit_pct,ret_close,ret_high,ret_low,upper_event,lower_event,touch_any,near_close_any,next_ret,next_abs_ret,side_adjusted_next_ret,old7_upper_event,old7_lower_event,old7_touch_any,old7_near_close_any,old7_side_adjusted_next_ret
2015-12-09,1101,台泥,0.1,-0.0945273631840795,-0.07296849087893864,-0.0945273631840795,False,True,False,True,0.06385147198653277,0.06385147198653277,-0.06385147198653277,False,True,True,True,-0.06385147198653277
2016-01-07,1101,台泥,0.1,0.6487523992322457,0.6660268714011515,0.6429942418426102,True,False,True,True,-0.46419978242593535,0.46419978242593535,-0.46419978242593535,True,False,True,True,-0.46419978242593535
2016-01-08,1101,台泥,0.1,-0.3713620488940629,-0.36437718277066355,-0.3783469150174622,False,True,True,True,-0.037740327982847086,0.037740327982847086,0.037740327982847086,False,True,True,True,0.037740327982847086
2016-02-26,1101,台泥,0.1,0.1559322033898305,0.1559322033898305,0.14745762711864407,True,False,True,True,-0.13311254445086002,0.13311254445086002,-0.13311254445086002,True,False,True,True,-0.13311254445086002
2016-03-01,1101,台泥,0.1,-0.12463343108504399,-0.12023460410557185,-0.13929618768328444,False,True,True,True,0.003344484722847129,0.003344484722847129,-0.003344484722847129,False,True,True,True,-0.003344484722847129
2014-06-16,1102,亞泥,0.07,-0.003783102143757877,0.0025220680958386588,-0.06935687263556112,False,True,True,False,0.0050505157860685716,0.0050505157860685716,-0.0050505157860685716,False,True,True,False,-0.0050505157860685716
2016-01-07,1102,亞泥,0.1,0.6454720616570329,0.6589595375722543,0.6435452793834298,True,False,True,True,-0.4961023822130968,0.4961023822130968,-0.4961023822130968,True,False,True,True,-0.4961023822130968
2016-01-08,1102,亞泥,0.1,-0.3911007025761124,-0.3875878220140516,-0.39695550351288056,False,True,True,True,-0.011605546120308003,0.011605546120308003,0.011605546120308003,False,True,True,True,0.011605546120308003
2015-08-28,1103,嘉泥,0.1,0.08548931383577041,0.09898762654668158,0.006749156355455366,True,False,True,False,0.008255980847019078,0.008255980847019078,0.008255980847019078,True,False,True,True,0.008255980847019078
2016-01-07,1103,嘉泥,0.1,0.9741100323624596,1.0658036677454152,0.9525350593311761,True,False,True,True,-0.6844420113326145,0.6844420113326145,-0.6844420113326145,True,False,True,True,-0.6844420113326145
2016-01-08,1103,嘉泥,0.1,-0.49562841530054647,-0.4939890710382514,-0.49672131147540977,False,True,True,True,-0.014184634991956525,0.014184634991956525,0.014184634991956525,False,True,True,True,0.014184634991956525
2016-02-26,1103,嘉泥,0.1,0.3174946004319654,0.32289416846652275,0.306695464362851,True,False,True,True,-0.2682009368799584,0.2682009368799584,-0.2682009368799584,True,False,True,True,-0.2682009368799584
2016-03-01,1103,嘉泥,0.1,-0.23524590163934422,-0.23360655737704916,-0.24426229508196706,False,True,True,True,0.004278081391078172,0.004278081391078172,-0.004278081391078172,False,True,True,True,-0.004278081391078172
2014-01-07,1104,環泥,0.07,0.06914893617021267,0.06914893617021267,0.0017730496453900457,True,False,True,True,-0.02010117932108715,0.02010117932108715,-0.02010117932108715,True,False,True,True,-0.02010117932108715
2014-01-15,1104,環泥,0.07,0.06701940035273357,0.06878306878306883,0.007054673721340388,True,False,True,True,-0.021721823146835684,0.021721823146835684,-0.021721823146835684,True,False,True,True,-0.021721823146835684
2014-10-17,1104,環泥,0.07,0.06870229007633588,0.06870229007633588,-0.013358778625954137,True,False,True,True,-0.030827463795259483,0.030827463795259483,-0.030827463795259483,True,False,True,True,-0.030827463795259483
2015-08-24,1104,環泥,0.1,-0.03864734299516914,0.01449275362318847,-0.09903381642512077,False,True,True,False,0.01990115431729502,0.01990115431729502,-0.01990115431729502,False,True,True,False,-0.01990115431729502
2014-09-01,1108,幸福,0.07,0.06687898089171984,0.06687898089171984,0.019108280254777066,True,False,False,True,0.06267110696277556,0.06267110696277556,0.06267110696277556,True,False,False,True,0.06267110696277556
2014-09-02,1108,幸福,0.07,0.0646766169154227,0.06965174129353224,0.02487562189054726,True,False,True,True,-0.009389740349839032,0.009389740349839032,-0.009389740349839032,True,False,True,True,-0.009389740349839032
2014-09-05,1108,幸福,0.07,0.048309178743961345,0.06763285024154597,0.0,True,False,True,False,-0.056887374402051355,0.056887374402051355,-0.056887374402051355,True,False,True,False,-0.056887374402051355
2014-09-09,1108,幸福,0.07,-0.055299539170506895,0.009216589861751112,-0.06912442396313367,False,True,True,False,0.019324272826402842,0.019324272826402842,-0.019324272826402842,False,True,True,False,-0.019324272826402842
2015-03-19,1108,幸福,0.07,0.06763285024154597,0.06763285024154597,0.0,True,False,True,True,0.04857467014855697,0.04857467014855697,0.04857467014855697,True,False,True,True,0.04857467014855697
2015-03-20,1108,幸福,0.07,0.04977375565610842,0.0678733031674208,0.013574660633484115,True,False,True,False,-0.03509131981127017,0.03509131981127017,-0.03509131981127017,True,False,True,False,-0.03509131981127017
2015-04-17,1108,幸福,0.07,0.06542056074766367,0.06542056074766367,0.004672897196261738,True,False,False,True,-0.02666824708216141,0.02666824708216141,-0.02666824708216141,True,False,False,True,-0.02666824708216141
2016-01-07,1108,幸福,0.1,0.17971887550200782,0.2399598393574296,0.16967871485943764,True,False,True,True,-0.1733407288303915,0.1733407288303915,-0.1733407288303915,True,False,True,True,-0.1733407288303915
2016-01-08,1108,幸福,0.1,-0.15914893617021275,-0.15574468085106385,-0.16595744680851054,False,True,True,True,-0.006091389393401928,0.006091389393401928,0.006091389393401928,False,True,True,True,0.006091389393401928
2016-02-26,1108,幸福,0.1,-0.14534288638689863,-0.1402251791197543,-0.15046059365404285,False,True,True,True,0.16012084681376224,0.16012084681376224,-0.16012084681376224,False,True,True,True,-0.16012084681376224
2016-03-01,1108,幸福,0.1,0.1736526946107786,0.17964071856287434,0.1736526946107786,True,False,True,True,0.006103782938017666,0.006103782938017666,0.006103782938017666,True,False,True,True,0.006103782938017666
