date,post_widening,stock_count,event_count,control_count,event_rate,upper_event_count,lower_event_count,touch_count,near_close_count,event_next_abs_mean,control_next_abs_mean,diff_next_abs,event_side_adj_next_ret_mean,event_continuation_share
2014-02-17,0,843,30,813,0.03558718861209965,19,11,28,26,0.02318412742181491,0.011122262929015116,0.012061864492799796,0.008431958783803099,0.4666666666666667
2014-02-18,0,842,32,810,0.03800475059382423,31,1,29,30,0.03180807096825837,0.011883171979165393,0.019924898989092978,0.018925572113175373,0.5625
2014-02-19,0,841,36,805,0.04280618311533888,33,3,33,30,0.029583035509619313,0.010862368025654916,0.018720667483964396,0.008601446000393725,0.5555555555555556
2014-02-20,0,840,26,814,0.030952380952380953,22,4,22,17,0.017289330789298833,0.010653509884024637,0.0066358209052741965,0.002894697910764149,0.34615384615384615
2014-02-21,0,838,25,813,0.029832935560859187,24,1,23,20,0.026957945820294177,0.011492858837913221,0.015465086982380956,0.003901200387028496,0.4
2014-02-24,0,841,31,810,0.036860879904875146,28,3,27,24,0.03848426399035684,0.00963772847365672,0.028846535516700123,0.014485567454318591,0.5161290322580645
2014-02-25,0,840,35,805,0.041666666666666664,33,2,29,32,0.027874463236333424,0.010913574256791441,0.016960888979541983,0.007835325738747564,0.45714285714285713
2014-02-26,0,843,40,803,0.04744958481613286,39,1,35,34,0.026701922904853504,0.010792138853937002,0.015909784050916503,0.010191465414013138,0.65
2014-02-27,0,843,25,818,0.02965599051008304,24,1,22,19,0.02948404302323119,0.013039491403778126,0.016444551619453063,0.015485829604778234,0.68
2014-03-03,0,844,30,814,0.035545023696682464,25,5,29,26,0.036654950155454676,0.011786089044794062,0.02486886111066061,0.004238940348253715,0.4666666666666667
2014-03-04,0,845,28,817,0.033136094674556214,23,5,22,20,0.028226101713647412,0.011246090117057475,0.016980011596589937,0.007596332825134981,0.5357142857142857
2014-03-05,0,843,40,803,0.04744958481613286,35,5,38,30,0.025462620604195386,0.010785335079649419,0.014677285524545967,0.010369057657471956,0.475
2014-03-06,0,843,21,822,0.02491103202846975,20,1,18,17,0.03915254195441272,0.01579783758351301,0.02335470437089971,-0.009414784531667802,0.3333333333333333
2014-03-07,0,843,48,795,0.05693950177935943,29,19,42,31,0.028506763874727132,0.011968212061961825,0.016538551812765305,0.008318795857424274,0.4791666666666667
2014-03-10,0,843,34,809,0.04033214709371293,26,8,29,23,0.03292913287231472,0.011913468065099962,0.021015664807214757,0.018499714185713695,0.6764705882352942
2014-03-11,0,841,37,804,0.04399524375743163,31,6,32,33,0.03617665664813451,0.010430289150316957,0.025746367497817557,0.01725703437314886,0.6216216216216216
2014-03-12,0,840,31,809,0.036904761904761905,29,2,25,28,0.033897099199068956,0.009809995063322809,0.02408710413574615,0.014168335773873513,0.5161290322580645
2014-03-13,0,842,30,812,0.035629453681710214,28,2,28,23,0.030241227383633194,0.011082953299539226,0.019158274084093967,0.003254217455093468,0.4666666666666667
2014-03-14,0,844,31,813,0.03672985781990521,19,12,28,25,0.02699037488735879,0.011437292493503943,0.015553082393854849,-0.0008194631876428013,0.45161290322580644
2014-03-17,0,845,32,813,0.0378698224852071,28,4,28,26,0.0251873046045705,0.010602596323483236,0.014584708281087263,0.003940448661660112,0.46875
2014-03-18,0,843,28,815,0.033214709371293,25,3,23,26,0.038235245361043266,0.01387433499251738,0.024360910368525886,0.02212935156124556,0.6785714285714286
2014-03-19,0,842,33,809,0.039192399049881234,25,8,29,26,0.02837348917554205,0.014057380403514067,0.014316108772027984,0.0034859411533371258,0.36363636363636365
2014-03-20,0,841,15,826,0.0178359096313912,11,4,12,11,0.029913939369757114,0.012265992634362703,0.01764794673539441,0.014906358361678742,0.6
2014-03-21,0,842,24,818,0.028503562945368172,15,9,21,19,0.03986383760389801,0.013800545550922283,0.026063292052975723,0.011489010524095719,0.5416666666666666
